meshblock_id,census_id,full_time,not_in_the_labour_force,part_time,status_unidentifiable,total,total_stated,unemployed
103500,2,39,33,15,0,90,90,3
103600,2,39,39,21,3,105,105,3
103700,2,48,24,12,0,90,87,3
103800,2,39,30,6,6,81,78,3
103900,2,0,0,0,0,9,9,0
104000,2,21,21,6,0,48,51,3
104100,2,39,12,6,18,84,66,6
104200,2,15,18,3,0,39,39,3
104301,2,45,30,3,3,87,84,6
104302,2,18,6,3,3,36,33,3
104400,2,51,33,12,0,111,108,9
104500,2,72,27,21,3,123,123,3
104600,2,66,42,27,9,153,141,6
104700,2,15,18,9,0,48,48,0
104800,2,18,12,3,9,51,42,6
104900,2,51,27,6,12,99,87,3
105000,2,42,30,12,12,105,90,6
105100,2,33,75,12,9,132,123,3
105200,2,48,36,9,6,108,102,9
105300,2,27,15,9,0,57,57,3
105400,2,57,39,15,6,123,117,9
105500,2,39,21,6,3,66,66,3
105600,2,75,30,24,15,144,132,3
105700,2,18,51,9,3,81,84,3
105800,2,12,24,9,9,57,48,3
105900,2,36,27,9,6,81,72,0
106000,2,54,18,15,0,102,105,15
106100,2,48,27,15,6,99,93,3
106201,2,30,15,12,0,57,57,0
106202,2,51,27,12,0,90,90,3
106203,2,30,12,3,3,48,48,0
106300,2,33,15,9,0,60,57,3
106400,2,9,0,0,0,9,9,0
106500,2,27,102,12,0,141,141,0
106600,2,45,30,15,6,99,96,3
106700,2,45,45,21,0,114,117,3
106801,2,39,30,12,6,90,81,0
106802,2,45,33,12,0,99,99,6
106803,2,18,27,9,0,57,54,0
106901,2,15,6,3,3,24,21,0
106902,2,21,12,6,0,42,45,0
106903,2,24,15,6,0,45,45,3
107000,2,51,45,12,0,108,108,0
107100,2,39,24,9,6,87,81,9
107200,2,57,24,12,3,96,99,3
107300,2,66,45,15,0,126,123,3
107400,2,27,9,6,0,51,51,6
107500,2,96,45,27,9,183,174,6
107602,2,57,39,15,0,117,114,3
107603,2,48,33,18,12,114,105,3
107604,2,72,69,21,15,198,186,21
107700,2,30,30,9,3,75,69,0
107801,2,39,30,12,9,90,84,3
107802,2,36,54,18,3,120,117,9
107803,2,51,21,12,3,96,93,6
107901,2,27,21,9,3,60,57,0
107903,2,45,42,12,3,111,105,9
107904,2,72,63,24,9,180,171,15
107905,2,33,66,12,9,141,132,18
107906,2,18,33,9,18,90,72,15
107907,2,27,30,12,6,87,81,12
107908,2,3,15,6,6,36,27,3
107909,2,9,15,3,0,27,27,0
108000,2,84,81,18,9,210,198,15
108100,2,0,0,0,0,0,0,0
108200,2,33,33,9,3,84,84,12
108300,2,75,66,21,12,183,171,9
108401,2,3,12,0,0,18,18,0
108402,2,18,12,3,0,36,36,0
108403,2,24,12,6,27,69,45,3
108404,2,15,6,3,3,27,24,0
108500,2,27,30,15,3,78,75,6
108600,2,21,39,12,6,81,72,3
108700,2,24,27,3,6,66,63,9
108800,2,24,24,3,12,63,54,3
108900,2,87,60,18,12,192,180,15
109000,2,36,21,12,3,66,69,0
109101,2,0,0,0,0,0,0,0
109102,2,33,30,6,3,81,75,12
109103,2,18,6,6,3,36,30,3
109104,2,0,3,0,12,15,3,3
109200,2,9,9,3,3,30,24,0
109300,2,0,0,0,0,0,0,0
109401,2,0,0,0,0,0,0,0
109402,2,27,6,9,0,45,45,0
109403,2,0,0,0,0,6,0,0
109500,2,33,27,15,3,81,78,3
109600,2,48,33,12,0,102,102,9
109700,2,24,18,6,3,51,48,3
109800,2,45,39,15,0,102,102,3
109900,2,75,42,21,3,141,141,3
110001,2,36,30,12,0,84,84,6
110002,2,45,63,18,3,132,126,3
110003,2,33,21,9,3,78,75,12
110101,2,27,24,6,9,66,60,6
110102,2,42,54,15,0,114,114,6
110200,2,63,24,12,9,114,105,6
110300,2,48,42,18,6,123,117,9
110400,2,36,36,15,12,102,90,3
110501,2,36,27,6,6,75,72,3
110502,2,30,36,9,3,87,84,6
110601,2,39,27,18,3,96,93,12
110602,2,24,33,12,6,81,75,3
110603,2,9,39,12,0,63,63,3
110700,2,9,12,0,6,30,24,0
110801,2,15,15,3,3,36,33,0
110802,2,27,12,9,0,48,51,0
110900,2,63,72,21,12,174,162,9
111001,2,15,18,3,0,36,36,0
111002,2,27,21,6,6,63,57,3
111003,2,12,33,0,0,42,42,0
111004,2,15,21,0,0,36,36,0
111005,2,15,18,9,6,51,45,3
111006,2,27,21,6,0,57,54,0
111100,2,51,45,6,3,108,105,0
111200,2,90,51,24,12,183,171,3
111300,2,54,42,18,3,123,123,6
111400,2,66,69,18,6,165,156,6
111501,2,63,24,12,0,108,105,3
111502,2,60,69,21,6,162,156,6
111600,2,24,27,12,6,69,66,3
111700,2,42,72,21,27,180,153,18
111800,2,45,33,15,6,102,96,3
111900,2,3,12,0,0,12,15,0
112000,2,72,48,33,0,153,156,3
112100,2,51,33,12,6,111,105,6
112201,2,54,42,24,6,135,126,12
112202,2,45,39,12,3,102,102,3
112300,2,48,36,15,3,102,102,3
112400,2,27,12,6,3,51,48,3
112500,2,30,30,12,0,78,75,3
112600,2,48,39,15,3,105,105,0
112700,2,15,12,3,3,36,33,3
112800,2,39,27,15,0,84,87,6
112900,2,3,6,0,3,9,9,0
113000,2,12,15,9,0,36,36,0
113100,2,6,12,3,3,24,24,0
113201,2,27,15,9,0,54,54,3
113202,2,45,45,12,9,114,108,3
113300,2,69,72,24,9,180,174,6
113400,2,48,69,21,12,156,147,6
113500,2,39,30,15,6,93,84,0
113600,2,27,30,9,3,69,66,0
113700,2,18,12,6,3,42,39,3
113800,2,45,36,15,6,111,108,9
113900,2,0,0,0,0,6,0,0
114000,2,30,36,9,6,90,84,9
114101,2,63,63,33,0,159,159,3
114102,2,6,6,6,3,24,21,0
114201,2,6,9,3,0,18,18,0
114202,2,33,42,18,6,99,96,3
114301,2,42,45,12,0,102,102,6
114302,2,48,45,21,3,126,120,6
114400,2,30,39,6,0,75,75,0
114500,2,42,39,15,0,99,96,3
114600,2,36,54,18,0,117,114,3
114700,2,45,36,12,3,102,99,6
114800,2,33,36,6,0,78,75,0
114900,2,21,27,9,0,60,60,0
115000,2,54,60,18,6,144,135,3
115100,2,15,60,9,0,81,84,0
115200,2,27,21,6,3,60,57,0
115300,2,12,9,3,3,27,27,3
115400,2,27,30,9,3,72,69,3
115500,2,12,9,9,0,33,30,0
115600,2,0,0,0,0,6,0,0
115700,2,6,0,0,0,9,9,0
115800,2,0,0,0,0,6,9,0
115900,2,39,48,18,12,120,108,3
116000,2,33,42,21,3,105,105,6
116100,2,18,27,9,3,57,54,0
116200,2,18,54,9,0,81,81,0
116300,2,0,0,0,0,0,0,0
116400,2,15,18,0,0,36,36,0
116500,2,48,36,18,12,126,114,6
116600,2,15,15,9,3,39,39,0
116700,2,18,15,9,0,42,42,0
116800,2,21,27,9,3,69,66,3
116900,2,48,30,15,12,111,102,6
117000,2,21,21,9,6,60,54,3
117100,2,60,48,9,3,123,120,0
117200,2,6,0,0,0,6,6,0
117301,2,9,3,3,0,15,15,0
117302,2,21,15,3,3,45,42,0
117303,2,33,27,12,3,81,78,3
117304,2,33,15,6,0,57,57,0
117400,2,27,18,12,6,66,60,0
117500,2,33,24,15,0,75,75,3
117600,2,27,9,9,3,48,48,0
117700,2,33,24,12,0,66,66,3
117800,2,36,18,12,12,78,66,3
117900,2,0,0,0,0,6,0,0
118000,2,27,18,9,3,63,57,0
118100,2,27,33,12,0,75,75,3
118200,2,42,6,12,3,63,63,0
118300,2,3,18,0,0,24,24,0
118400,2,24,6,3,0,33,33,0
118500,2,33,27,9,6,84,75,6
118600,2,21,12,6,9,48,42,0
118700,2,33,21,12,3,69,63,3
118800,2,21,6,6,6,39,33,3
118900,2,6,9,3,0,15,15,0
119000,2,21,12,3,6,45,39,0
119100,2,3,3,3,6,21,15,3
119200,2,15,6,3,3,27,30,0
119300,2,15,6,6,3,33,30,0
119400,2,18,21,12,0,51,51,0
119500,2,18,3,3,0,24,24,0
119600,2,30,12,12,3,60,54,3
119700,2,21,9,9,0,42,39,3
119800,2,30,24,6,0,63,63,0
119900,2,30,9,15,6,60,57,0
120000,2,9,6,3,0,18,18,0
120100,2,33,15,9,3,63,60,0
120200,2,42,18,6,3,69,69,0
120300,2,18,12,9,0,39,39,0
120400,2,9,6,0,0,15,18,0
120500,2,21,12,6,0,39,42,0
120600,2,24,18,9,0,54,51,0
120700,2,21,9,3,0,33,33,3
120800,2,39,6,9,6,63,57,0
120900,2,27,12,6,0,45,45,0
121000,2,39,6,6,3,57,51,0
121100,2,21,9,6,3,36,36,3
121200,2,6,6,3,0,15,15,0
121300,2,18,6,6,3,30,30,0
121400,2,12,6,3,0,21,21,0
121500,2,30,6,15,3,54,51,0
121600,2,24,6,3,6,45,36,3
121700,2,21,9,3,0,36,33,0
121800,2,45,18,12,6,81,75,0
121900,2,15,15,3,0,33,33,0
122000,2,27,9,9,0,39,42,3
122100,2,42,9,6,9,63,57,0
122200,2,42,21,15,3,78,75,3
122300,2,12,3,6,0,18,21,0
122400,2,42,18,3,6,69,66,0
122500,2,21,12,6,0,42,39,0
122600,2,24,6,9,3,42,42,3
122700,2,0,0,0,0,0,0,0
122800,2,0,0,0,0,0,0,0
122900,2,21,6,6,6,36,33,0
123000,2,27,18,9,3,57,54,0
123100,2,9,6,0,0,18,18,0
123200,2,15,21,3,9,48,42,6
123300,2,24,15,12,3,54,51,3
123400,2,6,3,3,0,12,12,0
123500,2,6,3,3,0,9,12,0
123600,2,15,0,3,0,24,24,0
123700,2,15,6,6,0,24,24,0
123801,2,0,0,0,0,9,9,0
123802,2,18,3,9,0,27,27,0
123901,2,30,12,9,3,51,51,0
123902,2,0,0,0,0,3,0,0
123903,2,0,0,0,0,3,0,0
123904,2,0,0,0,0,9,6,0
124000,2,6,3,3,0,12,12,0
124100,2,9,6,3,0,21,18,0
124200,2,18,6,6,6,36,30,0
124300,2,36,21,12,3,69,69,3
124400,2,33,12,9,6,63,57,3
124500,2,24,9,9,3,48,45,0
124600,2,27,21,9,15,78,60,3
124700,2,27,15,12,9,69,57,3
124800,2,18,12,6,0,39,39,0
124900,2,36,18,9,12,75,63,0
125000,2,6,12,3,0,24,21,0
125100,2,9,12,6,3,27,27,0
125200,2,9,12,3,3,27,24,0
125300,2,18,30,12,6,69,63,6
125400,2,18,39,18,9,87,78,3
125500,2,9,3,9,0,21,21,0
125600,2,36,30,15,9,93,84,6
125700,2,36,15,15,3,69,69,0
125800,2,21,6,6,0,36,36,0
125900,2,15,24,0,0,39,39,0
126000,2,24,12,3,0,42,42,0
126100,2,9,3,3,0,9,12,3
126200,2,6,3,3,0,12,12,3
126300,2,18,9,6,0,36,36,3
126400,2,6,9,3,0,18,18,0
126500,2,6,3,3,0,12,12,0
126600,2,12,3,6,3,24,21,0
126700,2,0,0,0,0,0,0,0
126800,2,9,15,3,0,30,30,0
126900,2,30,39,3,3,81,78,6
127000,2,30,18,9,0,57,60,0
127100,2,6,12,0,0,24,21,3
127200,2,33,30,18,0,84,84,6
127300,2,24,30,3,0,57,60,0
127400,2,18,9,3,0,33,30,0
127500,2,12,15,6,0,36,36,3
127600,2,21,6,6,3,33,33,0
127700,2,21,12,6,0,39,39,3
127800,2,12,9,9,0,30,30,3
127900,2,9,9,0,0,21,21,0
128000,2,9,6,3,0,18,18,3
128100,2,12,6,3,3,21,21,0
128200,2,15,6,6,0,27,27,0
128300,2,18,6,6,3,33,33,0
128400,2,30,9,3,0,45,42,0
128500,2,30,6,6,0,45,45,3
128600,2,33,3,12,0,48,48,0
128701,2,15,6,3,0,21,21,0
128702,2,39,9,12,6,63,60,0
128800,2,21,12,3,3,39,39,0
128900,2,18,12,6,0,39,36,0
129000,2,15,6,3,6,33,27,3
129100,2,18,3,6,0,33,30,3
129200,2,24,15,6,12,60,48,3
129300,2,21,75,21,24,144,120,3
129400,2,24,12,6,6,48,42,3
129500,2,24,12,9,0,48,48,0
129600,2,42,33,9,0,90,87,3
129700,2,30,15,12,3,60,60,0
129800,2,21,12,9,0,42,45,0
129900,2,33,6,6,0,51,51,3
130000,2,24,6,6,0,36,36,0
130100,2,27,12,6,3,48,45,0
130200,2,30,3,9,6,54,48,3
130300,2,24,27,9,0,60,60,0
130400,2,15,9,3,3,30,27,0
130500,2,24,6,3,9,42,33,0
130600,2,36,21,12,6,75,72,3
130700,2,36,27,18,3,84,81,3
130801,2,30,18,9,0,60,57,0
130802,2,21,15,3,0,39,39,3
130803,2,9,9,3,0,18,18,0
130901,2,63,75,21,0,162,162,0
130902,2,24,12,9,0,45,45,3
131000,2,0,0,0,0,0,0,0
131100,2,15,9,3,0,27,27,0
131200,2,54,24,12,3,96,90,0
131300,2,21,6,3,0,30,30,0
131400,2,60,27,15,0,105,105,3
131500,2,45,30,12,0,87,87,3
131600,2,12,12,9,0,33,30,0
131700,2,18,9,9,0,36,36,3
131801,2,39,30,12,0,81,81,3
131802,2,0,0,0,0,0,0,0
131803,2,9,12,3,0,27,27,0
131900,2,15,54,18,0,90,90,3
132000,2,42,30,9,3,81,81,0
132100,2,24,15,9,0,45,45,0
132201,2,24,9,6,3,45,42,0
132202,2,0,0,0,0,9,9,0
132300,2,0,0,0,0,9,9,0
132401,2,24,6,6,6,45,39,3
132402,2,0,0,0,0,6,6,0
132403,2,9,12,3,0,24,24,0
132501,2,18,6,9,3,33,30,0
132502,2,0,0,0,0,3,0,0
132600,2,33,12,12,0,60,60,3
132700,2,33,15,6,0,54,51,0
132801,2,24,18,12,3,57,54,0
132802,2,3,6,3,0,12,12,0
132803,2,6,6,3,0,18,18,0
132804,2,12,0,3,0,15,15,0
132805,2,0,0,0,0,6,6,0
132806,2,9,6,6,0,18,18,0
132807,2,15,12,6,0,36,36,3
132900,2,6,6,3,0,18,15,0
133000,2,42,21,12,3,84,81,6
133100,2,12,15,3,0,27,27,0
133200,2,36,21,9,3,72,69,3
133300,2,15,3,3,0,18,18,0
133411,2,9,6,0,0,15,15,0
133412,2,9,3,3,0,15,15,0
133413,2,15,3,3,0,21,21,0
133414,2,6,6,3,0,12,12,0
133415,2,3,6,3,0,15,15,0
133416,2,6,9,0,0,15,15,0
133417,2,9,6,3,0,18,18,3
133418,2,3,3,0,3,12,9,0
133419,2,18,9,6,0,30,30,0
133420,2,6,9,3,0,21,21,0
133421,2,6,9,0,0,18,18,0
133422,2,0,0,0,0,3,0,0
133423,2,18,9,3,9,42,33,0
133424,2,0,0,0,0,0,0,0
133425,2,21,12,9,0,39,39,0
133426,2,12,12,3,3,30,30,0
133427,2,0,0,0,0,0,0,0
133428,2,0,0,0,0,0,0,0
133429,2,9,3,3,0,15,15,0
133430,2,0,0,0,0,9,9,0
133431,2,6,12,6,0,18,18,0
133432,2,6,12,3,0,21,21,3
133433,2,0,0,0,0,9,9,0
133434,2,0,6,0,0,9,9,0
133435,2,9,30,6,0,45,48,3
133436,2,3,12,0,0,18,18,0
133437,2,9,15,9,0,30,33,0
133438,2,9,6,6,0,21,21,3
133439,2,6,15,3,0,21,21,0
133440,2,12,18,3,0,33,30,0
133441,2,6,3,6,0,15,15,0
133442,2,0,0,0,0,9,9,0
133443,2,9,3,3,0,12,15,0
133444,2,3,9,3,0,15,15,3
133445,2,9,3,6,0,18,21,0
133446,2,12,6,9,3,27,24,0
133447,2,6,0,0,0,9,6,0
133448,2,0,0,0,0,3,0,0
133449,2,12,6,9,0,27,30,0
133450,2,9,12,6,3,27,27,0
133451,2,3,9,9,0,24,24,0
133452,2,6,12,3,0,21,21,0
133453,2,12,3,3,3,21,21,0
133501,2,36,18,18,3,78,72,0
133502,2,27,12,6,3,51,45,0
133503,2,33,12,15,3,66,60,0
133504,2,12,3,3,3,21,18,0
133505,2,21,15,12,0,51,51,0
133506,2,24,3,9,6,39,33,0
133600,2,51,21,21,3,93,90,0
133703,2,24,15,3,0,45,42,3
133704,2,21,12,9,6,48,45,0
133705,2,18,24,6,0,48,48,0
133706,2,18,15,6,3,42,39,0
133707,2,27,33,9,0,69,69,3
133708,2,3,3,3,0,15,12,0
133709,2,9,21,3,0,33,33,0
133710,2,21,15,3,0,39,39,0
133711,2,21,15,3,3,42,36,3
133801,2,21,36,12,3,78,72,3
133802,2,39,24,12,3,81,75,0
133900,2,24,12,12,3,57,51,3
134000,2,9,6,3,0,15,15,0
134100,2,18,9,0,0,27,30,3
134201,2,12,6,9,0,24,24,0
134202,2,12,9,6,3,30,27,0
134301,2,30,24,12,3,69,69,0
134302,2,9,0,3,0,12,9,0
134400,2,90,60,27,3,192,189,12
134500,2,36,30,6,0,72,72,3
134600,2,12,3,3,3,18,15,0
134700,2,33,6,12,0,54,54,0
134800,2,33,21,6,6,69,60,0
134901,2,9,6,0,3,18,18,0
134902,2,12,6,3,3,27,24,0
135001,2,0,0,0,0,0,0,0
135002,2,0,0,0,0,6,6,0
135003,2,15,6,6,0,30,30,3
135100,2,12,9,3,3,24,24,0
135201,2,36,15,18,6,72,69,6
135202,2,21,39,18,0,81,81,3
135300,2,33,6,6,0,48,48,0
135400,2,42,21,12,3,81,78,3
135500,2,0,0,0,0,6,0,0
135600,2,48,18,9,6,81,75,0
135700,2,48,21,15,0,87,87,3
135800,2,51,27,15,3,99,96,0
135900,2,42,15,12,6,72,66,0
136000,2,15,6,3,3,33,27,0
136101,2,42,24,18,9,96,90,3
136102,2,0,0,0,0,6,6,0
136201,2,0,0,0,0,9,9,0
136202,2,0,0,0,0,9,6,0
136203,2,36,12,6,6,60,54,0
136204,2,18,6,12,0,39,36,0
136205,2,9,0,3,3,21,18,0
136301,2,39,15,12,3,69,69,0
136302,2,18,9,6,0,33,33,0
136303,2,21,6,6,0,39,36,0
136400,2,33,12,12,0,54,54,0
136500,2,24,9,6,0,42,39,0
136600,2,42,15,9,3,69,69,3
136700,2,27,9,3,3,42,42,0
136800,2,6,9,3,0,18,18,0
136900,2,27,24,12,3,72,69,3
137000,2,39,27,9,6,81,78,0
137100,2,57,45,24,6,135,132,3
137200,2,0,0,0,0,0,0,0
137300,2,18,9,0,6,33,27,3
137400,2,39,30,12,6,93,84,0
137501,2,15,6,6,6,30,30,0
137502,2,75,27,27,0,132,132,3
137601,2,69,66,39,3,180,174,3
137602,2,0,0,0,0,3,0,0
137701,2,12,3,0,0,15,15,0
137702,2,18,9,3,0,36,33,3
137703,2,15,9,3,3,30,30,0
137704,2,12,9,6,0,27,27,0
137705,2,9,3,3,0,15,15,3
137706,2,0,0,0,0,9,9,0
137707,2,3,3,3,0,12,12,0
137708,2,36,24,9,6,75,69,0
137800,2,27,12,15,3,57,57,0
137901,2,12,12,6,6,36,30,0
137902,2,0,0,0,0,6,0,0
137903,2,0,0,0,0,3,0,0
137904,2,6,6,6,3,18,18,0
137905,2,6,6,3,0,15,15,0
137906,2,12,6,3,3,24,18,0
137907,2,9,6,6,3,27,24,0
137908,2,6,3,0,0,12,9,0
138002,2,27,24,18,0,69,69,0
138003,2,21,6,12,3,45,42,0
138004,2,21,12,9,3,45,42,0
138101,2,48,30,27,6,114,105,3
138103,2,0,0,0,0,3,0,0
138104,2,0,0,0,0,12,9,0
138105,2,15,6,6,0,27,30,0
138106,2,9,3,6,0,18,18,0
138107,2,21,3,3,3,33,30,0
138201,2,33,9,15,3,60,60,0
138202,2,12,12,9,0,33,30,0
138203,2,21,15,15,0,51,48,0
138300,2,39,15,6,3,66,63,0
138400,2,30,9,6,0,42,45,0
138500,2,48,9,18,0,75,75,3
138601,2,27,33,12,0,75,75,3
138603,2,18,27,9,0,48,51,0
138604,2,9,12,3,0,27,24,3
138605,2,6,6,6,0,12,12,0
138701,2,87,63,24,3,186,180,6
138702,2,27,15,9,3,51,51,3
138807,2,0,0,0,0,0,0,0
138809,2,0,0,0,0,0,0,0
138810,2,9,12,12,0,30,30,0
138811,2,6,6,3,0,15,15,0
138812,2,6,9,3,0,18,18,0
138813,2,6,3,3,3,12,9,0
138814,2,3,12,6,0,24,27,0
138815,2,24,21,9,0,54,54,0
138816,2,9,6,9,0,24,21,0
138817,2,18,9,3,3,36,36,0
138818,2,12,12,3,3,27,27,0
138819,2,27,27,12,3,66,63,0
138820,2,27,15,6,3,48,48,3
138821,2,21,9,12,3,42,42,0
138900,2,72,33,33,3,141,138,0
139000,2,33,21,15,3,72,69,0
139102,2,0,0,0,0,0,0,0
139103,2,6,0,0,0,6,6,0
139104,2,0,0,0,0,6,9,0
139105,2,42,18,18,3,78,78,0
139106,2,15,3,9,0,30,27,0
139107,2,6,6,6,3,24,18,0
139200,2,27,12,15,0,54,51,3
139301,2,18,3,3,0,24,24,0
139302,2,0,0,0,0,3,0,0
139303,2,27,9,12,0,48,48,0
139304,2,30,12,12,0,54,54,0
139305,2,30,15,9,0,51,48,0
139400,2,36,15,15,3,66,66,0
139501,2,48,27,27,0,105,105,3
139504,2,72,45,18,3,144,141,6
139505,2,39,36,15,6,102,96,6
139506,2,15,6,9,3,30,27,0
139507,2,9,6,0,0,15,15,0
139600,2,0,0,0,0,0,0,0
139700,2,15,6,9,3,33,33,0
139800,2,18,9,9,0,39,39,3
139900,2,18,21,6,0,45,42,0
140000,2,45,117,21,0,186,189,0
140102,2,27,24,6,3,63,57,0
140104,2,99,45,27,6,186,177,6
140105,2,12,9,3,0,27,27,0
140106,2,12,18,9,0,39,36,0
140107,2,15,15,6,0,36,36,0
140108,2,27,18,12,0,60,57,0
140201,2,3,9,0,0,15,15,0
140202,2,30,15,9,0,54,57,3
140203,2,12,9,9,0,33,33,0
140204,2,6,0,0,0,9,9,0
140300,2,36,33,6,0,75,78,0
140400,2,0,0,0,0,9,6,0
140500,2,114,81,30,0,234,234,6
140600,2,0,0,0,0,0,0,0
140700,2,9,15,3,0,24,27,0
140800,2,27,24,15,0,66,66,3
140900,2,48,42,15,0,114,114,3
141001,2,54,81,27,6,168,162,0
141003,2,9,27,6,0,45,42,0
141004,2,12,24,6,0,39,39,0
141005,2,30,12,9,3,54,54,0
141006,2,27,15,12,0,57,54,3
141007,2,24,21,9,3,57,57,0
141101,2,84,66,30,3,186,183,6
141102,2,72,105,24,3,213,210,6
141103,2,9,45,9,0,63,63,0
141200,2,48,33,18,3,111,102,3
141301,2,21,18,12,0,51,54,0
141302,2,21,21,9,6,60,54,3
141303,2,21,15,9,0,45,45,0
141304,2,0,0,0,0,3,0,0
141305,2,0,0,0,0,3,0,0
141306,2,0,0,0,0,0,0,0
141307,2,3,9,3,0,15,15,0
141400,2,33,21,6,0,63,63,0
141503,2,75,84,30,0,192,192,3
141505,2,60,75,27,15,183,168,6
141506,2,60,96,27,0,189,186,3
141507,2,54,87,30,9,183,177,3
141508,2,24,12,9,0,45,45,0
141510,2,33,45,15,3,96,93,0
141511,2,39,51,21,3,117,114,6
141512,2,33,48,12,0,93,93,0
141513,2,21,15,6,0,42,39,0
141514,2,33,24,27,0,84,84,0
141515,2,0,0,0,0,3,0,0
141516,2,0,0,0,0,3,0,0
141517,2,15,9,6,0,33,30,0
141518,2,0,0,0,0,3,0,0
141603,2,72,99,36,3,213,210,3
141605,2,36,48,21,9,120,111,3
141606,2,42,27,12,6,93,87,6
141607,2,33,24,6,6,75,69,3
141608,2,36,27,12,6,84,75,0
141705,2,60,48,18,3,129,129,3
141707,2,24,21,6,0,54,54,0
141708,2,6,6,3,0,15,15,0
141709,2,0,0,0,0,6,0,0
141710,2,6,18,0,0,24,21,0
141711,2,6,15,6,0,27,27,0
141712,2,6,9,3,0,18,15,0
141713,2,18,27,12,3,63,57,3
141714,2,12,18,3,0,36,36,0
141715,2,6,9,3,0,18,21,0
141716,2,18,12,3,0,36,36,3
141717,2,18,15,6,0,39,39,0
141718,2,0,0,0,0,6,6,0
141806,2,15,12,6,0,36,33,0
141807,2,30,24,9,3,69,66,3
141808,2,18,60,15,3,105,99,6
141809,2,12,15,9,0,36,36,0
141810,2,3,3,3,0,12,9,0
141811,2,15,6,9,12,42,30,3
141812,2,9,66,9,0,87,87,3
141813,2,24,30,12,0,72,69,3
141814,2,12,18,6,3,42,39,0
141815,2,6,15,6,0,27,24,0
141816,2,9,18,0,0,27,27,0
141901,2,0,0,0,0,0,0,0
141902,2,75,75,39,3,192,189,0
142000,2,0,0,0,0,0,0,0
142100,2,30,30,15,6,78,72,0
142200,2,42,30,9,0,84,84,3
142300,2,42,24,6,0,75,75,3
142400,2,45,24,18,3,96,93,6
142500,2,78,57,21,3,162,159,6
142600,2,30,21,6,3,66,63,3
142700,2,36,24,12,0,72,72,3
142800,2,45,27,18,3,93,90,3
142900,2,6,18,3,0,27,30,0
143000,2,12,21,6,0,42,42,0
143100,2,33,48,15,6,99,93,0
143200,2,51,36,12,0,102,105,3
143300,2,30,33,12,0,81,81,6
143400,2,24,27,6,0,60,60,0
143500,2,39,12,3,0,60,60,3
143600,2,30,30,6,0,69,69,3
143700,2,27,30,9,3,69,69,3
143800,2,51,12,6,0,72,75,0
143900,2,36,27,12,3,84,84,9
144000,2,15,18,3,9,48,39,6
144100,2,87,30,24,0,147,147,9
144200,2,18,0,0,3,21,21,0
144300,2,45,33,15,9,105,96,3
144400,2,51,18,15,0,87,87,3
144500,2,42,15,6,0,69,66,0
144600,2,39,15,15,0,69,69,0
144700,2,45,27,15,9,96,90,3
144800,2,27,3,6,0,39,39,3
144900,2,45,12,9,3,78,75,6
145000,2,45,21,12,6,84,81,0
145100,2,33,6,9,6,54,48,3
145200,2,48,15,12,9,87,75,3
145300,2,36,6,12,3,57,54,0
145400,2,87,24,24,3,141,138,3
145500,2,66,24,27,0,117,117,0
145600,2,54,24,21,3,105,99,0
145700,2,33,12,12,6,66,63,3
145800,2,63,39,24,3,126,126,0
145900,2,72,21,21,6,123,114,0
146002,2,24,15,9,3,54,51,3
146003,2,24,12,15,0,54,51,0
146004,2,30,18,12,0,63,63,3
146005,2,15,15,6,0,36,36,0
146101,2,30,12,12,3,51,48,0
146102,2,9,6,9,0,24,24,0
146103,2,15,15,3,3,33,30,0
146104,2,27,9,6,6,48,45,0
146105,2,0,0,0,0,9,9,0
146200,2,66,42,15,18,141,123,3
146300,2,63,51,15,12,141,132,3
146400,2,69,36,18,6,132,126,3
146500,2,39,9,6,3,63,60,3
146600,2,51,18,9,0,78,75,0
146701,2,24,15,6,9,57,45,0
146702,2,12,3,3,0,21,18,0
146703,2,27,9,12,3,51,48,0
146704,2,0,0,0,0,3,0,0
146705,2,18,9,3,3,36,30,3
146800,2,57,27,21,12,120,111,3
146901,2,96,42,27,3,171,171,6
146902,2,33,9,15,3,60,57,0
147000,2,96,42,36,12,189,177,6
147101,2,12,0,0,0,12,12,0
147104,2,0,0,0,0,0,0,0
147106,2,51,27,9,18,108,90,0
147107,2,36,18,12,9,72,66,0
147108,2,27,30,15,0,78,78,3
147109,2,18,12,6,3,39,36,0
147110,2,6,9,0,0,21,24,3
147201,2,0,0,0,0,0,0,0
147202,2,0,0,0,0,0,0,0
147206,2,0,0,0,0,0,0,0
147208,2,0,0,0,0,0,0,0
147209,2,0,0,0,0,0,0,0
147211,2,0,0,0,0,0,0,0
147212,2,0,0,0,0,0,0,0
147213,2,0,0,0,0,0,0,0
147214,2,0,0,0,0,0,0,0
147215,2,0,0,0,0,0,0,0
147216,2,3,0,0,9,15,6,0
147302,2,0,0,0,0,0,0,0
147303,2,0,0,0,0,0,0,0
147305,2,0,0,0,0,0,0,0
147307,2,0,0,0,0,0,0,0
147309,2,0,0,0,0,0,0,0
147310,2,0,0,0,0,0,0,0
147311,2,0,0,0,0,0,0,0
147312,2,0,0,0,0,0,0,0
147314,2,0,0,0,0,0,0,0
147315,2,0,0,0,0,0,0,0
147316,2,0,0,0,0,0,0,0
147317,2,0,0,0,0,0,0,0
147320,2,0,0,0,0,0,0,0
147322,2,0,0,0,0,0,0,0
147323,2,0,0,0,0,0,0,0
147324,2,0,0,0,0,0,0,0
