meshblock_id,census_id,full_time,not_in_the_labour_force,part_time,status_unidentifiable,total,total_stated,unemployed
100,1,0,0,0,0,6,6,0
200,1,18,27,6,0,57,57,6
300,1,6,42,6,0,57,54,3
400,1,12,6,3,0,21,21,3
501,1,0,0,0,0,0,0,0
502,1,12,3,3,0,21,21,3
600,1,9,18,3,0,33,33,3
700,1,18,21,6,0,45,45,0
800,1,33,36,18,9,105,96,6
900,1,6,9,6,0,21,21,3
1000,1,24,12,12,15,69,57,6
1100,1,24,21,9,12,72,60,9
1201,1,18,15,9,6,45,42,0
1202,1,0,0,0,0,0,0,0
1203,1,27,42,6,6,87,81,3
1204,1,66,42,18,3,141,135,6
1301,1,45,42,15,12,120,108,9
1302,1,60,57,27,21,174,153,9
1400,1,18,12,3,0,36,36,3
1500,1,9,0,0,3,15,9,0
1600,1,0,0,0,0,0,0,0
1700,1,0,0,0,0,9,6,0
1800,1,30,21,3,9,66,57,3
1900,1,18,21,3,0,45,42,0
2000,1,18,18,3,0,45,45,6
2100,1,0,0,0,0,0,0,0
2200,1,51,48,24,27,156,129,3
2301,1,0,0,0,0,3,0,0
2302,1,0,0,0,0,9,6,0
2303,1,39,24,9,9,81,72,3
2304,1,15,12,9,0,36,36,3
2305,1,9,6,0,0,18,18,6
2306,1,6,6,3,0,15,15,0
2400,1,21,60,6,9,114,102,15
2500,1,0,0,0,0,3,0,0
2603,1,6,27,6,0,42,42,0
2604,1,18,36,6,9,75,63,3
2605,1,12,24,6,3,48,45,3
2606,1,24,42,6,15,93,78,3
2607,1,15,27,9,3,57,54,3
2608,1,6,3,3,0,15,15,0
2609,1,9,18,6,6,51,42,12
2610,1,24,39,12,0,81,81,6
2611,1,18,30,6,6,63,57,9
2700,1,42,45,15,3,108,108,6
2800,1,6,12,6,12,42,30,3
2900,1,39,33,9,15,105,90,6
3000,1,15,6,3,3,27,27,3
3100,1,18,27,6,0,60,60,6
3200,1,42,39,18,3,102,99,3
3300,1,24,39,15,12,96,84,9
3400,1,12,6,6,0,24,24,3
3501,1,3,9,3,0,21,18,0
3502,1,3,21,0,0,27,27,0
3503,1,0,0,0,0,9,6,0
3504,1,9,6,0,0,15,15,0
3505,1,0,0,0,0,9,9,0
3506,1,12,9,0,0,24,24,3
3600,1,9,18,6,48,90,42,9
3701,1,15,9,6,9,42,30,3
3702,1,6,15,9,6,39,33,6
3800,1,39,36,33,30,144,120,12
3900,1,33,54,18,54,174,120,15
4000,1,30,42,12,21,117,96,9
4101,1,36,63,15,15,132,117,9
4102,1,30,75,12,27,156,129,9
4104,1,9,21,3,3,36,36,0
4105,1,6,18,3,3,36,33,3
4106,1,9,15,6,0,33,30,0
4107,1,6,9,3,3,24,21,0
4108,1,12,24,3,0,45,42,3
4201,1,3,30,0,0,42,36,3
4202,1,0,0,0,0,9,9,0
4203,1,0,0,0,0,6,6,0
4204,1,9,15,6,0,30,33,0
4205,1,6,12,0,0,21,21,3
4206,1,0,0,0,0,9,6,0
4207,1,0,12,0,0,9,12,0
4208,1,9,27,3,6,45,39,0
4209,1,0,0,0,0,6,0,0
4210,1,0,0,0,0,3,0,0
4301,1,27,39,9,3,84,78,6
4302,1,54,51,15,6,129,126,3
4400,1,30,24,9,6,78,72,6
4501,1,0,0,0,0,3,0,0
4502,1,0,0,0,0,3,0,0
4600,1,0,6,3,3,12,9,0
4700,1,0,0,0,0,6,6,0
4800,1,6,9,3,3,24,21,3
4900,1,45,72,30,6,159,156,6
5000,1,12,15,9,3,36,36,0
5100,1,48,51,21,6,135,129,12
5201,1,12,18,6,3,39,36,0
5202,1,9,3,3,3,15,15,0
5300,1,0,0,0,0,0,0,0
5400,1,0,0,0,0,0,0,0
5500,1,33,96,12,9,162,153,9
5600,1,63,57,33,33,195,162,9
5700,1,21,45,18,9,108,99,15
5800,1,0,0,0,0,3,0,0
5900,1,33,27,12,6,78,75,6
6000,1,6,18,3,6,42,36,9
6100,1,12,9,6,3,33,30,3
6200,1,12,9,3,0,27,27,0
6300,1,36,36,6,15,105,90,12
6400,1,9,3,3,6,30,21,0
6500,1,36,18,6,3,66,63,6
6600,1,48,30,21,6,108,105,9
6700,1,36,39,18,3,105,105,6
6800,1,33,12,12,0,57,57,3
6900,1,36,27,15,3,84,84,6
7000,1,12,9,3,3,30,27,3
7101,1,0,0,0,0,0,0,0
7102,1,0,0,0,0,9,9,0
7201,1,9,15,3,3,33,30,3
7202,1,12,21,3,9,48,39,3
7300,1,39,21,15,3,87,81,3
7400,1,12,12,3,6,30,27,0
7500,1,12,6,6,0,24,24,3
7600,1,39,24,18,3,87,84,0
7700,1,21,21,6,15,60,45,3
7801,1,9,6,0,0,15,18,0
7802,1,0,0,0,0,0,0,0
7900,1,33,24,18,24,111,84,9
8000,1,0,0,0,0,6,0,0
8100,1,0,0,0,0,3,0,0
8200,1,33,15,9,0,57,57,3
8301,1,48,36,27,3,114,111,3
8302,1,0,0,0,0,3,0,0
8401,1,30,15,6,0,51,51,3
8403,1,0,0,0,0,6,0,0
8404,1,15,9,3,9,45,33,3
8501,1,21,9,3,6,39,30,0
8502,1,30,21,18,3,75,69,6
8600,1,36,18,15,3,75,75,3
8700,1,12,18,6,3,45,39,0
8800,1,15,12,3,0,30,30,3
8901,1,0,0,0,0,0,0,0
8902,1,15,21,6,6,51,45,3
9001,1,9,6,3,3,24,18,0
9002,1,0,0,0,0,0,0,0
9101,1,60,27,18,18,126,111,3
9102,1,15,9,9,0,39,39,3
9103,1,9,9,3,0,18,21,0
9200,1,12,6,6,0,30,27,0
9300,1,18,21,9,3,54,51,3
9400,1,54,15,21,0,96,93,3
9500,1,0,6,0,3,12,9,0
9600,1,3,9,3,3,18,18,0
9700,1,24,12,9,6,51,48,0
9800,1,0,0,0,0,0,0,0
9900,1,0,0,0,0,9,9,0
10005,1,12,6,3,3,30,24,3
10006,1,15,12,3,6,36,30,0
10007,1,9,21,3,0,36,36,0
10008,1,12,12,6,9,42,30,3
10009,1,12,9,0,3,27,24,3
10010,1,9,12,3,6,33,24,0
10011,1,9,21,9,0,45,45,6
10012,1,12,12,0,0,30,30,3
10013,1,0,0,0,0,0,0,0
10014,1,0,0,0,0,3,0,0
10101,1,36,33,12,0,87,87,9
10102,1,27,30,12,3,81,81,9
10200,1,0,0,0,0,6,6,0
10300,1,0,0,0,0,9,9,0
10400,1,12,3,3,0,21,21,3
10500,1,3,21,3,3,36,30,6
10600,1,27,24,6,3,57,57,3
10700,1,105,54,42,12,225,216,15
10800,1,0,0,0,0,6,6,0
10900,1,24,27,9,9,75,66,6
11000,1,18,24,3,6,54,48,0
11100,1,9,15,3,6,33,24,3
11200,1,0,0,0,0,6,0,0
11300,1,24,39,9,18,102,81,9
11400,1,9,12,0,3,27,21,3
11500,1,0,0,0,0,6,0,0
11600,1,0,9,0,0,12,9,0
11700,1,12,6,0,3,27,24,6
11800,1,12,6,3,6,30,21,3
11900,1,6,15,12,6,45,39,3
12000,1,6,6,3,6,21,15,3
12101,1,0,0,0,0,0,0,0
12102,1,0,9,0,3,12,9,0
12103,1,9,18,3,6,45,39,6
12200,1,9,9,6,9,36,27,3
12300,1,21,6,3,18,54,33,0
12400,1,21,27,12,12,78,66,6
12500,1,12,9,3,3,33,30,0
12601,1,12,12,6,3,30,30,3
12602,1,9,3,0,3,18,12,0
12701,1,21,9,6,9,48,39,3
12702,1,12,18,6,15,60,42,6
12800,1,0,0,0,0,0,0,0
12902,1,12,12,12,0,42,39,3
12903,1,48,30,15,3,102,102,9
12904,1,48,48,21,21,147,126,6
13000,1,36,54,15,15,138,126,21
13100,1,48,75,21,18,171,156,9
13203,1,45,48,27,15,159,141,21
13204,1,18,18,6,0,39,39,0
13205,1,24,33,12,3,81,75,9
13206,1,18,45,9,18,96,78,6
13207,1,15,24,9,9,66,57,9
13300,1,84,69,24,18,210,192,15
13400,1,39,45,18,6,114,108,6
13500,1,3,6,0,0,12,12,0
13600,1,15,18,3,3,45,39,3
13700,1,15,36,9,6,75,69,6
13800,1,0,0,0,0,0,0,0
13900,1,27,36,6,12,84,72,6
14000,1,0,0,0,0,3,0,0
14100,1,3,15,0,0,24,24,3
14200,1,0,0,0,0,9,6,0
14300,1,33,21,12,3,75,72,6
14400,1,63,75,21,12,174,162,3
14500,1,6,6,0,0,12,12,0
14600,1,0,0,0,0,0,0,0
14700,1,15,15,6,6,45,42,3
14800,1,6,3,3,6,18,9,0
14900,1,33,63,18,0,117,117,3
15000,1,27,9,6,6,54,48,3
15100,1,18,63,6,0,90,90,6
15200,1,9,24,6,12,57,45,3
15300,1,66,60,12,18,162,144,6
15401,1,6,3,3,0,12,12,0
15402,1,51,120,27,0,210,210,9
15500,1,60,72,36,15,210,195,24
15600,1,33,54,9,0,117,114,18
15700,1,15,66,0,0,87,87,6
15800,1,15,36,15,0,75,72,6
15900,1,12,21,6,0,48,45,3
16000,1,15,21,6,3,48,48,0
16100,1,0,0,0,0,3,0,0
16200,1,21,24,6,9,63,54,3
16300,1,42,33,9,9,96,90,3
16400,1,0,0,0,0,9,12,0
16500,1,0,0,0,0,6,6,0
16600,1,9,24,6,18,69,51,6
16700,1,9,21,3,9,48,39,6
16800,1,6,12,6,3,33,33,3
16901,1,0,0,0,0,0,0,0
16902,1,0,0,0,0,3,0,0
17001,1,0,0,0,0,0,0,0
17003,1,0,0,0,0,0,0,0
17005,1,0,0,0,0,0,0,0
17006,1,0,0,0,0,3,0,0
17100,1,0,0,0,0,0,0,0
17200,1,0,0,0,0,0,0,0
17301,1,6,15,6,3,33,27,3
17302,1,18,9,3,0,36,36,0
17402,1,21,39,9,15,84,72,3
17403,1,6,12,3,24,51,30,6
17404,1,0,0,0,0,6,6,0
17405,1,0,0,0,0,0,0,0
17406,1,0,0,0,0,3,0,0
17407,1,0,0,0,0,3,0,0
17408,1,3,9,0,3,18,15,0
17409,1,0,0,0,0,9,6,0
17500,1,42,21,9,9,87,78,3
17600,1,27,24,9,9,75,66,3
17700,1,18,27,12,3,66,63,6
17800,1,30,12,6,21,69,51,3
17900,1,6,3,0,6,12,9,0
18000,1,0,0,0,0,6,6,0
18100,1,18,24,9,24,75,54,6
18201,1,24,39,9,18,87,72,0
18202,1,0,0,0,6,6,0,0
18203,1,0,0,0,0,9,9,0
18300,1,12,15,3,0,33,33,3
18400,1,6,6,3,0,12,12,0
18500,1,6,18,3,0,27,27,0
18600,1,9,6,0,0,18,18,3
18700,1,18,12,12,3,51,45,3
18800,1,15,39,6,3,72,72,12
18900,1,57,75,30,0,174,174,12
19000,1,6,6,0,0,9,12,0
19100,1,12,18,9,0,39,39,0
19200,1,9,12,3,0,27,24,3
19300,1,21,6,6,0,36,33,3
19400,1,48,21,21,15,111,96,3
19500,1,0,0,0,0,0,0,0
19600,1,33,39,3,9,99,90,12
19700,1,21,21,15,9,69,60,6
19801,1,18,27,12,27,96,69,9
19802,1,0,0,0,0,3,0,0
19900,1,48,63,18,9,144,135,6
20000,1,15,42,6,15,93,75,6
20100,1,0,0,0,0,0,0,0
20200,1,57,45,18,9,144,135,15
20300,1,27,21,12,6,66,60,3
20401,1,51,33,18,30,135,105,6
20402,1,30,54,12,15,117,105,9
20500,1,0,0,0,0,6,0,0
20600,1,15,3,0,0,21,21,0
20700,1,6,27,3,12,51,39,0
20800,1,12,9,6,6,33,30,0
20900,1,15,6,3,0,27,24,0
21000,1,3,6,3,24,36,15,0
21100,1,3,3,0,6,12,6,0
21200,1,6,0,0,6,15,6,0
21300,1,9,3,3,9,30,18,3
21400,1,9,6,6,12,33,24,0
21500,1,0,0,0,0,6,0,0
21600,1,0,0,0,0,0,0,0
21700,1,0,0,0,0,0,0,0
21800,1,0,0,0,0,0,0,0
21900,1,15,0,3,6,30,24,3
22000,1,15,57,12,6,105,102,18
22100,1,9,15,3,0,30,30,3
22200,1,6,6,0,0,15,15,3
22300,1,12,24,6,3,54,48,3
22400,1,6,15,3,0,27,24,0
22500,1,51,39,6,21,129,105,9
22600,1,3,12,0,3,21,18,0
22700,1,6,12,3,9,30,21,0
22800,1,9,24,9,24,75,54,6
22900,1,6,12,0,3,21,18,0
23000,1,3,18,0,6,33,27,6
23100,1,21,51,12,9,108,102,21
23200,1,3,12,3,0,18,18,0
23300,1,24,21,9,3,60,57,6
23400,1,24,12,9,6,63,60,12
23500,1,0,0,0,0,0,0,0
23600,1,18,27,12,3,69,63,3
23700,1,6,36,9,9,69,60,9
23800,1,21,42,12,18,93,75,3
23900,1,9,21,3,3,36,33,0
24000,1,18,33,9,6,72,69,6
24100,1,3,6,3,3,12,12,0
24201,1,0,0,0,0,3,0,0
24202,1,0,0,0,0,0,0,0
24300,1,21,15,6,21,69,48,3
24400,1,27,33,12,39,126,87,15
24500,1,6,12,0,21,45,24,3
24600,1,9,15,6,15,51,36,6
24700,1,3,9,3,27,42,18,3
24800,1,0,0,0,0,0,0,0
24900,1,15,6,0,0,24,27,3
25000,1,12,6,3,0,21,21,0
25100,1,9,30,12,0,60,60,9
25200,1,9,30,6,3,54,51,3
25300,1,15,33,9,0,66,66,12
25400,1,12,12,6,0,30,30,3
25500,1,9,18,9,3,42,39,6
25600,1,12,12,6,0,33,33,3
25700,1,0,15,3,0,27,27,9
25800,1,9,42,6,0,66,66,6
25900,1,3,9,3,6,21,18,0
26001,1,12,9,3,3,33,27,0
26002,1,27,54,21,9,120,114,9
26100,1,0,0,0,0,3,0,0
26201,1,6,12,3,3,30,24,3
26202,1,60,81,24,12,207,195,27
26301,1,0,0,0,0,0,0,0
26302,1,6,9,3,9,33,27,6
26303,1,9,21,6,3,51,45,9
26304,1,0,0,0,0,0,0,0
26305,1,0,0,0,0,6,0,0
26400,1,6,12,3,6,33,30,6
26500,1,9,24,6,6,45,42,6
26600,1,6,9,9,12,36,21,0
26700,1,3,6,3,3,18,15,3
26800,1,15,24,9,6,54,48,3
26900,1,15,12,9,6,51,42,9
27000,1,0,0,0,0,6,0,0
27100,1,3,9,3,3,21,18,3
27200,1,0,0,0,0,0,0,0
27300,1,15,9,0,0,27,27,3
27400,1,6,21,6,0,39,36,6
27500,1,9,9,6,12,36,27,3
27600,1,3,9,3,0,21,21,3
27700,1,6,3,3,0,15,15,0
27800,1,12,12,3,3,33,30,9
27900,1,0,0,0,0,9,9,0
28000,1,6,9,3,0,18,18,0
28100,1,9,12,3,9,39,27,6
28201,1,0,0,0,0,3,0,0
28202,1,6,6,3,0,15,15,3
28300,1,27,27,6,18,81,63,6
28400,1,0,0,0,0,0,0,0
28500,1,9,6,3,9,30,21,3
28600,1,9,9,3,0,24,24,6
28700,1,12,9,0,3,30,27,3
28800,1,0,0,0,0,9,9,0
28900,1,18,9,6,0,39,39,6
29000,1,3,6,3,0,18,15,0
29101,1,0,0,0,0,0,0,0
29102,1,0,0,0,0,0,0,0
29200,1,6,3,0,0,15,12,0
29301,1,0,0,0,0,0,0,0
29302,1,0,12,3,0,18,18,0
29400,1,12,30,9,3,63,60,6
29500,1,9,30,3,0,45,45,3
29600,1,3,15,0,3,21,18,3
29700,1,6,18,3,9,36,30,6
29800,1,15,21,12,6,63,57,9
29900,1,3,3,0,3,9,6,0
30000,1,6,21,6,0,39,39,6
30100,1,3,15,3,0,21,21,0
30200,1,3,12,0,6,24,18,6
30300,1,3,6,3,3,18,18,6
30400,1,0,27,0,0,42,45,12
30500,1,6,15,9,0,33,33,3
30600,1,9,21,3,0,39,36,6
30700,1,12,30,3,9,63,54,9
30800,1,9,9,3,3,27,27,3
30900,1,0,15,3,0,21,18,3
31000,1,12,6,0,0,21,21,3
31100,1,6,3,6,3,18,15,0
31200,1,18,24,3,6,51,48,3
31300,1,0,0,0,0,3,0,0
31400,1,9,9,9,0,27,27,3
31500,1,18,45,9,3,84,84,9
31600,1,3,12,0,0,15,15,0
31700,1,15,6,0,0,21,21,3
31800,1,18,18,9,3,57,51,6
31900,1,9,24,3,3,45,42,6
32000,1,0,0,0,0,3,0,0
32100,1,21,9,6,12,57,45,6
32200,1,3,6,3,0,12,12,0
32300,1,42,27,12,6,90,84,3
32400,1,3,9,3,0,15,18,3
32501,1,27,15,3,3,51,48,3
32502,1,0,0,0,0,0,0,0
32600,1,15,36,9,6,81,75,12
32700,1,12,9,0,3,24,24,0
32800,1,9,3,6,0,12,15,0
32900,1,9,9,0,3,21,21,0
33000,1,12,21,6,6,48,39,3
33100,1,36,36,6,6,87,81,3
33200,1,12,6,3,6,27,21,0
33300,1,3,0,3,3,12,6,0
33400,1,18,12,6,3,39,36,0
33500,1,6,6,6,0,15,18,0
33600,1,51,12,18,6,90,87,6
33700,1,54,30,12,12,111,102,6
33800,1,54,27,12,6,102,96,3
33900,1,42,6,6,3,60,60,6
34000,1,18,6,3,0,27,27,0
34101,1,60,24,15,6,105,99,3
34102,1,6,3,3,0,12,12,3
34201,1,33,9,6,0,48,51,3
34202,1,33,18,9,3,72,69,6
34301,1,12,9,3,0,24,21,0
34302,1,0,0,0,0,0,0,0
34400,1,24,12,6,3,48,45,3
34500,1,21,3,6,0,33,33,0
34600,1,30,6,9,0,48,48,0
34700,1,30,39,9,0,84,81,6
34800,1,9,9,3,3,27,21,0
34900,1,12,15,6,0,39,39,3
35000,1,42,9,3,3,63,60,6
35100,1,9,0,3,0,15,15,0
35200,1,42,21,12,3,84,78,3
35300,1,15,6,0,3,24,21,3
35401,1,0,0,0,0,6,9,0
35402,1,6,12,3,0,24,27,3
35501,1,15,9,6,0,33,33,3
35502,1,0,0,0,0,0,0,0
35600,1,18,12,6,3,42,36,0
35700,1,42,21,18,0,84,84,0
35800,1,33,21,12,0,72,72,6
35900,1,45,15,18,6,84,81,0
36000,1,9,9,0,3,21,18,0
36100,1,15,6,6,0,30,27,0
36202,1,0,0,0,0,0,0,0
36203,1,0,0,0,0,9,9,0
36204,1,6,0,0,0,9,9,0
36301,1,0,0,0,0,9,9,0
36302,1,30,21,3,3,63,60,6
36303,1,0,0,0,0,6,6,0
36401,1,9,3,3,6,24,18,0
36402,1,0,0,0,0,6,6,0
36500,1,18,9,9,12,48,36,3
36600,1,0,0,0,0,6,0,0
36700,1,18,39,12,0,72,69,3
36800,1,9,6,3,6,21,18,0
36901,1,6,0,0,0,9,9,0
36902,1,3,6,0,3,12,12,0
37000,1,18,9,3,9,48,36,3
37100,1,0,0,0,0,3,0,0
37202,1,0,0,0,0,9,6,0
37203,1,0,0,0,0,0,0,0
37204,1,0,0,0,0,0,0,0
37205,1,0,0,0,0,0,0,0
37301,1,0,0,0,0,0,0,0
37302,1,0,0,0,0,3,0,0
37401,1,21,21,9,12,69,57,6
37402,1,15,45,9,21,102,84,12
37501,1,9,9,3,0,21,24,0
37502,1,9,6,3,3,18,15,0
37600,1,6,24,3,0,36,36,0
37701,1,6,9,0,0,18,15,0
37702,1,6,6,0,9,18,9,0
37802,1,39,51,18,24,135,111,6
37803,1,18,15,3,0,39,36,3
37804,1,0,0,0,0,0,0,0
37805,1,0,0,0,0,3,0,0
37806,1,0,0,0,0,0,0,0
37807,1,24,12,6,0,45,45,0
37901,1,15,9,9,3,39,33,0
37902,1,0,0,0,0,0,0,0
38001,1,6,9,3,0,24,24,3
38002,1,0,0,0,0,0,0,0
38100,1,18,15,3,0,42,45,6
38200,1,9,27,3,3,51,48,9
38300,1,9,15,3,3,36,30,3
38400,1,9,9,6,3,27,24,3
38500,1,9,18,3,0,36,36,6
38600,1,21,18,6,0,42,42,3
38700,1,15,24,9,3,57,57,9
38800,1,0,0,0,0,3,0,0
38900,1,15,3,3,0,24,21,3
39000,1,21,21,6,12,63,51,6
39100,1,12,18,6,3,39,36,0
39200,1,12,6,3,0,24,21,3
39300,1,9,9,0,0,21,21,3
39400,1,3,3,3,6,12,6,0
39500,1,21,24,6,3,57,54,3
39600,1,9,21,3,12,48,36,6
39701,1,0,0,0,0,9,9,0
39702,1,6,3,0,0,12,9,0
39800,1,6,12,6,3,33,30,3
39900,1,18,18,9,6,60,54,9
40001,1,0,0,0,0,9,6,0
40002,1,6,6,3,6,15,12,0
40100,1,12,9,0,0,24,21,0
40200,1,6,21,6,6,42,39,3
40300,1,3,15,0,3,24,21,0
40400,1,0,0,0,9,12,0,0
40501,1,9,15,6,3,42,36,6
40502,1,0,0,0,0,3,0,0
40601,1,3,15,6,3,27,24,0
40602,1,0,0,0,0,0,0,0
40701,1,42,24,9,0,90,90,12
40702,1,12,21,3,0,39,39,3
40703,1,27,33,9,0,72,72,0
40801,1,39,33,9,0,87,87,3
40802,1,15,15,3,0,33,33,0
40900,1,39,15,9,0,63,63,0
41000,1,6,33,3,0,45,45,0
41100,1,21,30,12,0,75,72,6
41200,1,42,45,15,3,120,117,12
41300,1,54,48,21,3,138,135,12
41401,1,18,15,3,0,42,39,3
41402,1,21,27,9,6,81,75,12
41403,1,24,36,12,0,81,78,6
41500,1,12,12,0,0,30,33,6
41600,1,18,24,6,3,54,51,3
41700,1,30,33,18,6,93,84,6
41800,1,30,39,6,0,81,78,3
41900,1,27,24,3,0,63,63,6
42001,1,18,15,12,18,72,54,12
42002,1,18,24,9,9,72,63,12
42101,1,0,0,0,0,12,9,0
42102,1,12,27,9,3,45,45,0
42103,1,9,21,6,6,42,39,3
42201,1,0,24,0,0,24,24,0
42202,1,42,69,15,6,159,153,24
42300,1,30,48,9,3,102,99,9
42400,1,24,15,6,3,54,51,6
42500,1,15,33,6,0,63,63,12
42600,1,12,6,6,0,36,33,6
42700,1,15,24,9,0,54,54,9
42800,1,0,0,0,0,3,0,0
42900,1,12,18,3,3,36,36,3
43000,1,15,45,9,15,93,78,9
43100,1,27,33,3,9,78,72,6
43200,1,12,63,12,15,123,108,21
43300,1,9,18,6,0,33,33,3
43400,1,9,6,3,0,21,21,0
43500,1,33,45,6,0,102,99,15
43600,1,24,15,3,6,45,39,3
43700,1,0,0,0,0,6,6,0
43800,1,36,24,15,12,90,78,6
43902,1,9,0,3,0,15,15,0
43904,1,27,24,12,9,78,69,3
43905,1,39,12,12,3,69,63,3
43906,1,75,33,21,9,138,129,0
43907,1,30,30,18,12,87,78,3
44003,1,36,24,15,3,87,81,3
44004,1,39,24,9,0,81,78,3
44005,1,51,15,9,15,93,78,0
44006,1,18,21,6,12,66,54,9
44007,1,0,0,0,0,6,9,0
44008,1,18,15,6,0,39,39,0
44101,1,0,0,0,0,0,0,0
44102,1,63,42,24,36,183,147,24
44201,1,6,18,6,3,39,36,3
44202,1,0,0,0,0,3,0,0
44301,1,30,15,9,15,72,54,3
44302,1,0,0,0,0,0,0,0
44402,1,0,0,0,0,0,0,0
44403,1,24,21,9,6,60,57,3
44404,1,51,60,18,12,144,132,3
44405,1,15,30,12,3,57,57,3
44406,1,57,42,15,6,114,114,3
44501,1,78,39,24,6,150,144,6
44503,1,9,0,0,0,12,12,0
44504,1,30,18,9,3,66,63,6
44505,1,21,21,9,0,54,54,0
44506,1,0,0,0,0,6,9,0
44507,1,15,12,9,0,33,36,0
44508,1,12,12,6,0,30,30,0
44602,1,27,36,15,6,87,81,6
44603,1,18,6,6,6,33,30,0
44604,1,0,0,0,0,6,0,0
44605,1,18,6,9,3,39,36,3
44606,1,6,12,3,0,24,24,0
44607,1,0,0,0,0,6,9,0
44608,1,0,0,0,0,9,9,0
44609,1,0,0,0,0,9,9,0
44610,1,12,3,0,0,12,12,0
44611,1,0,0,0,0,0,0,0
44701,1,33,15,9,6,63,60,3
44702,1,63,24,15,6,111,105,3
44703,1,0,0,0,0,6,6,0
44801,1,51,24,15,6,102,96,6
44803,1,18,18,3,0,39,39,0
44804,1,18,15,9,12,54,45,0
44805,1,12,9,3,3,24,24,0
44806,1,15,15,6,0,33,36,0
44807,1,24,12,6,0,42,42,0
44808,1,15,15,9,6,42,39,0
44901,1,24,12,6,0,42,42,0
44902,1,6,0,3,0,15,12,3
45000,1,24,21,9,0,60,60,6
45100,1,24,9,3,0,39,39,3
45200,1,18,3,3,3,27,24,0
45300,1,21,15,6,0,42,42,0
45400,1,12,12,3,0,30,27,0
45500,1,6,3,6,0,15,15,0
45600,1,3,9,3,0,21,21,3
45700,1,6,3,0,0,12,12,0
45800,1,21,6,6,3,39,36,0
45901,1,15,6,3,0,21,24,0
45902,1,12,6,3,0,24,21,3
46001,1,9,6,3,0,18,18,0
46002,1,9,3,6,0,15,15,0
46100,1,12,6,6,0,24,27,3
46200,1,12,6,0,0,18,18,0
46300,1,12,3,6,0,21,21,0
46400,1,12,12,9,3,45,39,6
46500,1,6,6,0,0,12,12,0
46600,1,6,6,3,0,12,15,0
46700,1,6,18,6,6,42,36,3
46801,1,6,0,3,6,15,9,3
46802,1,6,9,0,9,24,15,0
46901,1,0,0,0,0,9,9,0
46902,1,0,9,0,0,12,12,3
47001,1,0,0,0,6,6,0,0
47002,1,0,3,0,15,21,6,0
47100,1,0,0,0,15,12,0,0
47200,1,0,0,0,0,9,0,0
47301,1,12,6,6,6,39,30,6
47302,1,0,0,0,0,6,6,0
47400,1,6,3,0,3,15,12,0
47500,1,6,3,3,9,21,12,0
47601,1,0,0,0,0,6,0,0
47602,1,0,0,0,0,9,0,0
47603,1,15,9,3,6,39,33,3
47701,1,9,15,3,0,30,27,6
47702,1,0,0,0,0,3,0,0
47801,1,12,3,3,0,21,21,0
47802,1,0,0,0,0,3,0,0
47901,1,27,6,3,3,42,42,0
47902,1,0,0,0,0,0,0,0
48001,1,27,3,6,0,36,36,0
48003,1,0,0,0,0,0,0,0
48004,1,9,3,6,3,24,21,3
48101,1,0,6,0,0,6,6,0
48102,1,0,0,0,0,9,9,0
48201,1,0,0,0,0,0,0,0
48203,1,12,24,9,3,57,54,12
48204,1,15,36,12,12,90,75,12
48205,1,0,0,0,0,3,0,0
48301,1,0,0,0,0,0,0,0
48303,1,15,12,9,15,57,42,3
48304,1,9,18,6,6,42,33,0
48403,1,0,0,0,0,0,0,0
48404,1,30,21,24,3,84,81,6
48405,1,0,0,0,0,0,0,0
48406,1,0,0,0,0,0,0,0
48407,1,0,0,0,0,3,0,0
48408,1,30,39,12,6,87,81,0
48409,1,39,45,18,3,102,99,0
48410,1,39,57,9,0,111,108,6
48500,1,3,12,3,27,48,21,3
48601,1,0,0,0,0,0,0,0
48602,1,0,0,0,0,9,0,0
48701,1,0,0,0,0,0,0,0
48702,1,21,15,9,12,57,45,0
48800,1,9,6,0,0,15,18,0
48900,1,6,15,3,0,27,24,0
49000,1,12,24,12,12,63,51,6
49102,1,9,15,3,18,48,27,0
49103,1,0,0,0,0,0,0,0
49104,1,0,0,0,0,6,0,0
49105,1,0,0,0,0,0,0,0
49203,1,0,0,0,0,0,0,0
49204,1,54,60,24,6,153,150,6
49205,1,0,0,0,0,0,0,0
49206,1,27,27,18,0,78,81,3
49302,1,42,45,24,6,123,114,0
49303,1,6,3,3,0,15,12,0
49304,1,12,18,9,3,39,36,0
49305,1,3,12,3,0,15,15,0
49306,1,18,15,6,3,48,42,3
49307,1,15,18,3,0,36,36,0
49401,1,45,30,24,0,108,108,6
49403,1,0,0,0,0,6,6,0
49404,1,0,0,0,0,0,0,0
49405,1,33,12,15,0,60,63,3
49406,1,12,18,9,3,45,42,3
49407,1,21,12,6,0,42,42,3
49501,1,0,0,0,0,0,0,0
49502,1,0,0,0,0,0,0,0
49503,1,0,0,0,0,0,0,0
49504,1,18,6,6,0,36,36,0
49505,1,9,3,6,3,27,21,0
49506,1,6,9,6,0,21,21,0
49507,1,15,3,6,0,24,24,0
49600,1,72,30,15,3,129,126,9
49700,1,114,45,27,9,201,192,9
49801,1,48,33,15,0,102,99,6
49802,1,105,39,27,3,180,177,3
49901,1,30,12,6,3,51,51,3
49903,1,0,0,0,0,0,0,0
49904,1,6,3,3,9,18,9,0
49905,1,21,3,9,0,36,36,0
50001,1,12,6,6,0,24,21,0
50002,1,0,0,0,0,3,0,0
