meshblock_id,census_year_id,married,never,not_elsewhere_included,separated,total,total_stated
1521400,2,60,33,3,21,117,114
1521500,2,15,12,3,6,33,30
1521600,2,81,48,9,36,174,165
1521700,2,30,33,6,18,90,84
1521800,2,54,42,9,24,129,120
1521900,2,30,24,18,18,93,75
1522000,2,45,30,6,18,99,90
1522100,2,9,27,3,12,51,48
1522200,2,54,39,15,27,135,123
1522300,2,12,27,9,9,57,48
1522400,2,42,21,9,30,102,93
1522500,2,30,27,15,9,78,66
1522600,2,27,12,9,12,57,48
1522700,2,45,42,12,27,126,114
1522800,2,57,39,9,24,129,120
1522900,2,36,36,3,15,90,84
1523001,2,45,27,3,3,78,75
1523002,2,0,0,0,0,0,0
1523100,2,21,9,3,12,42,39
1523200,2,81,42,0,15,141,141
1523301,2,36,15,3,9,60,57
1523302,2,0,0,0,0,3,0
1523402,2,18,6,0,3,27,30
1523403,2,69,21,6,15,108,102
1523404,2,0,0,0,0,6,0
1523501,2,60,21,3,6,87,84
1523502,2,0,0,0,0,0,0
1523601,2,48,15,3,3,69,69
1523602,2,0,0,0,0,6,0
1523700,2,27,12,3,3,45,42
1523800,2,42,12,3,0,60,57
1523900,2,12,21,3,3,36,33
1524000,2,60,15,0,12,87,87
1524100,2,30,6,0,3,39,39
1524201,2,24,9,3,6,42,39
1524202,2,6,3,0,3,15,15
1524300,2,45,12,0,9,69,69
1524400,2,0,0,0,0,6,0
1524500,2,39,15,3,3,54,51
1524600,2,33,9,0,3,42,42
1524702,2,36,15,0,3,54,57
1524703,2,42,12,6,6,66,60
1524704,2,15,0,0,6,21,21
1524800,2,12,12,0,3,27,27
1524900,2,33,18,6,3,60,54
1525000,2,63,24,0,12,102,102
1525100,2,81,21,6,18,123,117
1525200,2,51,21,6,9,87,81
1525300,2,27,3,0,6,42,39
1525400,2,27,12,6,0,42,36
1525500,2,33,12,0,3,51,48
1525601,2,12,6,0,3,24,21
1525602,2,6,3,0,0,9,9
1525700,2,36,18,0,9,66,66
1525800,2,21,6,0,3,30,33
1525900,2,36,9,9,3,60,48
1526000,2,36,15,6,3,63,57
1526100,2,33,18,3,6,60,57
1526200,2,18,9,3,3,30,27
1526300,2,45,21,3,3,72,69
1526400,2,12,12,3,6,24,24
1526500,2,21,6,0,3,27,27
1526600,2,9,6,3,0,21,18
1526701,2,15,9,0,3,27,27
1526702,2,6,3,3,3,15,12
1526800,2,30,9,3,12,51,51
1526900,2,15,18,9,9,51,42
1527000,2,3,3,0,3,9,9
1527100,2,15,12,9,3,36,27
1527200,2,18,15,0,3,39,39
1527301,2,30,12,3,3,48,45
1527302,2,0,0,0,0,3,0
1527400,2,9,9,0,6,24,24
1527500,2,3,3,3,3,9,9
1527600,2,3,3,0,3,9,9
1527701,2,6,3,0,3,15,12
1527702,2,27,6,15,15,63,48
1527801,2,12,9,0,0,21,18
1527802,2,12,6,3,6,27,24
1527900,2,27,3,0,9,39,39
1528000,2,12,12,6,3,33,27
1528100,2,6,3,3,6,21,18
1528200,2,0,0,0,0,0,0
1528300,2,0,0,0,0,3,0
1528400,2,0,0,0,0,0,0
1528500,2,21,27,9,15,72,63
1528600,2,30,30,9,30,96,87
1528700,2,0,0,0,0,9,9
1528800,2,0,0,0,0,3,0
1528900,2,21,15,6,12,51,45
1529000,2,21,18,3,18,63,57
1529100,2,39,24,9,21,93,87
1529200,2,42,39,9,30,123,111
1529300,2,42,21,3,15,78,72
1529400,2,36,18,6,15,75,69
1529500,2,3,3,0,3,9,9
1529600,2,39,18,6,21,81,75
1529700,2,81,48,6,24,162,156
1529800,2,60,21,3,24,105,102
1529900,2,39,27,12,21,99,87
1530000,2,48,27,6,15,99,93
1530100,2,45,33,9,27,114,102
1530200,2,78,39,6,27,150,144
1530300,2,24,9,3,9,42,39
1530400,2,69,12,6,15,102,93
1530500,2,45,42,27,24,141,114
1530600,2,30,21,3,6,60,57
1530700,2,42,15,3,12,72,69
1530800,2,21,24,18,15,78,63
1530900,2,48,21,15,21,108,90
1531000,2,42,12,3,9,69,63
1531100,2,6,3,0,6,15,15
1531200,2,66,39,12,12,132,120
1531300,2,69,24,3,12,108,105
1531400,2,21,21,12,6,60,48
1531500,2,15,12,6,0,36,30
1531600,2,27,30,6,45,108,102
1531700,2,57,48,30,33,171,141
1531800,2,30,30,3,12,75,69
1531900,2,6,12,9,9,33,24
1532000,2,27,27,3,9,69,66
1532100,2,33,27,9,9,78,69
1532200,2,33,21,12,24,90,78
1532300,2,12,3,3,12,30,27
1532400,2,18,18,9,9,51,42
1532500,2,21,36,12,18,87,72
1532600,2,21,21,3,15,63,60
1532700,2,15,12,3,6,36,33
1532800,2,18,27,3,24,72,69
1532900,2,30,27,9,15,84,72
1533000,2,15,9,3,12,39,36
1533100,2,18,30,12,3,63,51
1533200,2,12,24,6,12,57,51
1533300,2,12,24,9,12,60,51
1533400,2,3,6,3,9,21,18
1533500,2,24,24,0,15,63,63
1533600,2,27,18,6,33,84,75
1533700,2,42,24,6,30,99,96
1533800,2,30,12,3,30,72,69
1533900,2,12,15,3,15,48,45
1534000,2,30,24,12,18,81,69
1534101,2,0,0,0,0,3,0
1534102,2,33,6,6,3,48,42
1534201,2,15,12,0,0,27,27
1534202,2,6,6,0,3,18,18
1534300,2,18,9,6,0,36,30
1534401,2,12,9,0,6,24,27
1534402,2,0,0,0,0,6,0
1534500,2,12,3,0,0,15,15
1534600,2,24,18,3,12,57,54
1534700,2,9,0,0,0,12,9
1534800,2,18,3,0,3,27,27
1534900,2,24,15,6,15,63,54
1535000,2,21,18,9,12,54,48
1535100,2,15,9,0,3,27,24
1535200,2,0,0,0,0,6,6
1535300,2,27,9,3,6,45,45
1535400,2,21,6,3,6,30,30
1535501,2,30,6,3,3,42,39
1535502,2,12,3,0,0,18,21
1535600,2,24,9,6,3,45,39
1535700,2,18,6,0,3,24,24
1535800,2,18,12,0,3,36,36
1535900,2,21,12,0,6,36,36
1536000,2,9,3,0,0,9,9
1536100,2,36,18,3,3,63,60
1536200,2,12,3,0,0,15,15
1536300,2,15,6,0,6,30,30
1536400,2,30,12,3,6,54,48
1536500,2,9,3,0,6,18,15
1536600,2,36,9,0,3,51,51
1536700,2,24,9,0,9,39,42
1536800,2,60,30,9,3,105,96
1536900,2,57,21,0,9,90,87
1537000,2,15,6,0,0,24,24
1537100,2,12,3,3,3,24,21
1537200,2,30,6,3,0,42,39
1537300,2,24,12,3,9,45,45
1537401,2,42,18,3,6,69,66
1537402,2,24,3,3,0,27,27
1537500,2,42,24,6,15,87,81
1537600,2,42,6,0,3,54,51
1537700,2,33,18,6,3,63,57
1537800,2,15,6,6,0,30,24
1537901,2,24,12,3,9,48,45
1537902,2,0,0,0,0,0,0
1538000,2,24,9,6,0,39,33
1538100,2,21,12,9,6,48,39
1538200,2,21,9,3,0,33,30
1538300,2,15,6,3,0,27,24
1538400,2,24,18,6,9,60,54
1538500,2,18,9,0,3,36,30
1538600,2,24,21,0,9,54,54
1538700,2,21,15,3,12,51,48
1538800,2,24,18,6,6,54,48
1538901,2,21,6,0,0,30,30
1538902,2,27,9,0,6,42,42
1539000,2,18,9,3,6,30,30
1539100,2,18,9,0,0,33,33
1539200,2,36,6,3,6,57,54
1539300,2,30,12,3,3,48,45
1539400,2,33,6,0,3,45,45
1539501,2,12,6,0,0,21,21
1539502,2,0,0,0,0,3,0
1539600,2,6,3,0,0,12,12
1539700,2,15,6,3,0,21,21
1539800,2,9,0,0,0,12,12
1539900,2,0,0,0,0,9,6
1540000,2,0,0,0,0,0,0
1540100,2,9,3,0,0,12,12
1540200,2,0,6,0,3,12,12
1540300,2,12,3,3,3,21,21
1540400,2,9,0,0,0,9,9
1540500,2,24,9,3,3,39,39
1540600,2,9,6,0,6,21,21
1540700,2,48,54,6,36,144,138
1540800,2,33,24,3,18,78,72
1540900,2,6,6,0,3,18,18
1541000,2,9,6,3,3,21,18
1541100,2,48,27,3,12,93,90
1541200,2,18,18,6,15,57,51
1541300,2,63,18,12,21,105,99
1541400,2,9,6,0,9,21,21
1541500,2,9,6,0,12,27,24
1541600,2,0,0,0,0,9,9
1541700,2,15,9,6,3,33,30
1541800,2,27,21,3,6,57,54
1541900,2,18,12,6,15,51,42
1542000,2,21,30,9,18,75,69
1542100,2,39,30,9,15,90,81
1542200,2,39,27,9,12,87,78
1542300,2,21,21,6,12,60,54
1542400,2,21,3,0,3,27,27
1542500,2,27,21,0,3,54,51
1542600,2,18,6,3,6,27,27
1542700,2,24,6,0,0,33,33
1542800,2,24,15,0,6,45,48
1542900,2,15,6,0,3,21,21
1543000,2,15,12,3,6,30,30
1543100,2,24,15,6,6,51,45
1543200,2,9,6,3,3,18,15
1543300,2,12,6,0,0,18,18
1543400,2,0,0,0,0,0,0
1543500,2,0,0,0,0,6,6
1543600,2,30,6,3,0,39,39
1543700,2,27,12,6,3,48,42
1543800,2,24,9,0,6,39,39
1543900,2,15,12,6,6,36,33
1544000,2,24,12,3,6,42,42
1544100,2,21,12,0,3,36,36
1544200,2,21,12,3,0,36,33
1544300,2,18,6,0,3,27,24
1544400,2,15,24,6,6,51,45
1544500,2,27,12,3,3,42,42
1544600,2,15,12,0,0,30,30
1544701,2,12,3,3,6,24,21
1544702,2,0,0,0,0,3,0
1544800,2,30,33,18,42,120,102
1544900,2,6,3,3,0,15,12
1545000,2,12,9,0,9,30,30
1545100,2,0,0,0,0,6,9
1545200,2,0,0,0,0,6,6
1545300,2,0,0,0,0,9,9
1545400,2,18,9,9,9,42,36
1545500,2,6,9,0,6,21,21
1545600,2,9,3,3,9,24,21
1545701,2,15,12,3,6,33,33
1545702,2,0,0,0,0,0,0
1545800,2,6,12,3,6,27,24
1545900,2,0,0,0,0,0,0
1546000,2,42,30,9,24,102,96
1546100,2,48,30,18,30,129,108
1546200,2,24,12,3,15,54,54
1546300,2,48,33,24,27,132,111
1546400,2,6,9,3,3,27,21
1546500,2,27,21,9,12,69,60
1546600,2,33,18,12,24,84,75
1546700,2,33,18,9,15,72,63
1546800,2,78,33,6,27,147,141
1546900,2,21,21,6,15,60,51
1547000,2,24,18,6,3,48,45
1547100,2,36,30,3,15,84,81
1547200,2,27,36,12,30,105,93
1547300,2,0,0,0,0,6,0
1547400,2,0,0,0,0,0,0
1547500,2,27,30,21,21,102,81
1547600,2,0,0,0,0,0,0
1547701,2,48,30,6,18,102,96
1547702,2,63,66,18,36,180,162
1547800,2,21,33,6,6,63,60
1547900,2,30,18,9,9,66,60
1548000,2,6,15,6,9,36,30
1548100,2,21,21,18,9,66,51
1548201,2,21,21,9,21,72,63
1548202,2,27,24,12,15,81,69
1548300,2,27,30,12,21,90,78
1548400,2,27,27,18,18,90,72
1548500,2,54,48,24,30,156,129
1548600,2,33,24,9,15,84,75
1548700,2,30,15,18,24,90,72
1548800,2,27,18,12,12,66,57
1548900,2,30,24,6,12,72,66
1549000,2,6,18,9,12,42,33
1549100,2,45,24,18,18,102,87
1549200,2,36,39,12,21,108,96
1549301,2,45,42,9,12,108,99
1549302,2,39,30,9,9,87,78
1549400,2,42,24,6,24,96,90
1549501,2,54,45,15,24,135,123
1549502,2,21,15,3,3,42,42
1549600,2,48,27,18,42,138,120
1549700,2,21,33,39,12,105,69
1549800,2,18,24,9,18,72,60
1549901,2,9,0,0,3,12,12
1549903,2,48,15,15,12,90,75
1549904,2,78,18,18,12,126,108
1550003,2,36,30,33,9,111,78
1550004,2,69,42,18,36,159,141
1550005,2,27,30,18,15,93,72
1550006,2,42,30,12,9,93,81
1550007,2,45,30,21,27,123,102
1550100,2,87,51,18,30,186,168
1550200,2,60,30,3,27,120,117
1550300,2,12,18,12,9,51,39
1550401,2,6,3,3,0,9,9
1550402,2,6,3,0,0,9,9
1550502,2,24,15,3,3,48,42
1550503,2,21,6,3,12,39,39
1550505,2,15,9,3,12,39,33
1550506,2,33,30,9,27,96,87
1550600,2,15,12,3,0,30,27
1550700,2,24,9,6,3,42,36
1550800,2,48,21,24,9,102,78
1550900,2,39,18,6,6,69,63
1551000,2,54,45,9,3,114,105
1551100,2,33,6,3,3,51,45
1551200,2,102,36,15,27,180,165
1551300,2,54,21,9,15,99,87
1551400,2,33,15,12,6,69,57
1551500,2,36,21,12,9,81,69
1551600,2,57,36,12,27,135,123
1551700,2,48,18,9,6,78,69
1551800,2,12,6,3,6,30,27
1551900,2,24,9,0,6,42,39
1552000,2,12,3,3,6,21,21
1552100,2,18,12,3,3,36,33
1552200,2,12,9,0,0,21,21
1552300,2,12,12,3,3,30,30
1552401,2,0,0,0,0,6,6
1552402,2,0,0,0,0,3,0
1552403,2,0,0,0,0,0,0
1552500,2,30,15,3,12,63,60
1552600,2,39,12,6,18,72,66
1552701,2,27,18,9,6,60,51
1552702,2,0,0,0,0,0,0
1552801,2,30,15,6,3,54,51
1552802,2,0,0,0,0,9,6
1552901,2,9,6,0,0,15,15
1552902,2,9,6,3,0,21,18
1553000,2,15,12,0,0,27,27
1553100,2,54,54,6,18,135,129
1553200,2,30,39,12,24,102,93
1553300,2,36,21,3,9,69,66
1553400,2,21,15,3,6,48,45
1553500,2,24,3,3,6,39,36
1553600,2,51,24,0,15,93,90
1553700,2,42,18,0,6,69,66
1553800,2,36,12,3,3,54,48
1553901,2,39,15,3,3,63,57
1553903,2,15,15,3,3,36,33
1553904,2,12,9,3,3,27,27
1553905,2,0,0,0,0,3,0
1554000,2,18,3,3,0,24,24
1554100,2,3,6,0,0,12,9
1554201,2,15,12,0,3,33,30
1554202,2,57,27,6,12,102,93
1554300,2,18,3,3,3,24,24
1554400,2,6,0,0,0,9,9
1554500,2,24,21,3,0,48,45
1554600,2,27,9,3,3,42,39
1554700,2,21,12,3,6,36,33
1554800,2,18,3,0,0,24,24
1554900,2,33,3,3,9,51,48
1555001,2,81,30,6,18,138,129
1555002,2,108,39,6,15,168,159
1555100,2,93,42,12,30,174,162
1555200,2,75,36,9,15,135,126
1555302,2,0,0,0,0,3,0
1555303,2,27,15,3,9,54,51
1555304,2,12,15,0,6,36,33
1555400,2,48,15,6,3,72,66
1555500,2,78,18,6,24,126,120
1555602,2,24,9,3,0,39,36
1555603,2,0,0,0,0,9,6
1555605,2,9,3,0,3,15,15
1555606,2,6,3,0,0,9,9
1555607,2,12,6,0,3,24,21
1555702,2,12,6,0,3,21,21
1555703,2,12,6,0,0,21,18
1555705,2,6,6,0,3,12,15
1555706,2,9,3,0,3,15,15
1555707,2,18,6,3,0,30,24
1555800,2,45,27,6,15,90,84
1555900,2,60,18,3,9,90,84
1556001,2,42,24,0,9,78,78
1556002,2,0,0,0,0,0,0
1556100,2,18,6,0,9,33,33
1556201,2,6,3,0,3,15,12
1556203,2,0,0,0,0,3,0
1556205,2,0,0,0,0,3,0
1556206,2,54,18,3,21,93,90
1556207,2,72,39,3,24,138,132
1556208,2,75,24,3,15,114,114
1556209,2,9,3,0,3,18,15
1556210,2,18,9,0,3,30,30
1556308,2,42,21,3,3,72,66
1556309,2,3,6,6,6,21,15
1556310,2,6,0,0,0,6,6
1556311,2,0,0,0,0,6,0
1556312,2,6,3,0,0,9,9
1556313,2,33,15,0,6,54,54
1556314,2,30,21,3,9,63,60
1556315,2,27,18,0,12,57,57
1556316,2,42,9,0,9,63,63
1556317,2,6,3,0,0,9,12
1556318,2,54,9,3,6,72,69
1556319,2,36,9,0,6,51,51
1556320,2,36,12,3,9,57,54
1556321,2,15,0,0,0,15,15
1556322,2,24,6,0,6,36,36
1556323,2,45,12,0,6,63,63
1556324,2,27,6,0,3,33,33
1556325,2,0,0,0,0,3,0
1556326,2,6,3,0,3,12,9
1556327,2,30,15,0,6,51,51
1556328,2,27,9,0,0,42,39
1556401,2,0,0,0,0,6,6
1556402,2,21,3,3,3,24,24
1556501,2,27,12,0,6,45,45
1556504,2,90,9,0,6,108,108
1556505,2,0,0,0,0,0,0
1556506,2,57,15,0,3,75,75
1556507,2,84,21,3,9,117,111
1556508,2,27,6,0,3,39,39
1556509,2,0,0,0,0,0,0
1556601,2,12,3,0,3,21,21
1556603,2,0,0,0,0,0,0
1556604,2,93,30,0,9,135,135
1556605,2,78,30,3,24,135,132
1556606,2,150,36,6,21,216,210
1556701,2,54,12,3,6,69,69
1556702,2,60,15,0,21,93,93
1556703,2,39,9,3,0,51,51
1556801,2,54,18,3,12,84,81
1556804,2,3,3,0,3,9,12
1556805,2,9,3,0,3,12,15
1556806,2,60,42,0,21,123,123
1556901,2,6,3,0,0,15,12
1556902,2,15,3,0,3,24,21
1556903,2,12,3,0,3,18,15
1557001,2,15,9,0,3,24,24
1557002,2,12,9,0,3,24,21
1557100,2,54,12,3,3,72,69
1557200,2,30,15,6,9,60,54
1557300,2,24,9,3,3,39,36
1557400,2,36,12,3,6,51,51
1557500,2,12,6,6,3,27,21
1557602,2,36,18,9,15,81,75
1557603,2,0,0,0,0,0,0
1557604,2,18,9,0,3,33,36
1557605,2,18,12,3,6,33,30
1557705,2,120,36,9,18,180,174
1557707,2,102,27,6,27,165,156
1557708,2,48,9,0,18,75,75
1557709,2,105,18,3,12,135,135
1557710,2,75,12,0,12,102,99
1557711,2,3,6,3,6,12,12
1557712,2,30,3,3,6,42,42
1557713,2,42,15,3,9,66,66
1557714,2,51,6,0,6,66,63
1557715,2,54,15,3,12,84,81
1557716,2,0,0,0,0,9,6
1557803,2,21,9,0,0,27,27
1557804,2,45,27,6,12,90,87
1557805,2,48,18,0,15,84,81
1557809,2,81,33,12,39,165,156
1557810,2,18,15,6,6,45,39
1557811,2,39,12,3,12,63,63
1557812,2,9,18,3,6,39,36
1557813,2,21,6,0,3,27,30
1557814,2,24,6,0,3,33,30
1557815,2,24,3,0,6,33,33
1557816,2,0,0,0,0,0,0
1557817,2,0,0,0,0,0,0
1557818,2,0,0,0,0,3,0
1557819,2,0,0,0,0,3,0
1557820,2,15,3,0,6,24,24
1557821,2,15,3,0,3,24,21
1557822,2,18,3,0,0,18,18
1557823,2,15,3,0,3,18,15
1557824,2,0,0,0,0,0,0
1557901,2,33,24,3,9,66,63
1557902,2,18,3,0,0,21,21
1557904,2,6,3,0,0,9,9
1557905,2,0,0,0,0,3,0
1558001,2,6,3,0,3,12,9
1558002,2,0,0,0,0,6,0
1558003,2,21,6,3,0,27,27
1558005,2,27,15,3,3,45,42
1558006,2,99,15,66,78,261,195
1558007,2,33,9,0,6,51,51
1558100,2,54,18,12,12,99,84
1558200,2,48,15,6,6,75,69
1558300,2,42,12,0,9,63,63
1558400,2,18,12,3,9,39,36
1558500,2,30,9,0,6,48,48
1558600,2,42,18,6,0,69,63
1558701,2,27,9,3,6,42,42
1558702,2,30,6,0,3,42,42
1558800,2,6,0,3,3,9,9
1558900,2,0,0,0,0,3,0
1559001,2,123,39,30,102,291,264
1559002,2,63,24,3,18,111,105
1559003,2,75,54,9,30,168,156
1559100,2,42,246,54,18,357,300
1559201,2,3,6,0,3,12,12
1559202,2,0,0,0,0,3,0
1559301,2,9,6,0,3,15,15
1559302,2,0,0,0,0,3,0
1559400,2,12,12,3,6,27,27
1559500,2,6,6,0,3,12,12
1559600,2,0,3,0,3,12,9
1559700,2,42,33,6,18,99,93
1559800,2,48,27,3,9,84,81
1559900,2,51,42,9,18,123,114
1560000,2,87,36,6,12,141,135
1560101,2,0,0,0,0,9,6
1560103,2,24,15,9,3,51,42
1560104,2,45,6,3,3,57,54
1560105,2,9,6,0,3,18,18
1560201,2,57,27,15,21,117,102
1560202,2,9,6,3,0,15,12
1560300,2,27,18,3,3,51,48
1560400,2,27,12,3,6,48,45
1560500,2,57,30,9,9,102,90
1560600,2,75,24,3,6,102,102
1560700,2,33,69,21,18,144,120
1560800,2,45,36,6,15,102,96
1560900,2,36,27,9,15,84,78
1561000,2,75,33,12,24,141,132
1561100,2,42,15,3,18,81,75
1561200,2,33,18,6,21,78,75
1561300,2,33,15,0,6,57,54
1561400,2,33,24,3,12,72,69
1561500,2,6,3,0,0,9,9
1561600,2,33,12,3,24,78,72
1561701,2,30,18,6,6,63,57
1561702,2,42,33,3,15,93,90
1561800,2,36,21,0,9,69,69
1561900,2,63,54,15,21,156,141
1562000,2,42,30,15,18,102,87
1562100,2,45,36,9,18,108,99
1562200,2,81,51,15,24,171,153
1562301,2,30,18,45,18,105,63
1562302,2,45,15,12,12,84,72
1562303,2,30,30,3,21,84,81
1562401,2,21,3,0,3,27,24
1562402,2,9,6,3,0,18,15
1562406,2,24,6,6,9,48,39
1562407,2,18,6,0,3,27,27
1562408,2,39,21,6,12,78,75
1562409,2,27,9,3,9,51,45
1562410,2,21,24,6,9,60,51
1562411,2,9,3,3,0,12,12
1562412,2,0,0,0,0,6,6
1562413,2,0,0,0,0,0,0
1562414,2,33,12,0,6,51,51
1562415,2,15,6,0,3,30,27
1562416,2,0,0,0,0,3,0
1562417,2,12,3,3,0,18,18
1562418,2,18,18,9,9,51,45
1562419,2,24,18,3,3,48,45
1562420,2,18,9,3,6,36,33
1562501,2,18,0,0,3,18,18
1562502,2,45,9,6,12,72,66
1562601,2,30,15,3,6,51,51
1562602,2,27,21,3,9,57,57
1562700,2,51,27,6,9,93,87
1562801,2,0,0,0,0,3,0
1562802,2,3,3,6,6,18,12
1562901,2,0,0,0,0,3,0
1562902,2,0,0,0,0,0,0
1563000,2,18,3,6,6,30,27
1563100,2,0,0,0,0,6,0
1563201,2,12,6,0,3,18,18
1563202,2,39,18,3,6,69,63
1563203,2,15,3,0,3,21,21
1563300,2,12,0,0,3,12,9
1563401,2,3,12,0,6,21,21
1563402,2,72,48,6,15,138,135
1563500,2,6,6,0,0,12,12
1563600,2,24,6,0,0,30,27
1563700,2,36,15,12,6,66,54
1563800,2,6,6,0,0,12,12
1563900,2,36,9,0,6,51,51
1564000,2,27,15,3,9,54,51
1564100,2,33,15,3,3,54,51
1564200,2,48,18,3,18,90,84
1564301,2,6,6,0,6,18,18
1564302,2,3,3,0,0,9,9
1564400,2,39,6,6,6,60,54
1564500,2,48,12,3,3,66,63
1564600,2,12,3,3,0,15,15
1564700,2,15,3,0,0,18,18
1564800,2,18,0,0,3,24,24
1564900,2,39,12,3,9,63,60
1565000,2,30,24,3,3,57,57
1565101,2,15,3,0,0,24,24
1565102,2,30,9,6,0,42,39
1565103,2,0,0,0,0,0,0
1565200,2,48,18,6,9,78,75
1565300,2,63,21,9,15,111,99
1565400,2,48,30,9,12,99,90
1565500,2,27,12,3,0,45,39
1565600,2,45,24,6,15,93,87
1565700,2,21,3,0,3,27,27
1565800,2,15,12,6,0,36,30
1565900,2,42,21,3,12,78,75
1566000,2,33,6,3,12,57,54
1566100,2,30,24,3,18,75,72
1566200,2,6,15,0,9,33,30
1566300,2,21,33,9,24,90,78
1566400,2,30,30,6,21,90,81
1566500,2,39,27,9,27,105,96
1566600,2,51,27,0,18,96,93
1566700,2,36,15,0,18,72,69
1566800,2,54,18,3,18,90,90
1566900,2,39,18,9,18,78,72
1567000,2,24,15,0,9,45,45
1567100,2,45,33,6,15,99,93
1567200,2,9,3,0,3,18,18
1567300,2,39,21,9,27,93,84
1567400,2,48,12,0,12,69,69
1567500,2,48,30,6,12,99,93
1567600,2,24,15,3,12,51,51
1567700,2,27,15,3,9,57,54
1567800,2,18,36,6,15,75,69
1567900,2,24,24,3,9,63,60
1568000,2,24,36,3,18,78,78
1568100,2,12,18,6,3,39,33
1568200,2,27,18,0,18,63,63
1568300,2,42,33,3,21,102,96
1568400,2,54,30,3,24,108,108
1568500,2,36,24,3,27,90,90
1568600,2,48,27,3,18,93,90
1568700,2,21,21,3,9,51,48
1568800,2,27,42,3,24,96,93
1568900,2,33,15,9,21,78,69
1569000,2,48,39,9,24,120,108
1569100,2,21,18,3,9,57,54
1569200,2,21,21,6,21,72,66
1569300,2,66,24,3,18,108,105
1569400,2,24,15,3,6,45,39
1569501,2,9,24,54,30,120,63
1569502,2,27,12,3,9,51,48
1569601,2,12,6,0,9,24,24
1569602,2,12,9,0,18,39,39
1569701,2,24,27,12,9,72,60
1569702,2,18,39,0,12,69,66
1569801,2,21,27,9,12,69,60
1569802,2,21,21,0,12,54,54
1569900,2,39,12,0,9,60,60
1570000,2,24,18,3,9,54,48
1570100,2,18,9,0,9,36,36
1570200,2,36,15,3,27,81,75
1570301,2,21,15,3,12,51,45
1570302,2,15,18,0,9,39,36
1570400,2,33,21,6,15,75,69
1570500,2,36,30,3,18,84,81
1570600,2,42,24,3,18,87,84
1570700,2,27,9,3,12,48,48
1570800,2,30,21,3,18,69,66
1570900,2,54,33,6,21,111,105
1571000,2,33,15,0,12,57,57
1571100,2,54,24,0,15,90,90
1571200,2,9,9,0,6,27,24
1571300,2,6,6,0,3,15,15
1571400,2,36,18,9,15,75,72
1571500,2,21,6,0,3,27,27
1571600,2,69,27,3,15,111,108
1571700,2,45,21,3,9,81,78
1571800,2,21,15,3,12,48,45
1571900,2,27,27,0,6,63,63
1572000,2,33,18,3,15,66,66
1572101,2,12,6,0,6,21,21
1572102,2,21,9,0,3,33,33
1572200,2,78,27,3,15,123,120
1572300,2,63,33,3,18,114,114
1572400,2,15,30,9,15,69,60
1572500,2,15,18,6,15,54,48
1572600,2,78,57,15,48,195,183
1572700,2,51,42,6,18,111,108
1572801,2,15,18,6,12,51,45
1572802,2,27,18,3,3,51,51
1572901,2,30,27,21,15,93,72
1572902,2,30,39,3,6,78,75
1573001,2,18,21,0,9,48,48
1573002,2,21,27,3,12,69,63
1573003,2,15,18,3,12,51,42
1573100,2,6,9,6,6,30,21
1573200,2,6,21,9,9,42,33
1573300,2,9,12,3,9,33,30
1573400,2,3,21,9,18,48,39
1573500,2,66,39,9,24,135,126
1573600,2,39,21,3,12,78,72
1573700,2,6,6,3,3,21,15
1573800,2,75,18,3,24,120,117
1573900,2,36,30,6,27,102,96
1574000,2,21,18,12,21,69,60
1574100,2,45,15,0,9,69,66
1574200,2,3,3,0,6,12,9
1574300,2,27,33,3,30,87,87
1574400,2,45,42,9,24,114,108
1574500,2,21,33,27,24,108,78
1574600,2,24,12,6,18,63,57
1574700,2,33,18,3,12,66,63
1574800,2,72,33,9,21,138,129
1574900,2,12,27,6,9,54,48
1575000,2,33,27,3,21,81,81
1575100,2,51,18,0,18,87,87
1575200,2,57,33,6,39,135,126
1575300,2,3,24,6,6,36,30
1575400,2,51,21,6,96,174,165
1575500,2,12,9,0,12,33,33
1575601,2,18,9,0,12,39,39
1575602,2,27,24,6,21,81,72
1575701,2,30,18,0,18,63,66
1575702,2,3,9,0,6,18,18
1575801,2,15,21,3,9,48,48
1575802,2,12,21,6,12,48,45
1575901,2,18,15,3,12,42,45
1575902,2,3,9,0,6,21,18
1576001,2,12,18,3,12,45,42
1576002,2,15,21,6,12,51,45
1576100,2,9,12,3,15,39,39
1576200,2,33,21,0,27,84,81
1576301,2,39,12,3,12,66,63
1576302,2,9,9,0,9,27,30
1576401,2,27,24,6,9,63,60
1576402,2,18,9,0,9,39,36
1576501,2,42,21,0,18,81,78
1576502,2,27,3,0,15,45,45
1576600,2,30,39,3,15,84,81
1576700,2,42,24,3,9,81,75
1576800,2,27,36,6,9,81,75
1576900,2,36,21,3,12,69,66
1577001,2,54,42,6,15,117,114
1577002,2,21,9,3,3,36,30
1577003,2,0,0,0,0,0,0
1577100,2,63,21,3,18,102,99
1577200,2,48,36,3,27,114,111
1577301,2,24,15,3,0,39,39
1577302,2,18,15,0,12,45,42
1577303,2,45,21,3,9,78,75
1577400,2,33,12,3,21,69,63
1577500,2,27,6,3,12,45,45
1577600,2,63,27,3,6,99,90
1577701,2,0,0,0,0,3,0
1577702,2,33,15,3,15,63,63
1577703,2,57,12,0,18,87,84
1577704,2,0,0,0,0,0,0
1577705,2,0,0,0,0,0,0
1577800,2,48,24,6,18,96,90
1577900,2,24,18,0,6,45,45
1578000,2,30,15,0,6,51,48
