meshblock_id,census_year_id,full_and_part_time,full_time,not_stated,not_studying,part_time,total,total_stated
100,2,0,0,0,0,0,0,0
200,2,0,9,6,36,3,54,48
300,2,0,3,9,48,0,60,51
400,2,0,0,3,18,0,21,18
501,2,0,0,0,0,0,0,0
502,2,0,3,0,12,0,15,18
600,2,0,3,15,21,3,39,27
700,2,0,3,3,42,3,48,45
800,2,0,6,6,75,12,99,93
900,2,0,0,0,15,0,21,21
1000,2,0,6,6,36,3,54,42
1100,2,0,6,3,42,3,51,48
1201,2,0,3,9,45,3,57,51
1202,2,0,0,0,0,0,0,0
1203,2,0,3,9,78,0,93,84
1204,2,0,6,21,105,0,135,111
1301,2,0,3,12,87,6,108,93
1302,2,0,6,12,150,9,174,162
1400,2,0,3,3,36,0,45,39
1500,2,0,0,3,15,0,18,15
1600,2,0,0,0,0,0,0,0
1700,2,0,0,0,0,0,3,0
1800,2,0,3,9,54,0,66,57
1900,2,0,0,3,33,0,36,30
2000,2,0,0,3,36,0,45,39
2100,2,0,0,0,0,0,0,0
2200,2,0,12,18,150,12,192,174
2301,2,0,6,6,33,0,45,42
2302,2,0,0,0,6,0,6,6
2303,2,0,6,3,45,3,51,51
2304,2,0,3,6,42,3,54,48
2305,2,0,0,0,18,0,21,18
2306,2,0,0,0,6,0,9,9
2400,2,0,0,12,54,0,66,57
2500,2,0,0,0,0,0,0,0
2603,2,0,0,3,27,0,33,27
2604,2,0,0,30,33,0,66,36
2605,2,0,3,6,51,3,63,54
2606,2,0,3,6,75,3,87,81
2607,2,0,3,9,30,3,45,33
2608,2,0,3,0,15,3,21,21
2609,2,0,0,6,42,3,54,51
2610,2,0,0,21,81,6,105,84
2611,2,0,3,12,48,3,69,54
2700,2,0,6,18,66,6,96,78
2800,2,0,0,3,39,3,45,42
2900,2,0,3,12,69,3,84,72
3000,2,0,0,6,27,0,33,30
3100,2,0,0,6,42,3,54,48
3200,2,0,6,6,84,6,102,96
3300,2,0,9,24,105,3,144,120
3400,2,0,0,3,24,0,30,24
3501,2,0,0,0,9,0,12,9
3502,2,0,3,3,27,3,33,30
3503,2,0,0,0,6,0,9,9
3504,2,0,0,0,15,0,18,18
3505,2,0,0,0,0,0,3,0
3506,2,0,0,3,21,3,27,27
3600,2,0,6,3,39,3,48,45
3701,2,0,3,3,30,3,39,33
3702,2,0,3,12,30,3,48,36
3800,2,0,9,24,120,3,156,132
3900,2,0,12,24,90,12,135,114
4000,2,0,6,30,102,6,147,117
4101,2,0,6,21,99,3,135,111
4102,2,0,6,21,99,3,126,105
4104,2,0,0,6,42,0,51,42
4105,2,0,0,6,27,0,33,27
4106,2,0,3,3,27,0,33,30
4107,2,0,0,0,15,0,18,15
4108,2,0,0,6,27,3,36,30
4201,2,0,3,3,18,0,24,21
4202,2,0,0,0,9,0,12,12
4203,2,0,0,3,12,0,21,15
4204,2,0,0,3,27,3,30,27
4205,2,0,0,0,12,0,12,12
4206,2,0,0,0,12,0,18,15
4207,2,0,0,6,18,0,27,21
4208,2,0,3,3,33,0,42,36
4209,2,0,0,0,0,0,3,0
4210,2,0,0,0,0,0,0,0
4301,2,0,6,12,54,6,75,60
4302,2,0,3,21,99,3,132,111
4400,2,0,6,12,72,0,93,81
4501,2,0,0,0,0,0,3,0
4502,2,0,0,0,0,0,0,0
4600,2,0,0,0,9,0,12,12
4700,2,0,3,9,3,0,12,6
4800,2,0,3,3,24,0,30,27
4900,2,0,3,21,132,6,162,141
5000,2,0,0,6,39,3,45,39
5100,2,0,3,12,111,6,132,120
5201,2,0,3,6,33,0,42,36
5202,2,0,3,3,9,0,12,9
5300,2,0,0,0,0,0,0,0
5400,2,0,0,0,0,0,3,0
5500,2,0,12,24,132,3,171,147
5600,2,0,12,27,177,18,228,204
5700,2,0,6,18,87,12,126,108
5800,2,0,0,0,9,0,9,9
5900,2,0,6,15,63,3,84,69
6000,2,0,0,6,18,0,24,21
6100,2,0,0,3,33,3,39,36
6200,2,0,0,3,18,0,21,21
6300,2,0,6,18,69,6,96,81
6400,2,0,3,3,27,3,30,27
6500,2,0,3,12,51,0,69,57
6600,2,0,9,21,81,3,111,93
6700,2,0,12,12,99,3,126,114
6800,2,0,3,6,42,6,54,48
6900,2,0,6,12,84,3,102,93
7000,2,0,3,3,18,3,24,21
7101,2,0,0,0,0,0,3,0
7102,2,0,0,3,9,0,12,9
7201,2,0,0,6,21,3,30,24
7202,2,0,0,6,39,0,51,42
7300,2,0,3,6,63,6,81,72
7400,2,0,3,6,30,0,39,33
7500,2,0,6,0,21,3,33,30
7600,2,0,6,12,54,3,75,60
7700,2,0,3,6,33,0,42,36
7801,2,0,3,0,24,0,24,27
7802,2,0,0,0,0,0,0,0
7900,2,0,6,15,87,9,117,105
8000,2,0,0,0,6,0,6,6
8100,2,0,3,3,24,3,30,30
8200,2,0,3,3,48,6,60,54
8301,2,0,3,21,72,3,99,78
8302,2,0,0,0,0,0,0,0
8401,2,0,0,6,39,3,51,45
8403,2,0,0,0,0,0,6,0
8404,2,0,0,9,24,0,36,27
8501,2,0,3,3,21,3,30,24
8502,2,0,6,12,66,9,90,78
8600,2,0,0,9,54,3,66,60
8700,2,0,3,6,30,0,39,33
8800,2,0,6,6,27,6,39,33
8901,2,0,0,0,0,0,0,0
8902,2,0,3,21,39,0,63,42
9001,2,0,3,6,15,0,24,18
9002,2,0,0,0,0,0,3,0
9101,2,0,6,9,114,9,141,129
9102,2,0,3,6,30,3,39,36
9103,2,0,0,6,21,3,30,24
9200,2,0,3,0,36,0,39,39
9300,2,0,0,6,54,3,63,57
9400,2,0,6,6,69,9,93,87
9500,2,0,6,6,24,3,39,33
9600,2,0,3,3,9,0,15,12
9700,2,0,3,6,51,3,66,60
9800,2,0,0,0,0,0,0,0
9900,2,0,0,0,12,0,9,9
10005,2,0,0,6,30,0,39,33
10006,2,0,0,3,24,0,30,27
10007,2,0,3,6,21,3,33,27
10008,2,0,0,3,36,6,45,45
10009,2,0,0,6,15,3,21,18
10010,2,0,0,9,24,3,36,24
10011,2,0,6,15,42,6,66,54
10012,2,0,0,9,27,0,36,27
10013,2,0,0,0,0,0,0,0
10014,2,0,0,0,0,0,3,0
10101,2,0,6,39,66,3,117,78
10102,2,0,6,12,60,3,84,72
10200,2,0,0,0,0,0,3,0
10300,2,0,0,6,0,0,9,0
10400,2,0,0,6,42,3,51,48
10500,2,0,3,9,3,0,15,6
10600,2,0,0,30,18,3,54,24
10700,2,0,24,30,192,15,261,228
10800,2,0,0,9,3,3,12,3
10900,2,0,3,3,42,0,51,48
11000,2,0,3,9,24,0,36,30
11100,2,0,0,3,21,3,27,27
11200,2,0,0,0,0,0,3,0
11300,2,0,9,6,39,6,60,54
11400,2,0,0,3,24,3,33,30
11500,2,0,0,0,0,0,0,0
11600,2,0,0,0,0,0,3,0
11700,2,0,3,6,15,3,24,18
11800,2,0,3,12,18,0,33,21
11900,2,0,3,3,24,3,36,30
12000,2,0,3,6,12,0,21,15
12101,2,0,0,0,0,0,0,0
12102,2,0,0,15,6,0,21,9
12103,2,0,3,3,27,0,33,27
12200,2,0,6,6,18,0,30,24
12300,2,0,0,3,15,0,18,15
12400,2,0,6,15,54,6,78,66
12500,2,0,3,15,30,0,48,33
12601,2,0,0,0,21,3,24,24
12602,2,0,0,3,15,0,15,15
12701,2,0,3,9,30,3,45,36
12702,2,0,3,12,39,6,57,45
12800,2,0,0,0,21,0,24,21
12902,2,0,3,6,27,3,39,33
12903,2,0,9,15,57,6,84,69
12904,2,0,9,15,126,6,156,141
13000,2,0,6,24,81,3,114,93
13100,2,0,18,21,120,6,165,144
13203,2,0,12,45,108,3,171,123
13204,2,0,0,6,33,0,42,36
13205,2,0,6,9,63,3,78,72
13206,2,0,9,30,60,6,105,75
13207,2,0,9,12,33,3,57,45
13300,2,0,9,30,144,15,198,168
13400,2,0,3,21,87,6,117,96
13500,2,0,0,0,6,0,9,9
13600,2,0,3,6,30,0,39,33
13700,2,0,3,9,57,9,75,69
13800,2,0,0,0,0,0,0,0
13900,2,0,3,12,51,6,69,60
14000,2,0,0,0,0,0,6,0
14100,2,0,0,3,15,0,21,18
14200,2,0,0,0,9,0,15,15
14300,2,0,3,6,57,3,72,66
14400,2,0,15,36,129,12,192,156
14500,2,0,0,0,6,0,12,9
14600,2,0,0,0,0,0,3,0
14700,2,0,3,12,33,0,45,36
14800,2,0,0,3,12,0,12,12
14900,2,0,6,12,105,3,129,117
15000,2,0,3,3,48,3,54,51
15100,2,0,3,27,63,0,93,63
15200,2,0,3,9,39,3,51,42
15300,2,0,9,15,120,9,156,138
15401,2,0,0,3,9,0,15,12
15402,2,0,6,42,183,6,240,198
15500,2,0,18,45,132,12,210,165
15600,2,0,12,24,81,6,123,99
15700,2,0,0,15,54,0,66,54
15800,2,0,6,15,48,3,72,57
15900,2,0,6,9,39,0,51,45
16000,2,0,0,6,30,3,42,33
16100,2,0,0,0,0,0,6,0
16200,2,0,3,12,51,0,66,51
16300,2,0,3,21,69,6,96,75
16400,2,0,0,3,9,0,15,9
16500,2,0,0,0,0,0,3,0
16600,2,0,9,6,48,6,66,63
16700,2,0,6,15,48,3,72,57
16800,2,0,3,3,27,0,33,30
16901,2,0,0,0,0,0,0,0
16902,2,0,0,6,0,0,6,0
17001,2,0,0,0,0,0,0,0
17003,2,0,0,0,0,0,0,0
17005,2,0,0,0,0,0,0,0
17006,2,0,0,0,0,0,3,0
17100,2,0,0,0,0,0,0,0
17200,2,0,0,0,0,0,0,0
17301,2,0,0,6,18,0,27,21
17302,2,0,0,3,36,0,39,33
17402,2,0,9,18,63,0,87,72
17403,2,0,0,24,24,0,48,27
17404,2,0,0,0,0,0,3,0
17405,2,0,0,0,0,0,3,0
17406,2,0,0,0,0,0,0,0
17407,2,0,0,0,9,0,6,9
17408,2,0,0,0,9,0,6,9
17409,2,0,0,0,0,0,6,0
17500,2,0,0,9,63,6,78,69
17600,2,0,3,6,57,3,66,60
17700,2,0,3,6,39,3,51,42
17800,2,0,6,21,45,3,75,54
17900,2,0,3,3,18,3,21,21
18000,2,0,0,0,0,0,6,0
18100,2,0,3,27,42,3,75,51
18201,2,0,3,33,57,3,96,63
18202,2,0,0,0,0,0,6,0
18203,2,0,0,6,6,0,9,6
18300,2,0,0,3,30,0,36,33
18400,2,0,0,0,9,0,12,12
18500,2,0,0,12,12,3,24,12
18600,2,0,6,6,24,0,33,30
18700,2,0,3,6,42,0,48,42
18800,2,0,3,18,54,3,78,63
18900,2,0,9,48,123,6,189,141
19000,2,0,0,0,9,0,9,9
19100,2,0,3,3,36,0,42,39
19200,2,0,3,0,27,3,33,30
19300,2,0,3,3,39,0,45,42
19400,2,0,9,15,78,6,108,90
19500,2,0,0,0,0,0,0,0
19600,2,0,3,12,54,3,69,60
19700,2,3,6,9,51,3,63,54
19801,2,0,0,24,51,0,75,54
19802,2,0,0,0,0,0,9,6
19900,2,0,6,18,123,3,153,135
20000,2,0,3,15,60,0,78,63
20100,2,0,0,0,0,0,3,0
20200,2,0,12,60,84,3,162,105
20300,2,0,6,12,66,6,90,78
20401,2,0,12,30,108,9,156,129
20402,2,0,6,18,63,0,87,69
20500,2,0,0,0,12,0,15,15
20600,2,0,3,0,12,0,15,12
20700,2,0,3,21,39,0,66,42
20800,2,0,3,0,27,0,33,30
20900,2,0,3,12,33,0,48,36
21000,2,0,0,0,24,0,30,30
21100,2,0,0,3,24,0,27,24
21200,2,0,0,0,0,0,9,0
21300,2,0,0,3,15,0,21,15
21400,2,0,0,6,24,0,30,27
21500,2,0,0,6,12,0,18,15
21600,2,0,0,0,0,0,3,0
21700,2,0,0,0,0,0,0,0
21800,2,0,0,0,0,0,0,0
21900,2,0,0,9,27,0,36,27
22000,2,0,9,15,51,0,75,63
22100,2,0,0,9,21,0,30,21
22200,2,0,0,0,15,0,18,21
22300,2,0,3,6,42,0,51,45
22400,2,0,0,3,15,3,18,18
22500,2,0,6,12,78,3,96,87
22600,2,0,3,0,18,0,21,21
22700,2,0,6,12,18,0,36,21
22800,2,0,3,6,30,0,39,33
22900,2,0,0,6,15,0,18,15
23000,2,0,3,9,21,3,36,30
23100,2,0,9,15,75,3,102,87
23200,2,0,0,6,24,3,36,27
23300,2,0,0,9,54,0,66,54
23400,2,0,3,9,45,9,63,54
23500,2,0,0,0,0,0,0,0
23600,2,0,3,9,54,3,66,57
23700,2,0,6,9,54,0,72,63
23800,2,0,6,12,42,6,66,54
23900,2,0,3,15,24,0,42,27
24000,2,0,3,6,45,6,60,54
24100,2,0,3,0,15,3,21,24
24201,2,0,0,0,0,0,0,0
24202,2,0,0,0,0,0,3,0
24300,2,0,3,15,57,0,75,63
24400,2,0,9,21,54,9,93,72
24500,2,0,6,12,24,3,42,33
24600,2,0,3,15,21,3,42,27
24700,2,0,3,9,9,0,18,12
24800,2,0,0,0,0,0,3,0
24900,2,0,0,6,21,0,30,24
25000,2,0,0,9,15,3,27,18
25100,2,0,3,6,33,3,45,39
25200,2,0,3,6,51,3,60,57
25300,2,0,6,9,39,0,54,45
25400,2,0,3,9,27,3,45,33
25500,2,0,3,12,21,3,39,27
25600,2,0,3,6,33,0,42,36
25700,2,0,3,3,15,3,24,18
25800,2,0,15,21,45,3,78,60
25900,2,0,3,15,30,6,54,39
26001,2,0,0,0,0,0,9,0
26002,2,0,3,18,36,3,57,42
26100,2,0,0,9,9,3,18,9
26201,2,0,3,0,24,3,30,27
26202,2,0,12,42,99,15,168,126
26301,2,0,0,0,0,0,0,0
26302,2,0,0,3,27,0,33,27
26303,2,0,0,0,0,0,3,0
26304,2,0,0,0,6,0,12,9
26305,2,0,3,0,24,0,30,27
26400,2,0,6,3,18,3,30,27
26500,2,0,9,9,33,6,54,48
26600,2,0,0,9,36,3,48,39
26700,2,0,0,3,12,3,18,15
26800,2,0,3,6,21,3,33,24
26900,2,0,3,6,33,0,39,36
27000,2,0,0,0,0,0,3,0
27100,2,0,3,15,30,0,48,36
27200,2,0,0,0,0,0,0,0
27300,2,0,0,3,9,0,12,12
27400,2,0,0,3,18,0,21,18
27500,2,0,3,6,24,0,33,27
27600,2,0,3,3,12,3,18,15
27700,2,0,3,3,27,3,33,33
27800,2,0,3,3,15,0,21,15
27900,2,0,0,3,15,0,18,15
28000,2,0,3,9,18,0,27,18
28100,2,0,0,6,24,0,33,27
28201,2,0,0,0,6,0,9,6
28202,2,0,0,6,12,3,21,15
28300,2,0,6,9,57,3,78,69
28400,2,0,0,0,0,0,0,0
28500,2,0,0,3,18,0,21,21
28600,2,0,3,6,15,0,21,18
28700,2,0,3,3,15,0,21,18
28800,2,0,3,0,9,3,9,9
28900,2,0,3,12,24,3,45,33
29000,2,0,0,3,12,0,15,12
29101,2,0,0,0,0,0,3,0
29102,2,0,0,0,0,0,0,0
29200,2,0,3,6,21,3,33,27
29301,2,0,0,0,0,0,0,0
29302,2,0,0,0,9,3,12,12
29400,2,0,0,9,18,3,33,24
29500,2,0,6,6,24,0,36,30
29600,2,0,3,9,18,0,27,21
29700,2,0,0,3,21,3,30,27
29800,2,0,3,9,30,6,48,39
29900,2,0,0,3,15,0,18,15
30000,2,0,3,6,30,0,39,33
30100,2,0,3,3,18,0,24,21
30200,2,0,3,6,18,0,21,18
30300,2,0,3,3,18,0,21,21
30400,2,0,3,3,15,0,18,18
30500,2,0,3,3,24,0,33,30
30600,2,0,0,6,36,0,48,39
30700,2,0,6,15,45,0,66,54
30800,2,0,3,6,18,3,30,24
30900,2,0,3,0,12,0,18,15
31000,2,0,0,0,15,0,18,15
31100,2,0,0,6,12,0,21,15
31200,2,0,3,9,27,0,39,33
31300,2,0,3,6,21,0,27,24
31400,2,0,3,0,24,0,30,30
31500,2,0,9,9,66,9,93,84
31600,2,0,3,21,15,0,36,15
31700,2,0,0,21,3,3,24,6
31800,2,0,3,6,42,0,51,45
31900,2,0,3,12,27,3,45,33
32000,2,0,0,0,0,0,3,0
32100,2,0,3,12,33,3,48,36
32200,2,0,0,0,12,0,15,12
32300,2,0,6,15,66,3,90,75
32400,2,0,0,6,9,3,15,12
32501,2,0,3,15,33,3,51,39
32502,2,0,0,0,0,0,0,0
32600,2,0,12,9,60,3,81,75
32700,2,0,3,9,15,0,24,18
32800,2,0,0,6,9,0,12,9
32900,2,0,0,3,18,0,24,21
33000,2,0,6,9,39,0,51,45
33100,2,0,15,21,72,6,111,93
33200,2,0,3,3,18,3,24,24
33300,2,0,0,3,9,0,12,12
33400,2,3,6,3,27,3,39,36
33500,2,0,0,0,15,0,18,15
33600,2,0,6,21,81,3,111,90
33700,2,0,9,33,105,6,156,123
33800,2,0,12,12,75,6,102,90
33900,2,0,3,9,48,3,60,51
34000,2,0,3,9,24,0,36,27
34101,2,0,6,21,120,6,153,129
34102,2,0,0,6,15,3,24,18
34201,2,0,3,9,51,3,66,57
34202,2,0,6,15,60,6,84,69
34301,2,0,3,9,36,0,48,39
34302,2,0,0,0,0,0,3,0
34400,2,0,3,3,54,6,63,63
34500,2,0,3,0,30,3,33,33
34600,2,0,3,3,45,0,54,48
34700,2,0,3,24,66,3,96,72
34800,2,0,0,3,21,0,27,24
34900,2,0,0,9,33,0,48,36
35000,2,0,6,9,45,0,60,54
35100,2,0,0,9,9,0,15,9
35200,2,0,6,9,69,6,90,84
35300,2,0,3,0,15,0,18,18
35401,2,0,0,0,6,0,9,6
35402,2,0,0,9,12,0,21,12
35501,2,0,3,3,33,0,39,39
35502,2,0,0,0,6,0,6,6
35600,2,0,3,9,24,3,39,33
35700,2,0,3,9,72,6,93,84
35800,2,0,6,21,63,6,90,72
35900,2,0,6,15,63,3,87,75
36000,2,0,3,6,24,0,33,27
36100,2,0,3,15,27,0,48,36
36202,2,0,0,0,0,0,0,0
36203,2,0,0,3,6,0,12,9
36204,2,0,0,0,6,0,6,6
36301,2,0,3,6,9,0,15,12
36302,2,0,3,9,45,3,57,51
36303,2,0,0,3,21,0,21,18
36401,2,0,3,12,27,0,39,24
36402,2,0,0,0,6,0,6,6
36500,2,0,3,12,24,0,42,30
36600,2,0,0,0,0,0,0,0
36700,2,0,0,24,51,0,78,51
36800,2,0,0,3,15,0,21,18
36901,2,0,0,0,0,0,9,0
36902,2,0,3,3,6,0,12,9
37000,2,3,9,147,90,15,264,114
37100,2,0,3,9,6,0,21,12
37202,2,0,0,6,12,0,18,12
37203,2,0,0,0,0,0,0,0
37204,2,0,0,0,0,0,0,0
37205,2,0,0,0,0,0,0,0
37301,2,0,0,0,0,0,3,0
37302,2,0,0,0,0,0,3,0
37401,2,0,3,18,51,0,72,57
37402,2,0,9,33,45,6,96,60
37501,2,0,6,9,36,3,54,45
37502,2,0,3,9,9,0,21,12
37600,2,0,0,12,18,3,33,21
37701,2,0,3,3,12,0,18,15
37702,2,0,0,6,12,0,18,12
37802,2,0,12,42,87,9,153,111
37803,2,0,3,6,30,3,36,33
37804,2,0,0,0,0,0,9,6
37805,2,0,0,0,0,0,6,9
37806,2,0,0,0,0,0,0,0
37807,2,0,6,12,42,0,57,48
37901,2,0,3,6,18,0,27,24
37902,2,0,0,0,0,0,0,0
38001,2,0,3,3,15,0,21,18
38002,2,0,0,0,0,0,0,0
38100,2,0,6,15,33,3,57,39
38200,2,0,0,9,30,6,42,36
38300,2,0,6,0,24,3,27,27
38400,2,0,0,3,15,0,24,18
38500,2,0,0,12,27,6,45,36
38600,2,0,0,6,36,3,42,36
38700,2,0,3,9,27,6,42,33
38800,2,0,0,0,0,0,3,0
38900,2,0,3,3,18,0,24,21
39000,2,0,9,15,42,0,63,51
39100,2,0,3,3,27,3,36,33
39200,2,0,6,0,27,3,36,33
39300,2,0,3,3,12,0,15,12
39400,2,0,0,0,0,0,6,0
39500,2,0,3,15,27,0,48,36
39600,2,3,3,15,24,0,45,27
39701,2,0,0,9,3,0,15,6
39702,2,0,9,3,9,0,21,15
39800,2,0,3,12,15,0,27,18
39900,2,0,9,21,36,3,66,42
40001,2,0,0,0,0,0,0,0
40002,2,0,0,6,9,0,12,9
40100,2,0,0,6,9,0,18,12
40200,2,0,6,6,12,3,27,18
40300,2,0,0,6,0,0,9,0
40400,2,0,3,9,12,0,24,15
40501,2,0,6,12,27,3,48,36
40502,2,0,0,0,0,0,0,0
40601,2,0,6,9,18,3,36,27
40602,2,0,0,0,0,0,0,0
40701,2,0,6,9,72,6,93,84
40702,2,0,6,6,24,3,39,33
40703,2,3,3,15,54,3,75,63
40801,2,0,3,12,51,3,72,60
40802,2,0,3,12,21,3,36,24
40900,2,0,3,12,51,0,69,54
41000,2,0,3,18,33,0,54,36
41100,2,0,9,15,60,3,84,72
41200,2,0,15,30,75,6,126,96
41300,2,0,15,24,96,6,141,117
41401,2,0,3,6,27,0,36,30
41402,2,0,3,15,45,3,66,48
41403,2,0,0,12,51,3,69,54
41500,2,0,3,3,12,0,12,12
41600,2,0,3,12,36,0,51,42
41700,2,0,3,18,75,0,99,81
41800,2,0,9,12,54,3,75,66
41900,2,0,6,18,39,0,66,48
42001,2,0,6,12,39,3,57,45
42002,2,0,3,24,51,3,78,54
42101,2,0,0,6,12,0,18,12
42102,2,0,3,9,30,3,42,36
42103,2,0,3,15,33,3,54,39
42201,2,0,0,45,0,0,48,3
42202,2,0,12,33,105,3,153,123
42300,2,0,15,30,57,6,105,75
42400,2,0,3,18,54,3,75,60
42500,2,0,3,30,48,3,78,51
42600,2,0,3,9,15,6,33,24
42700,2,0,3,9,51,0,60,51
42800,2,0,0,0,0,0,0,0
42900,2,0,6,12,30,0,48,36
43000,2,0,6,24,54,3,87,63
43100,2,0,6,18,51,3,75,57
43200,2,0,9,24,51,3,87,63
43300,2,0,3,9,24,0,36,24
43400,2,0,0,0,18,3,21,21
43500,2,0,9,15,63,0,90,78
43600,2,0,0,12,30,0,42,33
43700,2,0,0,9,12,0,21,12
43800,2,0,6,9,90,3,108,99
43902,2,0,3,3,24,0,30,30
43904,2,0,3,3,66,3,78,75
43905,2,0,9,9,81,3,105,93
43906,2,0,12,33,123,9,171,141
43907,2,0,9,9,81,3,105,93
44003,2,0,12,18,102,6,135,120
44004,2,0,3,3,75,3,87,84
44005,2,0,6,9,102,6,120,111
44006,2,0,3,27,57,3,90,63
44007,2,0,0,6,9,0,12,6
44008,2,0,0,3,39,3,45,45
44101,2,0,0,0,0,0,0,0
44102,2,0,9,51,144,0,204,153
44201,2,0,3,6,36,0,42,36
44202,2,0,0,0,0,0,3,0
44301,2,0,3,12,48,3,66,51
44302,2,0,0,0,0,0,0,0
44402,2,0,0,0,9,0,9,9
44403,2,0,3,6,60,3,72,66
44404,2,0,9,9,114,15,144,138
44405,2,0,6,6,42,3,54,51
44406,2,0,3,6,99,9,114,111
44501,2,0,15,12,189,9,222,210
44503,2,0,3,3,12,0,18,15
44504,2,0,3,6,48,3,63,57
44505,2,0,6,9,78,6,93,87
44506,2,0,0,0,12,0,15,12
44507,2,0,6,3,63,3,75,75
44508,2,0,0,0,39,3,45,42
44602,2,0,9,18,66,6,99,78
44603,2,0,0,0,27,0,30,33
44604,2,0,0,0,0,0,3,0
44605,2,0,6,6,60,3,72,66
44606,2,0,6,3,27,0,33,33
44607,2,0,3,3,45,3,48,45
44608,2,0,3,0,15,3,21,21
44609,2,0,0,3,30,3,33,30
44610,2,0,3,0,12,0,15,12
44611,2,0,0,0,0,0,0,0
44701,2,0,6,9,63,3,78,69
44702,2,0,3,12,102,6,126,114
44703,2,0,0,0,6,0,9,9
44801,2,0,6,9,114,3,132,123
44803,2,0,6,3,36,3,45,42
44804,2,0,0,3,30,0,36,33
44805,2,0,0,0,27,0,27,30
44806,2,0,3,0,48,0,54,51
44807,2,0,3,3,33,6,42,39
44808,2,0,0,3,36,0,45,42
44901,2,0,6,3,30,3,36,33
44902,2,0,0,0,0,0,6,6
45000,2,0,3,3,42,0,51,48
45100,2,0,3,0,33,0,36,36
45200,2,0,3,3,30,0,36,33
45300,2,0,6,9,33,0,48,39
45400,2,0,0,9,33,0,48,36
45500,2,0,3,3,21,0,27,24
45600,2,0,6,3,15,0,27,24
45700,2,0,3,3,12,0,15,15
45800,2,0,3,9,24,0,36,27
45901,2,0,3,6,27,0,33,30
45902,2,0,3,3,21,0,27,24
46001,2,0,0,0,18,0,21,21
46002,2,0,0,3,15,0,18,15
46100,2,0,3,0,24,0,30,27
46200,2,0,0,0,6,0,9,6
46300,2,0,0,6,24,3,27,24
46400,2,0,3,6,27,3,36,30
46500,2,0,0,6,15,0,24,15
46600,2,0,0,3,12,0,12,12
46700,2,0,3,15,15,0,33,18
46801,2,0,0,0,0,0,9,6
46802,2,0,0,0,9,0,9,12
46901,2,0,0,0,0,0,9,6
46902,2,0,0,9,0,0,9,0
47001,2,0,0,0,9,0,9,9
47002,2,0,3,3,21,3,27,24
47100,2,0,0,0,6,0,9,6
47200,2,0,3,0,9,0,12,12
47301,2,0,0,3,24,0,33,27
47302,2,0,0,0,0,0,6,0
47400,2,0,0,6,6,0,12,9
47500,2,0,0,6,6,0,12,6
47601,2,0,0,3,9,0,12,12
47602,2,0,0,0,9,0,9,9
47603,2,0,6,3,45,3,60,54
47701,2,0,3,3,24,0,30,27
47702,2,0,0,0,0,0,6,0
47801,2,0,0,3,6,0,12,6
47802,2,0,0,0,12,0,15,15
47901,2,0,0,3,33,6,39,36
47902,2,0,0,0,0,0,6,0
48001,2,0,3,3,9,0,15,15
48003,2,0,0,0,0,0,0,0
48004,2,0,0,3,27,0,33,30
48101,2,0,0,0,0,0,0,0
48102,2,0,3,3,15,0,21,18
48201,2,0,0,0,0,0,0,0
48203,2,0,0,3,24,3,33,30
48204,2,0,0,15,39,0,54,42
48205,2,0,0,0,15,0,18,15
48301,2,0,0,0,0,0,0,0
48303,2,0,0,6,57,3,66,60
48304,2,0,3,12,24,0,42,30
48403,2,0,0,0,0,0,0,0
48404,2,0,9,12,84,0,105,93
48405,2,0,0,0,0,0,0,0
48406,2,0,0,0,0,0,0,0
48407,2,0,0,0,0,0,3,0
48408,2,0,0,6,75,0,81,75
48409,2,0,3,12,84,6,102,90
48410,2,0,3,9,84,3,99,90
48500,2,0,9,3,30,3,48,42
48601,2,0,0,0,0,0,6,0
48602,2,0,0,0,0,0,3,0
48701,2,0,0,0,0,0,3,0
48702,2,0,6,12,42,3,66,51
48800,2,0,0,0,21,0,24,21
48900,2,0,0,3,21,3,27,21
49000,2,0,3,15,33,0,48,36
49102,2,0,3,9,21,3,33,24
49103,2,0,0,0,0,0,0,0
49104,2,0,0,0,0,0,6,0
49105,2,0,0,0,0,0,0,0
49203,2,0,0,0,0,0,0,0
49204,2,0,6,15,159,9,189,174
49205,2,0,0,0,0,0,0,0
49206,2,0,3,18,78,0,102,81
49302,2,0,9,12,126,6,150,138
49303,2,0,0,0,30,0,30,30
49304,2,0,0,3,12,0,15,12
49305,2,0,3,3,33,0,36,36
49306,2,0,3,3,36,3,48,45
49307,2,0,3,0,36,3,39,39
49401,2,0,6,9,111,9,135,126
49403,2,0,0,0,6,0,9,6
49404,2,0,0,0,0,0,0,0
49405,2,0,3,3,54,3,63,60
49406,2,0,3,3,48,3,54,51
49407,2,0,9,3,42,0,54,54
49501,2,0,3,3,21,0,30,27
49502,2,0,0,0,0,0,6,0
49503,2,0,0,0,9,0,9,9
49504,2,0,0,3,57,0,66,60
49505,2,0,0,3,30,3,30,30
49506,2,0,0,3,15,0,21,18
49507,2,0,0,0,12,0,15,12
49600,2,0,12,21,114,6,153,132
49700,2,0,12,21,180,9,219,195
49801,2,0,3,57,96,3,159,99
49802,2,0,15,15,165,6,201,186
49901,2,0,3,6,66,3,78,72
49903,2,0,0,3,12,0,15,12
49904,2,0,0,0,9,0,12,12
49905,2,0,3,3,39,0,45,42
50001,2,0,3,6,54,0,63,57
50002,2,0,0,0,6,0,12,9
