meshblock_id,census_year_id,full_and_part_time,full_time,not_stated,not_studying,part_time,total,total_stated
205700,2,0,18,3,99,3,123,120
205801,2,0,24,9,117,6,159,147
205802,2,0,15,3,78,6,102,102
205900,2,0,12,6,63,6,84,78
206001,2,0,15,0,63,3,78,75
206002,2,0,0,3,21,0,24,24
206100,2,0,12,3,78,3,102,96
206200,2,0,6,3,54,3,66,60
206300,2,0,18,3,81,6,111,108
206400,2,0,15,3,123,9,147,144
206500,2,0,21,9,102,6,135,129
206600,2,0,3,9,66,9,84,78
206700,2,0,12,3,84,3,99,93
206800,2,0,18,9,108,3,135,129
206900,2,0,6,3,51,3,66,63
207000,2,0,18,6,102,12,138,132
207100,2,0,18,6,93,15,132,129
207200,2,0,12,9,63,9,90,81
207301,2,0,12,3,45,6,63,60
207302,2,0,12,3,48,6,72,69
207400,2,0,9,6,78,3,99,90
207501,2,0,27,6,114,9,153,150
207502,2,0,12,6,33,9,54,51
207503,2,0,3,6,36,3,45,39
207600,2,0,12,6,63,6,90,81
207701,2,0,0,9,45,0,57,48
207702,2,0,3,0,51,0,57,54
207703,2,0,6,3,51,6,72,66
207704,2,0,0,0,0,0,0,0
207800,2,0,12,12,96,6,126,114
207900,2,0,18,15,96,3,132,120
208000,2,0,3,3,51,3,57,54
208100,2,0,18,6,57,3,84,78
208201,2,0,6,12,78,0,96,87
208202,2,0,0,0,0,0,0,0
208300,2,0,3,3,60,6,72,72
208400,2,0,3,6,48,0,54,48
208500,2,0,0,3,18,0,21,18
208600,2,0,0,0,0,0,0,0
208700,2,0,3,6,24,3,36,30
208800,2,0,3,15,99,3,120,105
208901,2,0,3,6,45,0,54,48
208902,2,0,0,6,42,0,51,42
208903,2,0,3,9,33,3,45,36
208904,2,0,6,3,33,3,42,39
208905,2,0,0,3,24,0,27,24
208906,2,0,3,6,39,3,51,45
208907,2,0,3,3,36,3,48,45
208908,2,0,0,12,39,0,51,39
209000,2,0,3,12,24,3,39,27
209100,2,0,0,3,12,0,18,12
209200,2,0,0,0,0,0,0,0
209300,2,0,3,9,51,6,66,60
209400,2,3,9,9,69,3,93,84
209500,2,0,9,6,75,3,96,90
209600,2,0,12,15,135,6,171,156
209701,2,0,9,3,42,0,54,54
209702,2,0,15,21,96,6,135,114
209703,2,0,3,12,60,3,81,69
209800,2,0,9,9,96,6,117,111
209901,2,0,9,6,78,3,96,93
209902,2,0,0,0,0,0,0,0
210000,2,0,9,21,105,0,138,114
210100,2,0,0,15,60,0,75,60
210201,2,0,6,9,87,3,108,99
210202,2,0,6,15,90,6,117,105
210301,2,0,12,45,201,9,267,225
210302,2,0,0,0,0,0,0,0
210400,2,0,9,27,45,3,78,54
210500,2,0,6,18,75,6,102,84
210600,2,0,3,6,39,0,48,45
210701,2,0,0,0,0,0,0,0
210702,2,0,0,0,0,0,3,0
210802,2,0,6,24,78,3,114,90
210803,2,0,18,33,132,3,189,156
210804,2,0,0,3,18,0,24,18
210805,2,0,3,3,15,0,27,21
210806,2,0,3,6,36,0,48,39
210807,2,0,3,12,39,3,54,42
210808,2,0,3,12,30,3,45,33
210809,2,0,3,9,30,3,48,39
210901,2,0,0,0,9,0,9,9
210902,2,0,3,15,45,0,63,51
210903,2,0,0,0,12,0,15,15
210904,2,0,0,0,0,0,3,0
210905,2,0,0,0,48,0,54,51
210906,2,0,0,0,12,0,12,12
210907,2,0,0,3,33,3,42,39
211002,2,0,15,15,156,15,198,183
211003,2,0,0,0,0,0,3,0
211004,2,0,3,0,33,0,42,39
211005,2,0,0,3,72,3,78,75
211100,2,0,6,3,54,0,63,60
211200,2,0,0,6,18,0,21,15
211300,2,0,3,0,12,0,15,15
211401,2,0,3,0,36,3,42,42
211402,2,0,6,12,51,6,75,63
211403,2,0,6,6,48,3,57,57
211501,2,0,3,6,57,6,72,63
211502,2,0,3,3,21,0,27,21
211503,2,0,0,3,9,0,12,12
211600,2,0,0,3,48,6,57,54
211700,2,0,3,0,18,3,21,18
211800,2,0,3,21,123,3,147,129
211900,2,0,0,0,0,0,6,0
212001,2,0,3,0,48,3,51,51
212002,2,0,0,0,6,0,6,6
212102,2,0,15,15,135,6,171,156
212103,2,0,0,3,12,0,15,12
212104,2,0,3,6,42,3,57,51
212105,2,0,9,6,63,3,78,72
212106,2,0,3,0,51,3,54,57
212107,2,0,0,3,15,3,21,21
212108,2,0,0,0,18,0,21,21
212200,2,0,6,9,54,3,75,63
212300,2,0,6,9,72,6,93,84
212401,2,0,18,9,162,3,195,189
212403,2,0,0,3,57,3,63,60
212404,2,0,0,0,33,3,36,36
212405,2,0,3,9,39,3,48,39
212406,2,0,0,0,21,0,24,21
212407,2,0,0,3,30,3,36,33
212408,2,0,0,0,36,6,39,39
212503,2,0,0,3,30,0,39,33
212504,2,0,6,3,33,0,42,39
212505,2,0,3,6,60,3,75,66
212506,2,0,0,3,21,3,24,24
212507,2,0,3,0,33,3,39,39
212508,2,0,3,9,75,3,93,84
212509,2,0,0,3,27,0,33,30
212510,2,0,6,3,30,3,39,36
212600,2,0,0,3,9,0,9,12
212701,2,0,0,3,15,3,18,18
212702,2,0,3,12,54,6,75,60
212703,2,0,0,0,0,0,6,6
212704,2,0,0,6,18,3,27,21
212800,2,0,0,3,12,0,18,12
212900,2,0,3,6,57,3,69,63
213000,2,0,0,0,9,0,9,9
213100,2,0,12,27,171,9,222,192
213200,2,0,3,3,45,0,54,51
213300,2,0,0,0,0,0,0,0
213401,2,0,0,0,0,0,6,0
213402,2,0,6,3,42,3,51,48
213403,2,0,3,12,24,3,42,33
213404,2,0,3,6,42,6,60,54
213405,2,0,0,0,15,0,15,18
213501,2,0,9,6,105,6,126,120
213502,2,0,12,15,129,6,165,150
213602,2,0,15,15,102,12,138,126
213603,2,0,6,6,114,12,135,132
213604,2,0,6,15,96,9,123,108
213700,2,0,3,15,30,3,51,36
213800,2,0,6,18,147,9,180,162
213900,2,0,6,12,36,0,60,45
214000,2,0,6,6,39,0,51,42
214101,2,0,3,3,39,3,48,45
214102,2,0,0,6,0,0,9,0
214103,2,0,6,6,51,3,66,60
214104,2,0,0,0,0,0,3,0
214105,2,0,0,3,6,3,12,9
214202,2,0,24,36,204,6,270,234
214203,2,0,0,3,30,0,33,30
214204,2,0,3,12,36,3,51,42
214300,2,0,3,9,48,0,60,54
214401,2,0,3,6,30,0,36,30
214402,2,0,9,9,66,3,90,81
214501,2,0,0,9,30,0,39,33
214502,2,0,15,12,96,9,132,120
214601,2,0,3,0,48,3,51,51
214602,2,0,3,9,42,3,57,51
214603,2,0,0,3,21,0,24,24
214604,2,0,3,9,33,3,51,39
214700,2,0,3,12,66,3,87,75
214800,2,0,3,6,48,3,60,51
214900,2,0,9,12,72,6,93,84
215000,2,0,0,3,18,0,24,18
215100,2,0,0,6,30,3,36,30
215201,2,0,3,9,60,0,72,66
215202,2,0,0,0,0,0,9,0
215300,2,0,9,9,69,6,96,84
215400,2,0,9,12,87,3,111,99
215500,2,0,27,15,153,3,201,186
215601,2,0,6,3,42,3,54,51
215602,2,0,3,3,36,0,42,39
215603,2,0,9,12,45,0,66,54
215604,2,0,3,3,48,3,51,51
215700,2,0,15,39,186,3,249,210
215800,2,0,12,9,63,0,81,75
215903,2,0,3,12,30,3,45,33
215904,2,0,9,21,123,6,165,141
215905,2,0,3,0,24,3,30,30
215906,2,0,3,0,30,0,33,33
215907,2,0,0,6,42,0,45,39
215908,2,0,6,9,45,3,60,54
216001,2,0,0,3,9,0,12,9
216002,2,0,6,12,105,12,135,123
216003,2,3,6,18,123,3,150,135
216102,2,0,6,12,48,3,66,54
216103,2,0,12,24,198,9,240,219
216104,2,0,3,3,12,3,18,18
216105,2,0,3,3,30,0,36,33
216106,2,0,3,3,15,0,18,18
216202,2,0,0,9,0,0,9,0
216203,2,0,0,3,15,0,18,15
216205,2,0,9,9,60,6,87,78
216206,2,0,3,0,42,9,51,51
216207,2,0,0,0,0,0,6,0
216208,2,0,6,3,36,6,51,48
216209,2,0,0,6,27,0,36,30
216210,2,0,3,3,21,3,27,27
216211,2,0,3,6,27,3,39,36
216212,2,0,0,3,33,0,39,33
216300,2,0,12,30,174,3,219,189
216401,2,0,3,0,51,6,60,57
216402,2,0,6,12,69,3,96,81
216403,2,0,6,6,45,0,57,51
216500,2,0,3,9,48,3,63,54
216601,2,0,3,0,27,0,33,30
216602,2,0,6,6,57,3,72,66
216603,2,0,0,0,24,3,27,27
216700,2,0,9,3,87,6,102,99
216800,2,0,15,15,159,12,201,186
216901,2,0,3,3,42,3,48,45
216902,2,0,3,3,42,0,48,48
216903,2,0,3,0,42,0,45,45
216904,2,0,6,3,45,3,57,51
216905,2,0,6,3,45,3,57,54
216906,2,0,3,3,33,0,39,36
217000,2,0,0,0,0,0,3,0
217101,2,0,0,0,0,0,0,0
217102,2,0,15,6,60,6,87,84
217201,2,0,33,21,189,6,246,225
217205,2,0,12,3,54,0,69,69
217206,2,0,6,3,39,3,54,48
217207,2,0,6,0,39,0,45,42
217208,2,0,0,6,48,0,54,51
217209,2,0,6,6,42,0,57,54
217210,2,0,9,6,51,0,66,60
217301,2,0,6,3,54,6,69,66
217302,2,0,12,3,42,3,63,60
217303,2,0,9,3,51,0,63,60
217304,2,0,3,3,36,3,48,45
217305,2,0,6,6,72,0,87,81
217400,2,0,24,9,138,9,177,171
217500,2,0,9,3,102,15,126,123
217601,2,0,3,6,30,3,45,36
217602,2,0,3,6,42,0,57,48
217603,2,0,3,6,39,3,48,42
217604,2,0,0,6,45,0,54,48
217605,2,0,6,0,54,3,66,66
217606,2,0,6,12,66,9,93,78
217701,2,0,6,3,51,3,60,57
217702,2,0,6,12,60,3,84,69
217703,2,0,3,3,39,0,48,42
217704,2,0,3,3,48,3,51,48
217801,2,0,0,12,39,0,51,39
217802,2,0,0,3,39,3,45,42
217803,2,0,0,3,30,3,36,33
217804,2,0,0,3,57,6,66,63
217900,2,0,9,9,69,0,90,84
218000,2,0,12,21,93,6,132,108
218101,2,0,6,9,54,3,75,66
218102,2,0,15,6,84,3,111,105
218200,2,0,0,0,12,0,15,15
218300,2,0,9,12,90,6,117,105
218401,2,0,12,0,75,6,93,93
218402,2,0,0,0,0,0,6,0
218500,2,0,6,6,57,3,69,63
218601,2,0,9,6,111,6,132,129
218602,2,0,9,9,93,3,114,105
218701,2,0,24,15,114,9,159,144
218702,2,0,15,24,138,9,183,159
218801,2,0,3,3,18,0,24,21
218802,2,0,0,6,18,3,30,21
218803,2,0,0,6,36,0,45,39
218804,2,0,3,12,45,3,60,48
218805,2,0,3,9,27,0,42,30
218901,2,0,3,6,93,6,111,102
218902,2,0,12,15,96,6,129,114
218903,2,0,9,6,45,0,60,54
219001,2,0,3,12,102,9,126,114
219002,2,0,15,21,165,12,210,189
219003,2,0,3,12,57,3,72,60
219100,2,0,3,0,27,3,33,33
219200,2,0,12,9,78,3,99,90
219301,2,0,3,0,45,0,51,51
219302,2,0,3,6,69,3,81,72
219303,2,0,3,3,84,9,99,99
219304,2,0,6,6,48,3,60,54
219401,2,0,0,6,18,6,30,24
219403,2,0,3,0,12,0,15,15
219404,2,0,6,3,54,6,69,66
219501,2,0,18,12,153,6,192,180
219502,2,0,9,6,138,9,162,156
219503,2,0,0,36,6,0,42,6
219504,2,0,3,0,51,0,57,57
219600,2,0,0,0,0,0,0,0
219700,2,0,9,9,99,9,126,117
219800,2,0,9,18,93,6,126,108
219900,2,0,3,6,27,0,33,27
220000,2,0,6,6,42,3,57,51
220100,2,0,0,0,0,0,6,0
220200,2,0,6,12,48,0,72,57
220300,2,0,6,12,60,3,81,69
220400,2,0,9,27,117,9,159,132
220500,2,0,6,9,33,3,51,39
220600,2,0,9,12,84,3,108,96
220700,2,0,12,9,126,9,153,144
220800,2,0,24,12,156,15,210,195
220900,2,0,9,12,93,3,123,111
221000,2,0,6,6,114,9,135,129
221100,2,0,12,6,153,6,180,174
221200,2,0,9,9,144,9,174,162
221301,2,0,24,18,153,12,204,186
221303,2,0,0,0,0,0,0,0
221305,2,0,0,0,0,0,3,0
221306,2,0,0,0,0,0,0,0
221400,2,0,6,0,12,0,18,15
221500,2,0,9,6,171,15,198,192
221600,2,0,3,3,63,3,72,72
221700,2,0,15,9,93,6,123,111
221801,2,0,6,3,51,3,66,63
221802,2,0,0,9,12,0,21,12
221902,2,0,0,0,6,0,6,9
221903,2,0,3,0,33,3,42,39
221904,2,0,0,0,30,6,36,36
221905,2,0,0,0,0,0,0,0
221906,2,0,0,0,0,0,0,0
221907,2,0,3,0,12,3,15,15
222000,2,0,3,3,51,6,60,57
222100,2,0,6,0,48,9,66,63
222200,2,0,6,9,66,9,90,84
222300,2,0,3,3,27,3,39,33
222400,2,0,3,3,33,6,45,45
222500,2,0,3,3,54,9,69,66
222600,2,0,3,3,36,6,45,45
222700,2,0,0,0,45,6,54,54
222800,2,0,15,0,48,9,72,69
222901,2,0,15,3,72,3,93,90
222902,2,0,12,12,141,15,180,171
222903,2,0,9,3,30,3,42,39
223005,2,0,6,12,87,3,108,96
223006,2,0,6,6,111,3,126,123
223007,2,0,21,69,87,6,186,114
223008,2,0,12,12,105,9,135,126
223009,2,0,15,6,132,9,162,156
223010,2,0,21,9,84,9,120,111
223011,2,0,12,12,84,3,108,99
223012,2,0,3,3,42,6,54,51
223013,2,0,18,3,81,12,111,108
223014,2,0,21,6,144,9,177,174
223015,2,0,18,9,132,12,168,162
223100,2,0,3,21,42,3,69,48
223200,2,0,9,3,78,6,96,93
223300,2,0,0,3,48,6,57,54
223400,2,0,9,6,48,12,78,75
223500,2,0,6,3,33,3,42,42
223600,2,0,0,0,15,3,18,15
223701,2,0,3,6,30,0,42,36
223702,2,0,3,0,15,0,18,18
223801,2,0,0,0,0,0,9,0
223802,2,0,9,0,33,0,42,42
223901,2,0,3,3,18,0,27,24
223902,2,0,6,3,42,0,54,51
223903,2,0,6,6,69,0,81,75
224000,2,0,6,9,48,0,66,57
224104,2,0,18,9,147,15,192,186
224105,2,0,27,6,195,12,240,234
224106,2,0,24,24,201,9,258,234
224107,2,0,18,15,138,9,183,165
224114,2,0,12,12,69,6,102,87
224115,2,0,21,12,117,15,165,153
224116,2,0,12,6,96,3,117,114
224117,2,0,18,6,87,3,117,111
224118,2,0,9,6,42,3,57,51
224119,2,0,15,9,138,6,171,165
224120,2,0,18,12,132,9,171,159
224122,2,0,9,3,30,3,45,45
224123,2,0,27,6,147,9,189,186
224124,2,0,30,15,192,18,252,237
224125,2,0,24,6,117,12,156,153
224126,2,0,15,6,78,6,105,99
224127,2,0,18,6,84,6,114,108
224128,2,0,18,9,105,3,135,123
224129,2,0,24,6,78,3,117,111
224130,2,0,15,9,114,6,144,135
224131,2,0,15,9,60,3,87,78
224132,2,0,21,9,78,3,114,105
224209,2,0,12,27,129,6,174,147
224213,2,0,18,18,99,15,150,132
224214,2,0,9,15,120,6,150,135
224215,2,0,9,33,51,6,96,63
224216,2,0,12,45,84,3,144,96
224218,2,0,15,6,96,12,132,123
224221,2,0,15,3,75,6,102,96
224223,2,0,15,15,93,6,132,117
224224,2,0,18,9,135,6,171,162
224225,2,0,15,27,129,15,180,153
224226,2,0,9,12,78,3,105,90
224227,2,0,9,33,117,9,168,138
224228,2,0,9,6,72,3,90,84
224229,2,0,15,30,129,18,189,162
224230,2,0,27,12,108,3,147,138
224231,2,0,30,9,195,15,249,237
224232,2,0,21,36,69,3,132,96
224233,2,0,27,12,78,9,126,114
224234,2,0,18,15,126,6,159,144
224235,2,0,18,15,81,3,114,99
224236,2,0,24,15,93,6,138,126
224237,2,0,9,24,72,3,108,87
224238,2,0,15,6,120,12,150,144
224239,2,0,12,18,69,3,105,87
224240,2,0,6,9,63,6,84,75
224241,2,0,3,12,33,3,51,42
224242,2,0,12,9,66,6,90,84
224243,2,0,3,3,24,3,33,30
224244,2,0,6,9,45,6,69,60
224245,2,0,3,0,36,6,45,42
224246,2,0,0,0,36,6,42,45
224247,2,0,6,3,33,6,42,42
224248,2,0,3,3,33,0,36,33
224249,2,0,3,0,15,0,15,15
224250,2,0,3,9,45,3,57,51
224251,2,0,9,3,57,3,75,72
224252,2,0,9,6,54,3,72,66
224253,2,0,3,3,12,0,18,12
224254,2,0,18,9,93,3,126,117
224303,2,0,3,9,66,9,87,81
224304,2,0,15,15,81,6,117,102
224305,2,0,9,24,81,6,117,93
224306,2,0,3,0,9,0,12,12
224307,2,0,6,12,51,3,72,60
224308,2,0,6,3,42,3,54,54
224309,2,0,6,9,48,0,63,57
224310,2,0,6,6,51,3,66,57
224311,2,0,0,6,63,6,75,66
224312,2,0,9,6,45,0,57,54
224313,2,0,9,0,39,0,48,48
224314,2,0,0,3,24,3,30,27
224315,2,0,3,6,66,3,78,72
224403,2,0,9,3,48,0,63,57
224407,2,0,12,6,117,3,138,135
224409,2,0,3,3,54,3,63,60
224410,2,0,3,6,33,0,42,36
224411,2,0,3,0,42,6,54,54
224412,2,0,6,3,27,3,39,33
224413,2,0,6,3,42,0,48,45
224414,2,0,6,6,42,3,57,54
224415,2,0,6,6,45,3,60,54
224416,2,0,6,6,57,6,72,66
224417,2,0,6,9,54,3,72,66
224418,2,0,6,3,18,6,33,30
224419,2,0,9,6,45,0,63,54
224420,2,0,9,9,57,0,72,66
224421,2,0,3,6,36,0,48,42
224422,2,0,3,45,39,3,87,45
224423,2,0,6,3,30,0,42,39
224501,2,0,0,0,0,0,0,0
224502,2,0,6,12,99,3,120,111
224600,2,0,9,12,72,3,99,90
224700,2,0,18,12,144,9,183,171
224800,2,0,3,6,69,3,75,72
224900,2,0,18,15,108,6,150,132
225000,2,0,21,15,117,6,159,141
225100,2,0,12,9,81,9,108,102
225201,2,0,18,9,111,9,144,135
225202,2,0,9,6,33,3,45,42
225302,2,0,15,30,114,3,162,132
225303,2,0,3,3,15,3,21,18
225304,2,0,15,24,150,3,189,168
225305,2,0,12,18,102,3,132,114
225401,2,0,15,12,87,6,123,111
225402,2,0,9,18,93,12,132,114
225501,2,0,18,24,123,9,177,153
225502,2,0,9,9,54,0,69,60
225600,2,0,18,21,114,9,159,141
225701,2,0,0,0,0,0,0,0
225702,2,0,12,18,102,9,144,126
225802,2,0,15,27,159,6,207,183
225804,2,0,6,12,54,3,78,66
225805,2,0,9,9,66,3,87,78
225806,2,0,6,12,63,6,87,75
225807,2,0,9,24,48,0,84,60
225808,2,0,6,12,66,3,90,75
225809,2,0,3,12,21,3,36,27
225901,2,0,21,9,156,6,192,183
225902,2,0,21,18,165,18,225,207
226002,2,0,3,18,135,12,171,153
226003,2,0,12,21,108,6,150,129
226004,2,0,24,33,168,12,234,201
226005,2,0,18,24,141,6,189,168
226006,2,0,3,12,105,9,129,117
226103,2,0,6,9,72,9,99,90
226104,2,0,15,12,84,6,114,102
226105,2,0,3,30,66,3,102,72
226106,2,0,12,30,60,3,108,75
226107,2,0,9,12,93,6,117,105
226108,2,0,3,12,42,6,63,51
226200,2,0,9,18,93,6,129,108
226301,2,0,6,9,27,0,42,33
226302,2,0,6,12,87,9,114,102
226303,2,0,15,15,51,3,87,69
226401,2,0,3,3,24,3,33,30
226402,2,0,3,6,27,6,39,36
226403,2,0,6,3,48,3,57,57
226501,2,0,9,6,39,3,60,54
226503,2,0,6,6,33,3,51,42
226504,2,0,6,3,54,3,66,63
226505,2,0,0,6,54,3,63,60
226601,2,0,12,18,63,6,96,81
226602,2,0,15,27,126,6,174,144
226700,2,0,15,21,177,9,219,198
226800,2,0,9,9,66,6,90,81
226901,2,0,0,0,6,0,6,6
226902,2,0,12,18,114,9,153,135
226903,2,0,21,33,144,6,207,171
227004,2,0,30,42,159,12,240,198
227005,2,0,6,3,48,0,54,51
227006,2,0,6,18,78,6,114,93
227008,2,0,12,9,69,3,93,84
227009,2,0,15,30,87,6,138,108
227010,2,0,6,18,117,3,147,129
227011,2,0,12,12,99,6,132,120
227012,2,0,6,15,66,6,93,78
227101,2,0,18,24,168,15,231,204
227102,2,0,21,18,132,12,180,162
227203,2,0,9,9,66,6,90,78
227204,2,0,3,0,27,3,36,36
227205,2,0,6,18,90,9,120,105
227206,2,0,12,21,78,9,117,93
227301,2,0,9,24,138,9,180,156
227303,2,0,9,21,99,6,132,114
227304,2,0,24,12,96,6,141,129
227305,2,0,15,12,105,9,138,126
227401,2,0,9,12,36,3,57,45
227402,2,0,12,6,33,3,54,48
227403,2,0,6,9,45,3,63,54
227404,2,0,0,0,0,0,0,0
227405,2,0,0,0,0,0,3,0
227406,2,0,9,3,60,3,78,72
227407,2,0,6,6,21,0,33,27
227500,2,0,21,36,102,9,168,129
227601,2,0,15,33,117,9,171,138
227602,2,0,0,12,21,6,36,27
227701,2,0,9,39,90,3,141,105
227703,2,0,9,18,66,3,96,75
227704,2,0,12,12,51,3,78,63
227705,2,0,6,30,66,9,111,81
227801,2,0,0,9,54,3,66,57
227802,2,0,12,15,63,6,93,81
227803,2,0,9,12,93,6,117,108
227804,2,0,6,12,87,3,108,99
227900,2,0,9,6,75,3,93,87
228000,2,0,15,21,111,9,156,135
228101,2,0,15,9,105,6,135,129
228102,2,0,12,15,117,9,150,135
228202,2,0,3,3,33,0,42,36
228205,2,0,12,15,87,6,117,102
228206,2,0,12,21,63,6,99,78
228207,2,0,12,6,84,6,108,99
228208,2,0,12,12,93,6,123,111
228300,2,0,9,9,72,6,93,84
228400,2,0,15,21,93,9,135,117
228500,2,0,12,27,60,3,105,75
228600,2,0,3,18,75,6,102,84
228701,2,0,6,9,48,3,66,57
228702,2,0,9,27,78,6,123,96
228703,2,0,15,12,60,0,87,72
228801,2,0,18,18,90,6,129,111
228802,2,0,12,27,108,6,156,129
228900,2,0,15,24,105,6,150,126
229001,2,0,6,18,66,3,96,78
229002,2,0,12,12,63,3,90,78
229003,2,0,9,15,63,6,87,72
229004,2,0,6,9,57,0,75,66
229100,2,0,9,21,69,9,108,90
229200,2,0,6,18,60,3,81,63
229300,2,0,9,15,108,3,135,123
229400,2,0,12,6,114,6,138,132
229500,2,0,6,6,51,3,63,60
229600,2,0,9,12,63,6,87,78
229701,2,0,6,3,48,3,60,54
229702,2,0,6,18,63,3,84,69
229800,2,0,9,12,69,6,96,84
229900,2,0,15,9,141,9,174,165
230001,2,0,3,12,51,3,66,54
230002,2,0,3,9,69,3,81,75
230003,2,0,6,18,69,9,99,84
230100,2,0,3,6,87,6,102,93
230200,2,0,0,0,0,0,0,0
230301,2,0,0,0,0,0,6,0
230302,2,0,0,0,9,0,12,9
230401,2,0,3,0,15,0,21,18
230402,2,0,0,0,0,0,0,0
230500,2,0,111,9,51,24,198,189
230601,2,0,0,0,0,0,3,0
230602,2,0,0,0,0,0,0,0
230701,2,0,0,0,0,0,6,0
230702,2,0,0,0,0,0,0,0
230801,2,0,0,0,0,0,0,0
230802,2,0,15,9,78,6,105,96
230900,2,0,9,18,90,9,123,105
231001,2,0,3,12,12,0,30,18
231002,2,0,12,15,75,9,114,96
231003,2,0,21,21,105,9,156,135
231100,2,0,6,6,87,6,108,99
231200,2,0,18,12,48,6,84,72
231301,2,0,0,6,27,3,33,27
231302,2,0,3,3,12,3,18,18
231401,2,0,3,6,33,3,45,36
231402,2,0,3,0,15,3,18,15
231500,2,3,6,9,48,3,66,57
231600,2,0,9,9,51,3,72,63
231700,2,0,18,27,141,6,192,165
231800,2,0,27,21,150,18,216,192
231900,2,0,12,15,66,6,99,84
232001,2,0,6,0,57,9,75,72
232002,2,0,12,6,78,3,96,93
232003,2,0,12,30,84,9,138,105
232101,2,0,12,15,63,6,96,81
232102,2,0,3,0,18,6,21,24
232201,2,0,6,3,21,3,33,27
232203,2,0,3,18,75,3,102,84
232204,2,0,27,9,105,6,147,135
232205,2,0,3,6,42,3,57,51
232300,2,0,18,15,102,0,135,123
232400,2,0,15,18,81,3,117,99
232501,2,0,9,3,24,0,39,36
232502,2,0,3,12,27,6,45,33
232503,2,0,0,3,12,3,18,15
232600,2,0,18,9,93,12,135,123
232700,2,0,12,15,108,3,138,126
232800,2,0,6,27,60,3,99,69
232900,2,0,12,6,78,6,102,96
233000,2,0,6,0,39,0,48,48
233101,2,0,15,21,63,3,102,81
233102,2,0,18,12,93,3,126,114
233103,2,0,6,6,69,3,81,78
233200,2,0,9,15,81,3,111,96
233300,2,0,21,18,147,9,195,180
233400,2,0,24,12,162,12,210,198
233500,2,0,12,6,60,6,87,81
233600,2,0,12,27,75,9,123,96
233700,2,0,9,21,114,3,144,126
233800,2,0,12,12,75,0,102,90
233900,2,0,21,36,87,9,153,117
234000,2,0,9,21,93,3,126,105
234101,2,0,9,21,78,3,111,90
234102,2,0,0,9,15,3,24,18
234200,2,0,18,21,114,6,165,141
234301,2,0,9,33,51,0,96,63
234302,2,0,12,33,72,3,123,90
234303,2,0,0,0,0,0,0,0
234401,2,0,12,6,45,3,66,60
234402,2,0,15,12,57,0,90,75
234403,2,0,9,9,42,3,66,57
234500,2,0,6,12,60,3,81,69
234601,2,0,6,3,33,3,45,42
234602,2,0,3,6,33,0,39,36
234700,2,0,9,15,51,0,78,63
234800,2,0,9,6,57,9,84,75
234900,2,0,12,18,63,6,96,78
235003,2,0,18,27,111,6,162,135
235005,2,0,3,6,84,3,93,87
235006,2,0,3,3,39,3,48,42
235007,2,0,15,21,99,9,147,126
235008,2,0,12,18,78,3,108,90
235009,2,0,15,27,90,12,144,114
235010,2,0,0,18,45,3,66,48
235011,2,0,0,0,21,3,27,27
235012,2,0,3,15,45,3,66,51
235013,2,0,0,9,24,3,36,27
235101,2,0,6,12,27,0,45,33
235102,2,0,12,24,42,3,78,57
235103,2,0,0,66,54,0,120,54
235104,2,0,3,18,27,3,48,33
235105,2,0,3,3,27,3,36,30
235200,2,0,12,30,135,6,183,153
235300,2,0,15,27,153,6,201,177
235400,2,0,15,21,87,9,126,108
235501,2,0,9,18,87,6,120,102
235503,2,0,18,9,39,3,69,60
235504,2,0,3,15,21,3,42,24
235505,2,0,9,12,27,0,48,39
235506,2,0,3,9,27,0,39,30
235600,2,0,15,24,102,6,147,126
235705,2,0,6,9,57,6,81,72
235706,2,0,9,12,60,6,87,75
235711,2,0,6,21,87,6,117,99
235712,2,0,9,21,96,9,135,111
235713,2,0,21,21,99,6,144,123
235714,2,0,3,9,36,3,51,45
235715,2,0,9,27,90,6,135,108
235716,2,0,9,24,66,6,108,81
235717,2,0,18,24,93,6,141,117
235718,2,0,15,24,72,6,117,93
235720,2,0,12,15,81,3,111,96
235721,2,0,15,15,96,9,132,117
235722,2,0,12,12,54,9,84,72
235723,2,0,6,9,48,3,66,57
235724,2,0,12,18,81,3,111,90
235725,2,0,0,6,30,0,33,27
235726,2,0,6,6,45,0,54,51
235727,2,0,6,12,27,3,48,36
235728,2,0,6,9,24,3,42,33
235801,2,0,3,12,42,0,57,45
235802,2,0,9,12,54,0,78,66
235803,2,0,12,21,48,3,87,63
235903,2,0,12,39,108,12,168,129
235904,2,0,21,12,81,3,120,108
235905,2,0,9,18,60,3,93,75
235906,2,0,3,9,51,3,66,57
235907,2,0,18,9,42,3,72,63
235908,2,0,3,15,54,3,75,60
236001,2,0,9,24,63,3,102,78
236002,2,0,6,24,54,6,90,66
236003,2,0,15,27,57,3,96,72
236004,2,0,15,18,87,3,126,105
236005,2,0,15,39,120,6,180,138
236006,2,0,6,9,24,9,45,36
236101,2,0,9,9,36,6,57,48
236102,2,0,12,6,48,3,69,63
236103,2,0,0,0,0,0,3,0
236104,2,0,6,15,9,0,30,15
236201,2,0,30,18,189,15,255,237
236202,2,0,3,3,15,3,18,18
236301,2,0,0,6,9,0,15,9
236302,2,0,15,12,144,15,189,177
236400,2,0,18,21,153,12,207,186
236500,2,0,12,21,123,3,162,141
236603,2,0,18,27,114,6,165,141
236605,2,0,9,6,87,6,111,105
236606,2,0,9,9,81,12,111,102
