meshblock_id,census_year_id,household,looking_after_child_not_own_household,looking_after_child_own_household,looking_after_not_own_household_member_who_is_ill_or_disable,looking_after_own_household_member_who_is_ill_or_disabled,none,not_elsewhere_included,total,total_stated,voluntary
100,3,0,0,0,0,0,0,0,0,0,0
200,3,48,6,27,9,9,3,9,3,54,24
300,3,33,3,12,0,6,6,6,9,39,15
400,3,12,0,6,0,0,6,6,6,15,3
501,3,0,0,0,0,0,0,0,0,0,0
502,3,18,3,6,3,0,3,3,3,21,6
600,3,27,3,3,0,6,6,3,6,30,6
700,3,24,6,15,6,6,3,15,9,30,15
800,3,57,15,21,12,6,9,15,36,69,33
900,3,15,6,6,3,0,0,6,6,15,9
1000,3,42,9,18,3,6,3,18,12,48,12
1100,3,48,15,15,12,12,12,12,21,63,21
1201,3,63,9,24,12,6,0,12,18,66,24
1202,3,0,0,0,0,0,0,0,3,0,0
1203,3,60,0,9,6,6,12,21,24,72,12
1204,3,105,24,45,15,15,15,6,36,126,27
1301,3,72,12,21,6,15,12,21,39,87,18
1302,3,129,27,42,15,12,18,57,66,153,27
1400,3,21,6,6,3,3,6,21,15,30,6
1500,3,18,3,6,0,0,0,3,6,21,3
1600,3,0,0,0,0,0,0,0,0,0,0
1700,3,0,0,0,0,0,0,0,0,0,0
1800,3,45,9,12,0,6,9,9,27,54,6
1900,3,21,0,15,3,3,6,12,12,30,6
2000,3,30,3,9,0,3,6,6,18,36,3
2100,3,0,0,0,0,0,0,0,0,0,0
2200,3,123,18,36,24,18,12,42,66,144,21
2301,3,36,3,15,6,6,3,9,12,39,12
2302,3,0,0,0,0,0,0,0,3,0,0
2303,3,48,3,24,6,6,0,0,36,48,15
2304,3,42,9,21,0,3,6,6,15,48,12
2305,3,15,6,6,3,3,0,3,0,18,3
2306,3,9,0,0,0,0,0,0,0,6,0
2400,3,48,9,15,12,9,0,12,6,51,15
2500,3,0,0,0,0,0,0,0,0,0,0
2603,3,30,0,6,3,0,0,0,9,33,0
2604,3,57,18,27,15,18,9,15,33,75,18
2605,3,42,6,6,3,6,6,15,12,48,9
2606,3,72,18,33,12,18,9,9,27,87,27
2607,3,36,6,12,3,6,6,6,12,48,12
2608,3,24,6,12,0,3,6,3,12,30,6
2609,3,51,9,21,6,9,3,6,12,57,6
2610,3,111,15,21,6,9,24,9,27,138,21
2611,3,51,6,15,3,0,3,3,6,54,15
2700,3,111,21,27,18,9,12,15,36,126,12
2800,3,18,6,9,0,3,3,9,6,24,3
2900,3,69,9,30,9,6,18,12,30,90,15
3000,3,36,3,15,3,6,9,9,18,48,3
3100,3,33,6,12,0,3,0,6,3,36,9
3200,3,102,15,36,9,15,6,12,15,114,21
3300,3,114,21,45,21,15,9,24,51,126,27
3400,3,36,6,15,3,6,6,0,0,42,9
3501,3,12,0,0,0,0,0,0,6,9,0
3502,3,21,0,9,0,3,6,3,0,30,3
3503,3,9,0,0,0,0,0,0,9,9,0
3504,3,18,3,3,0,0,0,3,3,24,6
3505,3,0,0,0,0,0,0,0,78,0,0
3506,3,21,6,6,3,0,0,3,12,21,9
3600,3,27,9,6,6,3,3,12,9,30,6
3701,3,27,6,9,3,6,3,0,6,33,12
3702,3,39,9,9,9,6,3,3,9,42,12
3800,3,129,24,45,15,18,15,24,30,147,21
3900,3,72,12,33,12,9,9,24,27,84,15
4000,3,111,24,42,24,21,6,24,33,120,30
4101,3,99,21,27,15,12,15,21,15,114,30
4102,3,102,21,24,18,9,12,9,18,117,21
4104,3,36,3,9,6,6,3,9,6,39,0
4105,3,30,3,9,0,3,0,3,6,33,3
4106,3,30,6,6,3,3,0,6,0,30,9
4107,3,27,3,0,6,3,3,3,3,30,6
4108,3,33,3,15,3,3,3,6,6,39,9
4201,3,18,0,3,0,3,3,3,9,15,3
4202,3,12,0,0,0,0,0,0,3,15,0
4203,3,18,3,6,3,6,0,6,3,21,6
4204,3,18,3,12,0,3,6,6,6,24,0
4205,3,0,0,0,0,0,0,0,6,9,0
4206,3,18,3,6,3,3,9,6,0,30,3
4207,3,33,3,6,3,3,0,6,6,36,15
4208,3,39,12,18,9,9,6,3,6,48,6
4209,3,6,0,0,0,0,0,0,0,6,0
4210,3,12,3,6,3,0,3,0,9,18,6
4301,3,63,12,15,6,6,9,6,6,72,18
4302,3,105,15,21,18,15,3,9,36,111,36
4400,3,78,24,33,9,9,12,6,30,93,15
4501,3,9,0,0,0,0,0,0,0,9,0
4502,3,0,0,0,0,0,0,0,0,0,0
4600,3,18,3,3,0,3,3,0,3,18,3
4700,3,0,0,0,0,0,0,0,0,6,0
4800,3,30,3,15,6,3,0,3,3,33,6
4900,3,120,9,27,18,6,12,21,87,138,24
5000,3,36,9,21,6,9,3,15,9,39,12
5100,3,108,12,21,18,9,15,18,72,123,15
5201,3,48,6,15,9,0,0,3,42,51,18
5202,3,6,0,0,0,0,0,0,3,6,0
5300,3,0,0,0,0,0,0,0,9,0,0
5400,3,0,0,0,0,0,0,0,0,0,0
5500,3,102,15,18,18,12,15,42,12,120,21
5600,3,171,33,48,21,24,27,36,57,201,30
5700,3,111,12,42,18,15,6,18,27,120,24
5800,3,6,0,0,0,0,0,0,0,9,0
5900,3,54,12,12,9,12,6,9,12,60,15
6000,3,30,3,12,0,6,0,6,6,30,6
6100,3,24,6,9,3,3,3,0,3,27,6
6200,3,18,3,9,3,0,3,6,6,21,3
6300,3,72,15,27,9,12,12,21,45,87,18
6400,3,15,0,3,0,3,3,9,0,18,3
6500,3,69,6,24,12,6,6,12,9,81,18
6600,3,84,6,33,9,12,12,21,21,99,21
6700,3,99,18,39,15,6,12,12,18,114,15
6800,3,45,9,12,9,6,3,9,15,48,9
6900,3,81,12,30,9,9,9,15,27,93,18
7000,3,24,0,6,3,6,3,3,6,27,0
7101,3,0,0,0,0,0,0,0,6,0,0
7102,3,9,0,0,0,0,0,0,15,12,0
7201,3,21,0,6,3,6,0,12,3,27,3
7202,3,33,6,12,3,0,9,6,42,39,3
7300,3,63,18,30,6,3,9,9,9,75,15
7400,3,24,6,6,0,3,0,9,6,27,6
7500,3,24,3,9,0,3,6,6,3,30,3
7600,3,81,18,36,12,15,9,18,15,90,21
7700,3,33,0,12,3,3,0,3,6,36,6
7801,3,12,3,9,3,3,3,3,3,15,3
7802,3,0,0,0,0,0,0,0,0,0,0
7900,3,78,18,33,15,15,21,30,27,108,30
8000,3,6,0,0,0,0,0,0,33,6,0
8100,3,27,3,15,3,3,3,0,3,27,6
8200,3,30,9,15,3,3,6,15,33,36,6
8301,3,84,21,42,6,12,6,18,24,87,15
8302,3,0,0,0,0,0,0,0,6,0,0
8401,3,45,6,15,3,3,0,9,9,45,6
8403,3,0,0,0,0,0,0,0,450,0,0
8404,3,36,6,12,6,3,6,9,3,42,6
8501,3,27,9,9,3,3,3,9,3,30,6
8502,3,48,12,27,9,9,3,36,0,54,12
8600,3,45,9,24,3,6,12,6,3,57,12
8700,3,27,9,12,3,6,3,9,21,33,6
8800,3,24,9,9,3,6,3,6,9,27,6
8901,3,0,0,0,0,0,0,0,0,0,0
8902,3,42,12,9,9,6,6,6,12,45,15
9001,3,12,6,9,3,3,3,6,18,18,3
9002,3,0,0,0,0,0,0,0,6,0,0
9101,3,138,36,57,18,15,15,24,39,159,39
9102,3,33,12,15,9,9,3,12,18,36,9
9103,3,12,6,3,3,0,3,6,3,15,3
9200,3,48,12,15,9,6,3,6,12,54,15
9300,3,36,6,15,6,6,6,6,15,42,9
9400,3,96,18,45,15,6,6,12,15,105,21
9500,3,18,3,9,6,3,3,15,3,24,12
9600,3,15,0,3,3,3,3,3,0,15,3
9700,3,60,12,18,6,6,6,6,30,69,12
9800,3,0,0,0,0,0,0,0,0,0,0
9900,3,12,0,6,0,0,0,0,3,12,0
10005,3,24,9,9,3,3,3,15,3,30,6
10006,3,21,6,12,3,3,0,3,6,21,9
10007,3,15,3,3,3,0,3,3,6,18,6
10008,3,30,6,15,6,3,3,6,3,36,12
10009,3,21,3,3,3,3,0,6,3,24,9
10010,3,24,3,12,9,0,0,9,9,24,9
10011,3,0,0,0,0,0,0,0,0,0,0
10012,3,21,3,6,3,3,6,9,0,24,3
10013,3,9,0,6,0,0,0,0,0,6,0
10014,3,9,0,0,0,0,0,0,3,9,0
10101,3,90,24,45,12,15,9,48,9,108,27
10102,3,51,18,21,6,6,9,21,15,63,15
10200,3,0,0,0,0,0,0,0,9,0,0
10300,3,0,0,0,0,0,0,0,0,0,0
10400,3,57,15,27,6,9,3,3,18,60,15
10500,3,12,0,3,3,0,3,0,3,18,3
10600,3,39,15,12,9,6,9,12,6,48,12
10700,3,201,42,57,36,27,18,39,33,222,69
10800,3,9,6,6,0,0,0,0,42,9,0
10900,3,48,12,21,6,9,6,24,9,57,15
11000,3,27,9,12,12,6,3,6,6,33,18
11100,3,39,15,18,9,6,9,6,6,45,12
11200,3,0,0,0,0,0,0,0,0,0,0
11300,3,24,12,12,6,6,3,6,3,27,9
11400,3,24,0,9,3,3,0,3,3,24,6
11500,3,0,0,0,0,0,0,0,0,0,0
11600,3,9,0,0,0,0,0,0,0,9,0
11700,3,33,3,15,3,9,3,3,9,33,12
11800,3,12,3,6,0,3,0,6,9,15,6
11900,3,30,9,18,6,6,3,3,6,33,9
12000,3,12,0,0,0,0,0,0,6,12,0
12101,3,0,0,0,0,0,0,0,0,0,0
12102,3,15,0,9,3,3,3,3,0,18,3
12103,3,27,9,15,3,6,3,9,6,30,9
12200,3,12,3,3,0,0,6,12,3,18,3
12300,3,12,0,6,0,0,0,0,12,15,0
12400,3,57,18,21,6,9,9,12,15,75,21
12500,3,30,9,18,3,6,3,12,18,33,9
12601,3,18,6,6,3,3,3,6,15,21,6
12602,3,0,0,0,0,0,0,0,9,6,0
12701,3,30,3,15,3,3,3,9,15,36,9
12702,3,36,12,18,6,9,6,21,36,45,6
12800,3,12,0,0,0,0,0,0,0,12,0
12902,3,30,9,6,9,6,6,12,213,42,12
12903,3,78,15,27,12,15,9,18,90,90,27
12904,3,114,33,63,15,33,18,33,6,141,36
13000,3,75,18,33,9,9,15,30,6,96,12
13100,3,102,15,39,15,15,6,39,12,111,21
13203,3,48,15,27,12,15,15,72,6,69,15
13204,3,30,3,6,6,3,3,6,12,33,9
13205,3,39,9,18,9,0,12,18,18,57,12
13206,3,54,9,24,9,9,6,30,3,66,9
13207,3,21,9,12,3,3,0,39,0,27,12
13300,3,117,36,51,21,21,21,45,24,138,36
13400,3,63,18,15,6,6,12,15,21,81,18
13500,3,0,0,0,0,0,0,0,9,0,0
13600,3,15,3,12,6,3,6,6,81,27,6
13700,3,39,12,18,3,9,9,33,27,54,12
13800,3,0,0,0,0,0,0,0,99,0,0
13900,3,48,9,18,12,9,9,30,57,60,15
14000,3,0,0,0,0,0,0,0,339,0,0
14100,3,9,0,0,0,0,0,0,72,15,6
14200,3,0,0,0,0,0,0,0,315,0,0
14300,3,57,12,21,12,9,6,6,42,63,18
14400,3,141,27,60,27,15,15,33,27,156,39
14500,3,6,0,0,0,0,0,0,57,9,0
14600,3,0,0,0,0,0,0,0,105,0,0
14700,3,27,3,12,6,3,3,6,72,33,3
14800,3,0,0,0,0,0,0,0,300,6,0
14900,3,93,9,48,15,12,12,24,12,111,21
15000,3,54,15,21,12,6,6,3,15,60,21
15100,3,66,15,15,9,3,15,12,72,81,15
15200,3,30,6,12,3,3,6,12,120,36,6
15300,3,117,30,39,21,18,9,21,39,129,30
15401,3,6,0,0,0,0,0,0,3,9,0
15402,3,102,15,27,15,12,75,45,87,183,24
15500,3,99,30,51,12,21,15,54,9,120,27
15600,3,63,21,36,12,15,9,33,9,78,24
15700,3,39,9,12,9,9,18,15,90,60,18
15800,3,48,18,24,6,6,6,15,0,57,12
15900,3,27,6,12,9,9,6,15,3,36,9
16000,3,33,15,9,9,6,3,12,27,39,9
16100,3,0,0,0,0,0,0,0,63,9,0
16200,3,42,9,18,9,9,3,12,6,45,6
16300,3,54,15,15,9,9,9,15,27,69,21
16400,3,9,0,0,6,0,0,0,15,12,0
16500,3,0,0,0,0,0,0,0,285,0,0
16600,3,36,6,12,3,3,3,12,18,42,15
16700,3,30,15,15,6,12,6,15,9,39,6
16800,3,21,3,6,3,3,0,15,0,24,6
16901,3,0,0,0,0,0,0,0,0,0,0
16902,3,0,0,0,0,0,0,0,0,0,0
17001,3,0,0,0,0,0,0,0,0,0,0
17003,3,0,0,0,0,0,0,0,0,0,0
17005,3,0,0,0,0,0,0,0,0,0,0
17006,3,0,0,0,0,0,0,0,3,0,0
17100,3,0,0,0,0,0,0,0,0,0,0
17200,3,0,0,0,0,0,0,0,0,0,0
17301,3,21,6,9,6,3,3,3,6,24,9
17302,3,21,9,9,6,0,3,3,15,24,3
17402,3,42,12,9,9,0,12,9,18,54,6
17403,3,36,3,12,0,6,6,6,15,42,9
17404,3,0,0,0,0,0,0,0,3,6,0
17405,3,0,0,0,0,0,0,0,6,6,0
17406,3,9,0,0,0,0,0,0,3,9,0
17407,3,0,0,0,0,0,0,0,0,0,0
17408,3,0,0,0,0,0,0,0,0,9,0
17409,3,0,0,0,0,0,0,0,3,0,0
17500,3,66,9,21,9,6,9,6,33,78,12
17600,3,57,9,15,9,9,6,3,9,66,9
17700,3,36,12,15,9,9,3,15,9,45,18
17800,3,60,9,15,3,6,0,9,9,66,9
17900,3,15,3,3,0,3,3,3,6,18,6
18000,3,6,0,0,0,0,0,0,0,6,0
18100,3,39,6,18,3,9,9,9,24,51,12
18201,3,48,15,21,3,9,9,15,15,60,15
18202,3,0,0,0,0,0,0,0,0,0,0
18203,3,6,0,0,0,0,0,6,0,6,0
18300,3,15,6,6,0,6,3,3,6,18,6
18400,3,0,0,0,0,0,0,0,3,0,0
18500,3,18,3,3,0,6,0,6,6,18,6
18600,3,12,0,0,0,0,0,0,6,12,0
18700,3,21,9,3,3,6,3,18,15,24,6
18800,3,45,6,18,3,9,18,6,60,63,15
18900,3,126,21,45,27,18,21,27,93,159,51
19000,3,0,0,0,0,0,0,0,0,0,0
19100,3,30,9,9,6,6,3,6,6,33,9
19200,3,30,6,12,3,6,0,0,3,33,9
19300,3,30,3,9,3,0,6,9,9,36,6
19400,3,114,15,54,15,12,12,18,33,132,18
19500,3,0,0,0,0,0,0,0,0,0,0
19600,3,48,9,15,6,3,6,6,12,54,18
19700,3,54,15,15,12,6,3,9,18,63,18
19801,3,54,18,27,15,12,3,12,9,60,24
19802,3,0,0,0,0,0,0,0,3,0,0
19900,3,111,15,18,9,9,15,12,27,132,30
20000,3,66,9,18,12,9,9,15,18,72,21
20100,3,0,0,0,0,0,0,0,0,0,0
20200,3,102,27,42,18,12,3,24,24,108,30
20300,3,54,12,21,6,6,9,9,12,63,12
20401,3,117,24,66,12,9,12,9,66,135,21
20402,3,75,9,42,15,15,6,15,78,87,24
20500,3,15,0,0,3,3,3,3,6,18,0
20600,3,6,0,0,0,0,0,0,3,6,0
20700,3,24,6,15,3,6,6,24,36,33,3
20800,3,27,3,18,3,3,6,3,24,36,6
20900,3,24,9,12,6,3,0,6,15,27,9
21000,3,9,3,3,0,0,6,0,0,18,3
21100,3,24,3,9,0,3,3,3,15,30,6
21200,3,0,0,0,0,0,0,0,3,0,0
21300,3,18,3,3,6,3,0,0,6,18,3
21400,3,33,6,12,3,0,3,12,9,36,12
21500,3,15,3,6,3,3,3,9,3,21,3
21600,3,0,0,0,0,0,0,0,3,0,0
21700,3,0,0,0,0,0,0,0,3,0,0
21800,3,0,0,0,0,0,0,0,0,0,0
21900,3,18,3,6,3,0,0,12,9,21,3
22000,3,36,9,24,6,9,9,39,6,48,18
22100,3,21,6,6,3,6,3,12,3,27,9
22200,3,18,3,6,6,3,0,3,6,18,6
22300,3,27,6,15,6,3,6,6,15,33,9
22400,3,9,6,0,3,3,0,12,3,12,9
22500,3,72,24,30,6,12,9,12,30,84,24
22600,3,24,3,9,0,0,3,3,6,30,6
22700,3,27,9,12,6,6,3,3,3,30,12
22800,3,18,3,6,6,6,6,18,3,27,6
22900,3,9,0,0,0,0,0,0,0,12,0
23000,3,18,3,3,6,3,3,6,3,21,6
23100,3,63,27,33,15,12,9,12,9,78,33
23200,3,18,9,6,6,3,9,6,12,27,9
23300,3,45,15,15,3,9,6,9,12,54,6
23400,3,45,6,21,6,6,6,9,12,54,18
23500,3,0,0,0,0,0,0,0,0,0,0
23600,3,51,12,15,6,6,6,9,54,60,18
23700,3,48,9,18,9,12,6,12,6,66,30
23800,3,66,21,27,12,21,6,12,27,75,24
23900,3,24,9,9,6,6,3,12,21,24,9
24000,3,51,12,15,12,6,15,3,93,69,18
24100,3,12,0,0,0,0,0,0,6,12,0
24201,3,0,0,0,0,0,0,0,6,0,0
24202,3,0,0,0,0,0,0,0,0,0,0
24300,3,78,15,36,9,9,12,12,12,93,21
24400,3,51,9,15,12,6,9,18,6,60,18
24500,3,30,3,12,9,6,0,9,12,33,12
24600,3,24,12,9,6,12,3,9,6,33,15
24700,3,15,6,12,0,3,0,15,0,15,9
24800,3,0,0,0,0,0,0,0,0,0,0
24900,3,18,9,6,0,3,6,6,6,24,3
25000,3,21,6,9,6,9,3,3,15,27,9
25100,3,48,18,18,12,3,6,3,12,54,24
25200,3,54,15,12,12,6,3,15,12,60,15
25300,3,45,12,18,12,12,6,12,3,54,27
25400,3,36,6,12,9,3,3,12,12,42,12
25500,3,42,18,33,15,18,3,12,18,48,24
25600,3,30,6,12,6,3,0,12,9,36,9
25700,3,9,6,3,3,0,3,6,0,12,6
25800,3,42,6,6,9,3,3,12,9,48,18
25900,3,24,6,9,6,3,6,3,30,33,12
26001,3,0,0,0,0,0,0,0,3,0,0
26002,3,33,6,9,6,6,0,12,30,36,15
26100,3,12,3,6,3,0,3,6,3,15,3
26201,3,21,6,6,3,3,3,3,0,30,12
26202,3,90,21,27,21,9,12,42,27,114,36
26301,3,0,0,0,0,0,0,0,0,0,0
26302,3,30,9,15,3,3,3,6,6,33,12
26303,3,0,0,0,0,0,0,0,0,0,0
26304,3,12,3,6,3,0,0,3,0,15,6
26305,3,21,6,6,9,3,0,3,6,21,15
26400,3,39,9,12,3,3,3,3,9,42,15
26500,3,45,12,21,9,6,3,9,18,51,18
26600,3,30,6,3,9,6,6,6,6,33,12
26700,3,12,0,0,0,0,0,0,6,15,0
26800,3,21,6,6,6,3,3,3,9,24,6
26900,3,33,9,6,9,6,3,3,12,36,18
27000,3,0,0,0,0,0,0,0,3,6,0
27100,3,36,9,15,6,9,9,3,21,45,15
27200,3,0,0,0,0,0,0,0,0,0,0
27300,3,6,0,0,0,0,0,0,0,9,0
27400,3,18,6,0,3,3,0,0,3,18,6
27500,3,27,3,6,6,3,3,0,6,27,12
27600,3,6,0,0,0,0,0,0,3,6,0
27700,3,33,3,9,0,3,6,0,6,39,9
27800,3,6,0,0,0,0,0,0,3,9,0
27900,3,0,0,0,0,0,0,6,0,6,0
28000,3,18,0,6,0,0,3,3,6,21,3
28100,3,21,0,6,3,0,3,9,12,24,6
28201,3,0,0,0,0,0,0,0,3,0,0
28202,3,6,0,0,0,0,0,0,3,9,0
28300,3,36,3,12,9,6,6,9,18,48,9
28400,3,0,0,0,0,0,0,0,0,0,0
28500,3,15,9,3,3,3,3,9,12,18,9
28600,3,15,6,6,6,3,6,6,6,24,3
28700,3,18,3,3,0,3,3,6,0,21,6
28800,3,6,0,0,0,0,0,0,3,9,0
28900,3,12,0,3,3,0,0,6,24,15,9
29000,3,15,3,3,3,3,0,3,6,18,6
29101,3,0,0,0,0,0,0,0,3,0,0
29102,3,0,0,0,0,0,0,0,0,0,0
29200,3,27,9,12,12,12,3,3,6,30,15
29301,3,0,0,0,0,0,0,0,0,0,0
29302,3,15,6,9,3,3,0,6,3,18,9
29400,3,21,3,9,9,3,0,3,18,21,15
29500,3,21,3,9,3,0,3,6,0,24,9
29600,3,9,0,6,0,0,0,0,0,12,9
29700,3,21,6,6,6,6,0,6,6,24,18
29800,3,30,12,15,3,6,6,12,6,39,21
29900,3,9,3,6,0,3,0,9,6,12,3
30000,3,24,3,3,6,6,3,9,3,27,9
30100,3,9,0,0,0,0,0,6,0,9,6
30200,3,15,3,3,3,0,0,3,3,18,3
30300,3,15,3,3,3,3,3,6,3,18,6
30400,3,24,9,12,6,12,0,3,3,27,15
30500,3,18,6,6,0,6,3,12,6,24,12
30600,3,21,6,9,6,6,3,18,9,24,15
30700,3,39,15,21,9,9,12,12,3,51,21
30800,3,21,3,9,3,3,3,3,6,24,6
30900,3,6,0,0,0,0,0,0,3,12,0
31000,3,6,0,0,0,0,6,0,6,15,0
31100,3,6,0,0,0,0,0,0,6,12,0
31200,3,27,6,9,0,6,3,6,15,30,6
31300,3,15,3,3,3,3,0,0,3,15,3
31400,3,21,3,9,3,0,3,9,12,24,9
31500,3,72,15,18,15,9,3,6,39,84,30
31600,3,6,0,0,0,0,0,0,3,9,0
31700,3,18,3,6,3,0,0,6,3,18,6
31800,3,54,6,21,9,3,0,9,21,57,21
31900,3,27,6,6,9,9,3,6,9,33,12
32000,3,0,0,0,0,0,0,0,0,0,0
32100,3,33,12,12,6,3,3,9,21,39,15
32200,3,15,6,6,3,3,3,6,6,21,6
32300,3,66,12,36,9,9,9,15,24,81,18
32400,3,12,3,12,3,0,0,6,3,12,6
32501,3,36,6,15,6,6,3,15,9,42,9
32502,3,0,0,0,0,0,0,0,0,0,0
32600,3,45,15,27,12,9,9,6,27,57,12
32700,3,21,6,9,3,3,0,6,6,24,6
32800,3,15,6,9,0,3,3,0,6,21,0
32900,3,21,6,12,3,6,6,3,9,27,3
33000,3,33,9,18,3,6,3,12,57,39,9
33100,3,75,15,33,18,6,6,18,27,84,30
33200,3,30,6,12,0,3,0,3,3,30,6
33300,3,15,3,9,3,0,0,3,3,18,6
33400,3,21,3,12,3,3,0,6,21,21,6
33500,3,9,0,0,0,0,0,0,3,12,0
33600,3,129,21,36,12,9,9,3,45,144,33
33700,3,138,15,36,12,12,12,27,45,153,30
33800,3,90,15,39,3,3,12,24,45,111,27
33900,3,48,6,18,3,3,3,9,18,57,12
34000,3,48,9,24,3,6,6,9,18,54,9
34101,3,159,18,60,9,18,6,15,63,168,18
34102,3,15,0,9,0,3,3,0,12,18,3
34201,3,63,9,24,0,6,3,6,18,66,12
34202,3,72,9,24,12,3,3,24,18,78,30
34301,3,57,9,24,6,9,3,6,6,60,12
34302,3,0,0,0,0,0,0,0,3,0,0
34400,3,57,15,18,9,6,6,3,18,63,15
34500,3,36,3,9,6,3,3,0,9,39,6
34600,3,42,3,12,6,3,3,6,15,45,12
34700,3,69,15,24,12,9,6,15,9,78,12
34800,3,27,3,9,3,0,0,6,9,24,6
34900,3,51,9,18,9,9,3,12,24,54,15
35000,3,42,6,12,9,3,6,12,12,48,6
35100,3,12,3,3,3,0,0,3,6,15,6
35200,3,75,15,21,9,6,9,9,24,84,9
35300,3,18,3,6,0,3,3,6,3,21,3
35401,3,0,0,0,0,0,0,0,3,0,0
35402,3,12,0,6,0,0,0,0,0,12,0
35501,3,39,15,9,6,6,6,6,18,45,12
35502,3,6,0,0,0,0,0,0,6,6,0
35600,3,21,9,9,6,6,0,3,9,21,9
35700,3,84,21,27,9,6,12,18,33,93,9
35800,3,63,9,30,6,6,12,15,33,78,12
35900,3,84,9,36,12,9,6,24,24,90,15
36000,3,33,6,6,3,3,0,3,15,36,6
36100,3,45,6,18,0,3,3,15,12,45,12
36202,3,0,0,0,0,0,0,0,3,0,0
36203,3,0,0,0,0,0,0,9,3,0,0
36204,3,6,0,0,0,0,0,0,0,6,0
36301,3,12,6,6,0,0,0,6,3,12,3
36302,3,60,15,18,6,6,3,12,9,63,9
36303,3,21,3,6,0,0,3,3,6,21,0
36401,3,36,3,12,3,0,0,6,9,36,15
36402,3,0,0,0,0,0,0,0,6,0,0
36500,3,27,6,18,0,6,0,21,6,27,6
36600,3,0,0,0,0,0,0,0,0,0,0
36700,3,45,9,18,9,6,15,12,24,57,18
36800,3,15,3,9,3,3,0,6,3,18,6
36901,3,0,0,0,0,0,0,0,3,0,0
36902,3,0,0,0,0,0,0,0,0,6,0
37000,3,54,12,12,3,6,48,54,141,105,12
37100,3,9,0,0,0,0,0,0,0,9,0
37202,3,0,0,0,0,0,0,0,0,0,0
37203,3,0,0,0,0,0,0,0,0,0,0
37204,3,0,0,0,0,0,0,0,3,0,0
37205,3,0,0,0,0,0,0,0,0,0,0
37301,3,0,0,0,0,0,0,0,0,0,0
37302,3,6,0,3,0,0,0,12,3,6,0
37401,3,36,6,6,6,6,6,33,9,42,6
37402,3,60,24,27,12,15,6,21,0,69,30
37501,3,33,6,9,6,6,6,3,36,39,6
37502,3,0,0,0,0,0,0,0,6,6,0
37600,3,24,0,6,6,6,6,12,6,33,12
37701,3,12,0,6,0,0,0,0,3,12,6
37702,3,18,6,6,0,3,3,3,6,21,3
37802,3,78,24,42,18,27,9,33,6,96,24
37803,3,51,15,21,9,3,3,15,9,57,15
37804,3,15,6,3,6,3,3,0,3,18,3
37805,3,9,0,0,0,0,0,0,3,9,0
37806,3,0,0,0,0,0,0,0,0,0,0
37807,3,27,6,12,3,6,6,3,12,33,9
37901,3,21,3,9,3,3,3,9,6,27,3
37902,3,0,0,0,0,0,0,0,0,0,0
38001,3,15,0,3,6,6,3,9,3,18,6
38002,3,0,0,0,0,0,0,0,0,0,0
38100,3,42,9,15,9,6,9,12,6,54,6
38200,3,24,6,12,6,6,12,9,3,39,12
38300,3,24,6,12,6,9,0,3,6,24,15
38400,3,9,0,3,0,3,0,18,3,12,0
38500,3,27,3,6,9,3,3,15,6,30,3
38600,3,36,6,21,3,6,3,6,18,36,9
38700,3,33,9,12,6,6,3,18,6,39,9
38800,3,0,0,0,0,0,0,0,0,0,0
38900,3,12,3,3,0,0,0,9,6,15,0
39000,3,42,9,18,6,6,9,21,15,51,12
39100,3,12,3,3,3,3,3,6,6,12,3
39200,3,15,6,3,3,6,6,12,15,18,6
39300,3,12,0,0,0,0,0,0,3,12,0
39400,3,6,0,0,0,0,0,0,6,6,0
39500,3,27,6,12,3,3,3,15,24,27,6
39600,3,15,9,9,3,3,6,18,6,24,3
39701,3,0,0,0,0,0,0,6,0,0,0
39702,3,0,0,0,0,0,0,0,0,6,0
39800,3,9,6,6,9,6,0,12,0,9,3
39900,3,42,18,18,9,12,12,27,21,57,18
40001,3,0,0,0,0,0,0,0,0,0,0
40002,3,12,0,6,0,0,0,0,9,15,0
40100,3,15,3,9,0,3,0,3,0,15,9
40200,3,18,3,9,0,6,3,12,12,18,3
40300,3,9,3,6,6,6,0,6,6,12,6
40400,3,3,0,3,0,0,0,18,0,3,0
40501,3,24,6,12,3,6,0,12,0,27,12
40502,3,0,0,0,0,0,0,0,0,0,0
40601,3,15,6,9,3,3,3,3,3,21,3
40602,3,0,0,0,0,0,0,0,0,0,0
40701,3,60,12,18,12,9,6,15,3,69,21
40702,3,12,3,0,3,0,3,9,0,18,6
40703,3,48,15,18,12,6,9,3,6,57,15
40801,3,36,6,12,6,6,15,15,6,51,9
40802,3,12,6,3,3,3,3,3,0,15,3
40900,3,39,12,24,6,6,3,12,3,45,12
41000,3,30,3,6,6,0,6,15,36,36,3
41100,3,57,9,24,9,6,9,24,315,63,18
41200,3,81,24,33,15,15,18,27,42,96,27
41300,3,78,21,42,15,9,9,33,15,93,24
41401,3,27,9,21,3,9,3,3,3,33,9
41402,3,30,15,9,3,0,6,18,0,39,9
41403,3,48,12,21,3,9,12,9,6,60,9
41500,3,15,6,6,3,6,6,9,3,18,3
41600,3,36,15,21,3,6,3,6,9,42,6
41700,3,66,21,36,12,12,9,15,21,78,27
41800,3,36,9,15,6,6,12,30,93,51,12
41900,3,51,24,30,12,18,3,9,9,57,24
42001,3,33,12,12,6,6,6,9,0,39,12
