meshblock_id,census_year_id,household,looking_after_child_not_own_household,looking_after_child_own_household,looking_after_not_own_household_member_who_is_ill_or_disable,looking_after_own_household_member_who_is_ill_or_disabled,none,not_elsewhere_included,total,total_stated,voluntary
951908,2,126,18,48,15,9,3,6,138,132,18
951909,2,84,12,21,6,6,9,6,99,96,6
951910,2,42,6,24,3,9,3,9,54,45,3
951911,2,75,21,21,9,6,3,3,84,81,15
951912,2,30,3,12,3,6,3,3,33,30,6
951913,2,99,18,57,9,15,6,6,117,111,12
952006,2,90,18,57,9,9,9,9,108,99,9
952007,2,63,12,24,12,9,12,3,78,75,18
952008,2,69,15,24,6,6,9,9,90,81,9
952009,2,96,18,42,9,9,12,3,111,108,15
952010,2,102,27,39,12,9,0,6,114,108,15
952015,2,126,15,12,15,15,33,21,186,162,30
952018,2,171,27,72,9,18,15,9,201,195,21
952019,2,102,33,42,9,15,6,0,111,111,24
952020,2,144,24,72,15,15,6,3,159,156,27
952021,2,126,33,51,12,9,12,6,141,135,24
952023,2,111,15,30,9,12,9,3,123,123,21
952026,2,75,9,24,3,0,6,3,90,87,9
952027,2,123,24,57,3,6,3,6,132,126,12
952028,2,45,15,21,3,6,0,3,48,48,6
952029,2,108,18,60,6,12,9,3,123,120,18
952030,2,93,27,39,15,9,6,9,111,102,6
952031,2,168,33,66,12,18,6,12,192,180,27
952032,2,81,12,39,6,3,9,6,96,93,15
952033,2,102,15,42,6,6,9,6,117,108,21
952034,2,93,21,30,6,9,9,3,105,102,18
952035,2,72,18,39,3,6,3,3,84,81,18
952036,2,54,18,24,6,3,0,9,60,51,6
952037,2,63,9,18,6,6,6,3,75,72,9
952038,2,24,6,9,0,3,3,0,30,27,6
952039,2,66,12,45,3,12,3,3,75,69,6
952040,2,15,3,0,0,3,3,0,18,18,0
952041,2,51,6,27,3,0,3,6,57,51,9
952042,2,15,0,9,0,0,3,3,18,21,0
952043,2,51,6,21,3,6,6,3,63,63,9
952044,2,12,0,6,0,0,0,0,9,12,0
952045,2,24,3,12,3,0,0,0,27,27,3
952046,2,63,6,30,9,3,3,3,69,66,9
952047,2,57,12,18,3,3,3,0,63,63,6
952048,2,54,9,33,3,3,6,3,66,63,6
952049,2,57,9,30,6,3,6,3,69,66,3
952050,2,48,15,24,3,9,0,6,57,51,3
952051,2,60,9,18,3,0,9,3,69,69,6
952052,2,18,3,3,3,0,6,3,24,21,3
952053,2,21,0,0,6,3,9,3,27,27,6
952054,2,12,3,3,3,3,0,3,18,15,3
952055,2,30,3,0,6,0,3,0,33,33,9
952056,2,0,0,0,0,0,0,6,12,0,0
952057,2,18,0,0,0,0,3,3,21,18,3
952058,2,27,3,0,3,0,0,9,39,30,9
952059,2,54,9,18,9,3,9,3,66,63,9
952060,2,60,6,21,6,12,6,3,72,69,6
952061,2,45,12,21,6,3,6,6,57,54,9
952062,2,72,12,27,3,3,6,6,84,78,12
952063,2,0,0,0,0,0,0,0,0,0,0
952064,2,60,9,24,0,3,3,0,63,63,9
952065,2,60,6,27,3,3,3,3,66,60,6
952066,2,24,3,3,3,3,0,3,27,21,0
952067,2,18,6,9,3,3,3,3,27,24,3
952068,2,90,9,21,9,3,18,3,114,111,6
952104,2,78,12,24,9,6,18,6,102,96,9
952105,2,144,24,45,12,15,15,9,177,165,24
952106,2,177,33,45,21,15,24,12,216,204,30
952107,2,114,21,36,12,9,12,3,132,129,12
952108,2,102,12,33,3,9,9,3,114,114,21
952109,2,132,12,48,15,6,6,6,141,135,21
952113,2,87,12,30,3,6,6,15,105,93,12
952114,2,84,9,42,12,3,12,15,111,96,9
952115,2,135,27,57,18,12,6,15,162,147,15
952116,2,87,12,39,9,3,9,6,105,99,3
952117,2,72,12,36,3,6,12,6,93,90,12
952118,2,87,15,18,9,6,6,3,102,93,9
952119,2,93,24,51,12,9,3,9,105,99,12
952120,2,72,12,30,9,9,6,6,90,84,6
952121,2,81,18,6,12,6,9,12,105,93,18
952122,2,39,3,12,3,3,9,0,51,51,9
952123,2,60,12,18,6,6,3,0,63,66,6
952124,2,57,9,21,3,9,6,0,66,66,9
952125,2,69,12,36,6,0,15,3,84,84,9
952126,2,90,15,54,6,3,6,9,105,99,18
952127,2,54,18,30,0,6,3,6,60,57,3
952201,2,33,6,9,3,3,0,3,42,36,6
952202,2,0,0,0,0,0,0,0,0,0,0
952203,2,0,0,0,0,0,0,0,0,0,0
952204,2,0,0,0,0,0,0,0,3,0,0
952205,2,0,0,0,0,0,0,0,3,0,0
952206,2,0,0,0,0,0,0,0,0,0,0
952207,2,0,0,0,0,0,0,0,0,0,0
952208,2,0,0,0,0,0,0,0,0,0,0
952209,2,0,0,0,0,0,0,0,0,0,0
952210,2,0,0,0,0,0,0,0,3,0,0
952211,2,21,3,3,0,6,3,3,27,24,3
952212,2,15,6,3,3,3,6,3,30,24,0
952213,2,9,0,0,0,0,0,0,12,12,0
952214,2,39,3,12,0,0,3,3,51,48,0
952215,2,0,0,0,0,0,0,0,0,0,0
952216,2,0,0,0,0,0,0,0,3,0,0
952217,2,0,0,0,0,0,0,0,0,0,0
952218,2,0,0,0,0,0,0,0,0,0,0
952219,2,0,0,0,0,0,0,0,3,0,0
952220,2,18,6,9,3,0,3,0,21,18,9
952221,2,0,0,0,0,0,0,0,0,0,0
952222,2,0,0,0,0,0,0,0,0,0,0
952223,2,0,0,0,0,0,0,0,0,0,0
952224,2,0,0,0,0,0,0,0,6,0,0
952225,2,36,6,18,3,0,0,0,36,36,3
952226,2,9,0,0,0,0,0,0,9,9,0
952227,2,0,0,0,0,0,0,0,0,0,0
952228,2,0,0,0,0,0,0,0,0,0,0
952229,2,6,0,0,0,0,0,0,6,6,0
952230,2,0,0,0,0,0,0,0,0,0,0
952231,2,0,0,0,0,0,0,0,0,0,0
952232,2,0,0,0,0,0,0,0,0,0,0
952233,2,63,9,27,6,6,6,18,87,72,12
952234,2,27,6,18,3,3,3,0,27,30,3
952235,2,27,6,9,0,6,0,0,24,27,0
952236,2,60,6,30,6,6,9,0,69,69,9
952237,2,12,0,9,0,0,0,0,15,12,0
952238,2,27,3,12,0,0,0,3,30,30,3
952239,2,0,0,0,0,0,0,0,3,0,0
952302,2,87,15,36,9,6,6,9,105,99,12
952304,2,60,6,12,3,6,3,6,69,63,6
952305,2,99,18,33,15,6,9,9,117,108,18
952306,2,60,9,15,9,3,9,6,78,69,12
952308,2,105,12,42,6,12,6,6,117,114,12
952309,2,102,18,24,12,9,6,3,111,108,15
952310,2,81,12,30,3,6,18,3,105,102,15
952311,2,60,9,24,3,0,0,0,63,60,12
952312,2,42,6,12,3,3,6,3,54,51,6
952313,2,120,21,81,12,9,6,9,138,132,21
952314,2,144,24,72,18,12,6,3,156,153,18
952316,2,78,9,24,12,6,12,9,99,90,6
952317,2,96,21,36,9,6,3,3,102,102,15
952318,2,111,21,54,9,9,3,3,120,117,12
952319,2,45,9,24,3,9,3,0,48,48,6
952320,2,57,18,36,6,6,6,3,63,60,6
952321,2,114,18,66,3,15,6,9,135,126,12
952322,2,153,33,69,6,9,6,12,171,159,24
952323,2,123,30,54,9,9,12,9,144,135,15
952324,2,150,21,51,6,9,6,6,168,159,21
952325,2,54,9,21,9,6,6,3,66,60,3
952326,2,126,21,63,12,12,9,12,144,132,15
952327,2,69,9,24,6,3,9,6,90,84,12
952328,2,42,6,24,0,3,0,0,42,45,3
952329,2,57,15,24,3,3,3,6,66,63,6
952330,2,36,9,27,3,6,0,3,42,39,9
952331,2,9,0,9,0,0,0,0,12,9,0
952332,2,27,6,18,3,6,0,3,30,30,3
952333,2,27,6,12,0,3,0,3,33,30,0
952334,2,9,0,0,0,0,0,0,9,9,0
952400,2,198,30,87,15,15,15,15,231,216,27
952500,2,66,12,36,9,9,6,0,78,75,9
952601,2,27,9,12,3,6,0,0,27,27,12
952602,2,24,3,9,0,0,0,3,24,24,0
952700,2,60,6,18,9,3,3,9,72,66,9
952800,2,78,18,27,12,6,6,15,99,84,9
952900,2,111,24,66,9,9,9,21,144,123,15
953001,2,0,0,0,0,0,0,0,0,0,0
953002,2,51,15,18,9,6,6,9,66,57,6
953100,2,78,15,21,6,3,6,12,96,87,6
953200,2,69,12,33,6,6,9,9,87,81,18
953300,2,33,3,15,6,3,3,6,42,39,6
953400,2,42,6,18,6,6,3,3,51,48,6
953500,2,30,3,15,3,3,0,9,42,33,6
953600,2,48,12,21,3,3,3,12,63,51,15
953700,2,117,24,39,6,6,9,6,141,132,63
953800,2,51,9,27,6,9,6,3,66,60,12
953900,2,51,9,33,0,3,3,12,69,57,12
954000,2,75,21,42,9,9,6,12,93,81,21
954100,2,45,15,30,6,12,6,3,57,54,9
954203,2,0,0,0,0,0,0,0,0,0,0
954204,2,30,9,12,3,0,3,0,33,33,6
954206,2,78,21,33,6,0,12,9,99,90,15
954207,2,72,15,24,6,6,3,6,81,78,15
954208,2,111,18,57,21,18,6,6,123,120,24
954209,2,81,18,30,9,9,6,9,99,90,15
954210,2,84,12,27,9,9,0,6,93,87,15
954211,2,6,0,0,0,0,0,0,12,6,0
954300,2,0,0,0,0,0,0,0,3,0,0
954403,2,78,18,30,6,6,9,9,96,87,9
954405,2,51,12,15,3,6,12,6,66,63,9
954406,2,69,6,33,6,9,3,3,78,72,12
954407,2,60,9,36,9,6,6,12,81,69,9
954408,2,69,21,27,6,6,9,12,96,81,15
954409,2,9,0,9,0,0,0,0,12,9,0
954410,2,0,0,0,0,0,0,0,3,0,0
954411,2,36,6,24,0,3,6,3,48,45,9
954412,2,0,0,0,0,0,0,0,9,0,0
954500,2,102,24,42,9,12,12,9,126,114,18
954600,2,75,9,27,6,6,12,21,111,90,6
954700,2,108,15,48,12,15,12,9,132,123,6
954801,2,78,21,45,9,6,6,3,93,87,24
954802,2,6,0,0,0,0,0,0,9,6,0
954901,2,18,3,9,3,3,6,0,21,21,6
954903,2,9,0,0,0,0,0,0,15,12,0
954904,2,30,0,3,3,0,3,0,30,30,9
955000,2,33,6,6,6,3,3,3,42,39,12
955100,2,51,9,18,3,0,3,6,60,54,9
955201,2,21,3,3,3,3,0,0,24,24,6
955202,2,48,9,15,3,6,9,6,60,57,12
955203,2,54,9,18,3,0,12,3,66,63,9
955204,2,21,3,9,3,3,0,0,21,21,6
955300,2,0,0,0,0,0,0,0,0,0,0
955400,2,87,18,36,9,9,9,9,105,96,9
955500,2,54,6,18,9,3,3,3,63,60,6
955600,2,51,9,18,6,3,3,6,63,57,18
955700,2,84,15,27,9,9,12,6,99,93,12
955800,2,39,6,15,3,3,6,0,48,45,6
955900,2,180,24,81,9,18,18,18,213,198,24
956001,2,138,39,63,12,15,12,6,159,153,24
956002,2,120,24,48,18,15,12,12,150,138,18
956100,2,102,15,36,12,3,9,15,126,111,21
956200,2,51,9,18,9,3,6,3,63,57,12
956300,2,117,21,48,12,12,9,3,135,129,27
956401,2,141,21,66,24,12,81,12,240,228,39
956402,2,63,12,33,6,3,9,6,75,69,6
956500,2,105,15,39,6,9,6,12,123,111,6
956601,2,156,21,45,18,15,12,15,186,171,24
956602,2,123,27,63,9,18,15,18,156,138,15
956700,2,129,18,54,12,6,9,6,147,141,15
956802,2,93,15,48,6,6,3,9,105,96,21
956803,2,39,9,18,3,3,6,3,54,48,6
956804,2,51,12,33,6,3,0,3,60,57,9
956805,2,45,6,24,3,3,3,0,51,51,12
956806,2,69,24,45,6,6,9,3,87,81,15
956900,2,51,9,24,6,9,3,9,63,54,12
957000,2,51,6,18,0,0,3,6,60,57,6
957100,2,72,12,21,9,6,9,12,93,81,9
957200,2,60,9,24,3,6,3,3,66,66,6
957300,2,45,3,12,9,3,0,3,51,45,6
957401,2,96,24,33,6,9,6,9,114,102,15
957402,2,57,12,18,6,6,3,3,63,63,12
957500,2,63,12,24,6,3,12,6,84,78,9
957600,2,99,21,51,9,6,9,6,114,111,21
957700,2,153,33,78,9,15,12,0,168,165,27
957801,2,18,6,6,3,0,3,0,21,18,3
957802,2,129,24,54,18,15,6,9,144,135,21
957901,2,93,33,60,24,24,9,39,150,111,45
957902,2,75,12,36,9,6,6,6,87,84,15
958000,2,48,6,18,3,0,9,9,66,57,6
958100,2,39,3,18,0,6,0,3,42,42,3
958200,2,48,12,27,6,9,3,6,60,51,6
958300,2,33,6,18,3,0,3,3,36,36,12
958401,2,0,0,0,0,0,0,0,0,0,0
958402,2,132,18,51,15,12,9,9,153,147,18
958501,2,60,15,30,6,3,0,0,63,60,12
958502,2,42,9,30,3,3,3,0,45,45,6
958503,2,48,12,24,6,6,0,3,51,48,12
958504,2,39,12,18,6,3,0,3,42,39,6
958600,2,42,6,15,0,0,6,12,57,45,6
958700,2,84,21,45,9,6,12,3,105,99,21
958800,2,84,9,33,6,3,6,9,96,90,9
958901,2,27,9,12,3,0,0,3,30,30,6
958902,2,96,18,51,3,6,6,6,108,102,12
959001,2,33,6,18,3,3,3,0,36,33,3
959002,2,48,12,27,12,3,3,6,60,54,18
959101,2,96,6,30,6,3,9,3,111,105,9
959102,2,57,12,30,6,3,3,3,63,60,12
959103,2,78,24,39,9,9,3,3,87,84,9
959104,2,102,15,27,12,6,12,12,126,114,9
959107,2,42,12,15,3,0,3,3,51,45,6
959108,2,39,6,18,6,0,3,6,51,42,6
959109,2,39,9,18,3,0,0,3,42,39,9
959110,2,0,0,0,0,0,0,0,3,0,0
959111,2,0,0,0,0,0,0,0,0,0,0
959112,2,0,0,0,0,0,0,0,0,0,0
959113,2,0,0,0,0,0,0,0,0,0,0
959114,2,0,0,0,0,0,0,0,0,0,0
959115,2,0,0,0,0,0,0,0,0,0,0
959201,2,54,15,24,0,3,3,3,60,60,6
959202,2,21,3,9,3,0,0,0,24,24,3
959203,2,27,3,9,3,3,6,3,36,33,6
959204,2,69,6,30,6,6,3,0,75,75,12
959300,2,33,3,6,3,3,3,6,45,36,3
959400,2,15,3,6,3,3,3,6,21,15,3
959500,2,51,9,24,6,3,9,9,69,57,12
959600,2,81,12,30,9,6,9,0,93,90,9
959700,2,93,24,33,9,9,9,6,111,105,15
959800,2,135,18,51,12,9,12,9,156,150,9
959901,2,39,9,18,6,6,3,3,45,42,6
959902,2,48,12,15,6,6,6,3,63,57,6
959903,2,33,6,9,6,0,3,3,36,36,3
959904,2,21,6,6,3,0,0,0,24,21,3
959905,2,27,3,6,3,0,0,3,30,27,3
960003,2,24,3,6,3,3,0,3,27,24,3
960004,2,33,3,12,3,3,0,6,42,36,3
960005,2,33,6,9,6,0,6,3,39,39,6
960006,2,48,9,15,3,0,6,6,57,51,12
960007,2,27,6,9,6,3,0,3,33,30,3
960008,2,36,3,15,6,3,0,9,45,36,3
960009,2,12,0,0,0,0,0,0,12,9,0
960100,2,36,3,12,3,6,0,3,42,36,9
960200,2,60,6,27,0,0,6,6,72,63,6
960300,2,183,33,69,24,18,18,18,222,201,39
960400,2,195,45,81,21,15,12,9,219,213,36
960500,2,162,36,75,18,15,9,15,189,174,18
960601,2,63,12,36,9,6,6,3,72,69,18
960602,2,27,3,15,3,3,3,3,33,27,3
960603,2,33,3,6,3,3,6,81,123,39,6
960604,2,57,12,30,6,3,3,3,63,60,6
960700,2,30,9,6,6,0,3,6,45,39,9
960800,2,39,6,18,3,0,12,3,54,51,0
960901,2,63,15,42,9,9,3,9,75,66,18
960902,2,96,21,42,12,6,6,3,108,105,24
960903,2,72,15,33,6,3,3,0,78,75,12
960904,2,33,3,9,6,6,6,6,42,39,6
961000,2,102,24,54,18,9,12,3,120,114,27
961100,2,114,18,45,9,9,6,15,138,123,21
961200,2,81,15,36,9,18,9,3,96,93,12
961300,2,75,12,30,6,6,12,12,99,87,6
961400,2,144,39,69,21,21,18,21,186,165,21
961500,2,99,24,30,12,9,12,12,126,114,21
961600,2,102,21,45,6,6,6,6,114,108,27
961700,2,135,27,51,18,15,12,9,162,153,21
961800,2,102,24,42,9,15,21,9,132,123,18
961900,2,123,21,51,9,18,9,3,135,132,27
962000,2,51,12,15,12,0,0,6,57,51,15
962100,2,81,18,33,6,9,12,6,102,93,12
962200,2,174,39,57,18,12,39,27,240,216,33
962300,2,93,21,24,12,3,6,3,108,102,12
962400,2,87,18,36,3,9,12,9,111,102,9
962500,2,123,24,48,12,12,15,12,153,141,18
962601,2,105,24,27,12,9,27,12,150,138,18
962602,2,0,0,0,0,0,0,0,0,0,0
962700,2,0,0,0,0,0,0,0,6,0,0
962800,2,0,0,0,0,0,0,0,0,0,0
962900,2,21,6,6,3,3,3,0,30,27,3
963000,2,15,3,0,3,0,6,6,30,21,3
963100,2,36,0,12,6,6,9,6,57,51,12
963200,2,126,15,48,15,6,18,9,156,147,27
963300,2,144,24,66,18,12,12,15,177,162,36
963400,2,171,30,51,15,21,12,6,198,189,24
963500,2,108,24,33,12,15,15,9,135,126,15
963600,2,87,21,30,6,6,9,12,114,102,12
963700,2,63,15,27,9,3,9,3,75,72,15
963800,2,51,12,27,3,3,3,6,63,57,12
963900,2,111,18,33,12,15,15,12,144,132,18
964000,2,72,9,27,6,9,12,9,102,90,12
964100,2,81,15,24,9,12,63,27,174,147,12
964200,2,69,9,18,12,6,9,12,93,78,21
964300,2,102,12,18,12,6,24,15,147,132,15
964400,2,63,9,3,12,9,24,21,111,90,15
964500,2,42,6,18,6,6,9,3,57,51,6
964600,2,72,12,27,6,9,6,6,87,81,9
964700,2,93,15,21,18,9,12,9,123,111,30
964800,2,54,6,6,9,6,6,6,69,60,15
964900,2,39,3,3,6,9,9,6,57,51,6
965000,2,21,3,6,0,3,3,3,27,24,3
965100,2,9,0,0,0,0,0,0,12,12,0
965200,2,15,0,3,3,3,3,3,21,18,6
965300,2,0,0,0,0,0,0,0,6,0,0
965400,2,108,21,39,9,12,9,9,129,120,21
965501,2,126,30,51,15,12,15,9,150,141,33
965502,2,129,30,51,21,9,15,9,162,150,30
965504,2,132,24,48,15,12,15,12,159,150,33
965505,2,9,0,0,0,0,0,0,12,9,0
965600,2,60,12,24,3,3,6,3,75,69,12
965700,2,198,24,60,12,9,6,12,222,207,39
965800,2,33,3,9,3,0,6,3,45,42,6
965900,2,96,12,42,9,3,9,9,111,102,9
966001,2,21,3,9,0,3,9,3,33,33,6
966002,2,24,0,3,0,3,3,3,33,30,3
966003,2,42,9,15,6,9,6,0,48,45,12
966004,2,57,6,18,3,3,6,6,69,60,9
966101,2,36,6,12,3,0,0,0,39,36,3
966102,2,36,3,15,3,3,6,0,42,42,9
966103,2,33,6,6,3,3,3,3,39,39,3
966104,2,33,9,15,9,9,3,3,36,36,6
966201,2,27,9,15,6,3,6,0,36,36,6
966202,2,30,6,9,3,0,6,3,39,36,9
966203,2,36,6,3,3,3,3,3,42,39,3
966204,2,33,3,6,6,0,6,6,45,39,6
966300,2,144,27,48,24,12,21,12,183,171,15
966400,2,0,0,0,0,0,0,0,0,0,0
966500,2,117,15,33,9,3,9,6,135,129,24
966600,2,180,42,78,24,18,27,21,237,213,33
966700,2,69,6,21,3,6,9,3,81,81,9
966800,2,126,30,57,15,18,21,12,162,150,27
966901,2,15,0,0,0,0,0,0,15,15,0
966902,2,24,9,9,3,6,6,3,33,30,3
966903,2,9,0,3,0,3,6,6,18,15,3
966904,2,36,9,15,3,0,9,3,45,42,3
966905,2,45,6,12,0,6,6,3,51,51,6
967001,2,39,9,12,3,3,3,6,48,45,6
967002,2,42,6,18,3,6,3,0,51,48,9
967003,2,33,9,12,3,3,9,3,42,39,9
967004,2,33,6,9,6,6,0,3,39,36,6
967005,2,33,3,12,6,6,6,6,45,39,6
967006,2,24,3,6,0,0,3,3,27,24,6
967100,2,120,24,60,12,6,6,9,141,132,30
967201,2,54,9,18,9,3,15,15,84,69,9
967202,2,63,21,15,9,6,9,6,81,75,15
967203,2,72,18,27,3,3,39,9,126,114,12
967300,2,18,6,15,3,3,0,0,21,18,3
967401,2,126,24,60,18,18,12,9,153,144,21
967402,2,144,33,66,6,12,18,9,177,168,21
967500,2,138,27,54,12,12,12,15,174,159,21
967601,2,132,30,54,12,9,12,12,162,147,21
967602,2,144,27,69,21,15,75,6,234,225,21
967700,2,141,30,63,12,15,12,15,168,156,15
967801,2,69,21,27,6,6,9,6,84,78,12
967802,2,54,12,18,0,6,9,3,66,60,9
967901,2,126,30,45,9,9,15,9,150,141,21
967902,2,135,33,63,9,9,15,15,165,150,24
968000,2,147,33,60,15,18,12,15,180,165,18
968101,2,99,12,54,9,15,12,0,111,111,21
968102,2,87,18,45,9,6,6,0,99,99,18
968201,2,54,12,24,0,6,3,3,54,54,6
968202,2,51,9,18,3,0,3,3,54,51,9
968203,2,45,9,18,6,3,3,0,48,48,12
968204,2,18,0,12,0,3,0,0,24,21,3
968301,2,66,21,27,9,6,9,6,84,78,12
968302,2,51,6,9,6,0,9,6,66,60,9
968400,2,69,24,33,6,9,15,15,102,90,12
968501,2,93,27,30,15,12,6,15,114,99,9
968503,2,54,18,24,6,6,6,9,66,60,15
968504,2,39,15,18,3,3,6,0,45,45,6
968505,2,48,9,21,3,6,0,6,57,51,9
968506,2,39,6,9,6,6,3,0,45,45,6
968507,2,33,3,6,3,3,3,6,42,36,6
968601,2,75,18,36,9,9,15,3,93,90,12
968602,2,27,6,6,3,6,6,3,36,36,3
968603,2,27,9,3,6,6,9,6,42,39,9
968604,2,39,6,9,3,6,6,3,48,42,9
968605,2,48,3,24,9,6,9,6,63,57,12
968701,2,30,9,9,3,0,3,12,42,33,6
968702,2,63,27,30,15,12,6,12,87,75,24
968703,2,45,9,24,6,9,6,15,63,48,9
968705,2,21,3,9,0,3,6,3,27,27,3
968706,2,0,0,0,0,0,0,0,0,0,0
968707,2,15,0,0,0,0,0,0,15,12,0
968708,2,27,12,9,3,3,3,3,36,36,6
968709,2,0,0,0,0,0,0,0,6,0,0
968710,2,0,0,0,0,0,0,0,0,0,0
968711,2,21,9,9,3,3,6,0,27,27,3
968800,2,108,33,45,9,15,15,9,138,129,18
968900,2,96,18,33,12,6,12,9,120,111,18
969000,2,39,12,9,9,3,3,3,42,42,6
969100,2,30,6,12,6,3,15,3,45,45,6
969201,2,15,3,9,0,0,3,6,24,18,0
969203,2,18,6,9,3,3,6,3,27,24,3
969204,2,27,6,9,3,3,3,3,33,27,3
969205,2,0,0,0,0,0,0,0,3,0,0
969300,2,60,18,12,12,6,9,3,69,66,12
969400,2,42,12,12,6,3,9,9,57,48,9
969500,2,21,6,12,3,0,3,6,30,24,3
969601,2,12,0,0,0,0,0,0,15,12,0
969602,2,36,3,21,6,3,6,3,45,45,6
969603,2,36,6,18,3,0,3,3,42,39,6
969701,2,27,3,6,3,3,3,0,24,24,6
969702,2,24,9,3,6,3,6,3,30,30,3
969703,2,0,0,0,0,0,0,0,3,0,0
969704,2,42,12,12,3,3,3,3,51,48,12
969705,2,39,6,18,3,6,6,0,45,42,3
969706,2,12,0,0,0,0,0,0,15,12,0
969707,2,12,0,0,0,0,0,0,15,12,0
969708,2,15,3,6,0,0,6,0,21,18,3
969709,2,27,3,12,3,0,3,3,36,33,12
969800,2,171,36,51,18,21,18,15,207,192,33
969900,2,57,12,15,9,6,12,6,72,66,15
970000,2,96,18,30,6,9,12,12,123,111,18
970100,2,42,9,18,3,9,6,6,57,51,9
970200,2,78,18,24,6,6,9,9,105,93,15
970300,2,42,3,6,3,6,12,9,66,57,9
970401,2,33,6,15,0,3,3,3,42,36,6
970402,2,33,6,12,3,3,6,3,45,39,3
970403,2,24,6,9,3,3,3,3,27,27,3
970404,2,36,9,9,3,6,3,9,51,42,9
970405,2,42,6,18,6,6,3,6,48,42,6
970406,2,21,9,15,6,3,3,3,27,24,0
970500,2,78,12,30,12,6,9,6,99,93,18
970601,2,33,9,15,3,3,0,3,39,36,3
970602,2,60,15,21,6,6,6,6,78,72,12
970603,2,33,6,12,0,3,3,6,45,39,9
970700,2,81,18,39,9,12,15,15,108,93,15
970800,2,99,27,42,12,6,15,3,123,120,21
970900,2,45,12,21,6,0,21,9,75,69,9
971000,2,78,18,36,3,9,9,9,102,93,9
971100,2,84,12,24,12,6,9,6,105,99,15
971200,2,138,27,42,12,15,24,18,180,162,18
971300,2,60,12,18,3,6,9,9,84,75,9
971400,2,48,9,15,6,6,6,3,57,54,9
971500,2,84,15,33,12,9,27,15,129,114,15
971601,2,60,15,27,9,9,6,12,81,66,24
971602,2,45,3,6,3,3,3,3,51,48,6
971700,2,96,15,27,3,9,48,9,150,141,24
971800,2,54,9,18,6,3,12,9,81,69,18
971900,2,93,15,18,12,9,15,12,120,108,12
972000,2,87,12,24,6,12,9,9,105,96,21
972100,2,78,12,15,15,9,9,9,102,90,24
972201,2,54,6,18,3,3,6,3,60,57,6
972202,2,27,3,9,3,3,6,0,33,33,12
972203,2,42,3,21,0,3,6,0,48,48,6
972204,2,0,0,0,0,0,0,0,0,0,0
972301,2,21,6,6,3,3,3,3,30,27,6
972302,2,21,6,12,3,3,0,0,24,24,3
972303,2,33,9,18,3,3,0,0,33,33,9
972304,2,27,3,9,3,3,6,3,39,36,6
972400,2,57,12,21,3,3,15,6,81,72,3
972500,2,90,24,30,12,15,9,15,117,102,24
972600,2,99,18,45,6,9,6,3,114,108,24
972700,2,108,15,33,9,9,21,15,147,132,21
972800,2,78,15,18,9,9,9,0,87,87,24
972901,2,165,30,72,15,15,15,9,195,180,33
972902,2,93,18,24,6,6,9,9,108,99,18
972903,2,66,9,18,6,6,12,3,87,81,12
973000,2,0,0,0,0,0,0,0,3,0,0
973100,2,0,0,0,0,0,0,0,0,0,0
973200,2,0,0,0,0,0,0,0,0,0,0
973300,2,12,3,6,0,0,3,3,18,15,6
973400,2,0,0,0,0,0,0,0,3,0,0
973500,2,39,3,9,3,3,9,9,57,48,6
973600,2,9,3,3,3,3,3,6,18,9,3
973700,2,0,0,0,0,0,0,0,0,0,0
973800,2,0,0,0,0,0,0,0,0,0,0
973900,2,42,12,12,3,6,9,3,57,54,15
974000,2,39,6,9,3,3,6,3,48,42,6
974100,2,60,12,12,9,6,3,12,75,63,12
974200,2,45,6,18,6,9,3,6,57,48,9
974300,2,69,15,15,6,6,12,3,87,84,6
974400,2,66,12,18,6,6,9,9,90,81,24
974500,2,39,12,6,6,0,48,24,111,87,9
974601,2,36,6,3,0,3,6,6,45,42,9
974602,2,39,6,9,3,3,6,9,57,48,6
974701,2,18,6,9,0,3,0,3,24,18,6
974702,2,63,21,27,9,12,9,6,78,75,21
974800,2,48,6,21,3,6,3,6,57,51,6
974901,2,21,3,12,3,3,3,0,24,24,3
974902,2,27,6,6,6,6,3,0,33,33,9
974903,2,21,3,6,3,0,3,3,24,24,3
974904,2,30,3,9,6,6,6,6,45,36,6
974905,2,24,9,12,3,9,3,3,27,24,6
975000,2,39,6,18,6,9,12,15,66,51,6
975100,2,45,9,18,0,3,9,15,69,54,3
975200,2,39,12,21,6,9,6,12,57,42,12
975300,2,39,12,21,6,6,3,18,60,42,12
975402,2,42,6,18,3,6,3,9,51,45,9
975403,2,135,33,48,12,12,42,21,201,180,27
975404,2,63,15,33,9,3,6,3,78,72,12
975500,2,120,30,45,12,9,9,6,141,135,24
975600,2,48,9,18,6,3,6,3,57,54,6
975700,2,129,42,57,15,15,18,30,177,147,15
975801,2,60,12,27,3,3,3,3,66,60,9
975802,2,36,9,15,3,3,6,0,45,45,3
975803,2,15,3,6,3,0,0,3,21,18,3
975900,2,57,12,21,6,3,6,6,72,63,6
976001,2,36,6,15,3,3,3,9,48,39,6
976002,2,0,0,0,0,0,0,0,3,0,0
976003,2,0,0,0,0,0,0,0,3,0,0
976004,2,36,6,18,0,0,3,0,36,36,3
976101,2,51,9,15,9,3,9,6,60,57,6
976102,2,48,12,21,3,3,3,6,63,54,9
976200,2,144,27,63,15,18,9,9,162,153,12
976300,2,111,12,42,6,6,6,15,132,117,9
976400,2,15,0,3,0,0,0,3,18,15,0
