meshblock_id,census_year_id,ex,never,not_elsewhere_included,regular,total,total_stated
2013200,2,3,18,6,21,48,42
2013300,2,9,18,3,18,45,45
2013400,2,6,18,3,12,39,36
2013500,2,12,27,3,15,51,51
2013600,2,18,21,6,27,69,66
2013701,2,6,12,0,18,36,33
2013702,2,12,24,3,24,63,60
2013801,2,12,33,3,18,66,63
2013802,2,12,27,3,21,63,63
2013902,2,6,15,3,18,42,36
2013903,2,6,9,3,21,39,39
2013904,2,0,24,3,6,33,33
2014000,2,9,12,3,15,39,36
2014100,2,15,42,3,33,90,87
2014201,2,3,6,0,3,12,12
2014202,2,15,30,3,12,57,57
2014300,2,6,18,3,9,33,33
2014401,2,3,9,6,6,24,18
2014402,2,6,6,3,12,27,24
2014500,2,6,21,3,18,48,45
2014600,2,12,18,3,18,51,51
2014700,2,18,33,3,30,87,81
2014800,2,15,33,0,18,69,69
2014900,2,9,6,3,15,36,33
2015000,2,18,21,6,9,54,51
2015101,2,30,96,9,54,189,180
2015102,2,21,42,6,42,108,105
2015103,2,33,66,12,33,147,135
2015200,2,15,36,6,36,90,84
2015302,2,24,63,6,24,123,117
2015303,2,24,45,6,27,105,96
2015304,2,27,78,12,33,153,138
2015402,2,15,57,12,18,105,93
2015403,2,21,63,0,45,129,129
2015404,2,21,54,3,30,111,105
2015501,2,6,21,3,6,36,36
2015502,2,18,18,6,24,63,57
2015600,2,12,45,6,21,81,78
2015700,2,27,66,3,45,138,138
2015800,2,21,57,3,33,117,111
2015900,2,33,57,9,27,129,117
2016000,2,24,27,9,24,84,75
2016100,2,0,0,0,0,3,0
2016200,2,6,9,0,15,30,30
2016300,2,6,12,0,6,27,27
2016400,2,6,24,6,12,51,45
2016500,2,9,42,9,27,84,75
2016600,2,3,9,0,6,21,21
2016700,2,6,12,6,12,33,27
2016800,2,0,0,0,0,0,0
2016900,2,18,30,3,18,66,63
2017001,2,0,0,0,0,0,0
2017002,2,24,54,3,36,120,117
2017100,2,18,33,9,30,90,78
2017200,2,21,30,6,21,81,72
2017300,2,9,30,9,15,63,51
2017400,2,9,30,6,30,72,66
2017500,2,3,18,9,9,39,30
2017600,2,15,39,3,24,81,78
2017700,2,12,27,6,6,45,42
2017800,2,9,30,12,30,81,69
2017900,2,24,36,3,18,81,78
2018000,2,15,33,3,21,69,69
2018100,2,15,18,3,15,48,45
2018200,2,21,24,6,15,63,57
2018300,2,15,15,3,3,36,33
2018400,2,18,24,3,18,60,60
2018500,2,12,33,6,12,63,54
2018600,2,15,21,3,24,63,57
2018700,2,45,87,6,42,183,180
2018800,2,15,42,9,30,93,84
2018900,2,3,9,0,3,12,15
2019000,2,6,21,6,18,51,42
2019100,2,9,15,0,6,30,30
2019200,2,12,30,3,21,69,66
2019300,2,12,24,9,21,63,54
2019400,2,18,30,6,27,78,75
2019500,2,9,33,9,27,75,69
2019600,2,12,21,6,21,57,48
2019700,2,27,33,3,24,90,87
2019800,2,36,51,12,42,144,129
2019900,2,27,60,9,27,126,117
2020000,2,9,18,3,12,45,39
2020100,2,15,27,3,27,69,63
2020200,2,12,21,3,21,57,57
2020300,2,21,30,3,30,84,81
2020400,2,12,15,0,18,45,45
2020500,2,6,9,0,9,24,21
2020600,2,18,21,0,15,57,54
2020701,2,15,21,0,15,45,45
2020702,2,6,15,3,33,63,57
2020800,2,15,21,0,9,45,45
2020900,2,12,42,9,18,78,72
2021000,2,18,24,3,18,66,63
2021100,2,24,27,3,21,75,72
2021201,2,3,6,3,9,18,18
2021202,2,3,15,0,3,21,18
2021301,2,0,9,0,3,12,12
2021302,2,9,36,6,9,63,57
2021400,2,12,30,3,42,90,84
2021500,2,18,39,9,39,105,96
2021600,2,15,33,9,42,96,90
2021700,2,0,0,0,0,9,0
2021800,2,0,0,0,0,0,0
2021900,2,18,36,3,27,84,84
2022000,2,9,21,6,18,54,51
2022100,2,12,15,3,12,42,42
2022200,2,9,21,3,27,57,54
2022300,2,12,30,3,24,66,63
2022400,2,18,42,12,27,96,84
2022500,2,27,36,18,24,102,84
2022600,2,0,0,0,0,0,0
2022700,2,9,36,3,24,69,66
2022800,2,9,15,0,12,33,33
2022900,2,12,24,3,9,48,45
2023000,2,21,36,6,33,90,84
2023100,2,9,15,6,18,48,39
2023201,2,6,12,9,21,51,42
2023202,2,0,9,0,3,12,12
2023300,2,21,45,3,30,105,99
2023400,2,18,15,3,15,54,51
2023500,2,3,3,0,3,9,9
2023600,2,9,30,0,3,42,45
2023700,2,12,24,3,12,54,48
2023800,2,0,0,0,0,0,0
2023900,2,21,36,12,24,96,84
2024000,2,18,45,9,30,102,90
2024100,2,21,42,6,24,96,93
2024200,2,12,27,3,27,69,66
2024300,2,6,18,6,12,45,36
2024400,2,9,30,6,18,60,60
2024500,2,21,39,6,18,81,75
2024600,2,12,27,3,12,54,51
2024700,2,21,36,3,21,81,75
2024800,2,21,51,3,24,99,96
2024900,2,15,48,3,15,84,78
2025000,2,6,12,9,6,36,27
2025100,2,15,39,6,39,102,96
2025200,2,15,36,6,39,90,87
2025300,2,18,30,3,27,75,72
2025400,2,6,6,0,6,15,15
2025500,2,0,0,0,0,0,0
2025600,2,0,0,0,0,0,0
2025700,2,0,0,0,0,0,0
2025801,2,27,69,0,21,120,120
2025802,2,27,87,6,24,138,135
2025900,2,0,0,0,0,0,0
2026000,2,15,54,9,15,90,81
2026101,2,0,0,0,0,3,0
2026102,2,0,0,0,0,6,6
2026201,2,0,0,0,0,3,0
2026202,2,12,30,3,15,63,57
2026300,2,18,48,6,18,90,87
2026400,2,21,45,9,15,87,81
2026500,2,21,45,3,12,84,81
2026600,2,15,18,3,18,57,51
2026700,2,6,12,12,24,54,42
2026800,2,12,45,12,39,105,93
2026900,2,15,57,12,30,114,102
2027000,2,0,0,0,0,3,0
2027100,2,0,0,0,0,3,0
2027200,2,15,30,0,18,66,63
2027300,2,12,39,6,15,72,63
2027400,2,21,42,3,33,99,96
2027500,2,24,54,6,21,108,102
2027600,2,24,48,6,21,99,93
2027700,2,15,42,3,9,69,66
2027800,2,15,33,6,9,63,57
2027900,2,27,72,12,30,144,132
2028000,2,24,51,3,21,99,93
2028100,2,27,60,12,21,114,105
2028200,2,33,66,6,30,135,129
2028300,2,15,33,3,6,54,51
2028400,2,24,60,3,21,108,105
2028500,2,21,45,3,24,93,90
2028600,2,12,27,3,18,60,57
2028700,2,15,42,6,12,75,69
2028800,2,18,51,12,12,93,81
2028900,2,3,21,0,6,36,33
2029000,2,27,45,9,15,99,87
2029100,2,27,45,15,42,129,114
2029200,2,6,21,0,9,36,33
2029300,2,6,24,6,9,42,36
2029400,2,27,78,21,90,213,192
2029500,2,0,0,0,0,0,0
2029600,2,0,0,0,0,3,0
2029700,2,15,33,3,33,78,78
2029800,2,15,57,3,27,102,96
2029900,2,21,45,3,9,78,78
2030000,2,12,42,0,15,69,69
2030100,2,36,69,6,27,132,126
2030200,2,12,54,9,18,93,81
2030300,2,15,39,3,30,84,84
2030400,2,9,48,3,6,66,66
2030500,2,12,21,6,12,51,45
2030600,2,30,51,6,21,105,102
2030700,2,18,36,3,12,69,66
2030800,2,30,111,9,33,183,174
2030900,2,15,48,6,15,84,78
2031000,2,18,39,3,12,72,66
2031100,2,3,9,3,9,27,24
2031200,2,9,27,3,6,45,42
2031300,2,24,108,21,57,207,186
2031400,2,0,6,0,6,12,12
2031500,2,15,54,3,18,90,87
2031600,2,9,33,6,15,63,57
2031700,2,18,30,0,9,60,60
2031800,2,9,15,0,9,36,36
2031900,2,27,57,9,30,123,114
2032000,2,0,0,0,0,0,0
2032100,2,6,18,3,15,42,39
2032200,2,27,57,6,18,111,105
2032300,2,21,33,3,30,87,84
2032400,2,0,6,0,9,15,15
2032500,2,0,0,0,0,0,0
2032600,2,12,24,3,12,51,51
2032700,2,15,33,6,12,66,60
2032800,2,6,24,6,15,48,45
2032900,2,0,0,0,0,0,0
2033000,2,9,30,3,15,57,57
2033100,2,3,27,6,6,39,33
2033200,2,12,27,3,15,54,54
2033300,2,9,27,3,24,66,63
2033400,2,0,0,0,0,3,0
2033500,2,0,6,0,6,9,12
2033600,2,3,9,6,9,27,21
2033700,2,0,0,0,0,0,0
2033800,2,0,0,0,0,0,0
2033900,2,0,0,0,0,0,0
2034000,2,0,0,0,0,6,6
2034100,2,0,0,0,0,0,0
2034200,2,0,0,0,0,3,0
2034300,2,0,0,0,0,9,6
2034400,2,0,0,0,0,3,0
2034500,2,0,0,0,0,6,6
2034600,2,0,0,0,0,3,0
2034700,2,0,0,0,0,0,0
2034800,2,0,0,0,0,3,0
2034902,2,33,72,6,21,129,126
2034903,2,24,63,3,15,105,102
2034904,2,21,99,0,21,141,141
2035001,2,30,81,6,24,138,132
2035002,2,27,87,6,18,135,129
2035100,2,12,54,0,9,78,75
2035201,2,3,9,3,3,18,18
2035202,2,9,42,9,6,69,60
2035300,2,12,39,6,3,57,51
2035400,2,0,0,0,0,0,0
2035500,2,3,18,3,0,21,18
2035600,2,12,36,0,6,51,51
2035700,2,30,48,6,12,99,90
2035800,2,12,27,3,3,42,42
2035900,2,30,63,6,12,114,108
2036000,2,12,42,6,12,75,69
2036100,2,9,27,3,3,42,39
2036201,2,0,0,0,0,0,0
2036202,2,0,0,0,0,0,0
2036301,2,9,18,3,9,36,33
2036302,2,3,21,0,9,33,33
2036303,2,3,6,6,6,24,18
2036400,2,6,33,9,21,72,60
2036500,2,6,12,0,21,39,39
2036600,2,15,27,3,21,69,66
2036700,2,9,36,6,15,63,57
2036800,2,0,15,3,9,24,24
2036900,2,12,24,12,21,66,57
2037000,2,24,36,6,15,81,75
2037100,2,3,18,0,9,30,30
2037200,2,0,0,0,0,0,0
2037301,2,3,9,0,9,18,18
2037302,2,0,0,0,0,6,6
2037400,2,0,6,0,3,12,9
2037500,2,0,0,0,0,3,0
2037601,2,0,0,0,0,0,0
2037602,2,9,9,3,12,36,30
2037700,2,0,0,0,0,3,0
2037800,2,12,39,15,24,87,72
2037900,2,0,0,0,0,3,0
2038000,2,12,33,21,36,105,84
2038100,2,18,69,3,39,129,123
2038201,2,21,51,6,48,129,120
2038202,2,3,6,6,3,18,12
2038301,2,0,24,12,24,63,51
2038302,2,6,15,3,6,30,27
2038400,2,21,39,9,24,93,84
2038500,2,18,63,9,39,129,117
2038600,2,21,72,18,45,156,138
2038700,2,9,15,6,12,39,33
2038800,2,12,30,6,18,63,57
2038900,2,6,30,6,18,60,51
2039000,2,9,21,9,21,63,54
2039100,2,12,12,3,9,36,33
2039200,2,15,15,12,18,60,48
2039300,2,6,9,0,6,24,24
2039400,2,9,6,3,12,27,27
2039500,2,12,30,12,12,63,48
2039600,2,18,24,12,12,63,51
2039700,2,33,45,3,24,105,102
2039800,2,9,15,78,12,108,30
2039900,2,9,27,6,12,57,51
2040000,2,24,27,6,33,84,81
2040100,2,9,27,6,30,72,69
2040200,2,12,27,6,15,57,54
2040301,2,18,9,6,18,51,45
2040302,2,15,21,3,21,60,57
2040400,2,6,18,3,12,39,36
2040500,2,0,6,0,0,6,9
2040600,2,39,84,21,39,177,159
2040701,2,12,21,6,6,45,39
2040702,2,3,21,12,12,48,36
2040703,2,0,0,0,0,0,0
2040801,2,15,21,12,24,69,60
2040802,2,27,54,18,45,147,129
2040900,2,12,30,15,18,72,57
2041000,2,6,15,3,9,36,33
2041100,2,6,9,6,12,33,27
2041200,2,21,42,3,33,99,96
2041300,2,9,42,12,9,75,63
2041400,2,18,42,3,9,75,72
2041500,2,15,30,6,9,57,54
2041600,2,21,42,9,18,93,84
2041700,2,27,45,12,36,117,102
2041800,2,12,15,6,12,42,36
2041900,2,9,15,3,21,45,42
2042001,2,12,24,0,12,48,45
2042002,2,18,48,15,24,105,90
2042100,2,6,18,0,18,42,42
2042200,2,24,63,6,15,111,105
2042300,2,24,42,3,6,72,69
2042400,2,15,21,12,9,57,48
2042500,2,18,24,6,21,66,60
2042600,2,30,60,9,36,135,123
2042700,2,6,21,24,45,99,72
2042800,2,12,33,9,30,78,69
2042900,2,3,9,0,3,18,18
2043000,2,30,42,3,24,99,93
2043101,2,6,30,9,15,57,48
2043102,2,9,36,15,6,66,51
2043201,2,18,39,6,9,78,72
2043202,2,9,21,9,12,54,45
2043300,2,12,18,6,9,45,39
2043400,2,18,36,15,24,90,75
2043500,2,0,0,0,0,0,0
2043600,2,12,21,9,30,81,69
2043700,2,9,33,9,15,66,54
2043800,2,24,48,12,24,108,99
2043900,2,18,18,15,54,108,90
2044000,2,18,36,6,30,90,81
2044100,2,6,12,6,9,30,27
2044200,2,21,15,3,30,69,66
2044300,2,27,45,6,24,105,99
2044400,2,21,36,9,24,90,81
2044500,2,6,18,0,30,60,57
2044600,2,12,18,6,15,54,45
2044700,2,30,51,18,39,135,117
2044800,2,18,39,6,24,90,81
2044900,2,21,69,12,36,138,123
2045000,2,15,36,6,24,84,75
2045101,2,18,36,6,12,75,69
2045102,2,9,24,3,6,45,39
2045201,2,24,42,12,21,99,90
2045202,2,39,96,12,39,189,177
2045300,2,15,30,9,12,69,57
2045401,2,18,51,6,18,90,87
2045403,2,3,15,6,6,30,24
2045404,2,21,54,3,21,102,96
2045501,2,24,63,9,27,123,114
2045502,2,9,24,0,6,36,36
2045600,2,3,15,9,6,36,24
2045701,2,3,12,12,15,42,30
2045702,2,3,21,3,9,33,30
2045800,2,3,6,6,15,30,24
2045900,2,12,45,21,45,123,105
2046000,2,3,24,9,27,66,54
2046100,2,3,27,6,18,54,48
2046201,2,0,18,3,9,30,27
2046202,2,3,15,0,6,21,21
2046300,2,0,12,15,9,39,21
2046400,2,6,24,3,15,51,45
2046500,2,6,15,9,12,48,36
2046600,2,3,12,9,24,45,39
2046700,2,6,21,9,12,48,39
2046800,2,0,0,0,0,0,0
2046900,2,9,27,6,21,66,57
2047001,2,6,6,0,9,18,15
2047002,2,3,27,6,3,42,33
2047100,2,9,15,3,15,39,36
2047201,2,3,15,3,9,30,27
2047202,2,3,27,9,12,54,42
2047300,2,6,36,24,24,93,66
2047400,2,6,39,9,21,75,66
2047500,2,3,21,15,15,54,36
2047601,2,3,9,3,3,15,15
2047602,2,0,6,3,12,18,18
2047701,2,9,18,9,15,51,42
2047702,2,3,9,3,15,27,27
2047800,2,6,9,6,9,33,24
2047900,2,3,27,27,18,75,48
2048000,2,9,24,21,12,69,48
2048100,2,3,15,6,12,36,30
2048200,2,3,24,3,15,45,42
2048300,2,6,24,12,18,63,48
2048400,2,3,18,6,9,36,30
2048500,2,9,45,21,45,123,105
2048600,2,6,18,9,15,51,39
2048700,2,6,30,30,30,93,66
2048800,2,12,36,18,27,90,72
2048900,2,0,3,42,9,57,15
2049000,2,6,42,24,33,102,81
2049101,2,3,9,3,6,21,18
2049102,2,0,6,3,0,9,6
2049201,2,0,12,9,6,27,18
2049202,2,0,6,6,0,15,9
2049300,2,9,27,33,30,96,63
2049401,2,0,9,9,0,18,9
2049402,2,0,0,0,0,6,0
2049403,2,3,6,6,6,18,15
2049404,2,9,30,12,18,69,57
2049500,2,9,12,9,15,45,36
2049600,2,12,33,12,18,75,63
2049700,2,0,24,6,9,39,33
2049800,2,3,6,6,12,24,18
2049900,2,15,12,24,15,63,39
2050000,2,0,3,15,3,21,6
2050100,2,6,15,9,15,45,36
2050200,2,9,24,15,30,75,63
2050300,2,18,42,15,39,117,99
2050400,2,6,39,9,21,75,66
2050501,2,3,21,3,9,36,33
2050502,2,0,0,0,0,0,0
2050600,2,15,24,15,48,105,90
2050701,2,15,51,9,30,105,96
2050702,2,0,0,0,0,0,0
2050800,2,12,30,9,24,72,66
2050901,2,9,21,6,12,42,36
2050902,2,0,0,0,0,0,0
2051001,2,0,0,0,0,0,0
2051002,2,3,6,0,9,15,15
2051100,2,21,81,3,33,138,135
2051200,2,30,66,9,30,129,123
2051301,2,15,36,6,27,84,78
2051302,2,9,33,0,15,63,60
2051401,2,15,57,6,18,99,93
2051402,2,30,33,6,21,87,78
2051502,2,3,12,6,6,24,21
2051503,2,12,21,3,15,54,51
2051504,2,9,15,0,15,36,36
2051601,2,9,12,0,6,27,30
2051602,2,9,18,3,12,42,39
2051603,2,6,18,3,12,33,30
2051700,2,0,0,0,0,0,0
2051800,2,12,27,3,6,48,45
2051900,2,0,0,0,0,0,0
2052000,2,24,60,9,33,129,117
2052100,2,0,0,0,0,3,0
2052200,2,0,0,0,0,0,0
2052300,2,0,0,0,0,3,0
2052400,2,0,0,0,0,6,0
2052500,2,0,0,0,0,3,0
2052600,2,0,0,0,0,0,0
2052700,2,0,6,0,3,9,12
2052800,2,0,0,0,0,0,0
2052900,2,0,0,0,0,3,0
2053000,2,0,0,0,0,3,0
2053103,2,0,0,0,0,0,0
2053104,2,18,57,30,90,198,168
2053105,2,6,15,0,18,39,39
2053106,2,0,0,0,0,6,6
2053107,2,0,0,0,0,0,0
2053200,2,0,0,0,0,3,0
2053300,2,0,0,0,0,0,0
2053400,2,0,0,0,0,0,0
2053501,2,0,0,0,0,6,6
2053502,2,0,0,0,0,0,0
2053601,2,33,111,6,27,180,174
2053602,2,0,0,0,0,0,0
2053604,2,0,0,0,0,0,0
2053605,2,0,0,0,0,0,0
2053606,2,0,0,0,0,0,0
2053701,2,6,18,3,39,69,63
2053702,2,39,126,6,21,192,186
2053703,2,0,0,0,0,0,0
2053804,2,0,0,18,0,18,0
2053806,2,0,0,0,0,0,0
2053807,2,0,0,0,0,0,0
2053811,2,0,0,0,0,3,0
2053812,2,9,18,6,6,36,30
2053813,2,3,18,0,12,33,33
2053817,2,24,93,3,15,138,132
2053819,2,18,42,3,0,63,60
2053820,2,12,60,3,3,81,78
2053821,2,3,42,0,3,48,48
2053822,2,9,30,3,3,45,39
2053823,2,0,0,0,0,0,0
2053824,2,0,0,0,0,0,0
2053825,2,0,0,0,0,0,0
2053826,2,0,0,0,0,0,0
2053827,2,3,12,0,0,15,15
2053828,2,0,0,0,0,9,6
2053829,2,0,0,0,0,3,0
2053830,2,9,18,3,3,30,27
2053831,2,0,0,0,0,0,0
2053832,2,6,6,6,3,15,12
2053833,2,15,27,0,3,48,45
2053900,2,15,24,0,15,54,51
2054001,2,3,6,3,12,24,24
2054002,2,3,6,3,6,18,15
2054101,2,3,9,0,9,21,21
2054102,2,0,6,0,6,12,12
2054200,2,9,18,6,18,48,42
2054300,2,12,48,3,39,102,96
2054400,2,12,12,9,12,48,39
2054500,2,9,24,6,15,60,54
2054600,2,6,24,6,12,48,45
2054700,2,12,27,6,21,66,63
2054801,2,3,24,3,6,36,33
2054802,2,3,27,3,9,42,39
2054900,2,12,27,6,27,75,69
2055000,2,12,45,6,33,96,90
2055100,2,6,6,3,15,33,30
2055200,2,6,18,6,15,42,36
2055300,2,9,33,15,36,93,75
2055400,2,3,0,9,12,24,18
2055500,2,6,18,3,3,27,27
2055600,2,12,33,3,27,78,75
2055700,2,12,24,6,18,57,54
2055800,2,9,18,3,21,54,51
2055901,2,6,9,0,9,24,24
2055902,2,3,6,3,15,27,27
2056000,2,0,0,0,0,6,0
2056101,2,0,0,0,12,12,9
2056102,2,12,42,9,24,84,75
2056200,2,15,27,3,12,54,54
2056300,2,15,33,6,12,66,57
2056401,2,9,18,0,3,30,33
2056402,2,21,45,3,9,75,75
2056403,2,9,27,3,6,42,42
2056501,2,12,24,3,9,48,45
2056502,2,15,39,0,6,60,60
2056503,2,9,33,0,6,48,48
2056601,2,42,114,18,18,195,177
2056604,2,6,6,3,12,24,21
2056605,2,0,0,0,0,0,0
2056606,2,0,0,0,0,0,0
2056607,2,0,0,0,0,0,0
2056608,2,24,105,6,18,150,144
2056610,2,12,30,0,3,45,42
2056611,2,12,21,0,3,39,36
2056614,2,21,36,3,3,66,60
2056615,2,12,36,0,6,54,54
2056616,2,18,72,3,15,108,108
2056617,2,0,0,0,0,6,0
2056618,2,0,0,0,0,3,0
2056619,2,0,0,0,0,0,0
2056620,2,0,0,0,0,6,6
2056621,2,0,0,0,0,0,0
2056622,2,0,0,0,0,0,0
2056623,2,0,0,0,0,0,0
2056624,2,0,0,0,0,0,0
2056625,2,0,0,0,0,0,0
2056626,2,0,0,0,0,0,0
2056627,2,0,0,0,0,0,0
2056628,2,0,0,0,0,0,0
2056629,2,0,0,0,0,0,0
2056630,2,0,0,0,0,0,0
2056631,2,0,0,0,0,0,0
2056632,2,0,0,0,0,0,0
2056633,2,0,0,0,0,0,0
2056634,2,0,0,0,0,0,0
2056635,2,0,0,0,0,0,0
2056636,2,0,0,0,0,0,0
2056637,2,0,0,0,0,0,0
2056638,2,0,0,0,0,0,0
2056639,2,0,0,0,0,3,0
2056701,2,39,132,9,30,210,201
2056702,2,3,24,0,0,30,27
2056800,2,18,54,6,3,78,75
2056901,2,39,75,9,33,153,141
2056903,2,24,72,3,27,126,126
2056904,2,0,9,3,6,18,15
2056905,2,21,81,15,12,126,114
2056906,2,6,30,3,6,45,45
2057001,2,27,66,3,9,105,102
2057002,2,24,36,3,9,72,69
2057101,2,12,30,6,24,72,66
2057102,2,45,108,12,54,219,207
2057200,2,24,63,6,39,129,123
2057302,2,15,51,18,21,108,90
2057303,2,3,6,3,3,12,9
2057304,2,3,24,9,15,51,42
2057305,2,12,21,9,18,60,51
2057400,2,21,81,9,27,138,129
2057501,2,9,24,9,24,66,57
2057504,2,9,33,12,24,75,66
2057505,2,9,12,6,24,54,45
2057506,2,0,3,3,9,15,12
2057507,2,9,24,3,21,60,57
2057508,2,6,30,0,15,54,54
2057601,2,9,24,6,18,54,45
2057602,2,9,42,6,30,90,81
2057700,2,24,54,12,30,123,111
2057800,2,15,33,6,27,81,75
2057901,2,12,27,3,15,54,51
2057902,2,3,9,3,3,12,12
2058001,2,0,0,0,0,0,0
2058002,2,15,63,3,48,132,126
2058101,2,6,30,12,24,72,60
2058102,2,15,27,3,30,75,72
2058200,2,24,42,6,36,105,99
2058300,2,3,12,3,6,21,21
2058400,2,6,30,12,39,87,75
2058500,2,18,42,15,36,108,96
2058600,2,15,63,18,51,147,126
2058701,2,6,36,9,12,60,54
2058702,2,0,0,0,0,0,0
2058801,2,6,39,15,24,81,69
2058802,2,0,0,0,0,0,0
2058901,2,15,69,12,39,135,123
2058902,2,0,0,0,0,0,0
2059000,2,18,42,9,33,102,90
2059100,2,3,27,6,30,63,57
2059200,2,12,30,12,24,81,66
2059300,2,3,24,6,15,48,42
2059400,2,15,27,18,48,108,90
2059500,2,9,39,15,45,105,93
2059600,2,6,36,15,21,78,63
2059700,2,15,36,12,27,90,75
2059800,2,9,27,12,18,66,54
2059900,2,12,45,18,36,105,90
2060001,2,3,6,9,15,33,27
2060002,2,9,33,9,27,72,66
2060100,2,3,21,9,21,57,45
2060200,2,6,12,9,27,57,45
2060300,2,6,30,6,27,66,60
2060400,2,0,27,15,24,66,54
2060500,2,12,30,18,30,87,72
2060600,2,6,33,12,21,75,60
2060700,2,3,24,3,15,51,42
2060800,2,9,30,12,27,81,69
2060900,2,3,27,9,24,66,54
2061000,2,6,54,15,39,111,99
2061100,2,9,39,12,21,78,69
2061200,2,12,27,6,24,72,63
2061300,2,3,30,18,18,69,51
2061400,2,6,27,3,36,75,69
2061501,2,9,33,6,48,99,90
2061502,2,6,9,6,9,27,21
2061503,2,0,0,0,0,0,0
2061504,2,0,0,0,0,0,0
2061600,2,3,33,24,18,84,57
2061700,2,6,21,6,33,66,60
2061800,2,6,18,6,21,51,45
2061900,2,6,12,12,15,42,33
2062000,2,3,30,9,18,63,51
2062100,2,9,36,21,27,90,69
2062200,2,0,0,0,0,0,0
2062300,2,3,27,9,21,60,51
2062400,2,9,27,9,30,78,69
2062500,2,12,45,3,21,78,75
2062600,2,6,42,9,27,87,75
2062700,2,15,45,9,24,90,81
2062801,2,0,0,0,0,0,0
2062802,2,0,15,0,15,30,27
2062900,2,6,36,15,15,72,57
2063000,2,6,27,27,21,81,54
2063100,2,3,30,18,12,63,45
2063200,2,0,12,15,9,36,21
2063300,2,3,27,6,21,54,48
2063400,2,6,36,12,36,90,75
2063501,2,0,0,0,0,0,0
2063502,2,3,24,6,6,39,33
2063600,2,9,21,15,15,60,45
2063700,2,0,6,0,6,12,9
2063800,2,6,42,0,21,72,69
2063900,2,6,27,3,27,63,60
2064000,2,6,39,3,24,75,69
2064100,2,6,30,9,21,69,60
2064200,2,6,39,3,6,57,54
2064300,2,9,18,15,15,57,42
2064400,2,9,36,12,30,81,72
2064500,2,9,63,24,36,129,105
2064600,2,9,45,12,27,90,78
2064700,2,6,18,9,36,72,63
2064800,2,9,15,9,18,45,39
2064900,2,6,30,12,33,84,72
2065000,2,12,42,18,24,99,81
2065100,2,3,27,9,27,66,57
2065200,2,9,27,15,45,99,81
2065300,2,15,30,9,21,75,66
2065401,2,15,24,3,9,48,45
2065402,2,0,0,0,0,9,6
2065403,2,9,27,0,0,39,36
2065500,2,6,21,0,6,33,33
2065600,2,9,21,0,12,42,42
2065700,2,21,51,3,24,105,99
2065801,2,24,45,3,18,90,84
2065802,2,3,18,0,0,21,21
2065900,2,9,30,3,6,48,45
2066001,2,6,18,0,6,30,30
2066002,2,27,48,6,9,90,84
2066100,2,12,33,12,15,72,60
2066201,2,12,36,6,9,66,60
2066202,2,3,9,0,3,15,15
2066301,2,9,21,3,12,48,42
2066302,2,18,30,0,12,60,60
2066303,2,6,9,0,6,21,21
2066401,2,39,72,9,24,144,135
2066402,2,36,108,12,27,183,171
2066403,2,12,12,0,9,30,30
2066500,2,18,42,6,12,75,69
2066600,2,12,21,0,3,36,36
2066701,2,0,0,0,0,3,0
2066703,2,3,6,0,3,12,12
2066704,2,3,12,0,3,18,18
2066705,2,6,9,0,3,15,15
2066706,2,3,12,0,9,27,27
2066800,2,27,36,9,24,96,87
2066900,2,27,39,3,9,81,75
2067000,2,15,66,3,9,96,90
2067100,2,24,45,3,18,87,87
2067200,2,21,45,3,18,87,84
2067301,2,18,39,3,9,69,66
2067302,2,21,33,9,6,72,63
2067400,2,0,6,0,0,9,9
2067500,2,3,12,0,3,18,18
2067600,2,51,72,6,12,138,132
2067700,2,33,72,9,12,126,117
2067801,2,6,12,0,3,21,21
2067802,2,3,3,0,0,9,9
2067900,2,33,63,0,12,111,108
2068000,2,15,30,0,6,51,54
2068100,2,24,54,6,9,87,84
2068200,2,12,18,6,15,48,45
2068300,2,3,0,3,3,9,6
2068400,2,27,66,3,15,111,105
2068500,2,18,36,6,12,72,66
2068600,2,0,0,0,0,6,6
2068700,2,9,36,6,6,57,51
2068800,2,21,36,3,15,75,72
2068900,2,15,33,0,6,54,51
2069001,2,0,0,0,0,3,0
2069003,2,0,0,0,0,0,0
2069004,2,12,33,6,3,54,48
2069005,2,0,0,0,0,0,0
2069103,2,6,21,0,3,27,30
2069105,2,15,39,3,3,60,57
2069106,2,15,36,0,12,60,63
2069107,2,18,45,6,6,75,69
2069108,2,3,9,0,0,12,9
2069203,2,27,63,3,18,108,102
2069204,2,21,69,9,15,114,105
2069205,2,24,48,3,12,87,84
2069206,2,15,42,3,12,72,69
2069207,2,15,45,6,6,72,63
2069208,2,9,21,0,9,42,39
2069303,2,30,66,3,15,111,108
2069304,2,18,60,0,9,87,84
2069307,2,9,36,0,3,51,51
2069308,2,3,21,0,3,27,27
2069309,2,9,18,3,12,42,39
2069310,2,9,57,6,15,90,84
2069311,2,36,87,6,18,144,141
2069400,2,12,21,0,3,36,36
2069500,2,36,75,0,18,129,126
2069600,2,15,48,3,3,66,63
2069700,2,21,51,6,9,87,81
2069801,2,30,51,3,18,105,99
2069802,2,9,9,0,9,21,24
2069900,2,21,33,3,18,78,78
2070000,2,3,12,0,6,24,21
2070101,2,6,3,0,6,15,15
2070102,2,6,30,0,6,42,39
2070103,2,15,21,3,3,39,39
2070104,2,6,15,0,3,21,21
2070201,2,6,24,3,6,39,36
