meshblock_id,census_year_id,ex,never,not_elsewhere_included,regular,total,total_stated
438217,3,0,0,0,0,0,0
438218,3,0,0,0,0,0,0
438219,3,0,0,0,0,9,0
438220,3,6,54,18,15,96,78
438221,3,15,69,6,15,105,99
438222,3,9,60,9,9,87,81
438223,3,24,96,12,15,147,135
438301,3,6,6,6,9,27,21
438302,3,15,126,27,15,186,159
438303,3,12,54,9,3,81,72
438304,3,21,90,9,12,129,123
438306,3,15,183,33,12,249,213
438307,3,0,0,0,0,3,0
438308,3,0,6,0,0,6,6
438309,3,3,30,6,9,48,39
438402,3,21,87,33,9,150,117
438404,3,24,69,30,18,138,108
438406,3,24,168,39,36,264,225
438408,3,36,195,54,21,306,252
438409,3,21,36,3,3,60,57
438410,3,9,36,15,9,69,54
438411,3,3,21,0,9,33,33
438412,3,18,126,21,18,183,162
438413,3,6,51,18,15,87,69
438414,3,9,42,9,6,66,54
438501,3,6,36,12,0,60,45
438502,3,18,192,96,24,330,234
438503,3,27,129,12,15,183,171
438600,3,33,84,15,9,141,123
438700,3,24,24,12,12,72,60
438800,3,24,30,6,3,60,57
438901,3,15,24,24,9,72,48
438902,3,3,18,12,6,36,27
439000,3,42,57,12,30,135,126
439100,3,12,21,6,6,45,39
439200,3,24,27,6,9,69,63
439303,3,0,0,0,0,3,0
439304,3,3,15,3,3,21,18
439305,3,18,12,6,9,39,33
439306,3,6,12,0,0,18,15
439307,3,18,15,3,6,45,39
439308,3,3,9,0,0,9,12
439309,3,15,12,6,12,48,39
439310,3,9,3,0,3,15,15
439311,3,12,18,3,15,45,42
439400,3,0,0,0,0,0,0
439500,3,0,0,0,0,0,0
439602,3,0,0,0,0,3,0
439603,3,3,6,18,0,27,12
439604,3,3,9,0,0,9,9
439700,3,0,0,0,0,0,0
439800,3,0,0,0,0,0,0
439900,3,0,0,0,0,0,0
440000,3,0,0,0,0,0,0
440104,3,0,0,0,0,0,0
440105,3,0,0,0,0,0,0
440106,3,0,0,0,0,0,0
440107,3,0,0,0,0,0,0
440108,3,0,0,0,0,0,0
440109,3,0,0,0,0,0,0
440110,3,0,0,0,0,0,0
440113,3,48,162,27,21,261,231
440114,3,0,0,0,0,0,0
440115,3,6,24,3,0,33,33
440116,3,9,21,3,3,36,33
440117,3,0,0,0,0,0,0
440118,3,0,0,0,0,0,0
440119,3,0,0,0,0,0,0
440120,3,0,0,0,0,0,0
440121,3,0,0,0,0,0,0
440200,3,0,0,0,0,3,0
440300,3,0,0,0,0,0,0
440400,3,0,0,0,0,0,0
440501,3,9,114,63,12,198,135
440502,3,0,24,3,0,30,27
440503,3,9,15,15,15,51,36
440600,3,18,186,6,15,228,222
440700,3,6,342,54,3,405,351
440800,3,0,0,0,0,0,0
440901,3,15,198,18,27,255,237
440902,3,15,207,81,18,321,240
440903,3,0,102,6,0,108,102
440904,3,9,66,15,6,99,81
441000,3,0,9,0,3,15,15
441101,3,24,225,39,27,312,273
441102,3,15,105,18,27,165,147
441200,3,21,87,9,12,129,117
441300,3,30,81,6,9,123,120
441400,3,3,18,3,9,33,30
441501,3,6,57,3,12,78,72
441502,3,9,99,6,9,132,123
441503,3,12,117,9,24,168,156
441504,3,21,138,36,12,207,168
441505,3,15,114,30,9,168,138
441506,3,6,12,0,0,15,15
441600,3,0,0,0,0,0,0
441700,3,0,0,0,0,0,0
441800,3,0,0,0,0,6,0
441900,3,3,6,3,3,15,12
442000,3,6,39,6,6,51,48
442100,3,0,0,0,0,0,0
442200,3,0,0,0,0,3,0
442300,3,0,0,0,0,0,0
442400,3,21,201,42,18,282,243
442500,3,9,39,0,3,54,51
442600,3,6,30,3,3,45,42
442700,3,0,21,3,0,27,24
442800,3,33,213,39,15,297,258
442900,3,15,75,6,6,102,96
443000,3,15,78,12,9,114,102
443100,3,0,0,0,0,0,0
443200,3,27,102,9,9,144,138
443300,3,0,0,0,0,0,0
443401,3,12,132,15,6,165,150
443402,3,0,0,0,0,0,0
443500,3,18,90,6,27,141,135
443600,3,30,114,24,6,174,153
443700,3,18,87,6,6,114,108
443800,3,3,9,3,0,18,15
443900,3,0,0,0,0,0,0
444000,3,0,36,0,3,42,39
444100,3,12,81,6,6,105,99
444200,3,12,54,9,3,81,69
444300,3,6,39,12,0,57,45
444400,3,27,81,6,6,117,108
444501,3,9,54,6,6,78,72
444502,3,12,45,3,0,60,57
444600,3,18,87,24,15,144,117
444701,3,6,27,3,3,39,36
444702,3,15,105,9,15,147,135
444801,3,15,90,21,3,126,108
444802,3,6,45,0,0,51,48
444900,3,9,33,6,0,48,42
445000,3,15,81,9,6,111,102
445100,3,18,72,12,0,102,90
445200,3,12,72,24,3,111,90
445300,3,0,0,0,0,0,0
445400,3,6,63,3,6,75,72
445500,3,12,87,12,9,117,108
445600,3,18,153,12,6,189,177
445700,3,6,33,6,0,45,39
445800,3,12,72,0,3,90,90
445900,3,9,117,9,3,144,135
446000,3,9,63,6,6,84,78
446100,3,45,132,18,9,207,186
446200,3,27,192,21,18,255,234
446300,3,21,174,9,9,210,204
446400,3,9,45,6,0,63,57
446500,3,15,93,9,6,123,114
446600,3,24,120,15,9,168,156
446700,3,15,108,21,9,153,132
446801,3,3,48,6,3,54,51
446802,3,3,45,0,0,51,48
446901,3,9,81,18,3,108,90
446902,3,9,51,9,0,72,60
447000,3,18,126,12,3,159,147
447100,3,12,138,21,12,180,162
447200,3,30,201,21,12,264,246
447300,3,21,120,27,6,177,147
447400,3,9,66,9,9,90,81
447500,3,15,45,15,6,78,63
447600,3,33,102,9,9,153,144
447700,3,9,96,3,6,114,111
447801,3,15,42,6,0,63,57
447802,3,12,57,15,6,90,78
447803,3,6,42,3,3,57,54
447901,3,12,69,0,9,90,87
447902,3,3,9,6,3,15,12
447903,3,3,12,3,0,18,15
448000,3,12,66,9,3,90,81
448100,3,15,120,3,6,147,144
448200,3,24,111,9,3,150,138
448301,3,3,27,3,0,30,30
448302,3,12,57,9,0,78,69
448400,3,18,102,15,6,138,126
448500,3,21,102,3,0,126,123
448600,3,21,141,9,9,180,171
448700,3,24,96,18,6,141,123
448800,3,18,174,24,9,228,204
448900,3,21,111,3,6,144,138
449000,3,15,114,15,6,147,132
449100,3,36,177,15,15,240,228
449200,3,9,75,9,6,96,87
449300,3,18,114,3,3,141,138
449400,3,0,0,0,0,0,0
449500,3,0,0,0,0,0,0
449600,3,15,60,12,12,102,90
449700,3,15,60,18,9,102,84
449800,3,27,90,9,15,138,129
449900,3,12,54,12,30,111,96
450000,3,12,60,12,3,90,78
450100,3,15,39,3,9,66,66
450200,3,24,126,12,18,183,168
450300,3,3,15,3,6,30,27
450400,3,54,123,15,9,198,183
450500,3,12,54,9,9,84,75
450600,3,0,0,0,0,0,0
450701,3,3,21,0,3,27,24
450702,3,6,9,0,3,15,15
450703,3,9,39,18,3,72,54
450704,3,6,15,3,0,24,18
450800,3,18,66,3,9,99,93
450901,3,0,0,0,0,6,0
450902,3,27,75,12,6,120,108
451000,3,15,105,12,9,141,129
451100,3,0,0,0,0,6,0
451200,3,0,0,0,0,0,0
451300,3,75,744,138,69,1023,885
451400,3,0,0,0,0,0,0
451500,3,12,48,21,3,78,60
451600,3,6,27,3,3,36,33
451700,3,18,33,6,0,57,51
451800,3,33,114,30,21,195,168
451900,3,3,3,0,0,9,9
452000,3,51,195,60,24,330,270
452100,3,30,111,18,15,171,156
452200,3,27,66,24,30,147,126
452300,3,3,6,6,3,18,12
452400,3,9,42,0,0,54,51
452500,3,30,84,6,12,135,126
452600,3,9,33,3,6,51,45
452700,3,18,45,9,6,81,72
452800,3,3,18,3,3,30,27
452900,3,21,114,18,6,159,144
453000,3,27,114,15,18,174,159
453101,3,24,57,9,6,93,84
453102,3,54,159,18,12,243,222
453103,3,21,60,9,6,96,87
453200,3,30,165,12,12,222,210
453300,3,9,45,3,3,60,60
453400,3,9,30,3,3,42,39
453500,3,0,0,0,0,6,6
453600,3,24,54,12,9,96,84
453700,3,15,87,15,9,129,111
453800,3,15,24,3,0,45,42
453900,3,21,60,15,9,105,90
454000,3,36,135,18,12,198,177
454100,3,15,27,3,6,48,48
454200,3,21,66,6,9,102,96
454300,3,33,96,18,15,162,144
454400,3,39,84,9,6,135,129
454500,3,30,69,6,6,111,108
454600,3,30,93,12,9,144,132
454700,3,45,111,15,6,177,165
454800,3,27,87,9,9,129,123
454900,3,0,0,0,0,0,0
455000,3,0,0,0,0,0,0
455100,3,30,105,21,6,159,138
455200,3,18,60,9,3,93,84
455300,3,15,75,3,0,90,87
455400,3,3,21,3,0,27,27
455500,3,21,84,3,3,108,102
455600,3,12,81,0,3,99,96
455700,3,18,84,6,9,117,111
455800,3,36,78,9,3,126,117
455900,3,9,18,0,0,27,27
456000,3,36,105,12,0,150,138
456100,3,24,63,6,6,102,96
456200,3,21,78,3,6,108,102
456300,3,48,129,27,9,213,186
456400,3,18,27,3,3,51,45
456500,3,21,72,12,6,114,99
456600,3,12,27,3,0,42,39
456701,3,12,39,6,3,60,54
456702,3,0,0,0,0,3,0
456800,3,9,75,9,12,105,99
456900,3,24,69,6,9,111,105
457000,3,30,111,15,9,162,147
457100,3,27,75,9,12,120,111
457200,3,0,0,0,0,0,0
457300,3,0,0,0,0,0,0
457400,3,0,0,0,0,0,0
457500,3,0,0,0,0,0,0
457600,3,12,60,9,3,84,75
457700,3,6,54,15,3,78,63
457800,3,15,171,15,15,216,201
457900,3,24,111,21,12,171,147
458000,3,6,48,12,21,90,78
458100,3,6,69,12,6,99,87
458200,3,21,180,24,12,237,210
458300,3,9,45,3,6,66,63
458401,3,9,42,0,3,54,51
458402,3,18,54,9,9,87,81
458500,3,30,111,6,6,153,144
458600,3,21,57,6,0,84,81
458700,3,24,72,12,6,111,102
458800,3,24,117,42,9,192,150
458900,3,30,84,3,6,126,120
459000,3,24,87,9,9,129,120
459100,3,15,66,9,6,96,87
459200,3,24,75,36,6,144,105
459300,3,12,51,0,3,66,66
459401,3,21,90,9,15,135,126
459402,3,21,69,12,6,105,96
459403,3,18,42,6,6,75,69
459500,3,39,120,9,12,180,168
459600,3,12,33,9,3,57,48
459700,3,15,60,6,0,84,78
459800,3,9,27,3,3,39,39
459900,3,12,42,3,15,69,66
460000,3,12,30,9,6,54,45
460100,3,15,24,12,6,57,48
460200,3,12,33,6,6,54,48
460300,3,15,21,6,9,51,48
460400,3,12,21,3,6,42,39
460500,3,18,75,6,9,105,102
460601,3,21,51,3,6,78,78
460602,3,9,30,3,3,45,42
460603,3,9,33,3,3,48,45
460604,3,6,24,6,0,36,33
460700,3,36,108,12,15,171,159
460800,3,24,87,9,12,135,126
460900,3,12,66,3,3,87,84
461000,3,21,75,3,3,105,105
461100,3,18,66,6,3,90,84
461200,3,12,66,6,9,90,84
461300,3,63,189,21,18,294,273
461401,3,6,42,3,3,51,48
461402,3,9,30,3,9,54,51
461403,3,12,18,9,3,45,36
461404,3,9,18,6,3,36,30
461405,3,3,24,6,0,33,27
461406,3,3,27,9,6,42,33
461500,3,15,54,9,6,78,72
461600,3,18,48,6,3,75,66
461700,3,24,108,21,15,165,147
461800,3,30,78,18,6,138,117
461900,3,36,117,21,9,183,162
462000,3,39,141,6,9,201,192
462101,3,27,57,6,9,102,96
462102,3,21,48,3,9,81,78
462200,3,9,36,3,9,60,54
462300,3,18,63,9,6,96,90
462400,3,3,24,0,6,30,33
462500,3,24,51,3,3,81,78
462601,3,3,12,3,3,21,18
462602,3,9,33,15,3,57,45
462700,3,36,87,12,12,147,135
462806,3,6,30,3,0,39,39
462808,3,6,51,3,0,60,57
462809,3,33,129,21,12,195,171
462810,3,18,66,6,0,93,90
462811,3,9,33,6,0,48,45
462812,3,6,33,6,3,48,45
462813,3,9,60,6,6,78,75
462814,3,9,36,0,0,45,45
462815,3,3,54,6,0,63,57
462816,3,0,24,0,3,27,27
462817,3,12,45,3,3,63,60
462818,3,15,54,6,3,78,72
462819,3,12,48,3,3,66,63
462820,3,6,21,3,3,30,30
462821,3,6,36,3,6,48,42
462822,3,12,51,6,0,66,63
462823,3,18,57,3,9,84,81
462824,3,9,45,0,0,57,54
462900,3,9,36,6,3,51,48
463001,3,6,15,3,3,24,21
463003,3,3,18,3,0,24,27
463004,3,9,45,3,0,54,54
463005,3,3,39,0,3,48,45
463006,3,3,24,0,6,33,33
463007,3,6,30,6,3,48,42
463008,3,12,15,6,0,30,27
463102,3,45,138,15,12,210,198
463103,3,9,39,9,6,66,57
463104,3,6,33,6,6,51,42
463105,3,12,36,3,9,60,57
463106,3,12,39,6,3,60,54
463200,3,24,69,12,9,111,102
463300,3,21,84,3,3,111,105
463400,3,48,153,21,12,231,210
463500,3,39,174,21,15,249,228
463601,3,33,108,18,18,177,156
463602,3,18,93,9,9,129,117
463703,3,36,186,18,9,255,234
463705,3,42,168,9,9,225,213
463706,3,12,66,6,6,93,87
463707,3,24,123,12,0,159,150
463708,3,33,135,12,15,195,183
463709,3,12,33,0,0,48,48
463800,3,15,27,9,15,63,57
463901,3,21,51,9,9,90,81
463902,3,0,0,0,0,0,0
464000,3,24,57,57,18,153,96
464100,3,15,63,6,6,90,84
464200,3,30,126,39,30,228,189
464300,3,18,72,15,9,114,96
464400,3,12,48,24,6,96,69
464501,3,9,30,12,12,63,51
464503,3,6,12,12,6,30,21
464504,3,9,42,9,3,60,54
464600,3,9,45,3,12,72,63
464700,3,24,108,18,21,174,153
464800,3,12,75,54,6,153,96
464900,3,21,120,12,21,171,162
465000,3,27,93,21,15,153,132
465101,3,27,69,15,18,126,111
465102,3,33,123,27,9,189,162
465201,3,21,150,12,27,210,198
465202,3,30,126,12,21,189,177
465301,3,6,60,3,6,75,72
465302,3,6,9,18,0,30,12
465303,3,0,0,0,0,3,0
465304,3,60,300,21,12,393,375
465305,3,93,453,33,12,594,561
465306,3,36,186,30,9,261,231
465307,3,27,81,9,3,120,108
465400,3,45,147,6,3,201,195
465501,3,9,24,3,0,33,33
465502,3,6,27,3,3,36,33
465503,3,6,33,3,0,42,42
465504,3,12,36,0,6,54,51
465601,3,6,24,0,3,33,36
465602,3,9,33,0,3,48,45
465701,3,9,18,0,3,30,30
465702,3,15,39,3,3,57,57
465800,3,18,51,6,0,78,72
465900,3,18,51,3,6,81,75
466001,3,6,36,0,3,48,48
466002,3,9,24,3,3,42,39
466003,3,6,21,0,3,33,30
466101,3,39,141,12,6,195,186
466103,3,12,48,6,0,69,60
466104,3,48,132,69,3,249,180
466105,3,12,33,0,0,45,42
466106,3,15,69,3,3,90,87
466200,3,12,63,0,3,78,78
466300,3,21,57,3,6,84,81
466400,3,21,57,6,18,102,99
466500,3,12,48,3,3,69,63
466600,3,12,54,6,3,69,66
466700,3,33,90,12,9,144,135
466800,3,21,51,3,6,81,75
466900,3,15,39,3,3,60,57
467000,3,18,69,3,6,93,93
467100,3,12,72,6,3,93,87
467200,3,15,63,3,9,90,87
467300,3,15,57,3,6,78,72
467400,3,18,51,6,9,81,72
467500,3,18,54,9,3,84,75
467600,3,18,93,6,6,123,117
467700,3,24,105,9,6,150,138
467800,3,21,75,9,9,108,102
467900,3,18,48,9,9,84,75
468000,3,15,36,6,6,63,57
468100,3,6,51,9,6,72,63
468200,3,18,69,9,0,99,93
468300,3,15,36,0,0,51,51
468400,3,9,33,0,3,45,45
468500,3,33,114,24,18,189,165
468600,3,9,30,0,3,45,42
468700,3,9,27,0,6,39,39
468801,3,30,129,24,27,210,186
468802,3,108,204,36,12,360,324
468900,3,9,15,3,0,27,24
469000,3,12,24,6,3,39,36
469100,3,6,33,3,6,54,48
469200,3,27,84,12,3,123,114
469300,3,18,117,6,6,150,144
469400,3,21,63,6,3,93,87
469500,3,33,60,9,9,108,99
469600,3,15,60,12,18,108,93
469700,3,12,66,15,6,96,84
469800,3,6,36,9,9,57,48
469900,3,6,21,3,3,30,30
470000,3,15,39,24,15,90,69
470100,3,12,30,12,12,66,57
470200,3,15,57,9,3,87,78
470300,3,18,66,18,15,120,99
470400,3,0,15,9,6,30,21
470500,3,6,51,12,18,84,72
470600,3,9,51,6,18,84,78
470700,3,3,42,15,12,72,57
470800,3,18,63,12,9,102,90
470900,3,21,51,9,18,99,93
471000,3,6,18,6,6,39,33
471100,3,9,39,12,6,66,51
471200,3,9,33,6,6,51,45
471300,3,24,45,9,12,84,78
471400,3,0,21,3,9,36,30
471501,3,12,18,3,6,39,36
471502,3,0,6,6,6,18,12
471600,3,15,33,12,9,75,60
471701,3,12,27,27,12,75,51
471702,3,0,6,12,3,24,12
471800,3,6,21,9,12,51,42
471900,3,0,12,3,6,21,18
472000,3,15,54,9,15,93,81
472100,3,3,18,9,15,45,36
472200,3,6,12,9,15,45,33
472300,3,6,15,6,15,42,33
472400,3,6,15,15,15,54,36
472501,3,0,15,6,3,24,18
472502,3,0,15,6,6,27,21
472600,3,15,39,18,6,72,54
472700,3,9,48,27,24,108,81
472800,3,24,45,21,21,108,90
472900,3,12,27,9,12,60,51
473000,3,15,21,18,30,84,66
473100,3,6,33,15,21,78,60
473200,3,3,18,6,3,30,24
473300,3,15,39,9,9,72,63
473400,3,12,27,12,9,60,51
473500,3,12,33,3,9,54,54
473600,3,18,45,3,12,78,75
473700,3,12,24,3,3,42,39
473800,3,15,15,6,6,45,42
473900,3,18,60,3,3,90,84
474000,3,6,24,9,3,39,30
474100,3,6,27,12,15,60,48
474200,3,6,21,12,15,57,45
474300,3,6,33,9,18,69,57
474400,3,0,24,6,12,42,36
474500,3,6,57,12,33,108,93
474600,3,6,24,3,12,48,42
474700,3,12,51,12,12,87,75
474800,3,0,27,3,9,42,39
474901,3,3,6,9,12,27,21
474902,3,0,15,12,12,39,27
475000,3,12,39,36,21,105,69
475100,3,9,24,3,9,42,39
475200,3,6,27,12,15,63,54
475301,3,0,3,0,3,12,9
475302,3,6,18,15,9,48,33
475400,3,12,18,21,12,63,42
475500,3,6,6,0,9,24,21
475600,3,12,63,18,18,114,93
475701,3,3,30,12,12,60,48
475702,3,6,18,9,9,45,36
475800,3,9,33,15,18,72,57
475900,3,0,0,0,0,0,0
476000,3,0,0,0,0,0,0
476100,3,0,0,0,0,0,0
476200,3,15,24,12,18,72,57
476300,3,21,81,18,30,144,126
476400,3,12,39,33,33,114,84
476500,3,0,0,0,0,0,0
476600,3,6,60,33,30,129,96
476700,3,12,42,18,30,102,87
476800,3,0,0,0,0,0,0
476900,3,9,30,9,6,54,42
477000,3,15,78,33,39,165,132
477100,3,12,57,27,30,123,99
477201,3,9,36,27,24,99,69
477202,3,21,45,36,36,138,102
477300,3,9,72,24,27,135,108
477400,3,3,21,12,6,45,33
477500,3,12,39,21,15,87,66
477600,3,15,42,15,21,93,78
477700,3,12,99,39,24,174,135
477800,3,12,90,24,12,138,114
477900,3,12,45,15,18,93,78
478000,3,0,0,0,0,0,0
478100,3,18,39,18,18,90,75
478200,3,3,21,15,9,45,30
478300,3,6,24,30,9,72,39
478400,3,12,45,18,6,81,63
478500,3,3,18,9,15,48,39
478600,3,12,39,24,12,90,66
478700,3,12,45,18,18,93,75
478800,3,9,36,21,30,96,75
478900,3,12,39,6,21,81,69
479000,3,12,42,6,27,90,81
479100,3,12,30,6,9,60,54
479200,3,9,42,21,24,96,78
479300,3,9,57,6,18,87,81
479400,3,6,42,24,24,93,72
479500,3,9,45,9,15,81,69
479601,3,3,12,0,9,27,24
479602,3,3,12,9,9,33,24
479700,3,9,21,15,6,54,42
479800,3,3,24,9,6,42,33
479900,3,9,30,27,3,69,42
480001,3,6,15,6,12,42,33
480002,3,3,18,0,9,36,36
480100,3,12,45,12,15,81,75
480200,3,18,60,3,15,99,93
480300,3,9,39,12,12,72,57
480400,3,6,42,27,18,90,66
480500,3,27,78,9,9,123,114
480601,3,60,120,15,3,195,183
480603,3,24,138,27,6,195,168
480604,3,12,39,3,3,54,51
480605,3,6,36,6,0,48,45
480606,3,9,42,9,0,60,51
480607,3,9,42,6,0,57,54
480608,3,9,18,9,0,36,27
480700,3,6,21,3,3,36,36
480800,3,27,69,6,9,111,105
480900,3,21,66,9,18,114,108
481000,3,21,111,12,9,150,138
481101,3,9,36,3,6,57,54
481102,3,21,84,3,6,111,111
481103,3,6,18,3,6,27,30
481201,3,0,15,6,3,27,21
481202,3,12,60,0,3,75,75
481301,3,21,39,3,3,66,63
481302,3,3,9,3,0,18,15
481400,3,33,162,9,9,210,201
481500,3,39,84,6,12,141,135
481600,3,18,84,0,6,111,108
481700,3,9,36,6,6,57,54
481801,3,6,39,3,3,51,51
481802,3,9,39,3,6,54,54
481901,3,6,33,6,15,60,54
481902,3,18,78,3,3,102,96
482000,3,12,69,6,6,93,87
482101,3,3,36,3,3,45,45
482102,3,21,69,9,3,99,93
482103,3,3,12,0,0,12,12
482201,3,12,63,3,3,84,81
482202,3,6,30,3,0,42,39
482300,3,6,48,6,3,63,57
482400,3,9,39,3,0,54,48
482500,3,18,60,3,3,84,81
482600,3,9,51,0,3,63,63
482700,3,24,78,9,6,114,108
482800,3,27,90,9,9,135,123
482900,3,18,84,12,3,117,105
483000,3,33,108,12,6,162,147
483101,3,24,75,6,6,111,105
483102,3,18,87,12,6,123,111
483200,3,36,114,18,12,183,165
483300,3,45,129,9,9,186,177
483400,3,24,66,9,3,96,87
483500,3,12,33,3,3,48,45
483600,3,15,72,12,0,96,84
483700,3,24,150,9,9,189,183
483800,3,33,90,24,6,150,126
483900,3,30,129,15,6,180,162
484000,3,9,72,3,3,87,84
484100,3,9,45,3,3,63,57
484201,3,3,9,0,0,12,12
484202,3,18,45,3,0,66,63
484300,3,18,90,3,0,108,108
484400,3,24,75,3,3,105,102
484500,3,21,69,6,6,99,93
484600,3,24,126,9,9,168,159
484700,3,21,81,12,3,114,102
484800,3,9,48,0,3,63,60
484900,3,6,39,3,6,54,51
485000,3,0,9,0,0,9,9
485100,3,6,30,3,3,42,42
485200,3,15,45,3,6,69,66
485300,3,15,39,0,0,57,54
485400,3,12,42,3,3,57,54
485500,3,0,12,3,0,15,15
485600,3,9,36,3,3,48,48
485700,3,9,72,6,3,87,84
485800,3,15,93,3,6,120,114
485900,3,9,24,0,3,36,36
486000,3,15,30,3,3,51,48
486100,3,24,63,0,3,90,90
486200,3,21,99,6,3,126,123
486300,3,24,120,6,9,156,147
486400,3,21,84,15,6,126,111
486500,3,24,111,6,12,153,144
486600,3,33,147,9,12,201,189
486700,3,27,66,12,6,111,96
486800,3,21,54,3,3,84,81
486900,3,15,78,6,6,99,96
487000,3,30,123,9,12,174,162
487100,3,15,93,15,6,132,117
487200,3,30,129,6,15,180,177
487300,3,12,81,6,6,105,99
487400,3,15,69,3,3,90,90
487500,3,18,72,6,3,99,93
487600,3,18,99,9,3,126,117
487700,3,24,105,6,9,141,135
487800,3,21,78,12,12,117,111
487900,3,39,111,18,9,180,159
488001,3,21,36,3,6,66,63
488002,3,21,51,0,3,78,75
488100,3,27,171,9,0,207,201
488200,3,12,51,0,3,66,66
488300,3,18,69,6,6,96,90
488400,3,18,78,3,3,102,99
488500,3,3,30,0,3,42,39
488600,3,27,99,171,6,300,129
488700,3,15,36,3,3,51,51
488800,3,30,135,9,15,189,180
488900,3,30,108,15,6,162,147
489001,3,18,72,9,3,102,96
489002,3,6,18,3,0,27,24
489100,3,18,105,6,6,132,126
489201,3,3,15,0,0,18,15
489202,3,9,30,3,0,45,39
489300,3,9,33,3,0,45,45
489400,3,12,75,3,6,99,96
489500,3,15,72,9,6,102,93
489600,3,30,93,18,9,147,132
489700,3,6,54,3,0,63,60
489801,3,3,33,0,3,42,39
489802,3,9,51,3,3,69,66
489900,3,21,90,6,6,126,117
490000,3,12,96,15,3,126,111
490100,3,9,96,6,6,117,111
490200,3,12,42,15,0,75,57
490300,3,27,135,9,6,177,168
490400,3,18,60,6,3,87,81
490500,3,45,111,6,6,168,156
490600,3,21,81,3,3,108,105
490701,3,0,0,0,0,0,0
490703,3,6,33,15,6,60,45
490704,3,21,60,15,6,105,87
490800,3,0,0,0,0,0,0
490900,3,15,63,27,9,117,87
491000,3,15,60,6,6,87,81
491100,3,6,36,6,9,57,51
491200,3,33,90,12,9,144,132
491301,3,6,36,3,3,51,48
491302,3,21,108,18,9,156,135
491400,3,18,84,9,0,111,102
491500,3,3,24,3,0,36,30
491600,3,9,66,12,9,99,87
491700,3,18,87,3,6,120,114
491800,3,15,144,12,12,186,171
491900,3,18,126,6,6,159,150
492000,3,18,96,6,15,135,129
492100,3,9,45,6,3,60,57
492200,3,9,60,6,9,81,75
492300,3,24,138,12,12,183,171
492400,3,30,123,12,9,174,162
492500,3,15,81,9,12,117,108
492600,3,45,129,0,12,186,186
492700,3,6,48,3,6,63,63
492800,3,9,63,6,6,84,75
492900,3,6,33,3,6,48,45
493000,3,6,48,3,3,60,60
493100,3,15,72,6,9,102,93
493200,3,12,87,6,12,120,111
493300,3,27,75,9,0,111,102
493400,3,27,105,9,6,147,135
493500,3,12,105,9,3,129,123
493600,3,27,147,6,9,189,183
493700,3,21,93,15,3,132,117
493800,3,9,90,6,15,123,117
493900,3,45,195,12,15,264,255
494000,3,15,69,18,12,114,99
494100,3,3,39,6,3,48,45
494200,3,21,102,9,3,138,129
494300,3,33,90,15,9,150,135
494400,3,33,138,24,3,201,174
494500,3,27,72,18,21,138,120
494600,3,15,36,12,3,69,54
494700,3,6,27,0,6,39,39
494802,3,0,0,6,0,9,3
494803,3,21,42,3,0,66,63
494804,3,9,54,9,12,87,75
494805,3,9,21,3,6,39,36
494806,3,12,45,6,3,69,60
494807,3,3,3,0,0,9,9
494901,3,24,120,15,9,171,156
494902,3,6,24,3,3,33,30
495000,3,9,87,12,9,114,102
495100,3,15,69,6,6,99,93
495200,3,15,54,6,9,81,75
495300,3,18,96,12,12,135,123
495400,3,18,78,9,3,108,99
495500,3,27,93,6,6,135,129
495600,3,18,45,6,9,78,72
495700,3,42,162,18,15,240,219
495800,3,39,153,18,18,228,207
495900,3,27,123,18,15,180,162
496000,3,21,153,9,18,201,192
496101,3,45,135,30,12,219,192
496102,3,48,78,15,3,141,129
496201,3,21,69,6,0,96,90
496202,3,24,87,12,9,132,120
496203,3,24,60,18,9,108,90
496300,3,33,105,18,9,162,147
496400,3,0,0,0,0,0,0
496500,3,0,0,0,0,0,0
496600,3,9,69,9,3,93,84
496700,3,27,111,15,6,159,144
496800,3,30,117,42,12,198,159
496900,3,18,78,18,6,120,99
497000,3,24,75,24,3,126,102
497100,3,15,36,3,0,54,51
497200,3,24,123,9,12,165,156
497300,3,18,54,6,9,87,81
497400,3,18,78,9,12,111,102
497500,3,24,63,9,6,105,96
497600,3,30,99,12,18,156,147
497700,3,9,42,15,9,81,63
497800,3,15,63,18,9,105,87
497900,3,45,81,30,27,180,153
498000,3,39,123,21,18,201,180
498100,3,21,57,15,6,102,87
498201,3,21,48,9,0,81,72
498202,3,9,24,0,3,39,39
498300,3,21,66,24,9,117,93
498400,3,18,66,15,0,99,87
498500,3,21,84,24,9,138,114
498600,3,24,69,12,15,120,108
498700,3,0,0,0,0,3,0
498801,3,36,48,18,27,132,111
498802,3,54,96,12,3,165,153
498900,3,27,63,12,12,114,102
499000,3,15,45,9,9,78,72
499100,3,24,75,18,12,123,108
499200,3,12,51,6,6,78,69
499301,3,6,18,6,3,30,27
499302,3,6,15,0,0,18,18
499400,3,15,45,6,3,69,63
499501,3,3,6,3,6,15,12
499502,3,3,27,3,0,36,30
499600,3,24,87,21,9,141,123
499700,3,6,27,6,21,60,51
499801,3,6,33,0,3,45,42
499802,3,15,36,3,6,57,54
499803,3,12,27,9,3,51,39
499804,3,12,21,6,3,36,36
499900,3,12,48,18,3,90,69
500000,3,12,36,12,24,87,72
500100,3,18,60,12,6,99,84
500200,3,15,51,9,6,78,72
500300,3,9,42,9,3,60,51
500400,3,30,93,18,15,156,135
500500,3,21,69,9,18,114,102
