meshblock_id,census_year_id,housing_new_zealand,local_authority_or_city_council,not_elsewhere_included,private_person_trust_or_business,stated_owned,total,total_stated
3194200,2,0,0,0,0,0,6,6
3194300,2,0,0,0,0,0,3,0
3194400,2,0,0,0,0,0,3,0
3194500,2,0,0,0,0,0,6,6
3194600,2,0,0,0,0,0,9,6
3194700,2,0,0,0,0,0,0,0
3194800,2,0,0,0,0,0,12,9
3194900,2,0,0,0,0,0,3,0
3201001,2,0,0,0,0,0,3,0
3201002,2,0,0,0,0,0,3,0
3201003,2,0,0,0,0,0,0,0
3201004,2,0,0,0,0,0,3,0
3201005,2,0,0,0,0,0,6,0
3202001,2,0,0,0,0,0,0,0
3202002,2,0,0,0,0,0,0,0
3202003,2,0,0,0,0,0,0,0
3203001,2,0,0,0,0,0,3,0
3203002,2,0,0,0,0,0,3,0
3203003,2,0,0,0,0,0,3,0
3203004,2,0,0,0,0,0,3,0
3204001,2,0,0,0,6,0,6,6
3204002,2,0,0,0,6,0,6,6
3204003,2,0,0,0,0,0,0,0
3205001,2,0,0,0,0,0,3,0
3205002,2,0,0,0,0,0,0,0
3205003,2,0,0,0,0,0,3,0
3206001,2,0,0,0,0,0,3,0
3206002,2,0,0,0,0,0,0,0
3206003,2,0,0,0,0,0,3,0
3207001,2,0,0,0,0,0,3,0
3207002,2,0,0,0,0,0,3,0
3207003,2,0,0,0,0,0,0,0
3208001,2,0,0,0,0,0,3,0
3208002,2,0,0,0,0,0,0,0
3208003,2,0,0,0,0,0,3,0
3209001,2,0,0,0,0,0,3,0
3209002,2,0,0,0,0,0,0,0
3209003,2,0,0,0,0,0,6,0
3210001,2,0,0,0,0,0,6,0
3210002,2,0,0,0,0,0,0,0
3210003,2,0,0,0,0,0,3,0
500100,2,3,6,3,30,0,42,39
500202,2,6,0,9,174,12,204,195
500203,2,9,3,18,144,9,186,168
500204,2,0,0,3,84,6,90,87
500205,2,3,0,3,87,3,99,96
500206,2,9,0,6,27,9,48,45
500207,2,0,3,0,54,6,63,63
500208,2,0,3,9,96,9,117,108
500301,2,102,30,21,237,21,408,387
500302,2,57,3,6,165,9,240,234
500401,2,6,0,3,27,9,45,42
500402,2,15,3,9,102,3,132,123
500500,2,0,6,0,12,0,18,15
500600,2,6,6,3,30,3,48,45
500700,2,6,6,3,42,6,66,63
500801,2,9,0,6,72,12,96,90
500802,2,21,6,6,96,9,138,129
500900,2,15,3,24,492,3,540,516
501000,2,0,6,3,60,3,69,66
501100,2,0,0,15,210,3,228,216
501200,2,3,0,0,81,0,84,81
501300,2,0,0,0,24,0,27,27
501400,2,30,6,12,87,15,147,132
501500,2,9,0,15,78,3,105,90
501612,2,0,0,0,18,0,18,18
501613,2,0,0,0,0,0,0,0
501614,2,3,0,9,138,9,156,147
501615,2,0,0,3,69,0,72,72
501620,2,6,0,6,147,9,165,159
501631,2,3,0,0,33,9,45,42
501632,2,3,0,3,33,0,36,33
501633,2,3,0,3,120,6,129,126
501634,2,6,0,9,102,6,123,114
501700,2,120,18,27,288,30,486,459
501802,2,6,0,6,150,9,171,165
501806,2,18,0,21,294,9,342,321
501807,2,0,0,6,129,0,135,126
501809,2,0,3,3,108,0,120,114
501810,2,0,0,0,57,0,57,57
501811,2,0,0,3,90,0,96,90
501813,2,0,0,0,0,0,0,0
501814,2,0,0,6,144,3,153,147
501815,2,0,0,3,36,0,39,36
501816,2,0,12,9,93,3,117,108
501817,2,0,0,0,39,0,42,39
501818,2,3,0,6,99,0,108,105
501819,2,0,0,0,99,0,99,99
502001,2,0,0,9,66,3,78,69
502002,2,0,0,3,27,0,27,24
502003,2,0,3,3,33,0,39,36
502004,2,0,0,0,18,0,18,18
502005,2,0,0,3,33,0,36,33
502101,2,21,9,9,189,0,225,216
502102,2,33,0,12,258,3,306,294
502201,2,99,27,15,192,3,336,324
502202,2,60,0,12,195,0,267,255
502300,2,36,15,15,168,9,243,228
502400,2,186,3,15,108,6,315,303
502500,2,0,0,0,15,0,15,12
502600,2,30,9,9,141,0,189,180
502700,2,33,18,18,255,0,324,306
502800,2,9,0,30,243,3,285,252
502900,2,18,24,15,183,3,246,228
503000,2,45,15,21,222,3,306,288
503100,2,0,6,0,33,0,39,36
503200,2,9,3,6,78,3,99,93
503300,2,3,3,12,90,0,111,99
503400,2,0,0,3,45,0,51,45
503500,2,57,0,21,168,3,249,228
503600,2,36,0,15,246,0,300,285
503700,2,3,0,0,87,3,90,90
503800,2,135,0,21,225,0,381,360
503900,2,0,0,0,0,0,0,0
504000,2,69,9,21,219,3,324,303
504100,2,48,0,6,144,0,195,189
504300,2,6,6,3,90,0,111,105
504400,2,0,0,0,24,0,24,24
504501,2,3,0,6,162,15,183,180
504502,2,0,0,6,93,3,102,96
504600,2,90,12,27,306,21,450,423
504700,2,0,3,12,63,3,84,75
504800,2,0,3,3,30,6,42,39
504900,2,3,0,3,39,3,45,42
505010,2,3,3,9,258,9,276,270
505021,2,0,0,3,63,0,69,66
505022,2,0,21,6,72,0,99,93
505300,2,0,0,12,144,9,168,156
505400,2,0,0,6,42,0,45,39
505500,2,12,0,18,285,3,315,300
505601,2,0,0,0,30,0,30,30
505602,2,0,3,3,96,0,102,102
505603,2,3,0,3,72,0,75,75
505604,2,0,0,3,75,0,81,78
505605,2,0,0,6,90,0,96,87
505700,2,0,0,0,57,0,57,57
505803,2,0,0,9,30,0,39,30
505804,2,0,0,3,87,0,90,84
505805,2,24,6,54,681,3,768,714
505806,2,0,0,3,30,0,36,30
505807,2,0,0,9,147,0,159,147
505808,2,3,0,6,255,0,264,258
505902,2,0,6,33,516,0,552,522
505904,2,0,0,9,285,6,303,291
505906,2,3,0,9,192,0,204,195
505907,2,0,15,9,225,0,252,243
505908,2,3,3,12,234,3,249,240
505909,2,0,9,0,186,0,198,195
505910,2,3,0,30,171,0,204,171
505911,2,0,0,0,0,0,0,0
506001,2,0,0,3,51,0,57,54
506002,2,0,0,3,39,0,42,39
506003,2,0,3,0,48,0,51,51
506201,2,0,0,0,63,3,63,63
506202,2,0,0,0,0,0,3,0
506300,2,0,0,3,111,0,117,111
506400,2,0,0,0,24,0,27,27
506613,2,6,3,6,168,3,192,183
506614,2,0,0,3,183,0,189,183
506616,2,0,0,0,15,0,15,12
506620,2,0,0,0,0,0,6,6
506631,2,3,0,15,273,0,291,276
506633,2,0,3,3,57,0,63,60
506634,2,0,0,0,12,0,15,12
506642,2,0,0,0,75,0,81,78
506644,2,0,0,0,27,0,27,27
506645,2,0,0,6,90,0,99,90
506646,2,0,0,6,84,3,90,84
506647,2,0,0,0,24,0,24,24
506648,2,0,0,0,15,0,15,15
506652,2,3,0,3,105,3,111,111
506653,2,0,0,12,123,0,135,126
506654,2,0,0,6,99,0,105,96
506655,2,0,0,0,33,0,36,36
506656,2,0,0,0,30,0,30,30
506657,2,0,0,0,21,0,21,21
506658,2,0,0,0,30,0,30,30
506659,2,0,0,0,15,0,15,15
506660,2,0,0,6,141,0,147,141
506661,2,0,0,3,138,0,141,138
506800,2,15,3,9,186,6,225,216
506901,2,3,0,12,186,0,204,189
506902,2,18,0,6,201,0,225,219
506903,2,3,9,12,303,3,330,318
507000,2,18,0,18,255,0,288,273
507101,2,0,0,30,318,0,351,321
507102,2,9,0,24,267,0,300,276
507200,2,0,0,15,291,0,306,291
507300,2,0,0,12,231,0,243,231
507400,2,3,0,6,288,0,297,291
507500,2,0,0,6,105,0,111,108
507710,2,0,0,6,153,0,159,153
507720,2,3,15,18,252,3,291,270
507800,2,6,57,36,477,0,576,537
507900,2,21,48,33,465,6,573,540
508010,2,6,3,15,294,6,321,309
508020,2,18,9,27,450,54,561,531
508110,2,39,24,18,252,108,438,420
508120,2,66,24,12,126,72,297,291
508210,2,21,0,27,351,0,402,375
508220,2,36,0,21,279,0,336,318
508310,2,9,18,39,414,0,480,441
508320,2,9,0,24,363,0,402,378
508411,2,54,0,30,417,0,501,471
508412,2,9,0,15,264,3,291,276
508420,2,72,0,54,636,3,765,711
508510,2,3,0,30,372,0,405,375
508520,2,21,15,36,525,0,597,558
508610,2,6,0,18,321,0,345,327
508620,2,0,0,24,243,3,267,243
508701,2,6,0,27,273,6,315,285
508703,2,0,0,3,78,0,84,81
508704,2,0,0,30,267,0,294,267
508803,2,30,0,21,354,3,405,387
508804,2,0,0,12,138,0,153,141
508805,2,3,12,6,108,0,126,123
508806,2,0,0,12,177,0,195,180
508807,2,0,0,30,330,3,360,330
508900,2,0,3,3,48,0,54,48
509000,2,0,6,9,81,75,171,162
509100,2,3,3,18,318,3,348,327
509300,2,39,24,12,306,3,381,372
509400,2,12,9,21,489,0,531,510
509500,2,3,0,3,111,12,129,123
509701,2,48,30,21,366,24,492,471
509702,2,153,0,24,279,3,459,438
509800,2,18,0,21,372,3,411,390
510010,2,96,48,24,432,3,603,579
510020,2,81,0,21,300,3,402,384
510210,2,45,0,18,216,3,285,267
510220,2,15,9,39,381,3,450,411
510401,2,3,0,33,393,3,432,399
510402,2,0,0,9,150,0,162,153
510500,2,21,0,27,330,0,375,348
510700,2,66,3,45,489,3,606,561
510800,2,84,36,27,312,0,462,438
511001,2,27,0,9,222,0,261,252
511002,2,39,3,27,327,0,399,369
511100,2,78,54,78,606,6,819,741
511301,2,48,0,27,240,0,318,291
511302,2,36,9,18,207,3,270,255
511303,2,27,0,42,249,3,321,282
511401,2,60,3,30,375,6,471,444
511402,2,48,15,36,351,6,453,420
511601,2,45,0,30,279,3,357,327
511602,2,30,0,6,174,0,213,204
511700,2,87,0,18,261,6,372,351
511800,2,30,9,21,288,3,351,330
511901,2,6,15,12,156,0,186,177
511902,2,6,0,9,204,0,222,213
512000,2,0,0,12,126,0,138,129
512100,2,0,18,15,207,3,246,228
512201,2,45,27,6,189,0,273,267
512202,2,48,0,24,312,3,384,363
512300,2,24,0,18,339,3,384,366
512401,2,21,3,18,285,0,327,309
512402,2,18,0,9,270,0,297,288
512500,2,48,6,51,447,0,546,498
512600,2,3,0,6,156,0,165,159
512700,2,0,0,3,99,0,105,102
512801,2,0,3,0,108,0,111,111
512802,2,0,0,0,15,0,18,15
512902,2,0,3,3,93,0,99,96
512903,2,63,0,27,150,3,240,213
512904,2,12,0,9,66,0,87,81
512905,2,0,0,0,9,0,9,9
512906,2,72,0,18,183,3,276,261
513011,2,3,0,9,96,0,108,99
513012,2,51,0,18,75,0,144,129
513013,2,69,0,9,204,3,285,276
513020,2,0,3,3,84,0,90,87
513101,2,3,0,3,72,0,78,75
513102,2,0,0,0,36,3,39,36
513211,2,72,0,18,129,0,222,204
513212,2,54,0,9,132,3,195,186
513213,2,102,0,36,252,9,393,360
513214,2,51,0,6,135,3,192,186
513220,2,66,0,33,252,0,354,321
513301,2,63,0,33,270,6,369,336
513302,2,60,0,21,327,0,411,390
513410,2,0,3,6,138,147,291,285
513420,2,0,0,3,87,0,90,87
513431,2,9,3,9,30,249,294,288
513432,2,0,0,3,60,0,66,60
513511,2,51,15,6,51,0,120,117
513512,2,42,3,12,186,0,240,231
513521,2,129,0,30,324,0,486,453
513522,2,0,0,9,189,0,201,192
513530,2,135,18,24,342,0,519,495
513610,2,0,0,3,30,0,36,33
513621,2,0,3,0,9,0,12,12
513622,2,12,0,9,54,0,75,66
513631,2,108,0,24,327,9,468,444
513632,2,66,0,15,255,0,339,324
513701,2,0,0,3,45,0,48,45
513702,2,0,0,3,84,0,84,84
513800,2,0,9,0,213,3,225,225
514000,2,171,3,27,507,0,711,684
514101,2,0,0,90,540,0,630,537
514102,2,120,6,357,1512,6,2001,1641
514103,2,63,3,327,1320,21,1734,1407
514200,2,0,0,27,258,0,288,261
514301,2,36,0,108,423,6,570,462
514302,2,0,3,21,123,9,153,132
514401,2,141,3,45,477,3,669,624
514402,2,195,0,45,399,6,648,600
514500,2,75,3,30,414,3,525,495
514600,2,72,0,18,303,6,399,378
514700,2,54,0,24,303,0,384,360
514801,2,144,3,30,309,6,489,459
514802,2,201,0,33,285,3,522,489
514900,2,246,0,15,291,9,561,546
515001,2,72,0,18,267,0,360,339
515002,2,123,3,18,333,0,474,456
515003,2,75,3,9,132,3,222,213
515100,2,84,3,15,339,0,441,429
515201,2,0,0,15,405,0,420,408
515202,2,0,0,30,405,3,441,408
515301,2,66,0,9,246,3,321,312
515302,2,30,3,15,453,0,501,486
515410,2,30,3,24,390,3,447,426
515420,2,3,0,24,492,0,522,495
515431,2,147,0,18,264,0,432,414
515432,2,3,0,6,96,0,99,96
515500,2,21,0,18,204,0,246,225
515600,2,42,0,48,378,0,468,420
515700,2,0,0,18,321,3,339,324
515801,2,0,0,21,294,3,318,300
515802,2,3,0,18,216,0,240,219
515901,2,0,0,18,246,0,267,249
515902,2,60,0,57,663,3,783,726
516001,2,0,3,12,135,0,147,138
516002,2,9,0,21,303,0,333,312
516003,2,6,0,30,405,0,444,414
516101,2,15,0,15,270,0,300,282
516102,2,15,0,6,222,0,246,237
516201,2,18,0,3,198,0,222,216
516202,2,3,0,18,195,0,216,198
516301,2,81,3,27,543,0,657,627
516302,2,6,0,21,267,0,294,273
516400,2,306,0,27,405,3,744,717
516500,2,9,0,39,615,3,666,624
516601,2,3,0,15,276,0,297,279
516602,2,6,0,9,267,0,279,270
516700,2,9,0,15,363,0,393,378
516800,2,6,3,9,165,0,177,171
516900,2,72,3,15,315,3,405,393
517001,2,453,0,27,201,0,687,660
517002,2,366,0,9,96,0,477,468
517100,2,636,0,24,114,3,777,753
517201,2,21,3,45,480,3,549,504
517202,2,0,0,3,18,0,21,18
517400,2,3,3,24,348,3,378,351
517500,2,30,0,36,588,0,654,618
517600,2,18,3,66,690,6,780,714
517701,2,36,3,36,414,0,489,450
517702,2,60,3,60,546,0,669,609
517703,2,108,3,45,384,3,540,495
517800,2,84,0,33,555,3,672,642
517901,2,60,3,30,324,3,420,393
517902,2,192,0,27,213,6,438,411
517903,2,99,3,33,324,3,468,432
518101,2,3,3,51,531,6,597,543
518102,2,9,0,30,543,3,588,558
518201,2,12,9,54,666,0,744,690
518202,2,0,0,30,345,0,375,345
518301,2,0,0,21,408,3,432,411
518302,2,84,0,18,438,3,543,528
518500,2,342,6,48,432,0,831,783
518600,2,27,0,18,399,3,447,429
518701,2,57,0,33,540,3,633,600
518702,2,3,3,24,321,12,360,336
518801,2,306,3,39,156,9,513,474
518802,2,228,0,21,126,0,378,357
518803,2,333,6,33,276,12,657,627
518901,2,21,0,24,360,3,408,384
518902,2,48,0,12,246,0,312,297
519001,2,0,0,12,183,0,198,186
519002,2,225,3,15,222,0,465,447
519200,2,0,3,33,369,0,408,375
519300,2,21,0,12,171,0,207,195
519400,2,159,0,36,474,0,669,633
519500,2,9,0,9,84,0,102,93
519710,2,108,0,57,489,3,660,600
519720,2,69,0,21,423,0,513,492
519810,2,21,0,21,330,9,378,360
519820,2,195,3,39,396,3,636,597
519900,2,330,0,15,225,0,573,558
520000,2,132,3,18,351,3,507,489
520201,2,66,0,45,717,6,828,783
520202,2,12,0,21,294,0,327,303
520301,2,54,0,33,246,3,339,306
520302,2,15,0,21,378,0,414,393
520303,2,102,0,36,375,9,519,483
520401,2,87,0,36,537,3,663,627
520402,2,72,0,45,507,9,627,582
520500,2,228,0,51,390,6,672,621
520601,2,489,0,21,186,3,702,681
520602,2,9,3,39,324,6,378,339
520801,2,9,0,45,837,3,894,849
520803,2,0,0,0,0,0,0,0
520804,2,0,0,0,0,0,0,0
520900,2,0,0,0,0,0,6,6
521000,2,0,0,6,54,15,75,66
521111,2,0,0,6,54,0,63,57
521112,2,0,0,3,36,0,36,36
521114,2,0,0,0,12,0,12,12
521115,2,0,0,0,15,0,15,15
521116,2,0,0,3,27,0,30,27
521117,2,0,0,3,39,0,45,42
521121,2,0,0,6,99,3,102,99
521122,2,0,0,18,312,0,330,315
521131,2,0,0,6,69,0,81,69
521132,2,0,3,3,135,3,144,141
521134,2,0,0,0,15,0,15,15
521135,2,0,0,0,78,0,81,81
521136,2,0,0,0,36,3,42,39
521151,2,0,0,6,111,3,120,111
521152,2,0,3,3,87,3,93,90
521153,2,0,0,6,99,3,105,102
521160,2,0,0,0,42,0,45,42
521201,2,0,0,3,39,3,42,39
521202,2,0,0,0,30,0,33,33
521203,2,0,0,0,12,0,15,15
521301,2,3,0,12,162,3,183,171
521302,2,0,0,0,24,0,27,24
521501,2,0,0,6,177,0,189,180
521502,2,0,0,12,243,0,252,246
521601,2,3,0,12,210,0,225,213
521602,2,15,21,27,549,0,612,588
521801,2,93,0,66,288,9,459,393
521802,2,138,0,57,336,6,537,480
521803,2,60,0,24,141,6,231,207
521901,2,168,3,81,423,18,693,612
521902,2,0,0,0,0,0,3,0
522100,2,117,0,39,378,6,546,507
522201,2,84,15,60,438,6,603,543
522202,2,45,27,39,399,3,513,474
522301,2,15,0,33,270,3,321,285
522302,2,138,0,66,354,12,570,504
522400,2,33,0,48,336,3,420,375
522601,2,0,0,15,306,9,336,318
522603,2,0,0,3,72,0,75,72
522604,2,0,0,6,141,0,150,141
522605,2,0,0,0,0,0,0,0
522711,2,15,0,15,240,0,273,258
522712,2,6,0,18,282,0,300,288
522721,2,0,0,6,81,0,93,84
522722,2,9,0,27,318,0,351,324
522723,2,21,0,9,195,0,228,219
522730,2,18,0,12,189,0,219,207
522810,2,0,0,18,234,0,252,234
522820,2,0,0,6,171,0,177,171
522910,2,12,9,12,261,3,297,282
522920,2,39,27,24,357,0,447,423
523000,2,30,0,33,387,3,453,420
523101,2,0,0,12,282,0,297,282
523102,2,0,0,15,144,0,159,144
523105,2,0,0,6,102,0,108,105
523106,2,0,0,12,192,0,201,189
523107,2,0,0,18,120,0,138,120
523109,2,0,0,36,291,3,330,294
523110,2,0,0,3,48,0,48,48
523112,2,0,0,0,15,0,15,15
523113,2,18,3,90,540,6,654,564
523114,2,3,0,21,186,0,213,189
523115,2,3,0,18,195,0,213,195
523116,2,0,0,0,0,0,0,0
523201,2,0,0,3,72,0,75,72
523202,2,0,0,3,102,0,105,102
523300,2,0,3,12,312,0,327,315
523402,2,264,0,18,63,3,348,330
523403,2,105,0,3,21,0,132,129
523404,2,0,0,6,45,3,54,48
523501,2,129,0,9,30,3,171,159
523502,2,321,30,36,129,6,525,489
523601,2,195,36,24,102,6,360,339
523602,2,285,0,21,99,3,411,387
523711,2,276,3,27,171,3,480,450
523712,2,174,0,36,369,3,582,543
523713,2,0,0,6,54,3,63,60
523721,2,135,0,21,162,3,318,300
523722,2,105,0,30,228,6,369,339
523813,2,0,0,3,69,0,75,69
523814,2,12,3,12,183,0,213,201
523816,2,102,0,24,183,3,312,288
523817,2,72,0,12,168,9,258,249
523818,2,0,0,0,18,0,18,15
523819,2,0,0,0,24,0,27,27
523820,2,33,0,9,228,0,270,261
523911,2,126,0,36,270,3,435,399
523912,2,54,0,36,270,42,399,363
523920,2,48,24,42,258,3,372,333
524001,2,21,3,12,207,0,237,228
524002,2,111,51,33,318,6,519,489
524111,2,135,0,12,108,3,258,249
524112,2,171,9,18,93,3,297,276
524121,2,168,0,6,42,3,216,210
524122,2,306,0,24,108,6,441,417
524200,2,201,3,39,288,9,540,501
524301,2,87,0,33,369,6,495,462
524302,2,135,0,18,192,3,351,330
524303,2,81,0,63,387,12,543,483
524402,2,27,0,0,0,0,27,27
524403,2,123,0,12,66,3,201,189
524404,2,90,0,21,78,6,198,177
524405,2,105,0,9,96,3,213,204
524510,2,246,0,21,57,0,327,306
524520,2,204,33,36,162,3,438,405
524530,2,192,15,42,261,9,522,483
524602,2,348,21,36,153,6,561,528
524603,2,12,6,54,258,3,333,282
524604,2,0,3,12,72,3,90,78
524711,2,129,0,6,144,3,282,276
524712,2,90,0,12,102,0,204,192
524713,2,105,0,27,183,6,321,297
524720,2,150,0,54,426,6,639,582
524811,2,45,0,30,285,3,363,333
524812,2,189,0,45,258,9,501,453
524821,2,147,0,27,189,6,369,342
524822,2,258,3,42,291,12,606,567
524901,2,12,0,33,285,0,333,300
524902,2,48,18,18,171,6,267,249
525001,2,54,3,36,375,0,471,438
525002,2,54,0,21,222,3,300,279
525101,2,105,48,27,315,6,501,474
525102,2,78,0,21,288,6,393,372
525201,2,0,3,6,159,0,168,165
525202,2,0,0,6,75,0,81,75
525410,2,39,0,24,273,0,336,312
525420,2,18,21,21,279,3,342,324
525510,2,93,0,12,123,0,228,216
525520,2,12,0,12,111,0,135,123
525530,2,96,0,18,174,3,297,276
525540,2,3,0,6,135,0,144,138
525610,2,216,0,57,363,9,645,588
525620,2,27,3,9,174,3,222,210
525630,2,72,0,21,297,0,396,372
525700,2,105,3,9,126,3,246,240
525910,2,135,42,57,555,12,795,744
525921,2,21,9,54,444,3,531,477
525922,2,6,0,21,201,3,231,210
526103,2,9,21,15,186,9,234,219
526104,2,12,0,21,243,9,285,261
526105,2,0,0,0,33,0,33,33
526106,2,0,0,0,6,0,9,9
526200,2,33,12,21,240,9,315,294
526400,2,0,0,0,0,0,0,0
526500,2,9,3,24,297,9,342,315
526601,2,0,0,6,141,6,153,147
526602,2,0,0,3,99,0,105,102
526603,2,0,0,0,42,0,45,42
526701,2,6,0,6,171,6,189,186
526702,2,0,3,6,57,0,66,60
526900,2,3,0,0,93,12,111,108
527004,2,0,3,3,69,0,72,69
527005,2,0,0,0,0,0,6,0
527006,2,18,0,6,138,0,162,156
527007,2,21,0,12,123,0,153,144
527008,2,3,0,12,126,0,135,126
527009,2,39,0,3,120,0,162,159
527111,2,0,0,3,132,3,138,132
527112,2,6,3,3,30,3,42,39
527122,2,0,0,3,51,3,57,54
527123,2,0,6,9,156,9,177,165
527124,2,0,0,0,15,6,18,18
527125,2,0,0,3,123,6,132,129
527131,2,0,3,3,174,6,186,183
527133,2,0,0,3,129,3,135,132
527134,2,0,0,0,0,0,6,0
527210,2,0,3,6,114,3,126,120
527221,2,0,0,0,60,3,63,63
527222,2,0,0,12,75,3,87,78
527401,2,132,3,27,177,12,351,321
527402,2,60,9,33,312,12,426,393
527501,2,24,0,9,174,0,210,201
527502,2,6,36,18,231,3,294,276
527503,2,0,9,9,72,0,90,81
527504,2,12,12,6,198,3,225,222
527505,2,27,0,12,252,0,294,282
527600,2,0,0,9,24,0,33,24
527700,2,6,9,9,129,0,153,144
527810,2,0,0,0,24,0,24,24
527820,2,0,0,0,129,0,126,129
527912,2,0,3,3,45,0,51,48
527913,2,0,3,3,81,0,87,81
527914,2,0,0,6,99,0,105,99
527915,2,0,3,9,54,0,69,63
527916,2,0,3,3,39,0,42,39
527917,2,0,0,0,6,0,6,6
527921,2,0,0,0,18,0,21,18
527922,2,0,0,3,42,0,48,45
527923,2,0,0,0,30,0,30,30
527924,2,0,0,3,24,0,21,21
527925,2,0,0,15,30,15,60,48
527931,2,0,0,3,27,0,27,24
527932,2,0,0,3,51,0,51,51
527934,2,0,0,9,123,0,132,123
527935,2,0,0,3,36,0,36,36
527936,2,0,0,0,36,0,36,36
527937,2,0,0,0,9,0,9,12
528000,2,0,0,3,51,0,57,54
528200,2,96,6,30,351,9,492,465
528310,2,102,6,24,426,0,555,531
528320,2,18,0,3,129,0,150,150
528402,2,36,0,3,141,0,177,177
528403,2,0,3,3,18,0,21,21
528405,2,0,0,0,18,0,21,21
528406,2,3,0,0,9,0,15,15
528501,2,33,24,18,363,3,438,423
528503,2,120,0,12,252,0,384,369
528504,2,39,3,15,252,0,312,294
528505,2,30,0,6,69,0,105,99
528601,2,12,15,6,186,0,222,213
528602,2,36,21,24,339,0,423,399
528700,2,21,0,27,297,0,345,318
528800,2,63,18,51,447,6,588,537
528900,2,12,3,54,339,9,414,360
529000,2,30,30,54,510,6,630,576
529100,2,21,3,45,561,9,639,594
529200,2,57,15,24,462,3,558,534
529300,2,12,0,21,393,3,435,411
529401,2,33,39,6,132,0,207,201
529402,2,60,0,9,186,0,255,246
529501,2,102,18,6,99,0,228,222
529502,2,171,0,12,135,0,321,312
529503,2,66,0,18,228,0,315,297
529600,2,15,6,9,132,0,165,156
529700,2,33,3,126,621,12,792,669
529800,2,93,24,24,264,3,414,387
529900,2,15,12,63,372,6,468,405
530000,2,198,36,21,333,3,591,570
530100,2,45,24,54,363,12,495,441
530200,2,102,6,60,540,6,717,654
530300,2,75,33,66,591,9,777,708
530400,2,147,0,30,360,6,543,510
530500,2,30,3,111,732,12,888,780
530600,2,12,24,15,327,0,378,363
530700,2,3,0,33,396,3,438,405
530800,2,0,3,12,180,0,198,186
531001,2,6,0,6,90,0,102,99
531002,2,39,6,15,237,6,303,288
531003,2,30,0,12,183,0,228,213
531004,2,42,21,12,189,0,264,252
531100,2,0,3,3,30,3,42,36
531200,2,48,18,15,177,15,273,258
531301,2,0,0,3,69,0,75,72
531303,2,0,0,0,30,0,30,30
531304,2,0,0,6,237,0,246,240
531500,2,0,0,3,36,9,45,45
531600,2,0,0,3,27,3,36,30
531710,2,3,0,3,30,3,36,36
531720,2,0,0,3,108,3,117,114
531731,2,0,0,3,81,3,87,84
531732,2,0,0,3,12,6,18,18
531800,2,0,0,6,78,0,87,81
532000,2,99,12,36,345,24,513,480
532200,2,0,0,0,9,0,6,9
532300,2,0,0,0,18,0,18,18
532400,2,0,0,0,0,0,6,6
532501,2,0,0,0,93,3,99,99
532502,2,0,0,3,36,3,39,36
532601,2,0,0,3,48,9,63,60
532602,2,0,0,0,27,12,39,39
532700,2,0,0,6,57,0,66,60
532901,2,42,0,6,75,12,135,129
532902,2,54,30,15,207,15,321,306
532903,2,6,0,3,42,6,57,51
532904,2,3,0,3,42,3,45,45
533000,2,3,3,33,420,9,468,435
533100,2,0,6,9,144,3,159,153
533200,2,0,0,12,261,9,282,270
533300,2,6,0,27,321,6,360,333
533400,2,0,0,6,114,0,117,111
533501,2,24,6,15,270,12,327,312
533502,2,141,0,15,291,9,453,438
533602,2,0,0,0,45,0,45,48
533603,2,0,0,9,216,3,228,219
533604,2,0,0,9,78,3,84,81
533800,2,0,9,3,66,12,93,87
533901,2,0,0,6,156,9,174,168
533902,2,0,0,3,78,0,81,81
533903,2,0,0,3,36,0,42,42
534100,2,0,12,9,171,3,195,186
534200,2,0,0,6,171,0,177,171
534300,2,42,12,18,267,6,348,330
534400,2,57,15,27,348,15,462,432
534500,2,0,0,6,177,0,186,180
534602,2,0,0,0,15,0,18,18
534603,2,0,0,6,171,0,174,171
534604,2,0,0,15,324,3,342,330
534800,2,39,27,15,207,12,303,285
534901,2,57,15,9,153,3,237,228
534902,2,15,18,21,225,6,282,264
535000,2,9,0,6,33,0,48,45
535100,2,0,12,3,60,0,75,69
535211,2,0,0,0,15,0,15,15
535212,2,0,0,0,18,0,18,21
535220,2,0,0,6,150,3,159,153
535231,2,0,0,3,57,0,60,54
535232,2,0,0,0,81,3,84,81
535241,2,0,0,6,135,3,144,141
535242,2,0,0,3,72,0,75,72
535250,2,0,0,9,138,0,147,138
535261,2,0,0,0,57,0,57,60
535262,2,0,0,0,33,0,36,33
535310,2,3,6,18,111,15,156,141
535320,2,12,3,6,51,6,75,72
535330,2,12,21,21,159,18,237,216
535340,2,0,12,33,165,9,222,189
535350,2,0,9,12,66,3,87,75
535360,2,3,0,24,201,3,234,210
535370,2,3,0,18,147,6,177,156
535380,2,0,0,0,9,0,6,9
535501,2,21,9,15,195,3,240,228
535502,2,27,21,18,246,3,315,300
535600,2,24,12,30,282,15,363,333
535700,2,0,0,3,39,0,39,36
535800,2,12,9,30,246,3,303,276
535900,2,0,0,6,81,3,90,84
536000,2,0,3,9,162,0,174,165
536201,2,12,0,27,399,0,444,414
536202,2,0,0,30,339,0,372,342
536203,2,15,0,12,120,3,153,141
536400,2,0,0,0,42,0,42,42
536503,2,0,0,6,126,0,135,129
536505,2,0,0,0,30,0,33,33
536506,2,0,0,0,0,0,0,0
536508,2,0,0,0,0,0,0,0
536509,2,0,0,0,0,0,0,0
