meshblock_id,census_year_id,females,males,total
2570300,2,105,90,195
2570400,2,69,69,138
2570500,2,69,57,126
2570600,2,45,42,87
2570700,2,51,42,96
2570800,2,63,51,117
2570900,2,63,78,141
2571000,2,48,39,87
2571100,2,54,75,126
2571201,2,6,6,12
2571202,2,21,24,48
2571300,2,54,42,93
2571400,2,48,51,96
2571500,2,45,60,108
2571600,2,60,75,132
2571700,2,60,57,114
2571800,2,48,48,93
2571900,2,54,48,102
2572001,2,117,111,228
2572002,2,57,51,111
2572102,2,114,138,252
2572103,2,18,15,33
2572104,2,0,0,0
2572105,2,51,33,81
2572106,2,36,30,66
2572200,2,0,0,0
2572300,2,39,30,69
2572401,2,90,81,171
2572402,2,39,36,78
2572500,2,90,81,171
2572601,2,99,96,198
2572602,2,66,48,114
2572700,2,96,90,186
2572802,2,51,51,102
2572803,2,138,123,258
2572804,2,36,36,69
2572805,2,36,21,57
2572806,2,0,0,0
2572900,2,0,0,0
2573000,2,42,48,90
2573102,2,57,57,114
2573103,2,45,42,87
2573104,2,48,42,90
2573105,2,21,27,48
2573200,2,120,135,258
2573300,2,33,48,81
2573400,2,51,42,96
2573500,2,117,111,228
2573601,2,36,30,69
2573602,2,27,27,54
2573700,2,99,102,201
2573800,2,75,84,159
2573900,2,69,60,129
2574000,2,51,42,90
2574100,2,42,42,81
2574200,2,75,63,138
2574300,2,87,90,177
2574400,2,66,69,135
2574500,2,21,24,48
2574600,2,51,48,99
2574700,2,72,63,138
2574800,2,78,96,171
2574900,2,57,54,111
2575000,2,93,84,180
2575100,2,18,21,42
2575200,2,57,60,117
2575300,2,36,36,72
2575400,2,69,72,141
2575500,2,36,39,75
2575600,2,66,69,135
2575700,2,57,63,117
2575800,2,72,72,141
2575900,2,87,96,183
2576000,2,39,36,72
2576100,2,78,90,168
2576200,2,48,48,96
2576300,2,66,51,117
2576400,2,54,69,123
2576502,2,105,93,201
2576505,2,12,12,21
2576506,2,27,27,57
2576507,2,24,21,45
2576508,2,33,27,60
2576509,2,45,42,87
2576510,2,57,51,108
2576511,2,36,30,66
2576512,2,33,27,57
2576513,2,21,15,36
2576601,2,111,141,252
2576604,2,36,30,69
2576605,2,39,36,75
2576606,2,12,6,18
2576607,2,39,39,75
2576608,2,33,27,60
2576700,2,72,72,144
2576800,2,48,42,87
2576901,2,66,63,132
2576902,2,75,78,150
2577001,2,105,78,183
2577002,2,102,75,174
2577100,2,84,99,183
2577203,2,24,24,48
2577204,2,39,21,60
2577205,2,57,48,102
2577206,2,51,45,96
2577207,2,63,36,99
2577300,2,45,39,87
2577400,2,54,54,108
2577500,2,51,42,93
2577600,2,51,42,93
2577700,2,39,36,78
2577801,2,48,39,90
2577802,2,66,72,138
2577900,2,51,54,105
2578000,2,72,81,156
2578100,2,66,75,138
2578200,2,57,45,102
2578300,2,51,57,108
2578400,2,36,42,78
2578500,2,51,48,99
2578600,2,39,30,66
2578700,2,108,87,195
2578800,2,6,9,12
2578901,2,51,45,96
2578902,2,36,27,60
2578903,2,6,6,12
2579000,2,51,48,102
2579101,2,45,36,81
2579102,2,30,27,60
2579201,2,84,54,141
2579202,2,87,57,144
2579203,2,75,81,153
2579300,2,135,108,240
2579401,2,66,51,117
2579402,2,48,39,87
2579403,2,54,48,102
2579501,2,6,6,9
2579502,2,39,36,75
2579600,2,81,72,150
2579700,2,105,105,210
2579800,2,0,0,0
2579900,2,117,99,216
2580000,2,6,9,15
2580100,2,6,6,9
2580200,2,159,129,288
2580301,2,48,57,105
2580303,2,69,69,135
2580304,2,33,30,66
2580305,2,12,9,24
2580306,2,132,108,240
2580400,2,63,69,129
2580500,2,93,96,189
2580600,2,57,60,117
2580700,2,54,66,117
2580800,2,66,48,114
2580900,2,45,54,99
2581000,2,45,48,96
2581100,2,39,45,84
2581200,2,48,42,93
2581300,2,42,42,84
2581400,2,78,63,141
2581500,2,12,12,27
2581600,2,21,21,42
2581700,2,111,111,222
2581800,2,21,21,42
2581900,2,27,33,60
2582000,2,57,54,114
2582100,2,54,48,99
2582200,2,72,75,147
2582300,2,81,72,153
2582400,2,36,36,72
2582501,2,0,0,0
2582503,2,72,63,135
2582504,2,12,9,21
2582600,2,12,9,24
2582700,2,78,69,150
2582800,2,87,81,165
2582900,2,72,69,141
2583000,2,39,30,69
2583100,2,120,99,219
2583200,2,54,48,99
2583300,2,42,36,78
2583400,2,99,84,183
2583500,2,33,39,72
2583600,2,18,18,39
2583700,2,39,48,87
2583801,2,39,39,78
2583802,2,42,36,78
2583803,2,45,42,90
2583900,2,81,81,162
2584000,2,39,24,63
2584100,2,54,63,117
2584200,2,57,63,117
2584300,2,36,42,75
2584400,2,60,48,105
2584500,2,63,54,117
2584600,2,9,6,18
2584700,2,60,51,111
2584800,2,117,78,195
2584900,2,99,75,174
2585000,2,93,84,177
2585100,2,90,72,165
2585200,2,84,81,168
2585300,2,27,21,48
2585400,2,18,24,39
2585500,2,84,87,174
2585600,2,75,75,150
2585700,2,84,72,159
2585800,2,30,27,57
2585900,2,87,72,159
2586000,2,57,72,129
2586100,2,78,60,135
2586200,2,3,3,6
2586300,2,39,45,87
2586400,2,6,12,15
2586500,2,30,36,66
2586600,2,63,66,132
2586700,2,15,21,33
2586800,2,18,21,42
2586900,2,27,45,72
2587000,2,6,9,18
2587100,2,60,51,111
2587200,2,18,18,36
2587300,2,51,60,111
2587400,2,39,39,81
2587500,2,57,51,108
2587600,2,72,72,141
2587700,2,54,57,111
2587800,2,51,54,105
2587900,2,81,78,159
2588000,2,72,72,141
2588100,2,45,42,90
2588200,2,75,57,132
2588300,2,51,60,111
2588400,2,15,15,30
2588500,2,48,51,96
2588600,2,57,45,102
2588700,2,87,81,171
2588800,2,99,84,183
2588900,2,6,6,12
2589000,2,0,0,3
2589101,2,0,0,0
2589102,2,0,0,0
2589201,2,42,36,78
2589203,2,99,57,150
2589204,2,30,18,48
2589205,2,3,9,9
2589206,2,12,6,18
2589207,2,18,15,33
2589300,2,96,84,183
2589402,2,48,51,96
2589403,2,87,81,165
2589404,2,69,72,141
2589405,2,54,42,96
2589406,2,102,102,204
2589407,2,81,66,150
2589500,2,93,99,192
2589600,2,24,30,51
2589700,2,27,24,54
2589800,2,105,66,171
2589900,2,72,57,132
2590000,2,54,57,111
2590100,2,123,111,234
2590202,2,81,78,162
2590203,2,9,6,15
2590204,2,63,72,135
2590301,2,108,102,210
2590302,2,9,6,12
2590400,2,48,54,102
2590500,2,39,27,66
2590600,2,108,102,210
2590700,2,42,36,78
2590800,2,84,78,165
2590901,2,30,30,60
2590902,2,36,42,75
2590903,2,45,42,87
2590904,2,27,24,51
2591000,2,57,39,96
2591100,2,57,36,93
2591200,2,90,87,177
2591300,2,78,72,153
2591401,2,72,75,144
2591402,2,87,78,165
2591500,2,12,12,24
2591601,2,66,57,117
2591603,2,3,21,24
2591604,2,30,27,57
2591605,2,39,39,81
2591701,2,33,36,72
2591702,2,48,30,78
2591703,2,51,48,99
2591704,2,21,21,45
2591705,2,12,9,24
2591800,2,30,24,51
2591900,2,45,51,96
2592000,2,138,78,216
2592100,2,99,96,195
2592200,2,78,75,153
2592300,2,57,57,114
2592400,2,102,81,183
2592500,2,54,48,99
2592600,2,72,78,147
2592700,2,147,135,282
2592800,2,57,57,114
2592900,2,87,90,177
2593000,2,48,54,105
2593100,2,45,36,81
2593200,2,45,36,78
2593301,2,12,18,30
2593302,2,36,33,69
2593303,2,27,24,51
2593304,2,15,9,24
2593400,2,39,36,72
2593500,2,54,54,108
2593600,2,45,36,81
2593700,2,72,69,141
2593800,2,51,48,99
2593901,2,99,93,192
2593902,2,36,30,60
2594000,2,27,24,51
2594100,2,66,63,129
2594200,2,105,96,204
2594300,2,66,66,132
2594400,2,33,33,66
2594500,2,36,36,69
2594600,2,63,60,123
2594700,2,33,30,60
2594800,2,72,66,135
2594900,2,45,45,90
2595000,2,54,45,96
2595100,2,45,45,93
2595200,2,24,21,42
2595300,2,48,36,84
2595400,2,18,33,51
2595500,2,60,51,114
2595600,2,45,39,84
2595700,2,51,48,99
2595800,2,42,48,90
2595900,2,117,87,201
2596000,2,66,63,126
2596100,2,87,72,159
2596200,2,60,63,123
2596300,2,60,60,120
2596400,2,30,33,60
2596501,2,27,24,54
2596502,2,24,24,48
2596600,2,69,66,135
2596700,2,45,48,96
2596800,2,39,33,75
2596900,2,57,48,108
2597000,2,63,63,126
2597100,2,39,42,81
2597200,2,51,33,84
2597300,2,42,30,72
2597400,2,72,66,138
2597500,2,36,42,78
2597600,2,48,45,96
2597700,2,51,54,105
2597800,2,69,54,123
2597900,2,42,45,90
2598000,2,33,39,72
2598100,2,69,51,120
2598200,2,27,21,51
2598301,2,21,18,39
2598302,2,3,9,9
2598401,2,12,12,21
2598402,2,69,21,90
2598403,2,21,9,27
2598404,2,24,21,48
2598405,2,12,12,24
2598500,2,36,33,72
2598600,2,180,129,312
2598700,2,72,75,147
2598800,2,66,57,123
2598900,2,0,0,3
2599000,2,90,69,162
2599100,2,99,90,186
2599200,2,87,66,153
2599300,2,99,87,189
2599400,2,96,69,162
2599500,2,75,60,132
2599600,2,60,39,99
2599700,2,48,51,99
2599800,2,21,21,45
2599900,2,36,30,69
2600000,2,60,51,111
2600100,2,87,66,159
2600200,2,48,60,111
2600300,2,102,90,192
2600401,2,63,60,120
2600402,2,45,48,96
2600500,2,42,45,90
2600600,2,42,48,87
2600700,2,42,42,87
2600800,2,33,27,63
2600900,2,108,96,207
2601001,2,84,60,144
2601002,2,90,60,153
2601100,2,57,51,108
2601200,2,63,57,120
2601300,2,78,63,141
2601400,2,57,42,99
2601500,2,60,45,102
2601600,2,87,69,156
2601700,2,39,36,75
2601800,2,66,54,120
2601900,2,60,54,117
2602000,2,60,51,108
2602100,2,54,51,105
2602200,2,66,60,126
2602300,2,78,54,132
2602400,2,66,60,129
2602500,2,69,60,129
2602600,2,75,78,156
2602700,2,57,54,114
2602801,2,93,96,192
2602802,2,69,48,114
2602900,2,78,69,150
2603000,2,117,105,225
2603100,2,66,63,129
2603200,2,69,60,129
2603301,2,87,72,162
2603302,2,18,15,33
2603303,2,18,12,30
2603400,2,111,90,201
2603500,2,72,66,138
2603603,2,36,36,75
2603604,2,51,36,90
2603605,2,27,27,54
2603606,2,30,30,60
2603607,2,24,18,36
2603608,2,21,12,33
2603700,2,30,36,69
2603800,2,87,81,168
2603900,2,57,48,105
2604000,2,63,57,123
2604100,2,45,48,93
2604200,2,75,60,138
2604300,2,54,30,81
2604400,2,72,69,141
2604504,2,132,111,243
2604505,2,39,33,75
2604506,2,63,57,120
2604507,2,3,6,12
2604508,2,33,36,72
2604509,2,60,72,132
2604510,2,93,96,189
2604511,2,18,15,33
2604512,2,42,42,84
2604513,2,36,36,72
2604514,2,90,78,171
2604515,2,108,51,159
2604600,2,42,48,90
2604700,2,57,57,111
2604801,2,69,42,111
2604802,2,54,48,102
2604803,2,54,42,96
2604804,2,30,27,54
2604900,2,93,87,183
2605000,2,120,126,243
2605100,2,75,63,141
2605200,2,81,78,159
2605300,2,33,33,69
2605400,2,69,54,123
2605500,2,105,108,213
2605600,2,75,69,144
2605700,2,57,39,96
2605800,2,57,36,90
2605900,2,66,54,120
2606001,2,21,24,48
2606002,2,36,30,69
2606003,2,27,18,45
2606100,2,45,48,90
2606200,2,36,48,84
2606300,2,36,33,66
2606400,2,0,0,0
2606500,2,6,3,12
2606600,2,90,99,192
2606700,2,42,45,90
2606800,2,3,6,9
2606900,2,9,12,21
2607000,2,87,81,168
2607100,2,123,114,231
2607200,2,0,0,0
2607300,2,0,0,3
2607400,2,75,72,147
2607500,2,27,39,66
2607600,2,21,24,48
2607700,2,66,57,126
2607800,2,81,72,156
2607900,2,75,69,144
2608000,2,57,54,111
2608100,2,63,63,129
2608200,2,27,27,57
2608300,2,0,0,0
2608400,2,0,18,21
2608500,2,72,93,162
2608600,2,66,84,150
2608700,2,117,126,240
2608800,2,99,108,204
2608900,2,90,99,186
2609000,2,51,51,105
2609100,2,72,63,132
2609200,2,72,75,144
2609300,2,75,81,153
2609400,2,63,69,129
2609500,2,108,96,207
2609600,2,72,78,150
2609700,2,105,114,222
2609800,2,63,69,132
2609900,2,57,51,108
2610000,2,63,57,120
2610100,2,42,42,84
2610200,2,30,27,57
2610300,2,69,72,141
2610400,2,51,45,96
2610500,2,84,84,168
2610600,2,42,36,81
2610700,2,51,54,105
2610800,2,84,81,165
2610900,2,48,30,78
2611000,2,84,84,168
2611100,2,54,57,111
2611200,2,135,66,207
2611300,2,96,72,168
2611400,2,90,105,198
2611500,2,27,18,45
2611601,2,0,0,0
2611602,2,24,21,45
2611603,2,48,54,102
2611701,2,30,18,48
2611702,2,27,33,60
2611703,2,24,18,45
2611704,2,45,39,84
2611705,2,33,24,57
2611800,2,39,36,72
2611900,2,39,36,72
2612000,2,45,48,90
2612100,2,36,27,66
2612200,2,96,81,174
2612300,2,45,42,87
2612400,2,36,42,81
2612501,2,36,36,75
2612502,2,21,18,42
2612600,2,102,102,204
2612700,2,48,45,96
2612800,2,57,69,126
2612900,2,120,114,234
2613000,2,90,87,174
2613100,2,42,45,87
2613200,2,69,72,138
2613300,2,69,72,144
2613400,2,54,45,102
2613500,2,63,69,135
2613600,2,48,48,93
2613700,2,75,63,141
2613800,2,36,60,99
2613900,2,63,48,114
2614000,2,63,45,111
2614100,2,66,60,126
2614200,2,54,57,108
2614300,2,54,57,114
2614400,2,102,96,195
2614500,2,36,39,75
2614601,2,33,27,63
2614602,2,18,9,27
2614603,2,54,30,81
2614604,2,18,33,51
2614700,2,45,39,87
2614800,2,57,60,120
2614900,2,84,78,162
2615000,2,60,72,132
2615100,2,33,33,66
2615200,2,66,66,129
2615300,2,51,42,93
2615400,2,81,75,159
2615500,2,105,96,201
2615600,2,54,54,108
2615700,2,39,33,69
2615800,2,102,87,189
2615901,2,42,27,66
2615902,2,60,63,123
2616000,2,0,0,6
2616100,2,0,0,0
2616200,2,0,0,0
2616300,2,18,30,45
2616400,2,0,0,0
2616500,2,0,0,0
2616600,2,0,0,3
2616700,2,0,0,0
2616800,2,0,0,0
2616900,2,0,6,6
2617000,2,0,0,0
2617100,2,0,0,3
2617201,2,21,21,39
2617202,2,36,33,72
2617203,2,15,12,27
2617204,2,27,33,60
2617300,2,0,0,0
2617400,2,0,0,0
2617500,2,3,3,9
2617601,2,0,0,3
2617602,2,3,6,9
2617700,2,6,6,12
2617800,2,0,0,3
2617900,2,0,0,3
2618000,2,0,0,0
2618100,2,0,0,0
2618200,2,0,0,0
2618300,2,3,3,6
2618400,2,0,0,0
2618500,2,0,0,0
2618600,2,0,0,3
2618700,2,3,6,9
2618800,2,0,0,3
2618900,2,0,3,6
2619000,2,0,0,0
2619100,2,0,0,0
2619200,2,15,21,39
2619300,2,60,69,129
2619400,2,45,45,90
2619500,2,30,21,51
2619600,2,57,66,120
2619700,2,51,48,96
2619800,2,54,51,105
2619901,2,21,36,57
2619902,2,48,36,87
2619903,2,48,42,90
2620000,2,63,63,126
2620100,2,66,72,138
2620200,2,21,12,36
2620300,2,84,30,111
2620400,2,54,54,108
2620500,2,27,30,60
2620600,2,21,12,33
2620700,2,9,15,24
2620801,2,48,33,78
2620802,2,18,21,42
2620803,2,21,15,39
2620900,2,42,33,75
2621000,2,42,45,90
2621100,2,9,9,21
2621200,2,57,54,111
2621300,2,36,48,87
2621400,2,51,42,93
2621501,2,42,42,84
2621502,2,45,51,96
2621503,2,48,39,87
2621601,2,33,30,60
2621602,2,39,30,66
2621603,2,42,42,84
2621701,2,114,51,168
2621702,2,21,24,45
2621703,2,30,24,54
2621800,2,51,39,90
2621900,2,54,60,114
2622000,2,81,45,129
2622100,2,45,27,72
2622200,2,24,24,51
2622300,2,75,60,135
2622400,2,132,60,195
2622500,2,96,45,141
2622600,2,114,78,192
2622701,2,39,36,78
2622702,2,42,45,87
2622703,2,51,33,84
2622801,2,39,33,75
2622802,2,30,30,63
2622803,2,33,30,66
2622900,2,93,63,159
2623000,2,69,57,126
2623100,2,36,33,69
2623200,2,63,60,126
2623300,2,123,111,234
2623400,2,0,3,3
2623500,2,0,0,0
2623600,2,0,0,6
2623700,2,9,9,21
2623800,2,0,0,0
2623900,2,0,0,3
2624000,2,0,0,3
2624100,2,0,0,3
2624200,2,69,87,159
2624301,2,39,42,78
2624302,2,21,24,48
2624401,2,63,69,132
2624402,2,24,39,66
2624501,2,15,21,33
2624502,2,42,33,78
2624601,2,21,9,30
2624602,2,15,21,39
2624700,2,42,51,93
2624801,2,24,33,57
2624802,2,27,24,48
2624803,2,39,42,84
2624804,2,24,15,39
2624805,2,30,21,51
2624900,2,102,75,177
2625000,2,45,45,93
2625100,2,84,90,174
2625200,2,51,48,99
2625300,2,57,42,102
2625400,2,75,63,135
2625500,2,54,42,93
2625600,2,33,36,69
2625700,2,69,54,120
2625800,2,90,75,165
2625900,2,111,96,210
2626000,2,84,75,156
2626100,2,54,60,114
2626200,2,63,54,117
2626300,2,54,42,99
2626400,2,75,51,129
2626500,2,21,21,45
2626600,2,102,84,186
2626700,2,96,69,165
2626800,2,18,18,39
2626900,2,78,78,156
2627000,2,27,45,72
2627100,2,33,30,66
2627200,2,48,63,114
2627300,2,78,72,150
2627400,2,105,93,195
2627500,2,63,60,123
2627600,2,45,48,93
2627700,2,60,51,111
2627800,2,96,75,174
2627900,2,75,60,135
2628000,2,63,54,120
2628100,2,57,57,111
2628200,2,63,54,120
2628300,2,120,102,222
2628400,2,75,69,147
2628500,2,99,99,198
2628600,2,81,81,159
2628700,2,54,45,99
2628800,2,63,51,117
2628900,2,129,84,210
2629000,2,63,48,114
2629100,2,51,51,102
2629201,2,0,0,0
2629202,2,0,0,0
2629203,2,0,0,0
2629204,2,0,0,0
2629301,2,0,0,0
2629302,2,48,33,81
2629303,2,45,39,84
2629400,2,60,66,126
2629501,2,75,63,138
2629502,2,87,66,156
2629600,2,57,60,117
2629700,2,51,60,111
2629800,2,45,45,87
2629900,2,24,30,51
2630000,2,42,48,90
2630100,2,27,24,48
2630200,2,48,39,87
2630300,2,84,72,156
2630400,2,93,108,204
2630500,2,72,96,171
2630600,2,114,114,225
2630700,2,75,69,141
2630800,2,105,117,219
2630900,2,90,81,168
2631000,2,66,57,123
2631100,2,24,36,60
2631200,2,99,102,201
2631300,2,99,78,174
2631400,2,78,81,159
2631501,2,15,18,33
2631502,2,21,21,39
2631503,2,27,27,57
2631600,2,48,51,99
2631701,2,9,6,12
2631702,2,45,42,87
2631703,2,54,45,99
2631800,2,45,48,93
2631901,2,57,42,99
2631902,2,30,36,66
2631903,2,36,30,69
2632000,2,6,6,12
2632100,2,27,30,54
2632201,2,66,63,126
2632202,2,66,54,117
2632300,2,99,87,186
2632400,2,51,39,90
2632500,2,45,42,87
2632600,2,69,60,126
2632700,2,39,42,78
2632800,2,12,12,27
2632900,2,66,54,120
2633000,2,81,60,141
2633100,2,66,69,132
2633200,2,69,54,123
2633300,2,42,39,78
2633400,2,84,81,165
2633500,2,78,69,147
2633600,2,39,45,84
2633700,2,69,57,126
2633800,2,63,75,138
2633900,2,42,45,87
2634000,2,18,15,33
2634100,2,51,42,93
2634200,2,69,60,129
2634300,2,60,57,117
2634400,2,75,63,138
2634500,2,75,75,150
2634600,2,54,57,108
2634700,2,57,54,111
2634800,2,63,60,123
2634900,2,15,18,33
2635000,2,21,24,45
2635100,2,57,45,102
2635200,2,105,81,186
2635300,2,60,57,117
2635400,2,126,114,240
2635500,2,60,63,123
2635600,2,51,39,90
2635700,2,12,12,30
2635801,2,15,18,33
2635802,2,69,54,120
2635900,2,69,63,132
2636000,2,39,36,75
2636100,2,81,66,144
2636200,2,81,78,156
2636300,2,18,18,36
2636400,2,51,51,99
2636500,2,87,75,162
2636600,2,75,66,144
2636700,2,78,66,141
2636800,2,108,117,228
2636900,2,126,126,252
2637000,2,63,57,120
2637100,2,9,27,36
2637200,2,108,102,207
2637300,2,66,51,117
2637400,2,54,42,96
2637500,2,96,75,171
2637600,2,114,63,174
2637700,2,51,57,108
2637800,2,90,69,159
2637900,2,174,105,282
2638000,2,51,36,90
2638100,2,87,75,162
2638201,2,36,39,75
2638202,2,54,45,99
2638203,2,15,18,33
2638300,2,63,57,123
2638401,2,39,36,78
2638402,2,48,39,84
2638403,2,63,45,105
2638500,2,177,117,294
2638600,2,96,87,186
2638701,2,114,96,210
2638702,2,51,54,108
2638800,2,108,90,198
2638900,2,99,66,168
2639000,2,102,87,186
2639100,2,72,69,141
2639200,2,99,93,189
2639300,2,33,36,72
2639400,2,99,84,183
2639500,2,60,48,108
2639600,2,54,48,105
2639700,2,63,66,126
2639800,2,60,57,120
2639900,2,81,78,159
2640000,2,63,57,120
2640100,2,93,99,192
2640200,2,30,39,69
2640300,2,81,69,153
2640400,2,81,78,156
2640500,2,60,54,114
2640600,2,42,60,102
2640700,2,99,90,189
2640800,2,48,45,87
2640900,2,69,60,126
2641000,2,39,24,66
2641100,2,33,36,66
2641200,2,54,45,99
2641300,2,105,75,180
2641400,2,90,75,165
2641500,2,69,51,117
2641600,2,63,42,105
2641701,2,105,60,165
2641702,2,27,12,39
2641800,2,48,36,84
2641900,2,102,60,162
2642001,2,18,21,42
2642002,2,27,30,57
2642003,2,18,18,36
2642100,2,78,69,147
2642200,2,33,27,60
2642300,2,123,75,198
2642400,2,0,0,0
2642500,2,72,63,135
2642600,2,66,75,141
2642700,2,102,90,192
2642800,2,102,102,204
2642900,2,69,57,129
2643000,2,84,66,150
2643100,2,78,72,147
2643200,2,15,18,36
2643300,2,45,33,78
2643400,2,105,111,216
2643500,2,45,54,99
2643600,2,78,78,156
2643700,2,63,78,138
2643800,2,78,51,126
2643900,2,69,57,129
2644000,2,123,105,225
2644100,2,30,24,54
2644200,2,69,63,132
2644300,2,72,60,132
2644400,2,45,39,84
2644500,2,60,45,108
2644600,2,51,42,93
2644700,2,63,66,126
2644800,2,63,72,138
2644901,2,12,18,30
2644902,2,24,15,39
2644903,2,0,0,0
2644904,2,21,24,45
2644905,2,39,33,72
2645000,2,39,39,81
2645100,2,78,72,150
2645200,2,63,60,120
2645300,2,60,54,111
2645400,2,27,18,48
2645500,2,84,81,165
2645600,2,75,75,150
2645700,2,69,78,144
2645800,2,78,81,159
2645900,2,90,93,183
2646000,2,69,66,135
2646100,2,93,114,207
2646201,2,27,24,54
2646202,2,30,21,48
2646203,2,24,24,48
2646300,2,87,72,159
2646400,2,63,66,126
2646500,2,93,90,183
2646600,2,51,42,90
2646700,2,90,75,165
2646800,2,129,108,237
2646900,2,45,48,93
2647000,2,99,75,177
2647100,2,81,60,144
2647200,2,111,90,201
2647300,2,42,51,90
2647400,2,75,75,150
2647500,2,0,0,0
2647600,2,72,72,144
2647700,2,45,48,93
2647800,2,0,0,0
2647900,2,0,0,0
2648000,2,0,0,3
2648100,2,0,0,0
2648200,2,0,0,0
2648300,2,6,9,15
2648400,2,0,0,0
2648500,2,0,0,3
2648600,2,0,0,0
2648700,2,0,0,0
2648800,2,0,0,0
2648900,2,0,0,3
2649000,2,3,3,6
2649100,2,0,6,6
2649200,2,6,6,12
2649300,2,0,0,6
2649400,2,15,30,45
2649500,2,3,12,15
2649600,2,6,30,36
2649700,2,0,0,3
2649800,2,0,6,9
2649900,2,0,0,3
2650000,2,3,3,9
2650100,2,3,9,12
2650200,2,0,0,3
2650300,2,6,0,6
2650400,2,39,27,63
2650500,2,0,0,3
2650600,2,0,0,0
2650700,2,0,0,3
2650800,2,0,0,0
2650900,2,0,6,6
2651000,2,3,12,15
2651100,2,30,24,54
2651200,2,0,0,3
2651300,2,0,6,6
2651400,2,6,6,15
2651500,2,27,42,72
2651600,2,0,0,3
2651700,2,0,0,3
2651800,2,3,3,6
2651900,2,0,0,0
2652000,2,0,9,12
2652100,2,24,21,45
2652200,2,39,54,93
2652300,2,3,3,9
2652400,2,0,0,0
2652500,2,6,6,12
2652600,2,0,0,0
2652700,2,6,9,18
2652800,2,24,30,54
2652900,2,0,0,3
2653000,2,27,30,54
2653100,2,30,36,66
2653200,2,12,9,18
2653300,2,0,0,0
2653400,2,3,6,9
2653500,2,0,6,9
2653600,2,3,3,6
2653700,2,3,3,6
2653800,2,36,33,69
2653900,2,57,48,102
2654000,2,51,54,105
2654101,2,21,12,33
2654102,2,12,6,21
2654103,2,15,9,21
2654104,2,21,12,30
2654105,2,9,9,18
2654106,2,18,9,24
2654107,2,6,15,21
2654200,2,54,69,123
2654300,2,33,33,63
2654400,2,12,15,24
2654500,2,30,21,51
2654600,2,12,6,21
2654700,2,48,45,93
2654801,2,48,57,105
2654802,2,48,27,72
2654803,2,18,15,33
2654900,2,12,18,30
2655000,2,57,66,123
2655100,2,108,105,213
2655200,2,63,81,144
2655301,2,36,33,66
2655302,2,15,15,30
2655303,2,36,24,60
2655304,2,24,21,45
2655400,2,3,3,6
2655500,2,48,93,144
2655600,2,75,66,141
2655700,2,93,102,195
2655800,2,48,54,102
2655900,2,6,6,9
2656000,2,54,45,99
2656100,2,12,15,27
2656200,2,36,39,72
2656300,2,69,54,120
2656400,2,12,12,24
2656500,2,84,90,174
2656600,2,9,12,24
2656700,2,114,135,249
2656800,2,30,45,75
2656900,2,54,78,132
2657000,2,51,51,102
2657100,2,9,9,18
2657200,2,66,84,153
2657300,2,9,6,12
2657400,2,63,96,159
2657500,2,81,63,141
2657600,2,75,84,159
2657700,2,60,75,135
2657800,2,63,72,135
2657900,2,78,96,171
2658000,2,6,3,9
2658100,2,48,54,102
2658200,2,0,0,3
2658300,2,0,0,0
2658400,2,0,0,3
2658500,2,0,0,0
2658601,2,12,12,21
2658602,2,24,24,48
2658603,2,18,15,33
2658604,2,27,24,51
2658701,2,30,27,54
2658702,2,36,15,48
2658703,2,33,33,63
2658704,2,12,12,24
2658801,2,33,30,63
2658802,2,27,30,60
2658803,2,30,27,57
2658804,2,30,42,72
2658901,2,21,27,45
2658902,2,30,30,60
2658903,2,33,33,66
2659001,2,111,42,150
2659002,2,21,21,42
2659003,2,39,42,81
2659004,2,24,27,51
2659101,2,33,33,69
2659102,2,42,48,87
2659200,2,0,0,0
2659301,2,0,0,3
2659302,2,0,0,0
2659400,2,0,0,0
2659500,2,99,99,195
2659600,2,87,75,159
2659700,2,48,51,99
2659801,2,27,27,54
2659802,2,24,21,45
2659803,2,18,15,36
2659804,2,15,24,42
2659900,2,93,84,174
2660001,2,36,33,66
2660002,2,33,27,60
2660003,2,9,15,24
2660100,2,114,186,297
2660200,2,66,60,123
2660300,2,30,120,147
2660400,2,96,72,171
2660500,2,21,21,42
2660600,2,45,48,93
2660700,2,93,75,171
2660800,2,75,69,144
2660900,2,57,45,105
2661000,2,42,39,81
2661100,2,66,57,123
2661200,2,30,24,51
2661300,2,75,60,132
2661400,2,90,72,162
2661500,2,24,27,51
2661600,2,51,39,87
2661700,2,51,30,84
2661800,2,30,30,60
2661900,2,36,30,66
2662000,2,24,15,36
2662100,2,39,36,75
2662200,2,42,21,60
2662300,2,96,72,168
2662400,2,72,45,120
2662500,2,96,90,186
2662600,2,75,57,129
2662700,2,45,54,99
2662800,2,114,96,207
2662900,2,72,57,129
2663000,2,72,66,138
2663100,2,60,30,87
2663200,2,45,36,81
2663301,2,45,36,81
2663302,2,0,0,0
2663303,2,30,30,60
2663304,2,30,18,45
2663400,2,108,99,207
2663500,2,75,51,123
2663600,2,117,51,168
2663700,2,0,0,6
2663800,2,0,0,0
2663900,2,54,51,102
2664000,2,84,81,165
2664100,2,120,90,210
2664200,2,45,48,93
2664300,2,72,63,132
2664400,2,54,57,108
2664500,2,42,33,72
2664600,2,63,48,111
2664701,2,42,24,66
2664702,2,30,33,63
2664703,2,48,33,78
2664704,2,42,33,72
2664801,2,36,30,66
2664802,2,18,24,39
2664803,2,27,18,45
