meshblock_id,census_year_id,employer,not_elsewhere_included,paid_employee,self_employed_without_employee,total,total_stated,unpaid_family_worker
2271400,1,6,0,12,9,30,30,3
2271500,1,9,0,12,3,24,24,3
2271600,1,9,3,24,9,45,45,3
2271700,1,0,0,0,0,9,9,0
2271800,1,6,3,33,9,54,51,3
2271901,1,3,0,9,6,18,18,3
2271902,1,3,0,9,3,12,12,0
2271903,1,0,0,0,0,6,6,0
2272000,1,3,0,9,3,15,15,0
2272100,1,0,0,6,0,9,9,0
2272200,1,6,0,15,9,33,36,0
2272300,1,3,0,27,6,36,39,3
2272400,1,3,0,6,3,15,12,0
2272501,1,9,0,9,3,21,21,0
2272502,1,0,0,0,0,0,0,0
2272601,1,6,0,21,6,36,33,0
2272602,1,0,0,0,0,3,0,0
2272701,1,6,3,15,3,30,27,3
2272702,1,0,0,0,0,0,0,0
2272800,1,9,0,33,6,51,51,3
2272901,1,6,3,12,6,33,30,3
2272902,1,0,0,0,0,0,0,0
2273000,1,0,0,0,0,9,9,0
2273101,1,9,0,27,12,51,51,3
2273102,1,0,0,0,0,0,0,0
2273201,1,0,3,6,3,12,12,3
2273202,1,0,0,0,0,0,0,0
2273300,1,3,3,9,12,24,21,0
2273400,1,0,0,0,0,0,0,0
2273500,1,3,3,6,3,15,12,0
2273600,1,3,0,36,6,45,42,0
2273700,1,3,0,42,12,60,60,3
2273800,1,0,3,36,3,39,39,0
2273900,1,0,0,0,0,6,6,0
2274000,1,0,0,9,0,9,9,0
2274100,1,0,3,24,6,33,33,3
2274200,1,0,0,0,0,3,0,0
2274300,1,0,0,0,0,6,9,0
2274400,1,18,0,9,3,30,30,3
2274500,1,6,0,33,6,51,48,3
2274600,1,0,0,0,0,0,0,0
2274700,1,0,0,0,0,3,0,0
2274800,1,0,0,0,0,9,6,0
2274900,1,6,3,27,6,45,45,3
2275000,1,0,0,15,6,24,24,0
2275101,1,3,0,18,6,27,27,0
2275102,1,0,0,27,9,39,36,0
2275103,1,3,3,21,6,36,30,3
2275200,1,0,0,15,6,21,21,0
2275300,1,3,0,63,12,81,78,0
2275400,1,21,0,39,9,81,78,6
2275500,1,3,0,27,3,39,39,0
2275600,1,0,0,12,6,21,18,0
2275700,1,3,0,6,3,15,15,0
2275800,1,0,0,9,6,15,15,0
2275900,1,6,6,15,15,42,39,3
2276001,1,0,0,0,0,12,9,0
2276002,1,6,0,12,9,36,36,9
2276101,1,0,0,0,0,6,6,0
2276102,1,0,0,0,0,3,0,0
2276103,1,6,3,21,12,39,39,3
2276104,1,0,0,0,0,0,0,0
2276200,1,0,0,0,0,9,9,0
2276300,1,0,0,0,0,12,9,0
2276400,1,9,0,15,12,42,42,6
2276500,1,6,0,15,12,39,36,6
2276600,1,3,0,12,3,21,18,3
2276701,1,9,3,12,3,30,27,3
2276702,1,0,0,0,0,3,0,0
2276800,1,9,0,21,3,36,36,3
2276901,1,9,0,18,6,33,33,3
2276902,1,0,0,0,0,6,6,0
2277000,1,6,3,15,6,27,27,6
2277100,1,3,0,18,12,33,30,3
2277200,1,3,0,6,6,21,21,6
2277300,1,0,0,0,0,9,6,0
2277400,1,3,0,48,3,60,60,0
2277500,1,12,3,27,6,48,48,3
2277600,1,15,0,42,21,81,78,3
2277701,1,9,0,27,6,54,54,6
2277702,1,6,0,12,9,27,27,3
2277801,1,3,0,18,12,39,39,6
2277802,1,3,0,18,3,24,24,0
2277900,1,21,3,30,9,69,63,6
2278000,1,24,0,51,12,93,93,6
2278100,1,27,0,24,9,69,66,3
2278200,1,9,0,21,18,54,54,3
2278300,1,6,0,66,12,87,84,0
2278400,1,3,0,42,12,60,60,0
2278501,1,0,0,6,6,18,18,3
2278503,1,3,0,30,6,39,39,0
2278504,1,3,3,54,9,66,63,0
2278505,1,9,3,42,3,54,51,0
2278600,1,9,3,33,9,57,57,3
2278700,1,6,0,48,9,63,60,0
2278800,1,0,0,12,6,24,21,6
2278901,1,0,0,0,0,0,0,0
2278902,1,0,0,0,0,0,0,0
2278903,1,0,0,18,3,21,18,0
2278904,1,0,0,12,6,21,24,3
2278905,1,9,0,30,9,54,48,0
2278906,1,0,0,27,9,36,39,0
2278907,1,0,0,9,3,15,15,0
2279000,1,0,0,9,6,18,18,3
2279101,1,6,0,30,9,48,45,3
2279102,1,0,0,0,0,0,0,0
2279103,1,0,0,21,6,30,30,0
2279104,1,6,0,33,3,48,45,0
2279200,1,3,3,27,3,39,39,0
2279300,1,6,0,48,21,81,81,9
2279400,1,0,0,0,0,9,12,0
2279500,1,12,0,42,18,72,72,0
2279601,1,0,0,0,0,3,0,0
2279602,1,0,0,0,0,3,0,0
2279603,1,3,0,6,6,15,15,0
2279604,1,0,0,0,0,6,6,0
2279702,1,0,0,0,0,3,0,0
2279703,1,0,0,0,0,0,0,0
2279704,1,0,0,0,0,3,0,0
2279705,1,0,0,0,0,0,0,0
2279801,1,0,0,0,0,0,0,0
2279803,1,9,0,12,3,27,27,3
2279804,1,15,0,39,3,60,57,0
2279805,1,3,0,33,3,42,42,3
2279806,1,3,0,21,0,24,24,0
2279807,1,3,3,9,0,12,12,0
2279808,1,3,0,36,12,54,54,0
2279809,1,0,0,0,0,3,0,0
2279903,1,0,0,6,0,9,6,0
2279904,1,6,0,27,12,45,42,3
2279905,1,3,9,18,0,33,24,0
2279906,1,3,0,21,3,24,24,0
2279907,1,6,3,12,3,24,21,0
2280001,1,0,0,0,0,3,0,0
2280003,1,0,0,0,0,3,0,0
2280004,1,0,0,0,0,0,0,0
2280006,1,6,3,57,9,78,75,0
2280007,1,3,0,9,3,15,12,0
2280008,1,3,3,21,9,39,39,3
2280009,1,0,0,21,3,30,30,3
2280010,1,0,0,0,0,6,0,0
2280101,1,0,0,6,0,9,9,0
2280102,1,0,0,0,0,6,6,0
2280103,1,0,0,0,0,3,0,0
2280104,1,0,0,0,0,6,0,0
2280105,1,0,0,0,0,3,0,0
2280200,1,0,0,0,0,6,0,0
2280300,1,0,0,0,0,3,0,0
2280401,1,0,0,9,6,15,18,0
2280402,1,0,0,0,0,0,0,0
2280500,1,3,0,45,9,57,57,0
2280601,1,0,3,18,3,24,21,0
2280602,1,3,3,15,3,21,18,0
2280603,1,0,0,15,9,24,24,0
2280701,1,6,0,30,6,45,45,6
2280702,1,3,0,18,0,24,24,0
2280703,1,3,0,36,3,42,39,3
2280704,1,3,0,15,3,24,21,3
2280800,1,6,3,54,9,72,69,3
2280901,1,6,3,36,3,45,42,0
2280902,1,12,3,30,6,48,48,0
2280903,1,3,0,27,3,36,36,0
2281000,1,3,0,48,9,57,57,0
2281100,1,3,3,30,9,48,45,0
2281200,1,6,3,9,0,15,15,0
2281300,1,6,0,3,0,12,12,0
2281400,1,0,0,0,0,9,6,0
2281500,1,3,0,18,0,18,18,0
2281600,1,0,0,0,0,6,0,0
2281700,1,0,0,0,0,3,0,0
2281801,1,6,3,9,3,15,15,0
2281802,1,6,0,12,3,21,21,0
2281901,1,0,0,0,0,3,0,0
2281902,1,0,0,0,0,6,6,0
2281903,1,3,0,12,0,18,18,0
2281904,1,3,3,9,3,15,12,0
2282001,1,0,6,30,0,33,30,0
2282002,1,3,3,18,6,24,21,0
2282003,1,0,0,27,3,30,30,0
2282101,1,0,0,9,3,15,15,0
2282102,1,6,0,6,0,12,12,3
2282103,1,6,3,30,6,39,42,3
2282201,1,3,0,36,6,48,48,3
2282202,1,3,3,36,3,42,39,0
2282203,1,0,0,15,0,18,15,0
2282300,1,0,0,24,3,27,24,0
2282400,1,6,0,48,12,66,66,0
2282501,1,3,0,9,0,15,12,0
2282502,1,0,0,0,0,0,0,0
2282601,1,3,0,24,3,33,30,0
2282602,1,0,0,33,6,42,42,0
2282603,1,0,0,39,6,45,42,0
2282700,1,0,0,36,9,45,45,0
2282800,1,3,0,27,9,39,39,6
2282901,1,3,3,15,0,21,18,0
2282902,1,3,0,21,6,30,30,0
2283000,1,0,0,0,0,6,0,0
2283101,1,3,3,18,6,30,27,0
2283102,1,9,3,48,12,78,72,3
2283200,1,3,0,60,6,75,75,3
2283300,1,0,0,48,9,60,60,0
2283400,1,3,0,12,0,18,18,3
2283500,1,3,3,21,9,36,33,3
2283600,1,3,0,18,12,33,33,3
2283700,1,3,0,24,3,33,33,0
2283800,1,3,3,6,0,15,15,3
2283900,1,3,3,18,9,33,30,0
2284001,1,15,0,27,12,54,51,3
2284002,1,6,0,24,3,42,42,9
2284100,1,6,0,39,12,60,57,3
2284200,1,3,0,21,3,30,30,3
2284300,1,6,0,6,9,21,21,3
2284400,1,3,3,21,21,51,48,3
2284501,1,0,0,0,0,0,0,0
2284503,1,0,0,0,0,6,6,0
2284504,1,0,0,0,0,6,0,0
2284505,1,0,0,0,0,3,0,0
2284506,1,0,0,12,0,15,15,0
2284507,1,0,0,0,0,9,9,0
2284601,1,3,0,9,9,24,24,3
2284602,1,0,0,0,0,0,0,0
2284700,1,0,0,0,0,0,0,0
2284801,1,6,0,6,6,24,24,6
2284802,1,0,0,0,0,0,0,0
2284900,1,0,0,0,0,3,0,0
2285001,1,0,0,0,0,6,6,0
2285002,1,6,0,3,3,12,12,0
2285003,1,3,3,15,3,27,27,0
2285004,1,0,0,6,6,12,12,3
2285101,1,12,0,18,24,54,54,3
2285102,1,0,0,0,0,0,0,0
2285200,1,0,0,9,6,21,21,6
2285301,1,0,0,3,9,21,21,6
2285302,1,0,0,0,0,0,0,0
2285400,1,0,0,0,6,9,9,0
2285500,1,0,0,6,6,21,18,3
2285601,1,0,0,0,0,0,0,0
2285602,1,0,0,0,0,0,0,0
2285603,1,0,0,0,0,3,0,0
2285604,1,0,0,0,0,0,0,0
2285701,1,0,0,6,3,12,12,6
2285702,1,3,0,6,9,21,21,0
2285703,1,0,3,6,6,12,12,3
2285800,1,3,0,3,6,15,12,3
2285900,1,0,0,0,0,0,0,0
2286002,1,0,0,0,0,9,9,0
2286003,1,0,0,0,0,3,0,0
2286004,1,0,3,6,6,15,12,3
2286005,1,0,0,0,0,3,0,0
2286006,1,0,0,0,0,0,0,0
2286007,1,0,0,0,0,0,0,0
2286008,1,0,0,0,0,3,0,0
2286009,1,0,0,0,0,9,9,0
2286010,1,0,0,0,0,3,0,0
2286100,1,6,0,12,9,33,30,3
2286200,1,3,0,27,24,66,63,6
2286301,1,0,0,0,0,6,9,0
2286302,1,0,0,15,6,24,24,0
2286303,1,0,0,12,6,18,18,0
2286402,1,0,0,0,0,0,0,0
2286403,1,0,0,0,0,0,0,0
2286404,1,3,0,15,6,27,24,3
2286405,1,3,0,9,3,15,15,0
2286406,1,0,0,12,3,18,15,0
2286407,1,6,0,18,6,30,27,0
2286501,1,0,0,15,6,21,21,0
2286502,1,3,0,6,0,18,15,3
2286503,1,3,0,9,12,27,24,3
2286504,1,3,3,15,6,33,30,3
2286601,1,9,3,54,15,90,84,6
2286602,1,0,0,0,0,6,9,0
2286700,1,3,0,54,18,87,84,6
2286800,1,0,0,0,0,0,0,0
2286900,1,0,0,60,21,96,96,12
2287001,1,12,0,30,12,57,57,6
2287002,1,3,0,21,12,51,51,12
2287100,1,6,0,6,3,15,15,0
2287200,1,0,0,33,21,63,63,6
2287300,1,6,0,72,33,120,120,12
2287400,1,3,0,12,18,48,48,12
2287501,1,0,0,0,0,0,0,0
2287502,1,0,0,0,0,9,9,0
2287600,1,6,0,6,9,21,24,3
2287700,1,0,0,0,0,0,0,0
2287800,1,0,0,0,0,3,0,0
2287900,1,3,3,27,3,39,36,0
2288000,1,3,0,39,6,54,54,3
2288100,1,9,3,45,12,69,66,0
2288200,1,12,0,36,6,60,60,6
2288301,1,3,0,15,0,18,18,0
2288302,1,0,0,0,0,3,0,0
2288303,1,3,0,6,0,9,9,0
2288304,1,6,0,6,0,15,15,0
2288305,1,3,3,15,9,27,27,0
2288306,1,0,0,0,0,3,0,0
2288307,1,0,0,6,0,12,12,0
2288308,1,0,3,6,6,12,12,0
2288309,1,3,0,9,3,15,12,0
2288310,1,0,0,0,0,6,0,0
2288401,1,15,0,39,24,99,99,21
2288403,1,3,0,6,0,12,9,0
2288404,1,3,0,9,3,18,18,3
2288501,1,9,3,18,9,45,42,6
2288502,1,9,3,6,6,27,27,3
2288601,1,9,0,57,21,96,96,9
2288602,1,6,0,15,3,24,27,0
2288700,1,12,3,18,3,36,33,0
2288800,1,6,0,15,3,30,30,3
2288900,1,3,0,12,6,21,24,3
2289000,1,0,0,0,0,3,0,0
2289100,1,9,3,45,6,69,66,6
2289200,1,6,3,42,6,54,54,0
2289302,1,6,3,72,3,84,84,3
2289303,1,9,0,78,3,90,90,3
2289304,1,3,0,57,6,66,63,0
2289305,1,9,0,42,3,54,54,3
2289400,1,9,0,105,15,129,129,0
2289500,1,9,3,45,6,63,57,0
2289601,1,9,0,87,12,108,108,0
2289603,1,0,0,45,6,54,54,3
2289604,1,6,0,63,3,78,78,3
2289605,1,6,0,48,6,60,60,0
2289700,1,0,0,39,0,39,39,0
2289800,1,0,0,51,0,54,51,0
2289900,1,0,0,45,0,45,45,0
2290000,1,0,0,18,0,18,18,0
2290100,1,0,0,0,0,3,0,0
2290200,1,0,0,0,0,3,0,0
2290300,1,0,0,219,0,222,219,0
2290401,1,0,0,72,0,69,69,0
2290402,1,12,0,15,9,36,36,3
2290501,1,6,0,3,6,15,15,0
2290502,1,6,0,6,3,12,12,0
2290503,1,0,0,36,0,36,36,0
2290601,1,9,3,12,6,33,30,3
2290602,1,6,0,6,6,18,18,3
2290702,1,0,0,0,0,12,12,0
2290703,1,0,0,0,0,0,0,0
2290704,1,3,0,12,0,15,15,0
2290705,1,0,0,0,0,6,0,0
2290706,1,9,0,24,3,36,36,0
2290707,1,0,0,0,0,0,0,0
2290800,1,3,0,12,3,21,18,0
2290902,1,0,0,0,0,0,0,0
2290903,1,3,0,21,3,24,24,0
2290904,1,0,0,0,0,3,0,0
2291000,1,3,0,21,0,24,24,0
2291101,1,12,0,27,9,51,51,3
2291102,1,6,0,30,6,42,42,0
2291200,1,18,0,48,12,81,81,3
2291301,1,9,0,15,6,30,30,3
2291302,1,0,0,0,0,0,0,0
2291303,1,0,0,0,0,3,0,0
2291304,1,0,0,0,0,6,9,0
2291305,1,0,0,9,0,9,9,0
2291401,1,12,6,24,9,60,54,6
2291402,1,0,0,0,0,0,0,0
2291403,1,0,0,6,0,9,9,0
2291404,1,3,0,18,9,27,30,0
2291500,1,12,0,12,3,27,30,3
2291600,1,21,0,69,12,105,105,0
2291700,1,6,0,45,6,63,57,0
2291801,1,0,0,12,9,24,21,3
2291802,1,0,0,0,0,6,0,0
2291901,1,3,0,33,9,48,48,3
2291902,1,9,0,27,9,51,51,6
2292000,1,0,3,15,6,30,27,3
2292101,1,3,0,12,9,24,24,3
2292102,1,0,0,0,0,9,9,0
2292203,1,0,0,0,0,0,0,0
2292204,1,0,0,0,0,0,0,0
2292207,1,0,0,0,0,6,6,0
2292208,1,0,0,6,3,15,15,3
2292210,1,0,0,0,0,0,0,0
2292213,1,0,0,6,6,15,15,0
2292214,1,0,0,0,0,3,0,0
2292215,1,3,0,9,3,15,15,0
2292216,1,0,0,0,0,3,0,0
2292217,1,0,0,0,0,0,0,0
2292218,1,0,0,0,0,0,0,0
2292219,1,0,0,0,0,0,0,0
2292220,1,3,3,27,12,51,51,6
2292221,1,0,0,0,0,0,0,0
2292222,1,0,0,0,0,6,6,0
2292223,1,0,0,0,0,6,0,0
2292224,1,0,0,0,0,3,0,0
2292302,1,6,3,24,6,60,54,15
2292303,1,0,0,0,0,0,0,0
2292304,1,0,0,0,0,3,0,0
2292400,1,12,0,48,3,63,63,0
2292500,1,9,0,87,6,102,102,3
2292600,1,0,3,48,6,63,60,0
2292700,1,3,0,45,6,54,54,0
2292800,1,0,3,36,6,45,45,0
2292901,1,9,0,84,6,105,105,0
2292902,1,3,0,72,6,84,81,0
2293000,1,6,0,27,0,33,33,0
2293101,1,9,3,81,9,105,102,6
2293102,1,0,3,39,3,45,42,0
2293201,1,3,0,24,0,30,30,0
2293202,1,3,0,12,0,15,18,3
2293300,1,9,0,63,9,81,81,0
2293400,1,12,6,48,12,78,72,3
2293500,1,15,3,60,12,87,84,0
2293600,1,15,3,42,9,69,63,3
2293700,1,3,0,87,15,111,108,3
2293800,1,0,0,48,3,51,51,0
2293900,1,3,3,27,0,30,30,0
2294000,1,0,0,24,3,27,30,0
2294100,1,0,0,30,0,30,30,0
2294200,1,3,3,42,3,51,48,0
2294300,1,3,3,39,3,48,48,0
2294400,1,0,3,36,0,39,36,0
2294500,1,3,6,39,3,51,45,0
2294600,1,0,3,57,6,63,63,0
2294700,1,3,0,24,3,30,30,3
2294800,1,0,0,9,0,12,9,0
2294900,1,0,0,0,0,6,0,0
2295000,1,0,0,0,0,0,0,0
2295100,1,3,0,39,3,45,45,0
2295200,1,9,6,75,9,96,90,0
2295300,1,0,3,45,0,48,48,0
2295401,1,0,0,0,0,6,6,0
2295402,1,3,0,24,6,33,33,3
2295501,1,0,0,24,9,30,30,3
2295502,1,6,0,36,0,42,42,0
2295503,1,3,0,21,3,24,24,0
2295601,1,0,0,24,3,30,27,0
2295602,1,3,3,18,3,27,24,0
2295701,1,0,0,9,3,12,12,0
2295702,1,3,0,36,3,42,39,0
2295801,1,0,0,15,3,21,21,0
2295802,1,3,3,24,6,33,33,0
2295803,1,3,0,15,3,21,21,0
2295804,1,0,0,27,3,30,30,0
2295805,1,0,3,24,3,27,27,3
2295900,1,0,6,36,3,48,39,0
2296000,1,0,0,21,3,24,21,0
2296100,1,3,3,81,6,93,93,0
2296200,1,3,3,81,9,93,93,3
2296300,1,6,3,114,9,132,132,0
2296400,1,18,0,51,9,78,78,3
2296500,1,9,0,93,9,114,114,3
2296600,1,9,0,69,15,90,93,0
2296700,1,0,0,6,0,6,6,0
2296800,1,3,0,15,6,24,24,0
2296900,1,3,3,33,6,45,45,3
2297000,1,6,0,60,3,72,72,0
2297100,1,0,0,24,3,24,24,0
2297200,1,6,0,60,3,69,69,0
2297300,1,3,6,48,6,66,60,0
2297400,1,0,3,18,3,24,21,0
2297500,1,3,0,15,0,15,15,0
2297600,1,0,0,0,0,3,0,0
2297700,1,0,0,6,0,9,9,0
2297800,1,0,0,0,0,0,0,0
2297900,1,3,0,69,6,78,75,0
2298000,1,0,3,48,3,51,51,0
2298100,1,3,3,42,3,57,54,3
2298201,1,3,0,39,9,57,54,3
2298202,1,6,0,27,3,36,36,0
2298300,1,3,0,39,0,48,51,0
2298400,1,6,3,42,3,54,51,0
2298501,1,6,0,27,6,36,39,3
2298502,1,0,3,12,3,15,15,0
2298600,1,9,0,33,9,54,54,0
2298700,1,0,0,0,0,6,0,0
2298801,1,3,0,9,0,15,15,0
2298802,1,0,0,0,0,0,0,0
2298900,1,0,0,0,0,3,0,0
2299000,1,0,0,0,0,0,0,0
2299100,1,3,0,9,0,12,12,0
2299200,1,0,0,0,0,3,0,0
2299300,1,0,0,0,0,6,0,0
2299400,1,0,0,0,0,3,0,0
2299500,1,0,0,0,0,3,0,0
2299600,1,0,0,0,0,3,0,0
2299700,1,3,3,39,3,54,51,0
2299800,1,0,0,24,3,30,30,0
2299900,1,6,0,51,6,66,63,0
2300001,1,0,0,45,3,51,48,0
2300002,1,0,0,6,0,6,9,0
2300100,1,3,0,9,3,12,12,0
2300200,1,3,6,54,3,69,63,3
2300300,1,3,3,39,6,48,48,0
2300400,1,3,3,39,6,48,45,0
2300501,1,0,3,90,12,108,105,3
2300502,1,0,0,0,0,0,0,0
2300601,1,0,0,0,0,0,0,0
2300602,1,0,0,15,3,21,21,0
2300700,1,0,0,12,3,15,15,0
2300800,1,0,6,54,6,60,57,0
2300900,1,0,6,48,6,60,54,0
2301000,1,6,3,84,18,111,108,0
2301100,1,9,0,45,12,69,69,3
2301200,1,3,3,42,6,57,51,3
2301300,1,12,3,30,9,54,51,0
2301400,1,3,3,51,6,63,60,0
2301500,1,3,3,63,6,78,75,3
2301600,1,6,0,39,6,54,51,0
2301700,1,6,0,72,6,81,81,0
2301800,1,15,0,90,6,114,114,0
2301900,1,3,0,45,6,54,54,0
2302000,1,9,3,66,12,87,81,0
2302100,1,6,3,57,12,78,75,0
2302200,1,3,3,78,12,96,93,0
2302300,1,0,3,48,9,57,57,0
2302400,1,3,0,24,0,24,24,0
2302500,1,3,3,57,3,66,63,0
2302600,1,6,6,39,3,57,51,0
2302700,1,6,0,30,6,39,39,0
2302800,1,6,3,69,6,81,78,0
2302900,1,12,0,60,6,78,75,0
2303001,1,3,3,54,3,60,57,3
2303002,1,6,0,75,3,81,81,0
2303100,1,3,0,90,9,105,105,0
2303200,1,3,0,69,3,75,75,0
2303300,1,6,3,63,3,75,75,0
2303400,1,0,3,63,6,75,69,0
2303501,1,3,0,21,3,30,27,3
2303502,1,0,0,24,3,24,24,0
2303503,1,0,0,0,0,3,0,0
2303504,1,0,0,18,3,21,21,0
2303505,1,0,0,9,0,9,9,0
2303600,1,6,6,51,6,69,63,0
2303700,1,3,3,51,3,54,54,0
2303800,1,6,3,54,0,63,63,0
2303900,1,3,3,42,6,51,48,0
2304000,1,0,0,60,6,66,66,0
2304100,1,3,0,84,6,96,93,3
2304200,1,0,3,51,3,60,57,0
2304300,1,3,3,63,6,75,72,0
2304400,1,6,9,63,3,81,72,0
2304502,1,0,0,12,0,15,15,0
2304504,1,0,0,0,0,0,0,0
2304505,1,3,0,12,3,18,21,0
2304506,1,3,0,33,3,39,39,0
2304507,1,6,0,57,3,63,63,0
2304508,1,3,0,48,3,54,57,0
2304600,1,6,0,135,9,150,150,3
2304700,1,0,0,0,0,9,6,0
2304800,1,0,0,39,3,42,42,0
2304900,1,0,0,90,6,96,99,0
2305000,1,6,0,60,3,66,66,0
2305100,1,3,0,75,3,81,81,0
2305200,1,3,0,45,6,57,57,3
2305300,1,3,3,84,6,96,93,0
2305400,1,9,0,90,12,114,111,0
2305500,1,3,0,21,0,21,24,0
2305600,1,6,3,105,6,126,120,3
2305700,1,0,0,30,6,39,39,3
2305800,1,0,3,36,0,39,36,0
2305900,1,3,3,48,0,51,48,0
2306000,1,0,0,36,3,39,39,0
2306100,1,9,3,75,6,87,87,0
2306200,1,3,0,54,6,66,66,0
2306300,1,0,0,63,0,63,66,0
2306400,1,6,0,42,9,57,57,0
2306501,1,0,0,54,6,60,60,0
2306502,1,6,3,69,3,81,81,0
2306605,1,6,3,72,9,90,87,3
2306606,1,3,0,78,3,84,84,0
2306607,1,0,0,60,3,66,66,0
2306609,1,3,0,27,3,33,36,0
2306610,1,0,0,0,0,6,6,0
2306611,1,0,0,0,0,9,6,0
2306612,1,6,0,48,12,69,69,0
2306613,1,6,3,27,12,45,42,3
2306614,1,0,0,0,0,3,0,0
2306615,1,0,0,0,0,3,0,0
2306616,1,0,0,0,0,6,9,0
2306617,1,0,0,0,0,3,0,0
2306618,1,6,0,6,3,15,15,0
2306620,1,0,0,0,0,0,0,0
2306621,1,0,0,0,0,0,0,0
2306622,1,0,0,0,0,0,0,0
2306623,1,0,0,0,0,0,0,0
2306700,1,0,0,48,9,63,60,0
2306800,1,6,0,69,9,84,84,0
2306900,1,3,0,48,6,57,57,0
2307000,1,0,0,30,3,33,33,0
2307100,1,12,0,75,15,102,102,0
2307201,1,6,0,30,6,39,39,0
2307202,1,3,0,18,3,24,27,0
2307203,1,15,0,42,12,69,69,0
2307204,1,18,0,78,21,123,123,3
2307205,1,0,0,0,0,6,6,0
2307301,1,6,3,57,3,69,66,3
2307302,1,12,3,69,9,93,93,0
2307303,1,6,3,36,6,51,51,0
2307400,1,9,3,21,12,48,48,6
2307500,1,3,3,3,6,15,15,3
2307600,1,9,0,9,6,24,24,0
2307700,1,3,0,9,3,12,15,0
2307800,1,0,0,0,0,9,9,0
2307900,1,0,0,0,0,6,6,0
2308000,1,0,0,0,0,6,0,0
2308100,1,0,0,12,0,12,9,0
2308202,1,0,0,0,0,0,0,0
2308203,1,0,0,0,0,0,0,0
2308204,1,0,0,0,0,0,0,0
2308300,1,0,0,0,0,0,0,0
2308400,1,0,3,21,6,30,30,3
2308500,1,3,6,54,6,72,66,0
2308600,1,0,0,0,0,6,9,0
2308700,1,3,0,21,12,45,48,9
2308800,1,6,3,15,15,48,45,6
2308900,1,0,0,18,12,36,36,3
2309000,1,6,3,54,6,69,69,3
2309100,1,0,0,45,0,51,48,3
2309200,1,0,0,0,0,3,0,0
2309300,1,6,0,12,15,36,36,3
2309400,1,0,0,15,6,21,24,0
2309500,1,3,0,6,3,15,12,0
2309600,1,6,3,27,6,45,42,6
2309700,1,3,0,12,3,24,24,6
2309800,1,0,0,0,0,9,6,0
2309900,1,0,0,0,0,6,9,0
2310001,1,0,0,0,0,0,0,0
2310002,1,3,0,12,6,24,24,3
2310100,1,3,0,3,6,15,15,3
2310200,1,6,0,6,3,18,18,6
2310300,1,0,0,0,0,3,0,0
2310400,1,0,0,9,6,24,24,3
2310500,1,0,0,0,0,3,0,0
2310600,1,3,0,6,6,18,18,3
2310701,1,0,0,9,0,12,12,0
2310702,1,3,0,0,3,15,12,3
2310800,1,0,0,0,0,3,0,0
2310900,1,6,0,18,9,36,36,3
2311000,1,9,0,21,18,48,48,0
2311100,1,0,0,0,0,6,6,0
2311200,1,0,0,0,0,9,12,0
2311300,1,0,3,6,3,15,15,0
2311400,1,12,0,18,3,39,42,6
2311501,1,0,0,0,0,3,0,0
2311502,1,0,0,0,0,9,9,0
2311600,1,3,0,6,3,12,12,0
2311700,1,9,6,39,15,66,60,0
2311801,1,9,3,36,9,63,57,3
2311802,1,6,3,30,9,54,51,0
2311900,1,9,3,42,6,57,54,0
2312000,1,6,15,15,3,42,27,0
2312100,1,0,0,27,0,30,30,0
2312200,1,9,3,69,12,96,93,3
2312300,1,3,0,6,3,12,12,0
2312400,1,3,3,36,3,42,39,0
2312500,1,3,6,33,12,54,48,0
2312600,1,6,3,9,9,27,27,0
2312700,1,12,6,36,6,57,54,3
2312801,1,6,6,9,9,39,30,0
2312802,1,3,3,33,3,42,39,0
2312900,1,6,3,81,9,96,96,0
2313000,1,12,3,33,6,57,54,3
2313100,1,3,3,30,3,39,39,0
2313200,1,0,0,0,0,6,0,0
2313300,1,0,0,0,0,3,0,0
2313400,1,0,0,0,0,6,0,0
2313500,1,15,6,81,15,120,114,3
2313600,1,6,0,6,3,12,15,0
2313700,1,6,0,9,6,21,21,0
2313800,1,9,3,27,6,51,45,6
2313900,1,3,3,27,18,60,57,6
2314000,1,3,3,33,9,48,45,3
2314100,1,15,0,39,18,72,72,3
2314200,1,9,6,39,15,75,69,3
2314300,1,9,3,21,9,48,45,9
2314400,1,3,3,18,3,27,27,3
2314500,1,0,0,0,0,3,0,0
2314600,1,6,3,6,9,24,21,3
2314700,1,3,0,0,6,12,9,0
2314800,1,0,0,0,0,3,0,0
2314900,1,0,0,0,0,3,0,0
2315000,1,3,3,12,12,36,33,6
2315100,1,0,0,3,6,12,12,3
2315200,1,9,0,21,9,42,42,6
2315300,1,0,0,0,0,3,0,0
2315400,1,12,0,90,12,117,117,0
2315500,1,6,0,87,12,105,108,3
2315600,1,6,3,93,18,123,120,3
2315700,1,3,0,18,9,30,30,0
2315801,1,0,3,21,3,27,27,3
2315802,1,12,0,21,6,39,39,0
2315901,1,6,0,33,6,42,42,0
2315902,1,0,0,0,0,0,0,0
2316001,1,0,0,0,0,0,0,0
2316002,1,0,0,0,0,3,0,0
2316101,1,9,0,24,3,33,33,0
2316102,1,3,0,27,3,30,30,0
2316103,1,0,3,21,3,33,30,0
2316104,1,0,0,24,6,27,27,0
2316201,1,0,0,0,0,3,0,0
2316202,1,0,0,24,6,30,30,0
2316203,1,3,0,21,3,27,27,0
2316204,1,0,0,21,3,27,27,0
2316205,1,3,0,30,3,39,39,0
2316206,1,0,0,0,0,3,0,0
