meshblock_id,census_year_id,employer,not_elsewhere_included,paid_employee,self_employed_without_employee,total,total_stated,unpaid_family_worker
961100,2,3,3,69,15,93,93,6
961200,2,6,0,57,6,69,69,3
961300,2,6,0,42,6,57,57,0
961400,2,6,3,90,12,114,111,3
961500,2,9,3,57,9,78,81,3
961600,2,9,0,57,15,87,87,3
961700,2,12,3,96,9,126,123,3
961800,2,3,3,78,6,90,90,0
961900,2,6,3,66,9,84,84,0
962000,2,3,0,27,6,36,33,0
962100,2,3,0,51,6,60,60,0
962200,2,9,3,114,15,144,141,0
962300,2,0,3,54,6,66,63,0
962400,2,0,3,63,9,75,72,0
962500,2,12,3,66,15,96,96,3
962601,2,3,0,54,12,72,72,0
962602,2,0,0,0,0,0,0,0
962700,2,0,0,0,0,6,0,0
962800,2,0,0,0,0,3,0,0
962900,2,0,0,0,0,6,6,0
963000,2,0,3,12,0,18,15,0
963100,2,3,0,12,3,18,18,3
963200,2,6,3,81,12,102,102,3
963300,2,9,0,87,15,114,114,3
963400,2,12,0,93,18,126,123,3
963500,2,9,3,66,12,90,87,3
963600,2,9,0,54,9,78,75,0
963700,2,0,0,39,9,51,51,0
963800,2,3,0,36,0,42,42,0
963900,2,6,0,57,15,81,81,3
964000,2,3,3,45,6,57,57,0
964100,2,6,0,45,6,57,57,0
964200,2,6,3,36,3,48,42,0
964300,2,6,6,57,9,81,75,0
964400,2,0,0,21,3,27,27,3
964500,2,3,0,30,0,33,36,0
964600,2,3,0,48,6,63,60,3
964700,2,12,0,39,9,63,63,0
964800,2,6,3,27,3,36,33,0
964900,2,0,0,18,0,18,21,0
965000,2,3,0,9,3,15,18,0
965100,2,0,0,0,0,6,6,0
965200,2,0,0,12,0,12,9,0
965300,2,0,0,0,0,3,0,0
965400,2,0,3,54,15,75,75,3
965501,2,12,0,69,9,90,90,3
965502,2,6,0,93,9,114,114,3
965504,2,3,0,75,18,96,96,3
965505,2,0,0,9,0,9,9,0
965600,2,6,3,33,6,45,45,0
965700,2,6,0,129,18,153,153,0
965800,2,3,3,21,3,27,24,0
965900,2,12,0,57,3,75,72,3
966001,2,0,0,15,0,12,15,0
966002,2,3,0,15,0,21,21,0
966003,2,3,3,24,6,36,36,0
966004,2,6,0,30,9,48,45,3
966101,2,3,0,12,3,21,21,0
966102,2,3,3,21,3,30,27,0
966103,2,3,0,15,3,21,18,0
966104,2,3,0,21,3,27,27,0
966201,2,3,0,24,0,27,24,0
966202,2,3,0,15,3,18,21,0
966203,2,6,0,18,3,27,27,0
966204,2,0,0,12,0,12,12,0
966300,2,6,3,111,9,126,123,0
966400,2,0,0,0,0,0,0,0
966500,2,6,3,63,18,90,87,0
966600,2,6,6,132,9,156,147,3
966700,2,9,3,51,3,60,60,0
966800,2,3,0,87,18,108,108,0
966901,2,0,0,6,0,9,9,0
966902,2,0,3,21,0,21,21,0
966903,2,0,0,0,0,3,0,0
966904,2,0,0,27,0,30,27,0
966905,2,3,0,27,0,30,30,0
967001,2,6,0,21,0,30,27,0
967002,2,3,0,27,3,30,33,0
967003,2,3,0,21,3,27,27,3
967004,2,3,0,18,3,24,24,0
967005,2,3,0,15,3,24,21,0
967006,2,0,0,6,0,9,12,0
967100,2,3,3,72,6,87,84,3
967201,2,3,0,42,6,48,48,0
967202,2,0,0,45,3,48,45,0
967203,2,3,0,42,9,57,57,0
967300,2,3,0,15,0,15,15,0
967401,2,0,0,87,9,99,96,3
967402,2,3,6,117,15,141,135,0
967500,2,3,3,90,15,111,111,3
967601,2,9,3,90,6,108,108,0
967602,2,3,0,90,15,111,108,3
967700,2,0,3,105,3,114,111,0
967801,2,3,3,48,6,60,57,0
967802,2,0,0,45,3,48,48,0
967901,2,6,3,93,6,105,105,0
967902,2,6,3,96,12,114,111,3
968000,2,3,3,102,12,126,123,3
968101,2,6,0,66,9,78,78,0
968102,2,3,0,48,9,63,63,0
968201,2,9,0,21,6,39,39,0
968202,2,6,0,18,12,33,36,0
968203,2,6,0,24,3,30,30,0
968204,2,3,0,12,0,15,15,3
968301,2,6,3,48,9,60,60,0
968302,2,3,0,24,3,33,33,0
968400,2,3,3,57,3,63,63,0
968501,2,6,3,63,6,81,78,3
968503,2,3,0,36,3,42,39,3
968504,2,0,0,27,0,30,30,0
968505,2,0,0,33,3,33,33,0
968506,2,0,0,15,3,18,18,0
968507,2,0,0,24,6,27,27,0
968601,2,6,0,57,3,69,66,3
968602,2,0,0,18,0,21,21,0
968603,2,0,0,18,3,21,21,0
968604,2,0,0,18,0,18,18,0
968605,2,0,0,27,3,33,30,0
968701,2,0,3,18,0,21,21,3
968702,2,0,9,42,3,51,45,0
968703,2,0,3,24,3,30,27,0
968705,2,0,3,15,3,21,18,0
968706,2,0,0,0,0,0,0,0
968707,2,0,0,9,0,12,12,0
968708,2,6,0,21,0,30,30,0
968709,2,0,0,0,0,3,0,0
968710,2,0,0,0,0,3,0,0
968711,2,0,0,18,0,18,18,0
968800,2,6,0,72,3,81,81,3
968900,2,15,3,57,9,81,81,0
969000,2,0,0,30,3,33,33,0
969100,2,0,0,27,0,27,27,0
969201,2,0,0,9,0,12,12,0
969203,2,6,0,9,0,12,15,0
969204,2,3,0,12,3,21,18,0
969205,2,0,0,0,0,0,0,0
969300,2,0,0,51,0,51,51,0
969400,2,0,0,27,3,30,30,0
969500,2,3,0,18,0,21,18,0
969601,2,0,0,0,0,3,0,0
969602,2,0,0,24,3,30,30,0
969603,2,3,0,21,3,30,30,0
969701,2,3,0,12,6,21,18,3
969702,2,0,0,15,0,18,18,0
969703,2,0,0,0,0,3,0,0
969704,2,3,0,24,3,30,30,0
969705,2,0,0,30,0,33,33,0
969706,2,0,0,12,0,12,12,3
969707,2,3,3,6,3,15,12,0
969708,2,0,0,15,0,12,15,0
969709,2,0,3,15,0,18,15,0
969800,2,12,3,99,12,129,129,3
969900,2,6,3,24,0,30,30,0
970000,2,3,3,57,3,66,63,0
970100,2,3,0,30,0,36,33,0
970200,2,3,6,48,6,66,60,3
970300,2,3,3,9,3,15,15,0
970401,2,0,0,27,3,27,30,0
970402,2,0,0,30,3,33,33,0
970403,2,0,0,18,0,18,21,0
970404,2,0,0,27,3,30,27,0
970405,2,3,0,30,3,36,36,0
970406,2,6,0,9,3,21,18,0
970500,2,9,0,57,6,72,72,3
970601,2,3,0,24,0,27,24,0
970602,2,0,3,42,3,45,42,0
970603,2,3,0,21,3,27,27,0
970700,2,0,0,51,6,66,60,0
970800,2,6,0,72,6,87,87,0
970900,2,0,0,33,3,36,33,0
971000,2,0,3,57,3,63,63,0
971100,2,9,6,48,0,69,60,0
971200,2,3,3,96,9,111,108,0
971300,2,3,0,36,6,48,48,0
971400,2,3,0,27,0,30,27,0
971500,2,6,0,51,3,66,63,0
971601,2,6,0,30,6,48,48,3
971602,2,6,3,27,0,33,30,0
971700,2,0,0,57,6,66,66,0
971800,2,3,0,33,6,45,42,0
971900,2,6,0,45,3,54,54,0
972000,2,3,0,51,6,60,60,0
972100,2,3,0,36,6,54,51,3
972201,2,3,0,42,6,48,48,0
972202,2,6,0,9,3,18,18,0
972203,2,3,0,24,6,33,33,0
972204,2,0,0,0,0,0,0,0
972301,2,0,0,15,3,18,18,0
972302,2,0,0,18,0,18,18,0
972303,2,3,0,18,0,24,21,3
972304,2,0,0,21,3,21,21,0
972400,2,3,3,42,0,48,48,0
972500,2,3,3,54,3,63,60,0
972600,2,3,3,60,12,81,78,0
972700,2,0,0,81,6,93,90,0
972800,2,3,0,48,6,60,60,3
972901,2,3,0,114,9,132,129,3
972902,2,3,6,48,9,66,60,0
972903,2,6,0,33,18,57,57,0
973000,2,0,0,0,0,3,0,0
973100,2,0,0,0,0,0,0,0
973200,2,0,0,0,0,0,0,0
973300,2,0,0,6,0,9,9,0
973400,2,0,0,0,0,3,0,0
973500,2,3,0,15,0,21,21,0
973600,2,3,0,9,0,12,12,0
973700,2,0,0,0,0,0,0,0
973800,2,0,0,0,0,3,0,0
973900,2,3,0,27,6,39,36,0
974000,2,0,0,21,3,30,27,3
974100,2,0,3,30,0,36,33,3
974200,2,0,0,33,3,33,33,0
974300,2,3,3,48,0,57,51,0
974400,2,9,0,33,3,42,42,0
974500,2,0,0,21,0,21,21,0
974601,2,0,0,9,3,12,12,3
974602,2,3,0,27,0,30,30,0
974701,2,0,0,15,0,18,15,0
974702,2,3,0,39,3,45,45,0
974800,2,0,0,24,6,33,33,0
974901,2,0,0,15,0,15,15,0
974902,2,3,0,15,0,18,18,0
974903,2,3,3,9,3,12,9,0
974904,2,0,0,21,3,24,24,3
974905,2,0,0,18,0,18,18,0
975000,2,0,3,21,0,27,24,0
975100,2,3,0,27,0,36,33,0
975200,2,0,0,21,0,21,21,0
975300,2,0,3,18,0,21,24,0
975402,2,3,3,21,6,33,33,0
975403,2,3,3,87,6,105,99,3
975404,2,3,3,39,3,48,45,3
975500,2,12,3,66,21,102,102,6
975600,2,3,0,33,3,36,39,0
975700,2,9,6,78,9,105,99,0
975801,2,3,0,42,3,48,48,0
975802,2,6,3,12,9,27,27,0
975803,2,3,0,9,3,15,15,0
975900,2,6,3,30,9,51,45,0
976001,2,6,3,24,6,42,39,3
976002,2,0,0,0,0,6,0,0
976003,2,0,0,0,0,3,0,0
976004,2,6,0,24,3,30,33,0
976101,2,6,0,24,6,39,39,6
976102,2,3,3,27,3,33,30,0
976200,2,21,3,75,27,132,129,6
976300,2,12,6,72,12,108,105,6
976400,2,3,0,6,0,12,12,0
976500,2,9,0,15,3,27,27,0
976600,2,0,0,0,0,6,0,0
976701,2,0,0,0,0,3,0,0
976702,2,0,0,6,0,6,6,0
976712,2,0,3,39,3,42,42,0
976713,2,0,3,72,3,81,81,3
976714,2,0,0,18,3,21,21,0
976715,2,0,0,36,0,36,36,0
976716,2,0,0,0,0,6,0,0
976717,2,0,6,87,3,96,90,3
976721,2,3,0,36,6,48,48,0
976722,2,3,3,81,6,93,93,0
976723,2,3,3,90,6,102,99,0
976724,2,3,0,90,15,108,111,0
976725,2,0,3,36,6,45,45,0
976726,2,9,3,99,6,120,120,3
976727,2,3,0,72,6,81,81,0
976728,2,0,0,48,6,51,51,0
976729,2,6,0,84,12,102,102,0
976730,2,15,3,123,12,150,147,0
976731,2,6,3,132,12,153,150,0
976732,2,9,0,126,12,144,144,0
976733,2,3,6,117,6,129,123,0
976734,2,3,3,39,3,45,42,0
976735,2,0,0,33,0,36,36,0
976736,2,0,3,39,0,39,36,0
976737,2,3,0,39,3,45,45,0
976738,2,0,3,12,0,15,15,0
976739,2,0,0,15,0,18,18,0
976801,2,9,0,39,15,63,63,3
976802,2,0,0,12,3,18,15,0
976901,2,39,0,108,24,177,174,3
976902,2,9,0,33,9,54,54,3
977001,2,6,3,9,9,24,21,0
977002,2,3,3,21,3,33,30,0
977100,2,3,0,15,9,27,27,0
977201,2,6,0,18,6,33,33,0
977202,2,0,0,0,0,0,0,0
977301,2,0,0,0,0,6,9,0
977305,2,3,0,84,3,93,93,0
977306,2,6,0,147,12,162,162,0
977307,2,3,0,54,12,72,72,0
977308,2,6,0,66,3,78,75,0
977309,2,6,0,120,12,135,138,0
977310,2,3,0,93,12,111,111,0
977311,2,6,0,72,12,90,90,0
977400,2,9,3,39,12,69,66,3
977500,2,18,3,45,18,87,81,0
977600,2,6,3,21,9,39,36,0
977701,2,3,0,15,3,18,18,0
977702,2,12,0,27,0,39,39,0
977703,2,9,0,18,12,42,42,0
977801,2,9,3,27,12,51,45,0
977802,2,6,3,24,6,39,39,0
977803,2,12,0,60,3,78,78,0
977901,2,0,0,0,0,3,0,0
977902,2,0,0,6,0,9,9,0
978001,2,6,0,15,9,33,33,0
978002,2,15,0,27,6,51,54,3
978003,2,3,0,15,6,21,24,0
978004,2,3,0,12,0,15,15,0
978005,2,0,0,0,0,9,9,0
978102,2,0,0,18,3,24,24,0
978107,2,15,3,105,9,135,129,0
978108,2,18,3,138,21,183,180,0
978109,2,6,3,72,15,93,93,3
978110,2,24,3,96,9,132,129,0
978112,2,3,0,60,12,75,75,0
978113,2,0,0,84,12,96,99,0
978114,2,9,0,72,15,96,99,0
978115,2,15,0,84,12,114,114,0
978116,2,21,0,108,18,147,150,3
978117,2,12,0,45,24,81,81,0
978118,2,6,0,12,3,24,24,0
978119,2,3,0,33,6,42,39,0
978120,2,6,0,27,3,36,39,0
978121,2,9,0,45,9,60,60,0
978122,2,0,0,0,0,0,0,0
978123,2,0,0,0,0,0,0,0
978124,2,0,0,0,0,0,0,0
978125,2,0,0,0,0,6,6,0
978200,2,9,0,60,21,99,96,6
978300,2,9,0,54,9,75,72,0
978400,2,18,0,78,18,120,117,3
978500,2,9,6,111,9,141,135,3
978600,2,0,0,27,15,45,45,0
978700,2,6,3,36,12,63,60,6
978801,2,15,3,69,9,93,90,3
978803,2,0,0,0,0,9,9,0
978804,2,0,0,0,0,3,0,0
978900,2,0,3,15,0,21,15,0
979000,2,0,0,0,0,0,0,0
979101,2,0,0,63,6,72,72,0
979102,2,0,0,51,3,54,54,0
979200,2,3,0,18,0,21,21,0
979302,2,6,0,60,9,78,75,3
979303,2,6,3,69,6,84,81,3
979304,2,3,9,90,9,111,99,0
979400,2,0,3,18,0,21,21,0
979500,2,0,0,0,0,3,0,0
979601,2,0,0,0,0,3,0,0
979602,2,0,0,0,0,3,0,0
979603,2,6,3,15,3,27,24,3
979604,2,3,0,9,3,15,18,0
979700,2,6,0,12,3,21,21,0
979801,2,0,0,9,6,18,15,3
979802,2,0,0,0,0,3,0,0
979803,2,0,0,0,0,3,0,0
979804,2,3,0,21,3,30,30,3
979900,2,9,3,60,12,87,87,3
980001,2,3,0,45,18,72,69,0
980002,2,12,0,78,24,123,123,9
980003,2,6,0,24,12,45,42,3
980101,2,6,0,24,6,42,42,3
980102,2,9,0,15,3,27,27,0
980103,2,3,0,27,3,42,39,3
980104,2,9,0,6,3,21,21,0
980105,2,6,0,18,6,33,30,3
980200,2,3,0,9,9,24,24,3
980300,2,18,3,75,18,117,114,6
980400,2,12,3,48,12,78,75,6
980500,2,6,0,39,12,63,60,3
980600,2,12,0,39,15,75,78,3
980700,2,3,0,12,6,21,18,0
980800,2,6,0,54,15,78,78,0
980900,2,12,0,66,21,102,102,0
981001,2,12,3,45,24,87,84,3
981002,2,0,0,0,0,0,0,0
981100,2,6,0,15,15,39,39,6
981200,2,6,3,27,9,45,45,3
981300,2,9,3,30,9,54,54,6
981400,2,12,3,15,9,42,39,3
981500,2,9,3,33,12,57,57,3
981600,2,9,3,48,6,69,66,0
981700,2,0,0,0,6,9,9,0
981800,2,3,0,18,6,27,24,0
981900,2,3,0,6,3,12,12,0
982000,2,3,0,9,0,18,18,3
982100,2,3,0,18,18,42,39,3
982200,2,3,0,21,9,30,33,0
982301,2,15,0,66,15,96,96,3
982302,2,12,0,69,9,90,93,0
982400,2,0,3,6,6,15,12,0
982500,2,6,0,21,12,42,42,0
982600,2,6,0,12,6,27,27,3
982700,2,3,0,21,21,48,48,3
982800,2,6,3,30,6,45,42,3
982901,2,3,0,15,9,27,30,0
982902,2,3,0,18,3,24,24,0
983001,2,6,0,18,3,27,27,3
983002,2,3,3,48,6,63,60,3
983003,2,3,3,27,9,39,39,0
983004,2,3,0,48,9,63,66,3
983101,2,9,0,30,9,45,48,0
983102,2,3,3,39,6,51,48,0
983103,2,3,0,57,12,78,78,3
983200,2,6,0,27,6,45,45,3
983301,2,12,0,45,15,75,75,3
983303,2,0,0,0,0,0,0,0
983304,2,3,0,15,0,24,24,3
983305,2,0,0,0,0,0,0,0
983306,2,0,0,9,0,9,9,0
983400,2,6,0,18,0,27,27,3
983500,2,3,0,15,6,24,24,0
983600,2,3,0,18,6,33,30,6
983701,2,3,0,3,3,12,12,0
983702,2,0,0,9,6,12,12,0
983800,2,9,0,24,3,36,36,0
983900,2,0,3,27,9,39,39,0
984000,2,0,0,18,3,24,24,0
984100,2,3,0,30,0,36,36,3
984200,2,6,0,48,6,66,63,3
984300,2,0,0,27,6,36,36,0
984402,2,3,0,15,3,24,24,0
984404,2,0,0,30,3,33,33,0
984405,2,9,3,42,9,63,57,0
984406,2,6,0,48,3,57,57,0
984409,2,9,0,27,15,54,54,3
984410,2,0,0,0,0,3,0,0
984411,2,9,0,9,9,30,30,3
984412,2,9,3,15,0,27,27,3
984413,2,0,0,0,0,0,0,0
984414,2,0,0,0,0,3,0,0
984415,2,0,0,0,0,0,0,0
984501,2,3,0,57,6,66,66,0
984502,2,6,0,33,6,48,48,0
984505,2,12,0,63,12,90,90,3
984506,2,9,0,39,9,60,60,0
984507,2,0,0,63,3,69,69,0
984508,2,3,0,66,9,75,75,0
984509,2,0,0,48,6,57,57,0
984600,2,9,0,45,12,69,66,0
984701,2,3,0,30,6,39,42,0
984702,2,6,0,21,3,30,30,0
984703,2,3,0,15,3,21,24,0
984704,2,9,0,51,6,69,69,0
984705,2,6,0,18,6,36,36,3
984706,2,3,0,15,6,27,27,0
984800,2,6,0,90,15,117,114,3
984900,2,12,0,81,18,114,111,3
985000,2,6,0,12,0,21,24,3
985100,2,12,0,33,15,63,63,3
985200,2,12,0,54,21,93,90,0
985300,2,6,0,48,9,66,66,0
985400,2,9,3,36,18,78,72,9
985500,2,3,0,33,3,42,42,0
985601,2,3,0,21,15,39,39,0
985602,2,3,0,9,0,15,12,0
985603,2,3,0,12,0,21,18,0
985700,2,18,0,45,12,78,75,3
985801,2,3,0,36,12,51,54,0
985803,2,6,0,12,3,18,21,0
985804,2,6,0,18,3,24,24,0
985901,2,3,0,99,9,111,108,3
985902,2,0,0,12,6,15,18,0
986000,2,3,3,18,6,30,27,3
986100,2,18,3,54,30,108,105,3
986201,2,0,0,0,0,9,6,0
986202,2,12,0,21,6,39,39,0
986203,2,3,0,12,3,21,21,0
986300,2,9,0,63,18,93,93,3
986400,2,3,0,24,6,36,36,3
986500,2,12,3,72,15,102,99,3
986601,2,6,0,18,12,39,36,0
986602,2,6,0,12,6,24,24,3
986603,2,3,0,21,0,24,24,0
986604,2,9,0,18,3,30,27,0
986605,2,0,0,0,0,0,0,0
986700,2,15,0,30,12,57,60,0
986800,2,0,0,9,12,27,24,0
986900,2,3,0,12,6,21,21,0
987000,2,6,0,24,9,45,45,3
987100,2,9,0,30,9,48,48,0
987200,2,6,0,15,6,30,33,3
987300,2,6,3,15,6,30,30,0
987400,2,0,0,0,0,6,6,0
987500,2,6,3,12,12,27,30,0
987600,2,9,0,33,12,57,54,0
987700,2,6,0,9,9,27,27,3
987801,2,0,0,0,0,6,6,0
987802,2,0,0,0,0,6,0,0
987803,2,0,0,0,0,6,6,0
987901,2,0,0,9,0,15,15,0
987902,2,30,0,99,27,168,171,12
988000,2,6,0,21,6,33,33,0
988100,2,6,0,60,9,84,81,6
988200,2,0,0,21,12,33,33,3
988300,2,6,3,39,24,69,69,3
988400,2,6,0,33,6,48,51,6
988501,2,0,0,0,0,6,0,0
988502,2,6,0,21,6,33,33,0
988600,2,9,0,27,15,51,48,3
988700,2,12,0,42,18,78,81,6
988800,2,18,0,51,21,87,90,0
988901,2,12,0,54,12,87,87,6
988902,2,0,0,0,0,3,0,0
989000,2,6,0,15,6,27,27,0
989100,2,6,0,57,9,72,75,0
989201,2,6,3,36,12,57,57,6
989202,2,3,3,27,3,33,30,3
989301,2,3,0,15,6,21,21,3
989303,2,3,0,21,3,27,27,3
989304,2,6,0,18,3,30,30,3
989305,2,3,0,18,3,21,18,0
989306,2,0,0,15,3,21,21,0
989307,2,3,0,12,3,18,15,0
989308,2,3,0,18,9,27,27,0
989309,2,3,3,18,9,30,27,0
989310,2,0,0,6,0,9,9,0
989311,2,0,0,0,0,6,6,0
989400,2,15,3,24,18,60,60,3
989500,2,6,0,24,9,39,39,0
989600,2,6,0,27,6,42,42,3
989700,2,6,3,27,3,42,36,3
989800,2,12,0,21,6,39,36,3
989901,2,3,0,69,9,81,78,0
989902,2,6,0,66,3,78,78,0
990000,2,0,0,54,3,63,60,0
990100,2,3,3,108,9,123,123,0
990200,2,6,12,81,6,102,90,0
990300,2,3,0,51,6,60,60,0
990400,2,6,0,51,6,66,66,0
990500,2,3,0,24,3,33,30,0
990600,2,3,6,45,3,57,51,0
990700,2,0,9,45,9,63,54,0
990800,2,0,6,54,3,66,57,0
990900,2,6,3,81,9,105,99,0
991000,2,6,0,24,15,48,45,0
991100,2,9,0,21,12,51,48,6
991200,2,3,0,15,6,24,24,0
991301,2,6,3,24,3,30,30,0
991302,2,0,0,0,0,9,6,0
991303,2,0,0,9,0,12,9,0
991400,2,3,0,12,6,21,21,0
991500,2,0,0,15,12,30,30,0
991600,2,3,0,12,6,24,21,3
991702,2,0,0,0,0,0,0,0
991703,2,3,0,15,6,27,27,0
991704,2,0,0,0,0,0,0,0
991800,2,15,0,18,9,51,48,3
991900,2,9,3,30,6,54,51,3
992000,2,9,0,18,24,54,51,3
992100,2,9,0,15,3,27,27,0
992200,2,0,0,0,0,3,0,0
992301,2,6,3,9,6,21,18,0
992302,2,0,0,0,0,0,0,0
992303,2,0,0,0,0,3,0,0
992400,2,9,6,27,9,51,45,0
992500,2,6,3,12,6,27,24,3
992600,2,6,0,15,9,30,30,0
992701,2,0,3,9,3,15,12,0
992702,2,0,0,9,0,9,9,0
992801,2,3,0,15,3,24,24,0
992802,2,0,0,9,0,9,9,0
992900,2,3,0,12,0,15,18,3
993000,2,0,0,0,0,0,0,0
993102,2,0,0,0,0,9,9,0
993103,2,0,0,0,0,3,0,0
993104,2,0,0,9,3,15,15,0
993200,2,0,0,0,0,6,6,0
993300,2,0,0,18,18,36,33,3
993400,2,0,0,0,0,0,0,0
993500,2,3,0,12,12,27,27,3
993600,2,0,0,0,0,3,0,0
993700,2,0,0,0,0,6,9,0
993800,2,0,3,6,3,15,12,3
993900,2,3,0,6,6,21,18,0
994000,2,6,0,12,9,33,30,3
994101,2,0,0,0,0,3,0,0
994103,2,0,0,0,0,3,0,0
994104,2,3,3,21,21,48,45,3
994200,2,9,0,42,18,78,78,9
994300,2,12,0,45,18,75,72,0
994400,2,6,0,18,6,30,30,3
994501,2,0,0,0,0,9,9,0
994502,2,0,0,0,0,6,0,0
994600,2,6,0,6,0,12,12,0
994701,2,0,0,0,0,3,0,0
994702,2,3,0,18,9,33,30,0
994703,2,3,0,6,6,15,15,0
994800,2,3,3,18,12,36,36,3
994900,2,6,0,15,6,30,30,3
995000,2,6,3,27,6,39,39,3
995100,2,3,0,30,9,48,48,3
995200,2,12,0,21,12,48,48,0
995300,2,3,0,15,3,18,18,0
995400,2,0,0,0,0,6,0,0
995501,2,6,3,36,12,63,60,3
995502,2,0,0,9,3,15,15,0
995600,2,3,0,15,3,24,24,0
995701,2,9,3,42,15,69,66,3
995702,2,0,0,0,0,3,0,0
995802,2,0,0,9,6,21,21,3
995803,2,0,0,0,0,3,0,0
995804,2,3,0,12,6,24,21,3
995901,2,0,0,0,0,9,9,0
995902,2,6,3,33,15,57,57,3
996000,2,6,3,27,15,54,51,6
996101,2,0,0,0,0,0,0,0
996102,2,3,0,6,6,24,24,6
996200,2,9,3,36,6,51,51,3
996300,2,6,0,66,12,87,87,3
996400,2,0,3,33,3,39,39,3
996500,2,3,3,33,3,45,42,3
996600,2,6,3,48,6,60,60,0
996700,2,12,9,51,12,87,78,3
996800,2,3,0,30,6,39,33,0
996900,2,0,3,36,3,42,39,0
997000,2,0,0,9,0,9,9,0
997100,2,3,0,27,6,39,36,0
997200,2,9,0,51,3,63,63,0
997300,2,0,0,6,0,9,9,0
997400,2,6,3,54,0,60,60,3
997500,2,3,3,39,3,51,51,3
997600,2,3,0,27,3,36,33,0
997700,2,3,0,24,3,33,33,3
997800,2,0,0,0,0,6,6,0
997900,2,0,0,9,0,12,12,0
998000,2,0,0,0,0,0,0,0
998100,2,0,0,0,0,3,0,0
998200,2,3,0,24,0,30,27,3
998300,2,0,0,0,0,3,0,0
998400,2,0,0,0,0,0,0,0
998500,2,0,3,66,6,72,69,0
998600,2,3,3,21,0,24,21,0
998700,2,0,0,0,0,0,0,0
998800,2,3,3,51,6,69,66,6
998901,2,6,0,24,12,45,42,0
998902,2,0,0,15,0,18,18,0
999000,2,3,0,36,24,69,69,3
999101,2,0,0,0,0,0,0,0
999102,2,3,51,51,3,114,63,9
999201,2,0,0,6,0,12,12,3
999202,2,0,0,0,0,3,0,0
999300,2,9,3,33,6,54,51,6
999400,2,0,0,0,0,0,0,0
999500,2,0,0,0,0,0,0,0
999600,2,0,0,0,0,0,0,0
999700,2,18,0,24,6,42,42,3
999800,2,6,0,21,12,42,39,3
999900,2,12,3,30,15,69,66,9
1000000,2,12,3,30,24,66,63,0
1000100,2,0,3,9,6,21,21,3
1000200,2,3,0,6,9,24,24,3
1000300,2,12,0,42,3,57,57,3
1000400,2,6,0,12,9,27,27,0
1000500,2,18,0,15,9,45,45,3
1000600,2,9,3,27,9,51,48,0
1000700,2,0,0,18,6,24,24,3
1000800,2,3,0,12,0,18,18,0
1000900,2,12,3,21,15,57,54,6
1001002,2,6,0,39,9,54,51,0
1001003,2,0,0,0,0,3,0,0
1001004,2,6,0,6,0,12,15,0
1001101,2,0,0,0,0,3,0,0
1001103,2,3,0,18,0,24,21,0
1001104,2,3,0,33,0,39,36,0
1001105,2,9,6,42,3,60,54,0
1001201,2,0,0,0,0,3,0,0
1001202,2,0,0,0,0,9,9,0
1001203,2,0,3,24,3,33,30,0
1001300,2,3,3,6,3,18,15,0
1001401,2,0,0,39,3,45,42,0
1001402,2,3,0,15,0,18,15,0
1001501,2,3,0,6,6,21,21,3
1001502,2,3,0,9,6,18,18,0
1001601,2,0,0,0,0,6,0,0
1001602,2,0,0,0,6,12,9,0
1001700,2,6,0,3,3,12,12,0
1001800,2,6,0,18,9,33,33,0
1001900,2,12,6,21,3,45,39,3
1002000,2,6,0,6,6,21,21,3
1002100,2,6,0,6,12,27,27,3
1002200,2,3,3,9,6,21,18,0
1002300,2,12,3,24,18,54,54,3
1002400,2,3,0,12,12,27,27,3
1002500,2,15,3,27,9,60,57,6
1002600,2,9,0,6,0,15,12,0
1002701,2,0,0,9,3,15,15,0
1002703,2,0,0,0,0,3,0,0
1002704,2,0,0,0,0,0,0,0
1002802,2,0,0,0,0,6,0,0
1002803,2,0,0,0,0,3,0,0
1002804,2,0,3,12,0,12,12,0
1002805,2,3,0,6,0,15,12,3
1002806,2,0,0,0,0,0,0,0
1002900,2,6,0,27,9,45,45,6
1003000,2,9,0,15,6,36,33,0
1003100,2,9,3,15,9,36,33,0
1003200,2,9,0,24,3,39,42,3
1003300,2,3,0,6,9,21,21,3
1003400,2,3,0,15,6,24,21,0
1003501,2,0,0,0,0,3,0,0
1003502,2,9,6,51,6,69,63,0
1003600,2,6,0,21,18,54,54,6
1003700,2,9,0,9,15,33,36,3
1003800,2,6,0,9,3,15,15,0
1003900,2,3,3,15,0,21,21,3
1004000,2,6,0,15,9,33,33,3
1004101,2,3,3,12,3,24,21,3
1004102,2,0,0,6,0,9,6,0
1004200,2,3,3,9,9,24,24,0
1004300,2,12,0,18,6,42,42,6
1004400,2,9,0,15,12,42,45,9
1004500,2,6,0,12,6,24,24,3
1004600,2,9,0,15,6,30,30,3
1004700,2,15,0,36,9,66,66,3
1004800,2,3,0,6,12,24,24,3
1004901,2,0,3,6,3,12,12,0
1004902,2,3,0,12,6,24,24,3
1005002,2,0,0,0,0,0,0,0
1005003,2,0,0,0,0,0,0,0
1005004,2,0,0,0,0,0,0,0
1005101,2,6,0,57,6,72,72,0
1005102,2,0,0,0,0,9,0,0
1005200,2,3,0,21,3,27,27,0
1005300,2,0,6,33,0,42,33,0
1005400,2,0,0,0,0,6,6,0
1005500,2,0,0,0,0,0,0,0
1005600,2,0,3,21,0,24,21,0
1005700,2,0,3,39,0,45,42,0
