meshblock_id,census_year_id,do_not_own,not_elsewhere_included,own_or_partly_own,total_people,total_stated
2383101,2,0,0,0,3,0
2383102,2,6,3,15,21,18
2383103,2,27,6,9,42,36
2383200,2,0,3,6,12,9
2383300,2,3,3,6,18,12
2383400,2,18,3,39,60,57
2383500,2,18,6,33,60,54
2383600,2,27,3,18,51,48
2383700,2,18,0,60,78,78
2383802,2,0,0,0,0,0
2383803,2,0,0,0,0,0
2383804,2,0,0,0,0,0
2383805,2,18,0,69,87,87
2383900,2,39,6,57,102,96
2384000,2,9,0,24,33,33
2384101,2,0,0,0,3,0
2384102,2,0,0,0,3,0
2384200,2,18,3,36,57,54
2384300,2,3,3,3,9,9
2384400,2,3,0,9,12,12
2384500,2,0,0,21,21,21
2384600,2,3,3,24,30,27
2384700,2,15,0,18,30,33
2384800,2,12,9,36,54,48
2384900,2,0,0,12,12,12
2385000,2,12,3,24,42,42
2385100,2,9,0,15,21,21
2385200,2,12,0,12,24,24
2385300,2,3,0,6,6,9
2385400,2,12,3,36,51,48
2385500,2,12,0,24,36,36
2385600,2,15,6,39,63,57
2385700,2,3,0,12,15,15
2385800,2,6,0,6,9,12
2385900,2,24,3,42,69,66
2386000,2,12,0,21,33,33
2386100,2,0,0,0,3,0
2386200,2,3,12,3,21,9
2386300,2,6,12,6,24,9
2386400,2,0,3,3,9,6
2386500,2,18,6,54,78,72
2386600,2,0,0,0,0,0
2386700,2,6,3,6,15,12
2386800,2,21,3,48,69,69
2386900,2,9,3,24,36,33
2387000,2,12,0,30,45,42
2387100,2,0,0,6,6,9
2387200,2,21,3,57,84,78
2387300,2,48,6,87,138,132
2387400,2,27,0,66,96,96
2387500,2,39,6,132,174,171
2387601,2,36,12,141,183,171
2387602,2,0,0,0,0,0
2387700,2,45,3,39,87,84
2387801,2,18,0,54,75,75
2387802,2,0,0,0,0,0
2387900,2,21,0,6,27,27
2388000,2,18,9,48,78,66
2388100,2,12,12,33,54,45
2388200,2,6,0,12,18,18
2388300,2,42,9,36,81,75
2388400,2,12,3,36,51,48
2388500,2,54,6,105,165,159
2388600,2,36,9,36,78,75
2388701,2,6,3,24,30,30
2388702,2,30,0,12,42,42
2388703,2,21,0,9,30,27
2388704,2,12,6,15,33,30
2388705,2,15,3,12,30,30
2388706,2,18,3,48,69,69
2388707,2,9,0,33,39,39
2388800,2,9,3,6,21,18
2388900,2,21,0,36,60,57
2389000,2,9,3,9,15,15
2389100,2,27,6,54,87,84
2389200,2,3,3,18,24,21
2389300,2,18,0,45,60,60
2389400,2,27,0,57,84,84
2389500,2,18,0,57,75,75
2389600,2,6,0,30,36,36
2389701,2,15,6,21,42,36
2389702,2,9,0,33,39,42
2389800,2,24,3,54,84,78
2389900,2,27,3,33,66,63
2390000,2,36,0,18,57,57
2390100,2,27,0,12,42,42
2390200,2,12,6,18,33,27
2390300,2,30,6,36,72,66
2390400,2,39,6,48,93,87
2390500,2,39,3,33,72,72
2390600,2,21,0,45,69,66
2390700,2,30,9,48,90,81
2390800,2,15,3,33,51,48
2390900,2,18,3,36,57,54
2391000,2,0,0,0,3,0
2391100,2,9,3,3,18,12
2391200,2,24,6,42,72,69
2391300,2,48,3,147,204,198
2391400,2,3,0,0,9,6
2391500,2,0,0,0,6,0
2391600,2,42,6,48,99,93
2391700,2,9,0,9,15,15
2391800,2,18,3,36,60,54
2391900,2,24,3,30,57,54
2392000,2,33,3,30,66,63
2392100,2,24,3,33,60,57
2392200,2,27,3,24,54,51
2392300,2,30,6,54,90,84
2392400,2,12,3,3,21,15
2392500,2,0,0,0,3,0
2392600,2,6,0,9,15,15
2392700,2,9,3,18,27,24
2392800,2,18,0,15,33,33
2392900,2,12,0,15,27,27
2393000,2,12,0,21,36,33
2393100,2,27,6,18,51,45
2393200,2,0,9,0,9,0
2393300,2,0,0,0,3,0
2393400,2,18,0,27,48,48
2393500,2,33,6,27,66,60
2393600,2,42,3,72,114,111
2393700,2,21,6,33,60,51
2393800,2,18,3,33,51,48
2393900,2,21,6,39,66,60
2394000,2,36,0,30,66,66
2394100,2,30,9,66,111,102
2394200,2,36,3,51,93,90
2394300,2,39,6,36,84,78
2394400,2,21,6,42,69,63
2394501,2,0,0,0,0,0
2394502,2,0,0,0,0,0
2394600,2,15,0,30,48,48
2394700,2,15,3,30,48,45
2394800,2,3,0,6,9,9
2394900,2,24,6,51,78,72
2395000,2,18,3,12,33,30
2395100,2,18,3,21,45,39
2395200,2,12,6,15,30,27
2395300,2,24,3,27,57,51
2395400,2,21,0,24,48,45
2395501,2,0,0,0,3,0
2395502,2,3,0,18,24,24
2395600,2,21,12,33,69,54
2395700,2,9,3,33,48,45
2395800,2,18,3,27,45,42
2395900,2,6,0,6,15,15
2396000,2,24,3,45,72,66
2396100,2,15,0,15,33,30
2396200,2,18,3,48,66,63
2396300,2,21,0,12,33,33
2396400,2,24,6,18,48,42
2396500,2,3,0,3,6,9
2396600,2,0,0,0,6,0
2396700,2,6,0,9,15,12
2396800,2,18,3,21,39,39
2396900,2,3,3,21,27,24
2397000,2,6,3,15,27,24
2397100,2,0,0,0,6,0
2397200,2,0,0,9,9,9
2397300,2,3,3,3,9,6
2397400,2,18,6,15,42,33
2397500,2,6,3,9,18,18
2397600,2,12,0,18,33,30
2397700,2,3,0,15,18,15
2397800,2,0,0,0,0,0
2397901,2,0,0,0,3,0
2397902,2,3,0,6,6,6
2398000,2,0,0,0,0,0
2398100,2,24,0,9,33,33
2398200,2,30,3,18,51,45
2398300,2,18,9,12,39,30
2398400,2,27,3,9,39,36
2398500,2,33,0,24,60,57
2398600,2,9,3,15,27,24
2398700,2,9,0,21,30,30
2398800,2,0,0,9,12,12
2398900,2,3,0,12,15,12
2399000,2,21,3,36,57,54
2399100,2,12,3,24,39,33
2399200,2,6,3,6,9,6
2399300,2,21,3,54,81,78
2399400,2,3,0,9,15,15
2399500,2,3,0,6,6,6
2399600,2,9,0,9,18,18
2399700,2,3,0,3,6,9
2399800,2,3,3,12,24,18
2399900,2,18,3,21,42,39
2400000,2,6,0,3,6,6
2400100,2,6,0,27,33,33
2400200,2,9,3,42,51,51
2400300,2,3,0,6,12,9
2400400,2,3,0,18,24,21
2400500,2,21,0,39,60,57
2400600,2,12,3,15,27,27
2400700,2,27,3,48,78,78
2400800,2,15,3,33,48,48
2400901,2,3,6,12,18,12
2400902,2,6,0,3,12,9
2401000,2,30,12,48,90,78
2401101,2,27,3,15,48,45
2401102,2,12,0,9,18,18
2401201,2,6,0,12,21,21
2401202,2,0,0,6,9,9
2401203,2,0,0,0,3,0
2401204,2,0,0,3,9,6
2401205,2,0,0,18,18,18
2401206,2,0,0,6,9,6
2401207,2,6,0,3,6,6
2401208,2,12,0,18,33,30
2401209,2,0,0,0,6,0
2401301,2,0,0,0,0,0
2401303,2,162,3,6,174,171
2401304,2,6,0,6,9,9
2401401,2,0,0,0,0,0
2401402,2,12,0,12,27,24
2401500,2,3,0,6,9,12
2401600,2,27,0,21,48,48
2401700,2,36,3,54,93,90
2401800,2,18,0,18,36,33
2401900,2,57,18,96,174,156
2402001,2,6,0,12,15,18
2402002,2,27,0,33,60,60
2402100,2,21,15,51,84,72
2402200,2,9,6,15,33,27
2402300,2,3,0,9,12,9
2402400,2,15,3,33,48,48
2402500,2,9,0,27,33,36
2402600,2,6,0,6,12,12
2402701,2,6,0,6,12,12
2402702,2,6,9,12,24,15
2402800,2,0,0,9,9,9
2402901,2,0,0,0,6,6
2402902,2,15,0,27,42,39
2403002,2,18,3,42,66,63
2403003,2,3,0,18,21,24
2403004,2,6,3,9,15,15
2403005,2,3,0,9,9,9
2403006,2,0,0,0,6,6
2403100,2,0,0,0,3,0
2403200,2,24,3,51,75,75
2403300,2,15,0,39,57,54
2403400,2,33,6,84,123,117
2403500,2,6,0,3,9,9
2403600,2,48,0,90,141,141
2403700,2,21,0,39,57,57
2403800,2,6,9,27,45,33
2403900,2,24,0,24,51,48
2404000,2,15,0,30,45,42
2404100,2,48,3,27,75,72
2404200,2,21,3,21,39,39
2404300,2,42,3,21,63,63
2404400,2,45,3,24,72,69
2404500,2,48,6,33,84,84
2404600,2,63,3,57,123,120
2404700,2,27,0,57,84,84
2404800,2,45,3,30,81,78
2404900,2,15,3,30,42,42
2405000,2,30,0,45,75,75
2405100,2,21,6,33,57,54
2405200,2,27,6,30,63,57
2405300,2,15,0,30,48,48
2405400,2,21,6,30,57,51
2405500,2,24,3,21,48,45
2405600,2,18,6,36,60,54
2405700,2,27,12,36,75,66
2405800,2,27,3,42,72,66
2405900,2,6,3,3,12,9
2406000,2,0,0,0,3,0
2406100,2,15,0,12,27,27
2406200,2,33,3,18,54,51
2406300,2,6,0,3,9,9
2406401,2,27,9,36,69,60
2406402,2,21,6,42,72,63
2406500,2,12,3,9,24,21
2406600,2,24,0,9,33,33
2406700,2,69,3,18,90,87
2406800,2,24,3,15,39,39
2406900,2,9,0,6,15,15
2407000,2,51,3,42,96,93
2407100,2,54,0,36,87,87
2407200,2,60,3,21,84,81
2407300,2,36,3,33,72,69
2407400,2,30,3,48,78,78
2407500,2,0,0,0,0,0
2407600,2,3,0,3,9,6
2407700,2,6,0,6,12,9
2407800,2,0,0,0,3,0
2407900,2,6,0,0,9,6
2408000,2,12,0,3,12,12
2408100,2,0,0,0,0,0
2408200,2,0,0,0,0,0
2408300,2,0,0,0,0,0
2408400,2,0,0,0,0,0
2408500,2,9,0,3,12,12
2408600,2,0,0,0,6,0
2408700,2,3,3,6,12,9
2408800,2,12,0,3,15,15
2408900,2,12,0,12,27,27
2409000,2,6,0,3,12,9
2409100,2,18,3,27,45,45
2409200,2,24,6,36,63,57
2409300,2,39,3,45,87,84
2409400,2,24,3,42,69,63
2409500,2,27,6,48,78,72
2409600,2,12,3,15,30,27
2409700,2,15,0,42,60,57
2409800,2,48,3,69,117,117
2409900,2,42,6,66,114,108
2410002,2,48,0,27,75,75
2410003,2,24,0,21,48,48
2410004,2,0,0,0,0,0
2410100,2,15,0,30,42,42
2410200,2,24,0,54,78,75
2410300,2,33,3,63,99,96
2410400,2,30,0,33,66,63
2410500,2,30,0,75,108,105
2410600,2,33,6,60,96,93
2410700,2,18,3,45,66,66
2410800,2,18,3,54,75,75
2410900,2,45,3,18,69,66
2411000,2,39,0,45,84,84
2411100,2,114,0,39,153,153
2411200,2,12,0,36,48,48
2411300,2,12,0,33,42,42
2411400,2,36,0,57,96,93
2411500,2,39,6,60,102,99
2411600,2,15,0,60,78,75
2411700,2,30,0,51,78,78
2411800,2,24,3,39,63,63
2411900,2,42,3,60,105,102
2412000,2,60,3,81,144,144
2412100,2,27,0,105,132,129
2412200,2,6,0,30,33,33
2412300,2,24,6,63,90,87
2412400,2,30,0,75,105,105
2412500,2,18,3,78,99,96
2412600,2,0,0,0,0,0
2412700,2,30,3,87,120,117
2412800,2,39,0,84,120,120
2412900,2,21,3,51,75,72
2413001,2,18,3,51,72,66
2413002,2,0,0,0,6,6
2413101,2,21,3,51,72,72
2413102,2,12,3,24,39,36
2413201,2,9,3,12,21,18
2413202,2,6,0,27,33,33
2413203,2,12,3,30,48,42
2413302,2,9,0,33,42,42
2413303,2,15,6,39,60,54
2413304,2,0,0,0,6,0
2413402,2,12,0,27,39,39
2413403,2,3,0,15,15,15
2413404,2,6,0,33,39,39
2413405,2,3,0,18,24,24
2413406,2,9,3,36,48,45
2413500,2,6,0,12,18,18
2413600,2,30,0,75,108,105
2413701,2,45,3,123,171,168
2413702,2,33,0,78,111,108
2413800,2,0,0,0,0,0
2413900,2,15,3,42,57,54
2414000,2,27,0,54,84,84
2414100,2,12,3,27,39,39
2414200,2,6,0,12,18,15
2414301,2,6,0,21,27,27
2414302,2,18,3,39,60,57
2414401,2,27,0,60,84,87
2414402,2,9,0,30,39,39
2414500,2,6,6,30,42,36
2414600,2,18,3,12,30,27
2414700,2,6,3,3,9,6
2414801,2,0,0,0,0,0
2414802,2,0,0,0,0,0
2414900,2,15,3,57,72,72
2415000,2,21,6,63,90,81
2415100,2,21,0,48,69,69
2415200,2,42,6,69,117,111
2415300,2,9,3,27,42,36
2415400,2,30,0,51,84,84
2415500,2,15,3,33,54,48
2415600,2,15,0,9,24,24
2415700,2,18,0,36,57,54
2415800,2,6,0,24,33,33
2415901,2,12,3,21,36,33
2415902,2,15,3,33,48,48
2416000,2,0,3,6,12,9
2416100,2,24,3,45,72,72
2416200,2,24,6,63,93,87
2416300,2,6,0,12,21,21
2416402,2,0,0,0,0,0
2416403,2,0,0,0,0,0
2416404,2,9,3,18,30,24
2416500,2,36,24,39,99,78
2416601,2,9,6,24,39,30
2416602,2,33,9,15,57,48
2416603,2,9,6,3,21,15
2416700,2,0,6,6,12,6
2416801,2,12,0,3,15,15
2416802,2,0,0,0,0,0
2416803,2,0,0,0,0,0
2416901,2,3,3,0,6,6
2416902,2,36,6,30,75,69
2417000,2,15,6,15,30,27
2417100,2,9,0,15,24,24
2417200,2,9,0,9,21,18
2417300,2,75,75,27,180,102
2417400,2,39,15,6,60,45
2417501,2,0,0,0,0,0
2417502,2,39,0,18,57,57
2417600,2,48,6,27,84,78
2417701,2,18,0,15,33,33
2417702,2,0,0,0,0,0
2417800,2,42,9,48,99,90
2417900,2,15,6,12,30,24
2418000,2,6,0,3,9,9
2418103,2,3,0,6,9,9
2418104,2,0,0,0,0,0
2418105,2,6,0,9,15,12
2418106,2,18,9,6,36,24
2418107,2,36,15,6,60,42
2418202,2,30,0,21,54,51
2418203,2,9,3,18,30,27
2418204,2,0,0,0,0,0
2418300,2,87,39,15,144,105
2418402,2,33,12,6,48,36
2418403,2,6,0,0,9,9
2418404,2,21,3,18,39,39
2418500,2,6,0,18,21,18
2418600,2,15,3,21,36,33
2418700,2,9,0,18,30,30
2418800,2,6,0,15,24,21
2418900,2,12,0,30,45,45
2419000,2,9,0,12,21,21
2419100,2,12,0,12,24,24
2419200,2,21,6,36,60,54
2419301,2,15,3,9,24,24
2419302,2,30,6,39,75,69
2419400,2,9,3,39,48,48
2419500,2,9,9,39,54,45
2419600,2,24,6,51,84,75
2419700,2,15,3,36,54,48
2419800,2,0,0,0,0,0
2419901,2,15,3,54,72,69
2419903,2,0,0,0,6,0
2419904,2,6,0,12,18,18
2419905,2,0,0,0,3,0
2420000,2,42,57,84,183,126
2420100,2,51,9,93,156,147
2420200,2,27,3,36,63,63
2420300,2,27,3,63,93,90
2420400,2,0,0,0,6,0
2420500,2,42,3,45,87,84
2420600,2,54,12,33,102,90
2420700,2,0,0,0,3,0
2420800,2,3,0,18,18,18
2420900,2,6,0,21,27,30
2421000,2,3,0,15,18,18
2421100,2,18,0,27,42,42
2421201,2,21,15,60,96,84
2421202,2,39,9,81,126,114
2421301,2,9,0,12,21,21
2421302,2,9,3,21,33,30
2421303,2,6,0,18,27,24
2421304,2,6,0,21,27,27
2421402,2,0,0,0,0,0
2421403,2,0,0,0,0,0
2421404,2,3,3,33,39,36
2421500,2,48,15,135,195,180
2421600,2,33,12,69,111,102
2421700,2,24,3,45,69,69
2421800,2,66,18,96,177,162
2421900,2,3,0,12,18,15
2422000,2,27,6,48,84,75
2422100,2,6,6,12,27,21
2422200,2,36,6,48,93,84
2422300,2,15,0,30,42,42
2422400,2,24,12,60,93,84
2422500,2,3,3,18,24,21
2422600,2,3,3,12,18,18
2422700,2,21,6,9,33,30
2422800,2,6,3,12,21,18
2422900,2,0,0,0,0,0
2423000,2,33,3,54,93,90
2423100,2,27,0,48,75,72
2423200,2,33,3,42,72,75
2423300,2,15,3,18,33,30
2423400,2,36,0,48,81,78
2423500,2,48,6,63,120,111
2423600,2,30,3,66,99,93
2423700,2,60,9,48,114,108
2423800,2,42,3,39,84,81
2423900,2,48,3,15,63,60
2424000,2,42,3,51,96,93
2424100,2,39,0,57,96,96
2424200,2,45,3,51,102,102
2424300,2,15,0,3,18,18
2424400,2,0,0,0,3,0
2424500,2,3,3,3,9,6
2424600,2,42,3,6,51,48
2424700,2,3,0,9,15,15
2424800,2,0,3,3,9,6
2424900,2,0,0,0,6,0
2425000,2,0,0,3,9,3
2425100,2,33,0,21,51,51
2425200,2,39,3,57,99,96
2425300,2,27,3,42,72,72
2425400,2,27,6,39,75,69
2425500,2,36,3,54,90,90
2425600,2,48,6,93,144,138
2425700,2,42,3,42,84,84
2425800,2,12,3,6,21,18
2425900,2,21,0,57,75,75
2426000,2,42,3,72,117,114
2426100,2,45,0,108,153,153
2426200,2,39,3,66,108,105
2426300,2,42,6,42,90,84
2426400,2,12,0,27,42,42
2426501,2,0,0,0,0,0
2426502,2,0,0,0,0,0
2426601,2,0,0,0,0,0
2426602,2,0,0,0,0,0
2426700,2,6,0,3,9,9
2426801,2,12,3,21,36,33
2426802,2,0,0,0,0,0
2426900,2,3,0,27,27,30
2427002,2,12,3,39,51,48
2427003,2,33,6,57,96,87
2427004,2,0,0,0,3,0
2427005,2,0,0,0,0,0
2427006,2,3,0,12,15,15
2427007,2,3,6,15,24,21
2427008,2,0,0,0,0,0
2427101,2,3,9,6,18,9
2427102,2,39,6,30,72,66
2427201,2,12,6,12,30,24
2427202,2,36,9,27,72,63
2427203,2,24,18,27,69,51
2427300,2,12,0,6,18,18
2427400,2,18,9,24,48,42
2427500,2,27,15,24,63,51
2427601,2,15,3,15,33,30
2427603,2,9,0,0,9,9
2427604,2,9,0,12,21,18
2427700,2,0,0,0,3,0
2427801,2,0,0,0,0,0
2427802,2,0,0,0,0,0
2427803,2,0,0,0,0,0
2427804,2,0,0,0,3,0
2427900,2,6,3,0,9,6
2428001,2,6,3,21,33,27
2428002,2,27,0,18,48,45
2428100,2,24,3,39,63,63
2428200,2,15,0,21,36,33
2428300,2,0,3,3,9,6
2428401,2,0,0,0,0,0
2428402,2,0,0,0,3,0
2428500,2,27,18,54,96,78
2428600,2,15,3,12,30,27
2428700,2,9,0,18,24,24
2428801,2,3,0,9,12,12
2428802,2,15,0,24,42,42
2428900,2,0,0,0,0,0
2429000,2,21,0,21,45,39
2429101,2,0,0,0,3,0
2429102,2,12,0,27,36,36
2429200,2,48,3,45,93,90
2429301,2,6,3,21,30,30
2429302,2,9,0,24,30,30
2429400,2,9,0,21,30,30
2429500,2,12,3,39,54,51
2429600,2,21,0,33,54,54
2429700,2,66,15,78,159,144
2429801,2,0,0,0,3,0
2429802,2,6,0,3,9,9
2429900,2,12,3,15,30,27
2430000,2,54,9,21,84,78
2430101,2,15,6,15,33,27
2430103,2,0,0,0,3,0
2430104,2,0,0,0,0,0
2430201,2,15,3,6,18,18
2430202,2,6,0,0,6,6
2430203,2,0,0,0,6,0
2430300,2,75,3,51,132,129
2430400,2,3,3,12,15,15
2430500,2,33,0,21,54,54
2430600,2,21,9,18,48,42
2430701,2,12,0,15,27,27
2430702,2,0,0,6,6,9
2430800,2,12,0,9,21,24
2430901,2,18,0,18,36,36
2430902,2,9,0,18,27,24
2431000,2,6,0,6,12,12
2431100,2,18,0,27,48,48
2431200,2,9,0,15,24,21
2431300,2,12,0,6,15,18
2431400,2,15,3,27,51,45
2431500,2,6,0,3,9,9
2431600,2,12,3,45,60,57
2431700,2,6,0,6,12,12
2431801,2,3,0,9,12,12
2431802,2,9,0,15,27,27
2431900,2,3,0,9,12,12
2432000,2,9,3,30,42,39
2432101,2,6,0,18,27,24
2432102,2,18,0,51,66,66
2432200,2,6,0,24,27,27
2432301,2,0,0,0,0,0
2432302,2,33,0,48,78,78
2432402,2,27,0,60,87,84
2432403,2,0,0,0,0,0
2432404,2,0,0,0,0,0
2432500,2,0,6,6,12,9
2432603,2,9,0,9,18,15
2432604,2,0,0,0,3,0
2432605,2,6,3,18,27,24
2432606,2,18,3,27,48,45
2432607,2,3,0,15,18,18
2432701,2,6,0,3,12,12
2432702,2,15,0,15,27,27
2432802,2,9,0,39,48,48
2432803,2,3,0,6,9,12
2432804,2,6,0,18,24,21
2432805,2,0,0,0,0,0
2432900,2,12,0,24,36,36
2433001,2,0,0,0,3,0
2433002,2,15,0,9,24,21
2433101,2,6,0,6,15,12
2433102,2,6,0,21,27,27
2433201,2,0,0,0,3,0
2433202,2,9,0,33,42,45
2433301,2,3,3,3,9,6
2433302,2,0,0,0,0,0
2433400,2,0,0,0,0,0
2433500,2,15,3,42,60,57
2433600,2,15,3,42,60,57
2433700,2,24,0,30,54,54
2433800,2,6,0,15,21,24
2433901,2,12,3,27,45,42
2433902,2,0,0,0,3,0
2434001,2,3,0,18,18,21
2434002,2,24,6,36,63,57
2434100,2,9,0,9,15,15
2434200,2,33,0,42,72,72
2434301,2,6,0,21,27,27
2434302,2,6,0,9,12,12
2434401,2,6,0,0,9,6
2434402,2,3,0,21,21,24
2434501,2,9,3,24,36,33
2434502,2,15,0,33,48,51
2434503,2,6,0,6,12,15
2434504,2,3,0,6,9,9
2434600,2,6,0,15,21,21
2434701,2,18,0,18,33,33
2434702,2,9,0,9,15,18
2434800,2,12,0,30,42,45
2434900,2,12,3,12,24,21
2435001,2,9,0,33,39,42
2435002,2,3,0,18,21,21
2435003,2,6,0,24,30,27
2435100,2,3,0,3,6,6
2435200,2,0,0,0,3,0
2435301,2,15,0,33,48,48
2435302,2,0,0,0,3,0
2435401,2,15,0,15,33,33
2435402,2,0,0,0,3,0
2435500,2,6,0,12,18,15
2435601,2,0,0,0,6,6
2435602,2,6,0,3,9,9
2435701,2,3,3,9,12,9
2435702,2,24,9,45,78,66
2435801,2,9,0,6,15,15
2435802,2,27,9,30,63,54
2435900,2,6,0,33,42,42
2436001,2,21,0,21,42,42
2436002,2,6,0,0,9,6
2436100,2,3,0,9,12,15
2436201,2,27,6,24,57,51
2436202,2,3,3,6,12,12
2436203,2,0,0,0,6,6
2436300,2,12,0,6,15,18
2436400,2,9,0,18,27,30
2436500,2,3,0,3,6,9
2436600,2,21,6,36,63,57
2436700,2,36,3,42,81,78
2436800,2,9,3,21,33,30
2436900,2,3,0,6,9,9
2437000,2,0,0,12,12,12
2437100,2,0,0,6,6,6
2437201,2,6,0,21,24,27
2437202,2,9,0,9,15,18
2437203,2,6,0,24,30,27
2437204,2,27,3,45,72,72
2437301,2,3,0,3,6,6
2437302,2,3,0,12,12,12
2437401,2,3,0,6,9,9
2437402,2,3,0,12,12,12
2437403,2,0,0,0,0,0
2437500,2,9,0,12,21,21
2437601,2,18,3,51,72,69
2437602,2,0,0,0,3,0
2437700,2,0,0,0,3,0
2437800,2,3,0,6,9,9
2437900,2,12,0,9,18,18
2438000,2,15,3,36,54,51
2438101,2,9,0,33,39,39
2438102,2,6,0,6,9,9
2438201,2,9,0,3,12,12
2438202,2,0,0,0,0,0
2438301,2,18,0,24,42,42
2438302,2,3,3,0,9,6
2438401,2,0,0,0,3,0
2438403,2,0,0,0,0,0
2438404,2,30,6,45,84,75
2438500,2,48,12,141,201,186
2438601,2,0,0,0,0,0
2438603,2,42,6,132,180,174
2438604,2,6,0,15,24,21
2438605,2,18,3,54,75,75
2438701,2,18,3,51,69,66
2438702,2,33,0,87,123,120
2438803,2,0,0,0,6,6
2438804,2,21,0,84,105,105
2438805,2,39,3,153,198,195
2438806,2,33,3,69,105,105
2438807,2,21,3,60,84,81
2438901,2,9,3,81,96,90
2438902,2,18,0,81,99,99
2439001,2,15,0,30,45,45
2439002,2,30,0,90,120,120
2439101,2,3,0,51,60,57
2439102,2,12,3,66,81,78
2439200,2,27,3,81,111,108
2439303,2,0,0,6,9,9
2439304,2,84,9,126,219,210
2439305,2,24,3,63,96,87
2439306,2,6,0,27,30,33
2439402,2,51,6,126,177,174
2439403,2,9,0,12,24,18
2439404,2,6,0,21,21,21
2439500,2,12,0,21,33,30
2439601,2,15,0,45,63,60
2439602,2,9,0,33,39,39
2439603,2,0,0,27,27,27
2439700,2,12,0,48,63,63
2439802,2,12,9,27,45,39
2439803,2,3,0,15,18,18
2439804,2,30,3,51,84,81
2439900,2,9,0,60,69,66
2440001,2,6,0,9,15,15
2440002,2,3,0,6,12,12
2440003,2,27,3,81,108,105
2440100,2,15,0,24,36,36
2440200,2,15,3,24,42,42
2440301,2,48,3,105,159,156
2440302,2,18,0,36,57,54
2440400,2,12,0,33,42,42
2440500,2,27,3,60,87,87
2440600,2,39,0,69,108,105
2440700,2,45,6,144,192,189
2440801,2,12,6,57,72,69
2440802,2,6,0,24,27,27
2440803,2,24,3,123,150,150
2440900,2,15,3,51,63,63
2441000,2,30,0,51,81,81
2441101,2,36,3,0,36,33
2441103,2,12,0,15,24,24
2441104,2,0,0,0,6,0
2441200,2,30,3,33,66,66
2441300,2,0,0,0,0,0
2441400,2,51,0,120,174,171
2441500,2,6,3,45,54,51
2441603,2,21,3,24,51,48
2441605,2,15,3,45,60,60
2441606,2,0,0,0,0,0
2441607,2,0,0,0,0,0
2441608,2,0,0,0,3,0
2441609,2,21,3,36,57,57
2441610,2,12,0,30,39,36
2441701,2,12,6,15,30,27
2441702,2,18,3,21,39,39
2441703,2,24,6,33,60,57
2441801,2,51,3,69,123,120
2441802,2,0,0,0,0,0
2441901,2,27,3,45,75,72
2441902,2,0,0,0,0,0
2442001,2,36,3,75,117,114
2442002,2,3,0,27,27,27
2442101,2,24,3,54,81,75
2442102,2,27,9,87,123,114
2442103,2,3,0,18,24,24
2442200,2,15,6,51,72,63
2442300,2,24,3,69,96,93
2442401,2,27,3,60,93,90
2442403,2,24,0,54,75,75
2442404,2,12,3,51,66,63
2442405,2,18,0,45,66,66
2442500,2,57,6,96,162,156
2442600,2,21,3,45,69,66
2442700,2,30,3,78,108,108
2442800,2,27,6,30,63,60
2442900,2,48,3,87,141,138
2443000,2,60,3,90,153,150
2443100,2,48,6,108,162,156
2443200,2,48,0,114,165,162
2443300,2,12,3,30,45,45
2443400,2,33,3,33,72,69
2443500,2,18,0,3,24,21
2443600,2,18,3,6,21,21
2443700,2,87,0,51,141,138
2443800,2,42,0,54,96,96
2443900,2,54,9,66,129,123
2444001,2,18,3,9,30,30
2444002,2,33,6,45,84,78
2444100,2,0,0,0,3,0
2444200,2,51,3,54,111,108
2444300,2,33,3,42,78,75
2444400,2,51,6,72,129,126
2444500,2,45,3,39,87,84
2444600,2,15,0,24,39,39
2444700,2,54,3,87,141,141
2444800,2,51,0,69,120,120
2444900,2,30,3,96,126,126
2445000,2,36,0,51,87,87
2445101,2,66,9,57,129,123
2445102,2,15,6,39,60,57
2445200,2,21,3,51,72,72
2445300,2,45,3,66,114,111
2445401,2,39,12,99,150,138
2445402,2,24,6,48,78,72
2445500,2,6,0,21,30,27
2445600,2,0,0,0,6,6
2445700,2,111,12,96,219,207
2445800,2,66,9,81,153,144
2445901,2,33,3,60,93,90
2445902,2,36,6,81,126,117
2446002,2,54,6,96,156,150
2446003,2,39,3,54,93,93
2446004,2,39,12,78,132,117
2446005,2,45,0,69,114,114
2446006,2,45,9,90,144,135
2446007,2,39,9,108,153,144
2446100,2,54,6,78,141,135
2446203,2,18,3,27,48,48
2446204,2,39,9,54,102,93
2446205,2,24,3,24,54,48
2446206,2,42,3,63,108,105
2446207,2,6,3,15,24,21
2446301,2,57,6,78,138,132
2446302,2,21,0,72,93,93
2446401,2,6,0,27,33,33
2446406,2,33,3,60,93,90
2446407,2,36,3,39,78,72
2446408,2,21,0,24,42,39
2446409,2,3,0,15,21,18
2446410,2,15,0,21,36,36
2446411,2,30,0,36,69,69
2446412,2,9,3,27,42,36
2446413,2,6,0,36,45,45
2446414,2,9,3,33,45,45
2446415,2,24,3,36,63,63
2446416,2,9,0,21,30,27
2446501,2,3,0,42,45,48
2446502,2,21,9,15,42,36
2446601,2,9,0,6,15,18
2446602,2,0,0,0,3,0
2446702,2,48,6,96,147,144
2446703,2,0,0,0,0,0
2446704,2,0,0,0,0,0
2446802,2,33,3,78,111,111
2446803,2,0,0,3,6,6
2446804,2,0,0,0,0,0
2446805,2,0,0,0,6,0
