meshblock_id,census_year_id,do_not_own,not_elsewhere_included,own_or_partly_own,total_people,total_stated
2790000,1,15,3,63,81,78
2790100,1,42,6,57,102,99
2790200,1,21,0,27,51,48
2790300,1,33,6,78,117,108
2790400,1,27,3,78,108,108
2790500,1,27,3,45,75,72
2790600,1,21,9,45,78,66
2790700,1,33,9,60,102,93
2790800,1,30,3,33,66,63
2790900,1,21,3,42,63,60
2791000,1,42,6,54,99,96
2791100,1,21,6,27,51,45
2791200,1,48,3,66,111,111
2791300,1,63,0,45,111,108
2791400,1,39,6,66,108,105
2791500,1,75,6,36,114,111
2791600,1,30,9,42,81,72
2791700,1,12,0,12,24,24
2791800,1,30,6,48,84,81
2791900,1,33,9,30,72,63
2792000,1,24,9,15,45,42
2792100,1,6,0,3,6,6
2792200,1,24,3,27,51,51
2792300,1,24,0,6,33,30
2792400,1,3,0,15,18,18
2792500,1,21,3,9,36,33
2792600,1,6,0,3,6,6
2792700,1,33,0,18,51,51
2792800,1,0,0,0,3,0
2792900,1,0,0,0,0,0
2793000,1,3,0,3,9,6
2793100,1,0,0,0,0,0
2793200,1,0,0,0,3,0
2793300,1,0,0,0,0,0
2793400,1,0,0,0,0,0
2793500,1,0,0,0,0,0
2793600,1,9,0,0,9,9
2793700,1,0,0,0,3,0
2793800,1,48,6,39,90,87
2793900,1,24,3,21,45,42
2794000,1,36,3,30,69,66
2794100,1,51,3,48,102,99
2794200,1,24,3,12,39,39
2794300,1,9,0,3,9,12
2794400,1,9,3,0,12,9
2794500,1,27,0,54,81,78
2794600,1,33,6,57,93,90
2794700,1,54,3,48,102,102
2794800,1,6,3,6,15,12
2794900,1,0,0,0,3,0
2795000,1,0,0,0,0,0
2795100,1,15,0,0,12,12
2795200,1,0,0,0,0,0
2795300,1,0,0,0,3,0
2795400,1,0,0,0,3,0
2795500,1,6,3,3,15,12
2795600,1,0,0,0,3,0
2795700,1,21,3,0,24,24
2795800,1,9,0,0,6,9
2795900,1,3,3,0,6,6
2796000,1,12,3,54,69,69
2796100,1,66,3,66,135,132
2796200,1,33,6,24,63,60
2796300,1,27,3,69,102,102
2796400,1,33,3,63,99,96
2796500,1,69,6,57,135,126
2796600,1,18,3,54,78,75
2796700,1,9,0,27,36,33
2796800,1,24,0,54,81,81
2796900,1,51,3,51,105,105
2797000,1,24,6,24,48,45
2797100,1,24,3,30,60,57
2797200,1,3,3,3,9,6
2797300,1,21,3,24,45,42
2797400,1,27,0,48,75,75
2797500,1,33,0,39,78,75
2797600,1,21,0,48,72,69
2797700,1,15,3,48,66,63
2797800,1,21,3,45,66,66
2797900,1,39,3,75,117,114
2798000,1,36,0,72,111,108
2798100,1,3,0,30,33,30
2798200,1,15,0,30,48,48
2798300,1,18,0,69,90,87
2798400,1,57,3,54,114,114
2798500,1,30,3,45,81,75
2798600,1,36,6,45,90,84
2798700,1,33,3,60,93,93
2798800,1,15,6,54,75,69
2798900,1,30,3,24,60,54
2799000,1,18,3,0,18,18
2799100,1,27,3,39,69,63
2799200,1,30,0,24,57,54
2799300,1,9,0,0,9,9
2799400,1,18,0,6,24,24
2799500,1,0,0,0,0,0
2799600,1,24,0,30,57,54
2799700,1,21,3,21,45,42
2799800,1,30,0,51,81,81
2799900,1,0,0,0,0,0
2800000,1,18,3,48,69,69
2800100,1,27,0,45,75,75
2800200,1,36,6,39,81,78
2800300,1,6,0,0,6,9
2800400,1,18,0,30,54,51
2800500,1,27,3,45,75,69
2800600,1,18,0,48,66,66
2800700,1,9,0,9,18,18
2800800,1,36,0,48,81,81
2800900,1,21,3,27,54,51
2801000,1,24,3,27,57,51
2801100,1,9,0,9,18,18
2801200,1,45,12,72,126,117
2801300,1,39,6,27,75,66
2801400,1,30,3,42,72,72
2801500,1,0,0,0,0,0
2801600,1,24,9,54,84,78
2801700,1,18,0,36,54,57
2801800,1,39,6,51,96,90
2801900,1,48,6,93,150,141
2802000,1,15,3,33,51,48
2802100,1,0,0,0,3,0
2802200,1,0,0,0,6,6
2802300,1,9,0,3,15,15
2802400,1,33,0,45,78,72
2802501,1,0,0,0,0,0
2802502,1,0,0,0,0,0
2802600,1,9,0,39,51,48
2802700,1,30,0,60,90,90
2802800,1,45,0,12,60,60
2802900,1,42,3,75,117,114
2803000,1,21,6,27,54,51
2803100,1,18,0,54,72,72
2803200,1,18,3,48,69,63
2803300,1,0,0,0,3,0
2803400,1,0,0,0,0,0
2803500,1,27,3,60,90,90
2803600,1,24,9,72,105,96
2803700,1,24,3,27,54,51
2803800,1,0,0,0,0,0
2803900,1,0,0,0,0,0
2804001,1,33,51,15,99,48
2804005,1,0,0,0,0,0
2804006,1,0,0,0,0,0
2804007,1,0,0,0,0,0
2804008,1,0,0,0,0,0
2804100,1,12,0,21,30,33
2804200,1,9,3,9,18,18
2804300,1,12,6,21,39,33
2804400,1,3,3,6,9,6
2804500,1,0,0,0,0,0
2804600,1,9,3,30,42,42
2804700,1,0,0,12,15,15
2804800,1,30,3,33,69,63
2804900,1,9,3,24,36,33
2805000,1,18,3,15,33,33
2805100,1,24,3,9,36,33
2805200,1,30,3,39,72,69
2805300,1,15,3,45,63,60
2805400,1,15,6,33,57,48
2805500,1,12,0,33,48,48
2805601,1,6,0,15,18,18
2805602,1,3,3,9,9,12
2805603,1,9,0,21,30,30
2805701,1,3,0,12,15,15
2805702,1,0,0,0,0,0
2805800,1,9,3,27,39,36
2805901,1,21,3,42,69,66
2805902,1,6,0,6,15,12
2805904,1,0,0,0,3,0
2805905,1,3,3,6,9,9
2806001,1,9,0,24,36,36
2806002,1,0,0,0,0,0
2806101,1,0,0,0,0,0
2806102,1,0,0,0,0,0
2806104,1,3,0,9,12,12
2806105,1,0,0,9,12,12
2806200,1,18,3,48,69,66
2806300,1,18,6,36,60,54
2806400,1,18,3,30,51,51
2806500,1,36,6,45,81,78
2806600,1,9,0,42,54,51
2806700,1,27,0,39,66,66
2806800,1,6,3,6,12,15
2806900,1,33,3,54,87,84
2807000,1,24,3,39,69,63
2807101,1,3,0,6,6,6
2807102,1,0,0,0,3,0
2807103,1,21,0,27,48,48
2807200,1,3,0,6,9,9
2807300,1,0,0,0,6,6
2807400,1,3,0,9,12,12
2807501,1,0,0,9,6,6
2807502,1,0,0,0,6,6
2807600,1,9,3,3,12,12
2807700,1,15,0,24,36,39
2807800,1,9,0,15,24,24
2807900,1,6,3,12,24,21
2808000,1,9,3,12,24,18
2808100,1,6,0,6,12,9
2808200,1,18,3,39,57,54
2808300,1,3,0,12,18,15
2808400,1,12,3,18,33,27
2808500,1,6,0,6,9,9
2808600,1,6,0,9,15,15
2808700,1,3,6,21,33,27
2808800,1,3,0,12,18,15
2808900,1,0,0,12,12,12
2809000,1,6,15,6,27,12
2809100,1,0,0,0,0,0
2809200,1,0,0,0,0,0
2809300,1,0,0,0,0,0
2809400,1,0,0,0,0,0
2809500,1,0,0,0,0,0
2809600,1,0,0,0,0,0
2809700,1,0,0,0,0,0
2809800,1,0,0,6,6,9
2809900,1,6,0,3,9,9
2810000,1,0,0,0,3,0
2810100,1,3,3,6,9,9
2810200,1,0,0,0,3,0
2810300,1,6,0,12,18,18
2810400,1,0,0,6,9,9
2810500,1,6,3,18,24,21
2810600,1,9,0,15,24,24
2810700,1,9,0,3,12,9
2810800,1,3,3,12,18,15
2810900,1,6,0,12,15,15
2811000,1,6,0,9,15,18
2811100,1,0,0,0,6,0
2811200,1,0,0,0,0,0
2811300,1,3,0,6,12,9
2811400,1,0,0,0,6,0
2811500,1,0,0,0,3,0
2811600,1,0,0,0,3,0
2811700,1,3,3,15,18,21
2811800,1,6,3,12,21,18
2811900,1,6,3,6,15,12
2812000,1,3,3,21,30,24
2812100,1,6,0,12,18,18
2812200,1,12,0,21,36,36
2812300,1,6,0,6,12,15
2812400,1,9,3,12,24,18
2812500,1,0,0,9,9,9
2812600,1,0,0,0,0,0
2812700,1,0,0,0,6,6
2812801,1,0,0,0,3,0
2812803,1,0,0,0,6,0
2812804,1,0,0,0,3,0
2812805,1,0,0,0,3,0
2812806,1,9,6,6,18,12
2812901,1,33,27,21,84,57
2812903,1,0,0,0,0,0
2812904,1,9,0,0,9,9
2813003,1,9,0,18,30,30
2813004,1,45,9,30,84,78
2813005,1,24,6,27,57,51
2813006,1,0,0,0,0,0
2813007,1,0,0,0,0,0
2813008,1,0,0,0,0,0
2813101,1,0,0,0,3,0
2813102,1,6,6,18,33,24
2813103,1,0,0,0,0,0
2813201,1,0,0,0,0,0
2813202,1,30,0,6,39,36
2813300,1,0,0,0,6,0
2813400,1,0,6,0,6,3
2813500,1,0,0,0,3,0
2813600,1,0,0,0,6,0
2813700,1,153,54,6,213,162
2813800,1,12,0,3,15,15
2813901,1,9,0,9,18,15
2813902,1,0,0,0,0,0
2814001,1,3,0,6,12,9
2814002,1,0,0,0,0,0
2814101,1,0,0,0,0,0
2814102,1,15,0,6,24,24
2814202,1,0,0,0,0,0
2814203,1,0,0,0,3,0
2814205,1,3,0,12,15,15
2814206,1,3,3,3,9,6
2814207,1,0,0,0,3,0
2814208,1,0,0,0,0,0
2814209,1,0,0,0,3,0
2814210,1,0,0,0,0,0
2814211,1,6,0,3,12,9
2814212,1,0,0,0,6,0
2814213,1,0,0,9,9,9
2814300,1,0,0,0,0,0
2814400,1,0,0,0,0,0
2814500,1,9,0,3,12,12
2814600,1,18,0,45,66,63
2814700,1,15,0,30,42,42
2814800,1,18,3,42,66,60
2814900,1,9,3,39,51,51
2815000,1,9,0,9,18,18
2815100,1,6,0,6,9,9
2815201,1,9,3,6,12,12
2815202,1,15,0,24,42,39
2815300,1,3,0,9,15,15
2815401,1,0,0,0,6,0
2815402,1,27,9,48,81,75
2815501,1,6,0,3,9,9
2815502,1,6,0,12,15,18
2815503,1,0,0,0,6,0
2815600,1,24,0,12,33,36
2815700,1,21,0,27,51,48
2815800,1,21,0,48,69,69
2815900,1,24,0,27,51,54
2816000,1,12,6,15,36,30
2816100,1,18,0,33,51,51
2816200,1,18,6,33,57,51
2816300,1,3,0,12,12,12
2816400,1,24,3,45,69,69
2816500,1,15,0,18,30,33
2816600,1,0,0,9,9,9
2816700,1,21,3,42,66,63
2816800,1,15,3,33,51,48
2816900,1,9,3,18,30,27
2817000,1,12,3,30,48,45
2817100,1,12,6,45,60,54
2817200,1,18,6,24,45,42
2817300,1,3,3,21,24,21
2817400,1,9,0,6,12,12
2817501,1,12,0,33,45,45
2817502,1,3,0,6,9,9
2817503,1,6,0,18,21,21
2817504,1,15,0,30,45,45
2817505,1,9,0,27,39,36
2817600,1,21,3,81,105,102
2817700,1,6,0,21,27,27
2817800,1,18,0,54,72,72
2817901,1,0,0,3,6,9
2817902,1,12,0,21,33,30
2818000,1,9,0,27,39,36
2818100,1,21,3,57,84,81
2818200,1,9,3,39,48,48
2818300,1,9,6,33,51,45
2818400,1,6,0,24,30,30
2818500,1,9,3,18,30,27
2818600,1,18,3,21,39,39
2818700,1,12,3,9,24,21
2818800,1,21,6,90,114,111
2818900,1,33,9,87,129,120
2819000,1,9,6,57,69,66
2819100,1,9,3,33,42,42
2819200,1,9,3,33,42,42
2819300,1,42,3,33,75,72
2819400,1,15,3,42,60,54
2819500,1,15,0,51,66,66
2819600,1,12,3,42,57,54
2819700,1,15,3,42,63,60
2819800,1,21,6,60,81,78
2819900,1,24,3,45,75,69
2820000,1,24,0,33,60,60
2820100,1,57,9,33,96,90
2820200,1,21,3,30,57,51
2820300,1,18,3,60,87,81
2820400,1,6,0,3,9,9
2820500,1,18,0,27,48,48
2820600,1,0,0,0,3,0
2820700,1,0,0,0,0,0
2820800,1,12,3,30,48,45
2820900,1,30,0,69,99,99
2821000,1,0,0,0,3,0
2821100,1,12,3,33,48,45
2821200,1,12,3,39,54,48
2821300,1,12,0,30,42,42
2821400,1,21,3,45,69,66
2821500,1,15,3,21,36,33
2821600,1,12,3,27,45,42
2821700,1,0,0,0,0,0
2821800,1,0,0,0,6,0
2821901,1,12,3,48,60,60
2821902,1,6,0,45,54,51
2822000,1,18,0,39,60,57
2822100,1,24,3,45,66,66
2822200,1,6,3,36,45,42
2822300,1,33,3,54,93,87
2822400,1,27,3,63,93,93
2822500,1,18,0,33,54,51
2822600,1,21,0,57,75,75
2822701,1,18,0,9,33,30
2822702,1,6,0,18,24,24
2822800,1,12,0,12,24,24
2822900,1,21,0,36,57,57
2823000,1,27,0,30,57,57
2823100,1,0,0,6,9,9
2823200,1,0,0,0,0,0
2823300,1,57,6,24,87,81
2823400,1,9,3,9,18,15
2823500,1,24,3,12,33,33
2823600,1,6,0,9,15,15
2823700,1,18,3,30,51,48
2823800,1,21,3,57,81,78
2823900,1,12,0,15,27,24
2824000,1,21,6,24,51,45
2824100,1,12,3,27,42,42
2824200,1,27,3,27,57,54
2824300,1,33,3,45,78,75
2824400,1,6,0,12,18,21
2824500,1,0,0,0,0,0
2824600,1,9,0,21,27,27
2824700,1,6,0,12,21,18
2824801,1,0,0,0,3,0
2824802,1,0,0,0,0,0
2824803,1,0,0,0,3,0
2824900,1,15,3,30,48,45
2825001,1,6,3,12,21,21
2825002,1,9,0,9,15,15
2825100,1,15,3,27,48,45
2825200,1,12,3,30,42,39
2825300,1,15,0,21,33,33
2825400,1,15,3,21,42,39
2825501,1,27,3,6,36,33
2825502,1,6,3,3,9,9
2825600,1,12,3,18,30,30
2825701,1,9,0,6,15,15
2825702,1,0,0,0,0,0
2825703,1,0,0,0,0,0
2825800,1,0,0,0,0,0
2825900,1,18,0,24,39,39
2826000,1,24,3,48,75,72
2826101,1,3,0,6,12,9
2826102,1,0,0,0,3,0
2826103,1,0,0,0,0,0
2826201,1,15,3,12,30,30
2826202,1,0,0,0,3,0
2826301,1,0,0,6,9,9
2826302,1,6,0,9,15,18
2826400,1,9,3,30,42,39
2826500,1,12,0,33,48,45
2826601,1,0,0,12,9,9
2826602,1,12,0,21,33,36
2826701,1,3,0,9,18,15
2826702,1,3,0,9,9,9
2826800,1,15,3,27,48,45
2826900,1,33,0,42,72,72
2827000,1,63,0,24,87,87
2827100,1,33,6,60,99,96
2827201,1,21,0,60,81,84
2827202,1,3,0,9,15,15
2827300,1,27,3,33,63,60
2827400,1,15,0,30,45,42
2827501,1,12,3,27,39,39
2827502,1,9,3,27,39,36
2827600,1,39,6,54,99,90
2827700,1,12,3,24,36,36
2827800,1,0,0,0,3,0
2827900,1,6,0,15,24,24
2828001,1,0,0,6,6,9
2828002,1,15,6,45,66,60
2828100,1,12,3,30,42,42
2828201,1,3,0,12,18,18
2828202,1,6,0,15,24,24
2828300,1,6,0,27,30,30
2828400,1,6,6,30,45,39
2828500,1,6,0,9,18,18
2828600,1,15,0,21,36,36
2828700,1,3,3,15,21,18
2828801,1,12,0,30,45,42
2828803,1,0,0,0,3,0
2828804,1,6,0,9,15,12
2828901,1,12,6,36,54,51
2828902,1,3,3,27,33,30
2829000,1,15,0,27,36,39
2829100,1,3,0,15,18,18
2829200,1,12,3,21,39,36
2829300,1,18,0,42,63,60
2829400,1,21,6,33,60,54
2829500,1,9,0,18,30,27
2829601,1,3,0,6,9,9
2829602,1,15,3,33,48,45
2829603,1,0,0,0,6,6
2829701,1,0,0,0,3,0
2829702,1,0,0,9,12,9
2829800,1,24,6,84,111,105
2829900,1,6,0,36,39,42
2830000,1,21,0,96,120,117
2830100,1,33,3,132,168,165
2830201,1,12,0,51,66,63
2830202,1,15,0,33,48,48
2830300,1,9,0,30,42,42
2830401,1,0,6,6,15,6
2830402,1,9,0,51,63,63
2830500,1,15,3,54,69,66
2830600,1,3,0,6,12,9
2830701,1,0,0,0,6,6
2830702,1,6,0,15,21,21
2830800,1,24,3,69,96,90
2830900,1,54,6,108,162,159
2831000,1,6,3,24,33,30
2831101,1,0,0,12,15,15
2831102,1,9,0,9,24,24
2831200,1,21,0,54,75,75
2831300,1,15,3,36,54,48
2831400,1,18,3,36,60,57
2831500,1,21,0,27,48,51
2831600,1,3,0,12,18,15
2831700,1,3,0,15,21,18
2831800,1,6,0,9,18,18
2831900,1,3,3,9,12,12
2832000,1,6,0,15,21,18
2832100,1,3,0,9,15,15
2832201,1,6,0,24,30,30
2832202,1,30,9,69,111,99
2832203,1,24,3,90,117,111
2832300,1,18,0,57,78,75
2832400,1,24,3,78,105,99
2832500,1,0,0,0,3,0
2832600,1,6,0,9,15,15
2832700,1,0,0,0,3,0
2832800,1,0,0,9,12,15
2832900,1,18,0,15,30,30
2833000,1,9,0,24,36,36
2833100,1,0,0,0,3,0
2833200,1,6,3,21,30,27
2833300,1,9,0,15,27,27
2833400,1,15,3,48,66,63
2833500,1,9,3,27,36,33
2833600,1,12,0,18,30,30
2833701,1,0,0,0,0,0
2833702,1,3,0,33,39,39
2833800,1,3,0,21,24,27
2833900,1,9,0,21,30,27
2834000,1,12,0,18,33,33
2834100,1,0,0,6,9,9
2834200,1,9,0,33,42,42
2834300,1,9,0,24,36,33
2834400,1,0,0,0,3,0
2834500,1,6,6,27,39,33
2834600,1,6,0,3,9,6
2834700,1,6,0,18,27,24
2834800,1,6,0,15,21,21
2834900,1,12,3,69,87,84
2835000,1,12,3,54,69,63
2835100,1,9,6,51,63,57
2835200,1,6,6,27,39,33
2835300,1,0,0,6,9,6
2835401,1,6,6,27,39,30
2835402,1,6,3,36,45,39
2835403,1,3,3,21,27,24
2835500,1,9,0,36,45,45
2835600,1,21,3,90,117,114
2835700,1,30,0,81,108,111
2835800,1,6,3,36,45,39
2835900,1,18,3,78,99,96
2836001,1,9,3,24,36,33
2836002,1,12,3,27,39,36
2836003,1,9,3,33,45,42
2836004,1,3,0,24,33,33
2836100,1,18,0,54,72,69
2836200,1,33,0,108,141,141
2836301,1,3,0,42,45,45
2836302,1,6,0,15,18,21
2836303,1,0,0,0,3,0
2836304,1,3,0,15,15,18
2836400,1,12,0,24,36,33
2836500,1,21,3,69,90,87
2836600,1,12,3,33,48,45
2836700,1,30,3,69,105,102
2836800,1,9,3,36,48,45
2836900,1,18,6,33,57,51
2837000,1,12,0,42,60,57
2837100,1,9,3,42,54,51
2837200,1,18,0,54,75,72
2837300,1,18,0,21,42,39
2837400,1,39,9,60,108,99
2837500,1,21,6,33,60,57
2837600,1,12,3,15,30,27
2837700,1,15,6,36,54,51
2837800,1,18,0,24,45,45
2837900,1,39,0,90,132,129
2838000,1,27,3,75,105,102
2838100,1,36,0,15,51,51
2838200,1,6,3,48,57,54
2838300,1,21,0,42,63,66
2838400,1,21,3,42,66,63
2838500,1,24,6,66,93,90
2838600,1,39,3,51,87,87
2838700,1,36,9,39,81,75
2838800,1,9,3,42,54,51
2838900,1,39,6,60,105,99
2839000,1,24,6,72,105,99
2839100,1,18,3,30,54,48
2839200,1,24,0,24,48,45
2839300,1,12,0,33,42,39
2839400,1,30,3,63,93,90
2839500,1,24,6,66,93,87
2839600,1,18,0,81,99,96
2839700,1,12,0,36,48,48
2839800,1,0,0,0,6,0
2839900,1,18,3,45,69,63
2840000,1,48,9,63,123,114
2840100,1,15,0,60,78,75
2840200,1,21,0,48,69,66
2840300,1,18,3,54,72,72
2840400,1,33,3,75,111,105
2840500,1,12,6,12,30,24
2840600,1,6,0,3,12,9
2840700,1,21,6,18,48,42
2840800,1,39,3,36,75,72
2840900,1,12,0,12,24,24
2841000,1,9,0,15,21,24
2841100,1,0,0,0,0,0
2841200,1,0,0,0,6,0
2841300,1,0,0,0,3,0
2841400,1,0,0,0,0,0
2841500,1,0,0,0,6,6
2841600,1,0,0,0,0,0
2841700,1,0,0,0,3,0
2841800,1,0,0,0,3,0
2841900,1,6,3,21,30,27
2842000,1,0,0,0,6,0
2842100,1,24,3,57,84,81
2842200,1,21,3,72,96,93
2842300,1,6,0,27,33,30
2842400,1,18,0,18,36,36
2842500,1,18,0,24,45,42
2842601,1,3,3,18,27,21
2842602,1,0,0,0,3,0
2842700,1,24,6,54,84,78
2842800,1,27,6,60,96,87
2842900,1,84,6,51,141,135
2843000,1,33,0,66,102,102
2843100,1,6,3,6,15,15
2843200,1,33,6,27,66,60
2843300,1,42,6,63,111,105
2843400,1,0,0,0,0,0
2843500,1,18,3,33,57,54
2843600,1,15,3,42,57,54
2843700,1,21,3,42,69,63
2843800,1,36,3,36,72,69
2843900,1,21,9,24,54,45
2844000,1,6,0,27,33,33
2844100,1,21,3,51,75,72
2844201,1,3,0,9,15,12
2844202,1,3,3,12,15,12
2844203,1,6,0,30,33,33
2844204,1,6,3,21,27,27
2844205,1,3,0,3,9,9
2844206,1,6,0,27,33,33
2844207,1,12,3,30,42,39
2844301,1,24,0,21,48,45
2844302,1,15,3,15,33,30
2844401,1,15,6,27,48,42
2844402,1,3,0,18,21,21
2844501,1,15,0,27,45,42
2844502,1,9,3,30,42,39
2844600,1,15,9,54,75,69
2844700,1,36,6,72,114,108
2844800,1,45,3,63,108,108
2844900,1,18,3,39,57,57
2845000,1,39,0,48,87,87
2845100,1,21,3,48,72,69
2845200,1,30,0,42,69,69
2845300,1,39,6,57,102,96
2845400,1,0,3,9,15,12
2845500,1,33,3,72,108,105
2845600,1,15,3,36,57,51
2845700,1,18,3,30,51,48
2845800,1,3,0,3,9,9
2845900,1,36,6,45,84,81
2846000,1,15,0,54,69,69
2846100,1,6,0,18,27,24
2846202,1,6,0,6,12,12
2846203,1,21,6,66,93,87
2846204,1,18,0,24,42,42
2846300,1,36,6,30,72,66
2846400,1,21,3,21,48,42
2846500,1,24,6,33,63,57
2846600,1,9,3,18,33,27
2846700,1,24,0,51,78,72
2846800,1,21,0,33,54,54
2846900,1,24,0,36,60,60
2847000,1,27,6,0,30,27
2847100,1,0,0,0,6,0
2847200,1,18,3,72,96,93
2847300,1,27,3,63,96,90
2847400,1,66,6,63,132,129
2847500,1,24,3,33,60,57
2847600,1,27,3,72,99,96
2847700,1,6,3,51,60,57
2847800,1,3,0,18,24,21
2847900,1,36,3,30,69,66
2848000,1,9,0,9,15,18
2848100,1,36,3,102,141,138
2848200,1,27,0,105,132,129
2848301,1,9,0,24,30,30
2848302,1,39,3,96,138,132
2848400,1,84,3,48,135,129
2848500,1,81,6,102,189,183
2848600,1,45,0,63,105,105
2848700,1,36,18,3,51,36
2848801,1,0,0,0,0,0
2848805,1,0,0,0,0,0
2848806,1,0,0,0,0,0
2848807,1,0,0,0,0,0
2848808,1,0,0,0,0,0
2848900,1,18,3,33,54,51
2849000,1,3,0,21,24,24
2849100,1,3,0,6,9,9
2849200,1,9,0,6,15,15
2849300,1,3,0,12,18,18
2849401,1,0,0,0,6,0
2849402,1,12,0,12,24,24
2849501,1,0,3,3,6,3
2849502,1,15,0,39,57,54
2849600,1,0,0,9,12,15
2849700,1,9,0,24,33,33
2849800,1,3,0,9,12,12
2849902,1,3,0,6,9,12
2849903,1,0,0,0,0,0
2849904,1,0,0,0,6,0
2850000,1,9,0,3,12,15
2850101,1,0,0,0,3,0
2850102,1,21,0,60,81,81
2850200,1,33,9,63,105,96
2850301,1,3,0,9,12,12
2850302,1,18,0,24,45,45
2850401,1,3,0,9,12,9
2850402,1,15,3,30,48,45
2850501,1,0,0,0,6,6
2850502,1,15,3,15,33,33
2850600,1,0,0,0,0,0
2850700,1,0,0,0,0,0
2850801,1,0,0,0,6,0
2850802,1,0,0,0,6,0
2850900,1,15,3,54,72,69
2851001,1,9,0,30,42,39
2851002,1,12,6,45,63,57
2851101,1,0,0,0,3,0
2851102,1,0,0,0,0,0
2851200,1,0,0,0,0,0
2851300,1,0,0,0,0,0
2851401,1,15,0,12,24,27
2851402,1,0,0,0,0,0
2851500,1,0,0,0,6,6
2851600,1,3,0,9,12,12
2851700,1,3,0,9,12,12
2851800,1,9,0,3,12,12
2851900,1,9,9,15,30,21
2852001,1,42,6,57,105,99
2852002,1,36,6,48,90,84
2852100,1,6,0,12,15,18
2852202,1,0,0,0,0,0
2852203,1,0,0,0,0,0
2852204,1,0,0,0,3,0
2852205,1,0,0,0,0,0
2852206,1,0,0,0,3,0
2852300,1,18,3,3,24,18
2852400,1,0,0,0,0,0
2852500,1,9,3,30,45,45
2852600,1,15,3,45,63,60
2852700,1,39,15,126,177,165
2852800,1,6,0,12,18,18
2852900,1,24,3,15,42,39
2853000,1,12,3,42,57,54
2853100,1,36,6,48,90,84
2853200,1,30,6,57,96,90
2853300,1,15,0,42,60,57
2853400,1,12,0,18,27,27
2853500,1,12,0,12,24,21
2853600,1,9,3,15,27,24
2853700,1,0,0,6,6,9
2853800,1,6,3,21,27,24
2853900,1,9,3,9,18,12
2854000,1,6,0,12,18,18
2854100,1,21,9,39,69,63
2854200,1,3,0,6,9,6
2854300,1,6,3,24,33,30
2854400,1,3,0,18,24,24
2854500,1,3,0,6,12,9
2854600,1,9,0,12,21,21
2854700,1,12,0,21,33,33
2854800,1,6,0,18,24,18
2854900,1,18,0,39,57,54
2855000,1,9,0,12,21,18
2855101,1,6,0,6,15,12
2855102,1,24,0,3,30,27
2855201,1,0,0,0,6,0
2855202,1,9,0,18,27,27
2855300,1,6,0,0,6,6
2855400,1,15,3,33,54,51
2855500,1,48,3,96,147,144
2855601,1,9,0,48,57,57
2855602,1,33,9,81,123,114
2855700,1,39,12,78,129,117
2855800,1,6,3,9,15,12
2855900,1,9,0,27,39,36
2856000,1,15,3,45,57,57
2856101,1,0,0,0,0,0
2856103,1,39,3,87,132,126
2856104,1,27,9,96,135,123
2856201,1,6,0,6,12,12
2856202,1,0,0,0,3,0
2856301,1,6,3,24,33,27
2856302,1,0,0,0,6,0
2856401,1,6,0,12,18,21
2856402,1,6,0,12,21,21
2856501,1,12,0,30,42,42
2856502,1,3,0,9,9,12
2856601,1,0,0,0,0,0
2856602,1,9,3,21,33,30
2856700,1,30,6,69,102,96
2856800,1,9,6,6,18,12
2856900,1,12,3,27,42,39
2857001,1,9,6,27,42,36
2857002,1,6,0,9,15,15
2857101,1,33,6,78,114,111
2857102,1,18,3,54,75,72
2857200,1,0,0,0,0,0
2857300,1,6,0,6,12,12
2857400,1,9,3,12,27,21
2857500,1,9,0,15,24,24
2857600,1,12,3,18,33,33
2857700,1,0,3,12,15,15
2857800,1,24,3,54,81,78
2857900,1,48,6,96,150,144
2858000,1,21,6,48,78,69
2858100,1,3,3,6,9,3
2858200,1,0,0,0,0,0
2858300,1,12,3,18,30,27
2858400,1,9,0,12,21,21
2858501,1,15,0,21,36,36
2858502,1,3,0,6,6,6
2858601,1,0,0,0,0,0
2858603,1,33,0,54,87,84
2858604,1,0,0,0,3,0
2858701,1,0,0,0,0,0
2858702,1,30,6,111,147,141
2858800,1,6,0,30,33,33
2858901,1,6,0,12,18,15
2858902,1,9,0,9,15,15
2858903,1,3,0,9,15,15
2859000,1,24,3,24,51,45
2859101,1,0,0,0,6,0
2859102,1,42,3,3,45,45
2859201,1,0,0,0,3,0
2859203,1,0,0,0,3,0
2859204,1,12,0,21,30,30
2859300,1,18,6,48,69,63
2859400,1,15,3,45,63,60
2859500,1,0,0,0,0,0
2859600,1,15,3,15,33,30
2859700,1,36,0,30,66,66
2859800,1,0,0,15,15,15
2859900,1,48,0,18,69,66
2860000,1,33,3,18,57,51
2860100,1,0,0,0,0,0
2860200,1,0,0,0,0,0
2860300,1,0,0,0,3,0
2860400,1,12,0,18,30,30
2860500,1,6,0,3,6,9
2860600,1,12,3,27,42,36
2860700,1,24,3,24,48,48
2860800,1,48,6,24,78,72
2860900,1,15,6,36,57,48
2861000,1,21,9,54,87,75
2861100,1,9,0,39,45,48
2861200,1,12,3,39,54,48
2861300,1,33,3,63,99,96
2861400,1,6,3,33,42,39
2861500,1,12,3,30,48,45
2861600,1,21,0,45,69,66
2861700,1,0,0,0,0,0
2861800,1,0,0,0,0,0
2861901,1,27,0,57,84,84
2861903,1,9,0,30,39,39
2861904,1,18,3,66,87,84
2862000,1,15,3,24,45,42
2862100,1,54,3,102,159,153
