meshblock_id,census_year_id,doctortates,level_five_or_six,level_four,level_one,level_seven,level_three,level_two,masters,no_qualification,not_elsewhere_included,overseas_secondary,postgraduate,total,total_stated
100,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
200,2,0,0,3,6,0,0,3,0,27,12,0,0,54,45
300,2,0,3,0,3,0,0,0,0,39,12,0,0,57,51
400,2,0,0,0,0,0,0,0,0,6,0,0,0,21,18
501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2,0,0,0,0,0,0,0,0,0,0,0,0,18,15
600,2,0,0,3,3,0,0,0,0,21,12,0,0,39,30
700,2,0,3,3,12,0,0,6,0,18,6,0,0,48,45
800,2,0,6,6,18,0,3,6,0,48,12,0,0,99,87
900,2,0,0,0,0,0,0,0,0,9,0,0,0,24,18
1000,2,0,0,6,6,3,0,6,3,18,6,3,0,51,45
1100,2,0,0,3,3,0,0,9,3,24,6,0,0,51,48
1201,2,0,3,6,9,0,6,6,0,12,9,3,0,57,48
1202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,2,0,6,12,12,3,3,15,0,27,15,0,0,93,78
1204,2,0,6,21,18,3,9,9,0,42,18,3,0,135,114
1301,2,0,3,12,12,0,9,12,0,39,15,3,0,105,93
1302,2,0,12,18,27,9,6,15,0,63,18,6,3,174,159
1400,2,0,3,3,6,0,6,3,0,12,6,0,0,45,36
1500,2,0,0,0,0,0,0,0,0,9,0,0,0,18,15
1600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1800,2,0,6,3,15,3,3,9,3,21,9,0,0,66,57
1900,2,0,0,3,6,0,0,3,0,12,6,0,0,36,30
2000,2,0,6,3,12,0,0,0,0,9,6,3,3,45,39
2100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,2,0,9,27,27,15,12,9,0,51,18,9,3,192,174
2301,2,0,3,3,6,0,6,3,0,18,6,0,0,48,39
2302,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2303,2,0,6,6,12,3,3,9,0,12,0,3,0,54,51
2304,2,0,9,6,12,0,6,6,0,12,3,3,0,54,51
2305,2,0,0,0,0,0,0,0,0,6,0,0,0,18,18
2306,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2400,2,0,3,3,6,0,3,6,0,21,24,3,0,69,45
2500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,2,0,0,6,3,3,0,3,0,9,0,3,0,30,30
2604,2,0,0,9,12,3,3,0,0,9,27,0,0,66,36
2605,2,0,3,9,9,3,3,6,0,21,9,3,3,63,54
2606,2,0,6,9,15,6,3,6,0,33,9,3,0,87,81
2607,2,0,3,0,6,3,0,3,3,18,12,0,3,45,33
2608,2,0,0,0,0,0,0,6,0,0,0,0,0,21,21
2609,2,0,6,3,12,3,6,3,0,18,6,0,0,54,48
2610,2,0,6,15,12,6,3,9,0,36,18,3,0,105,87
2611,2,0,6,6,12,3,0,6,0,21,15,3,0,69,54
2700,2,0,6,9,21,3,3,12,0,24,18,3,0,96,78
2800,2,0,3,6,6,0,3,0,0,18,6,0,0,45,39
2900,2,3,9,9,12,0,3,12,3,27,12,3,0,87,72
3000,2,0,0,0,6,0,0,6,0,12,6,0,3,36,27
3100,2,0,0,3,6,0,3,9,0,18,9,3,0,54,48
3200,2,0,6,12,15,3,6,9,0,33,9,0,3,102,93
3300,2,0,9,15,18,9,3,15,0,51,21,0,0,144,123
3400,2,0,0,3,3,0,0,0,0,9,9,0,0,30,21
3501,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12
3502,2,0,3,6,6,0,0,3,0,9,3,0,3,33,27
3503,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6
3504,2,0,0,0,0,0,0,0,0,6,0,0,0,18,18
3505,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3506,2,0,0,3,6,9,3,3,3,0,3,0,0,27,24
3600,2,0,3,3,9,0,3,6,0,15,6,0,0,48,39
3701,2,0,0,6,6,3,3,6,0,12,3,3,0,39,36
3702,2,0,0,3,3,3,3,6,0,9,12,3,0,48,36
3800,2,0,9,21,30,15,6,12,3,39,24,3,3,156,132
3900,2,0,12,12,18,6,0,18,3,39,27,0,3,135,111
4000,2,0,9,12,21,6,9,18,0,42,27,3,0,147,120
4101,2,0,9,15,18,6,3,9,3,36,30,6,3,132,105
4102,2,0,12,6,12,12,3,12,9,24,30,6,3,126,99
4104,2,0,3,6,6,3,3,6,0,18,0,3,0,48,48
4105,2,0,3,6,6,3,3,0,0,6,6,0,0,33,30
4106,2,0,3,3,3,3,0,6,0,9,3,0,0,33,27
4107,2,0,0,0,0,0,0,0,0,6,0,0,0,15,18
4108,2,0,0,6,3,0,0,3,0,6,3,3,3,36,33
4201,2,0,0,0,0,0,0,0,0,0,0,0,0,24,18
4202,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9
4203,2,0,0,0,0,0,0,0,0,6,0,0,0,18,15
4204,2,0,3,3,6,3,3,3,0,3,3,0,0,30,27
4205,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12
4206,2,0,0,0,0,0,0,0,0,6,0,0,0,18,15
4207,2,0,0,0,0,0,0,0,0,9,0,0,0,24,24
4208,2,0,3,6,9,3,3,0,0,15,3,0,0,42,39
4209,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4210,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4301,2,0,6,12,12,3,6,6,0,12,12,0,0,75,60
4302,2,0,12,15,12,15,6,6,3,24,27,3,0,132,105
4400,2,0,3,6,24,9,6,9,3,21,12,6,0,93,81
4501,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4502,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4600,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9
4700,2,0,0,0,0,0,0,0,0,0,6,0,0,12,0
4800,2,0,3,3,6,0,0,0,0,9,6,0,0,30,24
4900,2,0,21,12,27,15,9,9,3,39,18,6,3,162,144
5000,2,0,3,3,3,3,3,3,0,18,6,3,3,45,39
5100,2,0,9,9,12,12,9,9,0,45,18,9,0,132,114
5201,2,0,6,3,3,3,3,6,0,9,6,3,0,42,36
5202,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9
5300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5500,2,0,12,12,27,6,12,12,3,51,27,3,3,174,147
5600,2,0,21,27,36,9,9,21,3,72,27,3,3,228,201
5700,2,0,9,6,18,6,3,12,3,48,21,3,0,126,105
5800,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
5900,2,0,6,9,9,0,6,12,0,27,15,0,3,84,69
6000,2,0,0,0,0,0,0,0,0,6,6,0,0,27,18
6100,2,0,0,3,6,6,3,3,0,18,3,0,0,39,33
6200,2,0,0,0,0,0,0,0,0,9,0,0,0,24,21
6300,2,0,6,6,12,3,3,9,0,30,18,3,0,96,78
6400,2,0,3,3,12,3,3,3,0,6,6,0,0,30,27
6500,2,0,9,12,9,3,3,6,3,15,15,0,0,69,54
6600,2,0,6,15,24,6,3,6,0,24,24,3,3,111,90
6700,2,0,9,21,24,0,3,9,0,48,9,6,0,126,117
6800,2,0,6,3,6,3,3,6,3,18,6,0,0,54,48
6900,2,0,12,0,12,3,0,6,0,51,9,3,3,102,93
7000,2,0,0,0,6,0,0,0,0,6,0,0,0,24,21
7101,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7102,2,0,0,0,0,0,0,0,0,6,0,0,0,12,9
7201,2,0,3,0,3,3,3,3,0,12,6,0,0,30,24
7202,2,0,0,3,12,0,6,6,0,12,9,0,0,48,39
7300,2,0,0,3,12,3,9,6,0,36,6,0,0,78,72
7400,2,0,3,0,6,0,3,3,0,15,6,0,0,39,36
7500,2,0,0,3,3,0,3,0,0,15,0,3,0,33,30
7600,2,0,3,3,12,0,6,6,0,27,9,0,3,75,66
7700,2,0,3,3,12,3,0,3,0,15,6,0,3,42,36
7801,2,0,0,0,0,0,0,0,0,12,0,0,0,27,24
7802,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,2,0,9,9,18,6,0,15,0,42,18,3,0,117,99
8000,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
8100,2,0,0,3,6,0,3,3,0,15,0,0,0,30,27
8200,2,0,3,3,15,6,0,6,0,18,6,3,0,60,51
8301,2,0,3,9,18,3,3,9,3,30,24,0,3,96,72
8302,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,2,0,6,6,9,3,0,3,0,9,12,3,0,51,39
8403,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
8404,2,0,3,3,6,0,0,6,0,9,6,0,0,36,30
8501,2,0,3,6,6,3,0,0,0,6,3,0,0,30,27
8502,2,0,6,3,12,3,6,9,0,24,15,3,0,90,72
8600,2,0,3,9,12,0,6,6,3,18,9,3,0,66,57
8700,2,0,3,3,3,0,3,0,0,12,6,0,0,39,33
8800,2,0,6,6,3,0,3,3,0,12,6,3,0,42,33
8901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8902,2,0,0,0,9,3,0,3,0,21,24,0,0,63,39
9001,2,0,0,0,0,0,0,0,0,0,6,0,0,21,18
9002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,2,0,15,18,18,12,3,24,0,39,9,0,3,141,129
9102,2,0,0,3,6,0,0,6,0,15,6,0,0,39,33
9103,2,0,3,0,0,3,0,3,0,9,9,0,3,30,21
9200,2,0,3,6,3,3,0,3,0,18,3,0,0,39,36
9300,2,0,3,6,6,0,0,9,0,18,12,6,3,63,51
9400,2,0,9,12,15,6,3,9,0,27,6,0,0,93,84
9500,2,0,3,3,6,3,3,3,0,12,6,3,0,39,30
9600,2,0,0,0,0,0,0,0,0,9,0,0,0,12,12
9700,2,0,3,9,6,3,6,9,0,15,3,3,3,66,60
9800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
10005,2,0,0,6,9,6,3,3,0,3,6,3,0,39,33
10006,2,0,3,3,6,6,0,3,0,6,6,0,3,27,24
10007,2,0,3,0,3,0,3,3,0,12,6,0,0,33,27
10008,2,0,3,3,9,3,0,6,0,12,6,6,0,45,42
10009,2,0,0,0,0,0,0,0,0,9,0,0,0,24,18
10010,2,0,3,3,6,3,0,3,0,6,12,0,0,36,24
10011,2,0,3,3,9,3,0,3,0,30,18,3,0,66,51
10012,2,0,3,3,9,3,3,0,0,9,9,0,0,36,27
10013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10014,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10101,2,0,6,12,9,3,3,6,3,36,33,3,0,114,81
10102,2,0,0,6,15,3,6,6,0,36,15,0,0,84,69
10200,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10300,2,0,0,0,0,0,0,0,0,0,6,0,0,9,0
10400,2,0,3,9,6,6,3,6,0,15,3,0,0,51,48
10500,2,0,0,0,0,0,0,0,0,0,9,0,0,15,6
10600,2,0,3,3,3,3,0,0,0,6,33,3,0,51,21
10700,2,0,27,24,45,24,12,36,0,54,30,9,3,261,234
10800,2,0,0,0,0,0,0,0,0,0,9,0,0,12,0
10900,2,0,0,9,6,0,3,0,3,21,6,3,0,48,45
11000,2,0,9,3,3,3,0,3,0,9,12,0,0,36,27
11100,2,0,6,3,3,6,0,3,0,9,6,0,0,27,24
11200,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
11300,2,0,3,3,9,3,3,3,0,27,12,0,0,63,51
11400,2,0,3,3,3,3,0,9,3,12,3,0,0,33,27
11500,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11600,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11700,2,0,0,0,0,0,0,0,0,9,0,0,0,24,21
11800,2,0,0,3,3,3,3,3,0,12,9,0,0,36,24
11900,2,0,0,6,6,0,3,6,0,9,3,3,0,33,30
12000,2,0,0,0,0,0,0,0,0,9,0,0,0,21,18
12101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12102,2,0,0,0,0,0,0,0,0,0,15,0,0,24,6
12103,2,0,0,0,3,0,0,0,0,18,9,0,0,33,24
12200,2,0,3,0,3,3,3,3,0,9,9,0,0,30,21
12300,2,0,0,0,0,0,0,0,0,6,0,0,0,15,15
12400,2,0,6,9,9,0,6,6,0,36,9,0,0,81,72
12500,2,0,3,3,6,3,6,3,0,12,15,0,0,51,33
12601,2,0,0,0,0,0,0,0,0,12,0,0,0,24,21
12602,2,0,0,0,0,0,0,0,0,6,0,0,0,15,12
12701,2,0,0,3,6,0,3,3,0,15,12,0,3,48,33
12702,2,0,3,3,3,3,0,6,0,33,9,0,0,54,48
12800,2,0,0,0,9,0,0,0,0,9,0,0,0,24,21
12902,2,0,3,3,9,0,0,6,0,12,6,0,0,39,33
12903,2,0,3,9,12,3,6,6,0,30,18,0,0,87,69
12904,2,0,6,9,27,0,6,15,0,75,15,3,3,156,141
13000,2,0,3,6,18,3,9,12,0,39,24,0,0,114,90
13100,2,0,9,12,21,6,9,12,0,63,30,3,0,165,135
13203,2,0,3,9,18,0,12,9,0,63,51,3,0,168,117
13204,2,0,6,3,3,3,0,6,0,9,6,3,0,42,36
13205,2,0,9,12,9,0,3,3,0,33,9,0,0,81,69
13206,2,0,0,3,9,3,9,12,0,36,33,0,0,105,72
13207,2,0,0,6,6,3,3,3,0,21,15,0,0,57,42
13300,2,0,15,9,30,3,9,18,0,60,42,6,3,198,156
13400,2,0,6,9,12,3,6,12,3,39,15,6,0,117,99
13500,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
13600,2,0,3,3,6,0,3,3,0,12,6,3,0,39,30
13700,2,0,0,12,3,3,3,6,0,39,6,0,0,78,69
13800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13900,2,0,3,3,12,3,3,12,0,21,12,3,0,72,60
14000,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
14100,2,0,0,0,0,0,0,0,0,6,0,0,0,21,15
14200,2,0,0,0,0,0,0,0,0,0,0,0,0,15,15
14300,2,0,3,9,12,3,3,12,3,18,6,3,0,72,63
14400,2,0,15,27,21,6,6,21,0,51,39,3,0,192,153
14500,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9
14600,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
14700,2,0,3,9,6,3,0,3,0,12,9,3,0,48,36
14800,2,0,0,0,0,0,0,0,0,0,0,0,0,15,12
14900,2,0,15,18,18,3,6,12,0,39,15,6,0,132,117
15000,2,0,3,6,6,9,3,6,0,18,0,3,0,54,54
15100,2,0,3,9,9,3,3,3,0,45,24,0,0,93,69
15200,2,0,0,0,6,0,3,6,0,24,9,0,0,51,45
15300,2,0,12,12,27,12,3,12,6,45,15,9,3,156,138
15401,2,0,0,0,0,0,0,0,0,6,0,0,0,15,15
15402,2,0,21,21,36,3,12,12,0,81,42,9,3,240,198
15500,2,0,3,12,24,3,12,15,0,90,48,3,0,210,159
15600,2,0,0,6,9,0,6,9,0,60,24,0,3,123,99
15700,2,0,0,3,6,0,3,3,0,30,21,0,0,69,48
15800,2,0,3,6,12,0,0,3,0,33,18,0,0,72,57
15900,2,0,0,3,9,3,3,6,0,15,6,3,0,51,48
16000,2,0,3,3,9,0,3,6,0,9,6,9,0,42,36
16100,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
16200,2,0,0,6,15,0,3,3,0,21,18,3,0,66,48
16300,2,0,3,12,15,6,6,9,0,24,15,6,3,96,81
16400,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9
16500,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
16600,2,0,6,9,6,3,3,6,0,24,6,3,3,66,60
16700,2,0,0,9,6,3,3,3,0,33,18,0,0,72,57
16800,2,0,3,3,9,0,0,3,0,9,9,0,0,36,27
16901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16902,2,0,0,0,0,0,0,0,0,0,6,0,0,6,0
17001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17006,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17301,2,0,0,3,3,0,0,3,0,9,6,0,0,27,18
17302,2,0,3,6,15,0,0,0,0,12,0,0,0,39,36
17402,2,0,9,6,15,3,6,9,0,24,15,0,0,87,72
17403,2,0,0,6,9,3,3,3,0,6,21,0,0,51,27
17404,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
17405,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17406,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17407,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6
17408,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0
17409,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
17500,2,0,6,6,15,3,0,6,3,30,12,3,0,75,66
17600,2,0,6,6,12,0,3,6,0,24,12,0,3,66,57
17700,2,0,3,6,12,0,0,3,0,18,6,0,0,51,42
17800,2,0,6,3,15,3,3,3,0,15,21,3,3,72,54
17900,2,0,0,0,0,0,0,0,0,12,0,0,0,21,21
18000,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
18100,2,0,3,6,6,0,6,6,0,18,30,0,0,75,45
18201,2,0,3,6,6,3,6,6,0,30,33,3,0,96,60
18202,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
18203,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
18300,2,0,0,3,6,3,3,3,0,15,3,0,0,36,33
18400,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9
18500,2,0,0,0,0,0,0,0,0,0,12,0,0,27,15
18600,2,0,0,0,3,6,6,3,0,9,6,0,3,36,27
18700,2,0,3,0,9,3,0,3,0,15,6,0,0,48,42
18800,2,0,9,6,3,3,3,6,0,24,18,0,3,78,60
18900,2,0,9,15,33,6,6,15,0,48,48,6,3,189,138
19000,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
19100,2,0,0,6,6,0,0,6,0,21,0,3,0,42,42
19200,2,0,0,6,3,3,3,3,3,6,3,0,0,33,27
19300,2,0,3,3,3,3,0,6,3,18,3,0,3,45,42
19400,2,0,12,12,12,6,6,15,3,18,15,3,3,108,93
19500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19600,2,0,3,9,3,3,3,3,3,27,12,3,0,69,60
19700,2,0,3,6,6,0,3,9,3,15,9,3,0,63,54
19801,2,0,0,6,6,3,6,3,0,24,24,0,3,75,51
19802,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6
19900,2,0,21,24,18,9,6,15,0,39,21,3,0,156,135
20000,2,0,3,3,15,3,3,3,0,24,18,6,0,78,60
20100,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20200,2,0,3,9,15,3,6,15,0,39,60,3,3,165,102
20300,2,0,9,9,12,3,3,12,0,24,12,9,0,90,78
20401,2,0,12,18,24,9,12,9,0,36,27,9,3,159,129
20402,2,0,9,6,12,0,3,6,0,30,15,3,0,87,69
20500,2,0,0,0,0,0,0,0,0,6,0,0,0,15,15
20600,2,0,0,0,0,0,0,0,0,6,0,0,0,12,12
20700,2,0,3,0,9,0,3,3,0,24,27,0,3,66,39
20800,2,0,3,6,6,0,3,3,0,9,3,0,0,33,30
20900,2,0,3,3,6,3,3,3,3,12,15,0,3,48,33
21000,2,0,3,3,0,0,3,6,0,15,3,0,0,27,27
21100,2,0,0,0,0,0,0,0,0,6,0,0,0,27,24
21200,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0
21300,2,0,0,0,0,0,0,0,0,0,6,0,0,21,15
21400,2,0,0,6,6,0,0,3,0,12,6,0,0,33,27
21500,2,0,0,0,0,0,0,0,0,0,0,0,0,18,15
21600,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
21700,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900,2,0,3,3,3,0,6,3,0,9,9,3,0,36,27
22000,2,0,0,0,12,0,3,6,0,39,12,0,0,78,63
22100,2,0,0,0,0,3,3,3,0,9,12,0,0,33,21
22200,2,0,0,0,0,0,0,0,0,12,0,0,0,18,21
22300,2,0,3,0,9,3,6,3,0,18,9,0,0,51,45
22400,2,0,0,0,0,0,0,0,0,9,0,0,0,18,18
22500,2,0,3,9,18,3,3,3,0,39,18,3,0,96,78
22600,2,0,0,0,0,0,0,0,0,15,0,0,0,21,21
22700,2,0,0,0,3,0,3,3,0,9,15,0,0,33,18
22800,2,0,0,3,3,0,3,3,0,15,9,0,0,39,30
22900,2,0,0,0,0,0,0,0,0,0,6,0,0,18,12
23000,2,0,0,3,3,0,6,0,0,18,6,3,0,36,30
23100,2,0,3,0,12,0,6,9,0,48,24,0,0,102,81
23200,2,0,3,3,6,0,3,0,0,12,9,0,0,33,27
23300,2,0,6,3,12,3,3,3,0,18,9,0,0,66,57
23400,2,0,9,3,3,0,3,6,3,24,12,0,0,63,51
23500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23600,2,3,3,12,9,6,3,3,3,15,6,3,3,69,63
23700,2,0,6,6,9,3,3,6,0,30,12,3,0,72,60
23800,2,0,6,6,6,0,3,3,0,21,12,0,0,66,54
23900,2,0,6,3,3,0,0,6,0,6,15,0,3,42,27
24000,2,0,6,9,6,6,6,3,0,15,9,3,0,60,54
24100,2,0,0,0,0,0,0,0,0,0,0,0,0,21,21
24201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24202,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
24300,2,0,3,9,9,3,6,6,3,24,15,0,0,75,60
24400,2,0,0,9,15,3,6,3,3,30,21,3,0,93,75
24500,2,0,3,0,9,0,6,6,0,18,3,0,0,42,39
24600,2,0,0,3,3,0,3,3,0,15,18,0,0,42,24
24700,2,0,0,0,0,0,0,0,0,0,9,0,0,18,9
24800,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
24900,2,0,0,6,0,3,0,3,0,9,0,0,0,30,27
25000,2,0,0,3,3,0,6,0,0,6,6,3,0,27,21
25100,2,0,6,9,3,3,3,6,0,9,6,0,0,45,39
25200,2,0,9,12,9,0,3,3,3,24,6,0,0,63,57
25300,2,0,0,3,6,3,3,3,0,21,12,0,3,57,42
25400,2,0,3,6,6,0,3,6,0,12,12,0,0,45,33
25500,2,0,3,6,3,0,3,9,3,6,9,0,0,42,30
25600,2,0,3,6,3,0,0,0,0,15,9,0,0,42,36
25700,2,0,0,0,0,0,0,0,0,9,0,0,0,21,21
25800,2,3,3,12,15,3,6,6,0,18,18,0,0,78,63
25900,2,0,6,0,6,6,0,3,3,12,18,0,0,54,36
26001,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0
26002,2,0,6,3,6,6,6,6,0,12,12,0,3,57,45
26100,2,0,0,0,0,0,0,0,0,0,9,0,0,21,9
26201,2,3,0,0,3,3,0,6,0,6,6,3,0,30,24
26202,2,0,6,9,21,3,12,12,3,51,45,6,0,171,126
26301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26302,2,0,0,0,3,0,0,6,0,12,6,0,3,33,27
26303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26304,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
26305,2,0,3,3,3,3,0,3,0,9,0,0,3,30,27
26400,2,0,0,6,3,6,0,3,0,6,0,3,0,30,30
26500,2,0,6,6,6,3,3,6,0,18,9,0,0,57,45
26600,2,0,6,3,3,0,6,12,3,12,6,0,0,48,42
26700,2,0,0,0,0,0,0,0,0,0,0,0,0,18,12
26800,2,0,3,3,6,0,0,0,0,15,6,0,0,36,30
26900,2,0,3,3,12,0,0,6,0,12,6,0,0,42,36
27000,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
27100,2,0,3,3,6,3,3,3,0,15,15,3,0,51,36
27200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27300,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12
27400,2,0,0,0,6,0,0,0,0,0,0,0,0,21,18
27500,2,0,0,0,9,6,3,3,0,6,3,0,3,33,27
27600,2,0,0,0,0,0,0,0,0,6,0,0,0,18,12
27700,2,0,6,3,3,0,6,0,0,6,3,3,0,33,30
27800,2,0,0,0,0,0,0,0,0,12,0,0,0,21,18
27900,2,0,0,0,0,0,0,0,0,6,0,0,0,18,12
28000,2,0,0,0,6,0,3,0,0,12,9,0,0,27,21
28100,2,0,0,0,3,0,0,3,0,12,6,0,0,33,27
28201,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6
28202,2,0,0,0,0,0,0,0,0,6,0,0,0,21,18
28300,2,0,3,6,6,0,9,9,0,24,12,3,0,75,63
28400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28500,2,0,0,0,6,0,0,0,0,6,0,0,0,21,21
28600,2,0,0,0,0,0,0,0,0,12,0,0,0,24,21
28700,2,0,0,0,0,0,0,0,0,6,0,0,0,21,15
28800,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12
28900,2,0,3,3,3,3,3,3,3,12,12,0,0,45,36
29000,2,0,0,0,0,0,0,0,0,6,0,0,0,15,12
29101,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
29102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29200,2,0,0,3,9,0,0,3,0,12,6,0,0,33,24
29301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29302,2,0,0,0,0,0,0,0,0,6,0,0,0,15,12
29400,2,0,0,3,0,3,0,6,0,6,12,0,0,33,21
29500,2,0,3,0,3,0,0,3,0,18,3,0,0,36,33
29600,2,0,3,0,3,0,3,3,0,15,6,0,0,27,24
29700,2,0,0,3,3,0,0,3,0,15,6,0,0,30,27
29800,2,0,3,0,6,0,0,9,0,12,12,3,0,48,36
29900,2,0,0,0,0,0,0,0,0,0,6,0,0,18,15
30000,2,0,0,0,6,0,3,3,0,15,6,0,0,39,30
30100,2,0,0,0,0,0,0,0,0,15,0,0,0,24,21
30200,2,0,0,0,0,0,0,0,0,9,6,0,0,21,15
30300,2,0,0,0,0,0,0,0,0,12,0,0,0,24,18
30400,2,0,0,0,0,0,0,0,0,6,9,0,0,21,12
30500,2,0,0,3,9,0,3,3,0,12,3,0,0,33,33
30600,2,0,0,0,3,6,3,3,0,18,9,0,3,48,36
30700,2,0,0,3,9,3,6,0,0,24,15,3,0,66,48
30800,2,0,0,0,6,3,3,0,0,9,9,0,0,30,21
30900,2,0,0,0,0,0,0,0,0,6,0,0,0,18,18
31000,2,0,0,0,0,0,0,0,0,9,0,0,0,18,15
31100,2,0,0,0,0,0,0,0,0,6,6,0,0,21,12
31200,2,0,0,3,12,0,0,3,0,12,6,0,3,39,33
31300,2,0,3,0,6,0,3,3,0,9,6,0,0,30,21
31400,2,0,3,3,3,0,3,3,3,6,0,0,3,30,27
31500,2,0,9,9,12,6,6,15,0,15,12,6,3,93,81
31600,2,0,0,3,0,0,0,3,0,9,18,3,0,36,18
31700,2,0,0,0,0,0,0,0,0,0,18,0,0,27,6
31800,2,0,6,6,6,3,3,3,0,15,6,0,0,51,45
31900,2,0,3,0,9,0,3,3,0,12,15,0,0,45,27
32000,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
32100,2,0,3,3,12,0,0,6,3,9,15,0,3,48,36
