meshblock_id,census_year_id,family_trust,not_elsewhere_included,not_owned,owned,total,total_stated
976731,2,9,6,18,63,93,87
976732,2,9,9,21,51,87,81
976733,2,3,6,42,39,87,84
976734,2,3,3,6,18,33,30
976735,2,0,6,24,15,45,39
976736,2,0,12,30,9,51,39
976737,2,3,3,12,18,36,33
976738,2,0,3,15,0,21,15
976739,2,0,0,6,6,12,12
976801,2,6,6,15,15,39,36
976802,2,3,0,3,3,9,9
976901,2,30,3,9,60,99,96
976902,2,6,0,0,15,24,24
977001,2,3,0,6,6,18,15
977002,2,0,0,3,9,15,15
977100,2,6,0,6,12,27,24
977201,2,3,0,3,12,18,18
977202,2,0,0,0,0,0,0
977301,2,0,0,0,0,6,0
977305,2,9,3,9,27,42,45
977306,2,9,3,9,66,87,84
977307,2,6,3,3,30,39,39
977308,2,6,3,12,36,54,51
977309,2,6,3,21,48,78,75
977310,2,3,3,18,42,66,63
977311,2,9,3,15,30,54,54
977400,2,6,0,9,27,42,39
977500,2,9,0,9,30,48,48
977600,2,3,3,6,15,27,24
977701,2,6,6,12,48,69,66
977702,2,6,0,0,12,18,21
977703,2,6,0,3,18,30,27
977801,2,9,3,6,21,36,33
977802,2,3,3,6,15,27,24
977803,2,3,3,9,30,45,45
977901,2,0,0,0,0,3,0
977902,2,0,0,0,0,6,0
978001,2,6,0,3,12,21,21
978002,2,15,0,3,12,30,27
978003,2,6,0,0,6,12,12
978004,2,0,0,0,0,9,6
978005,2,0,0,0,0,6,0
978102,2,3,0,0,12,12,12
978107,2,18,0,3,54,78,78
978108,2,18,3,15,66,99,99
978109,2,6,0,3,42,57,57
978110,2,12,3,3,48,66,63
978112,2,9,0,3,33,45,45
978113,2,9,3,3,39,54,54
978114,2,9,0,3,42,51,51
978115,2,15,3,3,48,69,63
978116,2,15,3,12,51,81,78
978117,2,9,0,9,27,45,45
978118,2,3,3,6,6,15,12
978119,2,3,3,0,21,24,21
978120,2,3,0,0,18,21,21
978121,2,3,3,3,24,30,27
978122,2,0,0,0,0,0,0
978123,2,0,0,0,0,0,0
978124,2,0,0,0,0,0,0
978125,2,0,0,0,0,3,0
978200,2,9,0,9,33,51,51
978300,2,6,6,9,24,45,39
978400,2,12,3,9,39,60,60
978500,2,6,6,12,57,81,75
978600,2,0,3,6,18,27,24
978700,2,3,0,6,27,39,36
978801,2,9,3,9,27,48,48
978803,2,0,0,0,0,3,0
978804,2,0,0,0,0,0,0
978900,2,0,0,9,0,9,9
979000,2,0,0,0,0,0,0
979101,2,0,0,21,30,51,51
979102,2,0,0,21,15,39,36
979200,2,0,0,12,0,12,12
979302,2,3,0,12,27,42,42
979303,2,3,3,18,27,51,48
979304,2,3,6,30,30,66,63
979400,2,0,0,12,3,15,15
979500,2,0,0,0,0,0,0
979601,2,0,0,0,0,3,0
979602,2,0,0,0,0,9,0
979603,2,0,3,3,12,18,15
979604,2,3,0,3,3,9,9
979700,2,3,0,0,9,15,12
979801,2,0,0,0,0,6,9
979802,2,0,0,0,0,3,0
979803,2,0,0,0,0,3,0
979804,2,3,0,3,6,15,15
979900,2,9,0,9,21,42,42
980001,2,9,3,9,27,45,42
980002,2,12,3,9,48,75,69
980003,2,3,3,6,15,27,21
980101,2,0,0,12,9,24,24
980102,2,3,0,6,0,9,9
980103,2,6,0,3,12,21,21
980104,2,3,0,3,9,12,12
980105,2,0,0,9,9,21,18
980200,2,0,3,6,9,15,12
980300,2,12,3,6,48,72,66
980400,2,12,0,6,30,48,45
980500,2,9,3,9,18,33,33
980600,2,3,0,21,21,45,45
980700,2,6,0,6,3,12,12
980800,2,6,6,15,21,45,42
980900,2,12,0,18,30,60,57
981001,2,9,3,12,24,48,48
981002,2,0,0,0,0,0,0
981100,2,3,0,6,15,27,24
981200,2,6,0,9,9,21,24
981300,2,6,0,9,12,30,30
981400,2,6,3,3,12,24,21
981500,2,9,3,12,9,33,33
981600,2,3,3,12,27,45,39
981700,2,0,0,0,0,6,0
981800,2,0,0,6,15,18,18
981900,2,0,0,0,0,6,0
982000,2,0,0,0,6,9,9
982100,2,0,3,6,15,21,21
982200,2,6,0,3,9,21,21
982301,2,12,3,12,36,60,60
982302,2,6,0,3,42,54,51
982400,2,3,0,3,3,9,9
982500,2,3,3,3,12,21,18
982600,2,6,3,6,9,18,18
982700,2,6,3,6,15,27,24
982800,2,3,3,6,15,24,24
982901,2,3,0,9,9,18,18
982902,2,3,3,0,15,21,18
983001,2,6,3,0,12,18,18
983002,2,3,3,9,33,48,42
983003,2,3,3,9,18,30,30
983004,2,3,3,9,30,42,42
983101,2,3,0,3,24,33,30
983102,2,0,0,6,33,42,39
983103,2,6,3,6,27,42,42
983200,2,0,6,12,12,30,24
983301,2,6,0,15,21,42,42
983303,2,0,0,0,0,0,0
983304,2,3,0,3,6,15,15
983305,2,0,0,0,0,0,0
983306,2,0,0,0,0,6,0
983400,2,3,6,6,6,21,15
983500,2,3,0,3,6,15,15
983600,2,3,3,6,6,21,15
983701,2,0,0,6,3,9,12
983702,2,0,0,0,0,6,6
983800,2,6,0,9,6,21,21
983900,2,0,0,9,15,27,24
984000,2,3,0,6,9,12,12
984100,2,0,0,27,0,27,27
984200,2,3,0,33,12,48,45
984300,2,3,0,9,9,21,21
984402,2,3,3,6,18,27,24
984404,2,6,3,3,18,30,27
984405,2,9,3,3,21,36,33
984406,2,6,0,0,27,33,33
984409,2,3,0,12,15,27,27
984410,2,0,0,0,0,3,0
984411,2,3,0,3,9,15,15
984412,2,3,0,6,9,18,15
984413,2,0,0,0,0,0,0
984414,2,0,0,0,0,3,0
984415,2,0,0,0,0,3,0
984501,2,3,3,15,24,45,45
984502,2,3,0,6,21,30,30
984505,2,15,0,9,24,51,51
984506,2,6,3,9,15,30,30
984507,2,3,0,12,36,48,48
984508,2,3,3,18,27,51,45
984509,2,6,0,6,24,39,36
984600,2,6,0,6,27,42,39
984701,2,3,0,0,24,27,24
984702,2,6,3,0,12,21,18
984703,2,3,0,0,6,12,12
984704,2,6,0,6,24,36,36
984705,2,9,0,3,18,27,27
984706,2,6,0,6,3,12,15
984800,2,9,3,15,36,63,60
984900,2,9,9,24,27,69,60
985000,2,0,0,6,3,12,12
985100,2,6,0,15,27,51,48
985200,2,18,0,15,33,69,66
985300,2,6,0,15,18,42,42
985400,2,9,3,9,24,45,45
985500,2,3,0,9,15,24,24
985601,2,6,0,0,12,21,18
985602,2,0,0,0,0,6,9
985603,2,0,0,6,6,15,12
985700,2,3,0,18,21,42,42
985801,2,3,3,15,18,36,33
985803,2,3,3,0,6,12,9
985804,2,0,0,3,6,12,12
985901,2,6,3,12,57,81,78
985902,2,3,0,3,6,9,9
986000,2,6,3,9,27,39,39
986100,2,9,0,21,30,60,60
986201,2,0,0,0,0,6,6
986202,2,9,3,6,9,24,24
986203,2,3,0,6,3,15,12
986300,2,9,0,9,36,51,48
986400,2,6,0,6,6,18,18
986500,2,15,0,3,30,51,48
986601,2,6,0,6,9,21,18
986602,2,6,0,3,6,15,15
986603,2,0,0,0,9,12,12
986604,2,9,0,6,9,24,24
986605,2,0,0,0,0,0,0
986700,2,3,6,15,12,36,33
986800,2,3,3,6,9,15,15
986900,2,3,0,3,6,12,12
987000,2,9,0,6,3,18,18
987100,2,6,0,9,18,36,33
987200,2,0,0,9,9,18,18
987300,2,3,0,12,3,24,24
987400,2,0,0,0,0,3,0
987500,2,3,0,3,9,18,18
987600,2,6,3,9,15,33,27
987700,2,3,0,3,6,15,15
987801,2,0,0,0,0,3,0
987802,2,0,0,0,0,3,0
987803,2,0,0,0,6,9,6
987901,2,0,0,6,0,9,9
987902,2,18,0,30,51,99,96
988000,2,6,3,9,9,24,24
988100,2,9,3,24,12,48,45
988200,2,3,0,6,12,21,18
988300,2,9,0,15,18,42,42
988400,2,6,3,12,6,27,24
988501,2,0,0,0,0,3,0
988502,2,6,6,9,6,24,18
988600,2,6,0,12,18,36,33
988700,2,9,0,12,21,45,45
988800,2,6,0,21,24,51,51
988901,2,6,3,12,21,45,42
988902,2,0,0,0,0,0,0
989000,2,3,0,12,6,24,21
989100,2,3,0,15,30,48,48
989201,2,9,3,6,21,39,36
989202,2,3,0,3,12,18,18
989301,2,12,0,3,12,21,21
989303,2,3,0,3,9,15,15
989304,2,3,0,9,3,15,15
989305,2,3,0,3,12,15,15
989306,2,3,0,0,9,15,15
989307,2,0,0,6,6,12,12
989308,2,9,0,0,9,15,15
989309,2,3,0,3,12,15,15
989310,2,0,0,0,0,6,0
989311,2,0,0,0,0,3,0
989400,2,6,0,9,18,36,36
989500,2,6,0,6,12,24,24
989600,2,9,0,6,9,27,27
989700,2,6,3,9,9,27,24
989800,2,6,0,9,6,18,21
989901,2,3,0,21,33,57,57
989902,2,0,3,18,42,63,60
990000,2,3,0,3,27,30,30
990100,2,3,3,18,69,93,93
990200,2,6,6,18,36,63,57
990300,2,0,0,9,27,36,39
990400,2,3,3,18,27,51,45
990500,2,3,0,9,12,24,24
990600,2,3,3,9,30,45,42
990700,2,9,3,24,24,60,54
990800,2,3,3,15,24,45,42
990900,2,6,0,30,48,84,84
991000,2,6,0,6,18,30,30
991100,2,6,3,9,15,30,27
991200,2,3,0,3,12,15,15
991301,2,3,0,9,6,18,18
991302,2,0,0,0,0,6,0
991303,2,0,0,0,0,3,0
991400,2,0,0,6,3,12,9
991500,2,3,0,6,9,21,18
991600,2,0,3,3,9,15,12
991702,2,0,0,0,0,0,0
991703,2,3,0,3,9,18,15
991704,2,0,0,0,0,0,0
991800,2,6,3,12,9,33,27
991900,2,6,0,27,3,36,33
992000,2,0,0,12,15,30,27
992100,2,6,0,9,3,18,15
992200,2,0,0,0,0,0,0
992301,2,0,0,6,18,27,27
992302,2,0,0,0,0,0,0
992303,2,0,0,0,0,0,0
992400,2,3,3,18,30,54,51
992500,2,0,6,9,12,27,21
992600,2,6,0,12,27,42,42
992701,2,3,0,6,9,15,15
992702,2,0,3,3,6,12,9
992801,2,6,0,6,9,24,21
992802,2,3,3,6,3,15,12
992900,2,0,3,3,12,18,15
993000,2,0,0,0,0,0,0
993102,2,0,0,0,0,6,6
993103,2,0,0,0,0,3,0
993104,2,0,0,0,0,9,6
993200,2,0,0,0,0,3,0
993300,2,3,6,12,6,27,24
993400,2,0,0,0,0,0,0
993500,2,3,0,6,6,18,18
993600,2,0,0,0,0,6,0
993700,2,0,0,0,0,3,0
993800,2,0,0,0,0,6,6
993900,2,3,0,6,6,15,15
994000,2,3,3,6,15,27,24
994101,2,0,0,0,0,0,0
994103,2,0,0,0,0,3,0
994104,2,6,3,3,18,30,27
994200,2,12,0,9,33,54,51
994300,2,9,6,15,12,42,36
994400,2,3,0,6,9,15,15
994501,2,0,0,0,0,6,0
994502,2,0,0,0,0,3,0
994600,2,0,0,9,0,9,9
994701,2,0,0,0,0,3,0
994702,2,3,0,6,6,18,15
994703,2,3,0,6,0,9,6
994800,2,6,3,6,9,21,18
994900,2,6,0,6,9,18,18
995000,2,3,3,15,6,27,24
995100,2,6,0,9,18,33,27
995200,2,3,3,15,12,30,27
995300,2,0,0,6,6,9,12
995400,2,0,0,0,0,3,0
995501,2,12,0,12,15,39,36
995502,2,3,0,0,6,12,9
995600,2,3,0,6,6,18,15
995701,2,9,0,12,30,51,51
995702,2,0,0,0,0,0,0
995802,2,0,0,0,9,12,12
995803,2,0,0,0,0,3,0
995804,2,3,3,6,6,15,15
995901,2,0,0,0,0,3,0
995902,2,6,0,12,15,27,27
996000,2,15,3,6,18,39,39
996101,2,0,0,0,0,0,0
996102,2,6,3,3,3,12,12
996200,2,6,0,3,24,33,33
996300,2,9,3,12,33,54,51
996400,2,3,0,15,18,36,33
996500,2,6,3,6,15,30,24
996600,2,6,0,12,24,42,42
996700,2,12,3,12,33,60,54
996800,2,0,0,6,15,21,21
996900,2,3,3,6,24,33,33
997000,2,0,0,6,0,6,6
997100,2,3,3,9,24,36,33
997200,2,6,3,18,24,54,51
997300,2,0,0,6,3,9,6
997400,2,6,3,24,24,54,51
997500,2,3,3,21,24,57,51
997600,2,3,0,18,18,42,42
997700,2,6,0,9,18,27,27
997800,2,0,3,6,3,12,9
997900,2,0,0,0,0,3,0
998000,2,0,0,0,0,0,0
998100,2,0,0,0,0,3,0
998200,2,3,0,12,12,30,27
998300,2,0,0,0,0,3,0
998400,2,0,0,0,0,0,0
998500,2,3,6,21,30,63,57
998600,2,3,3,3,24,33,30
998700,2,0,0,0,0,0,0
998800,2,6,0,15,18,42,39
998901,2,3,3,9,12,27,24
998902,2,0,0,9,3,12,12
999000,2,3,3,9,24,36,33
999101,2,0,0,0,0,0,0
999102,2,0,0,0,0,0,0
999201,2,0,0,0,0,9,9
999202,2,0,0,0,0,0,0
999300,2,3,0,18,9,33,33
999400,2,0,0,0,0,0,0
999500,2,0,0,0,0,0,0
999600,2,0,0,0,0,0,0
999700,2,6,0,15,9,27,27
999800,2,0,3,15,6,24,21
999900,2,9,0,18,15,39,39
1000000,2,6,0,15,12,36,36
1000100,2,0,3,6,6,9,9
1000200,2,0,0,9,6,12,12
1000300,2,6,0,12,12,33,33
1000400,2,6,0,3,6,18,15
1000500,2,6,3,9,12,30,27
1000600,2,3,0,12,15,33,33
1000700,2,0,0,6,6,15,12
1000800,2,0,3,6,3,12,12
1000900,2,12,0,9,15,36,36
1001002,2,3,0,6,24,33,33
1001003,2,0,0,0,0,0,0
1001004,2,0,0,0,0,9,6
1001101,2,0,0,0,0,3,0
1001103,2,0,0,9,9,15,15
1001104,2,0,3,12,12,30,27
1001105,2,3,3,3,27,39,36
1001201,2,0,0,0,0,3,0
1001202,2,0,0,0,0,3,0
1001203,2,6,3,9,12,30,27
1001300,2,3,0,6,0,12,12
1001401,2,0,0,24,15,42,39
1001402,2,0,0,6,6,15,15
1001501,2,3,0,6,3,12,12
1001502,2,3,0,6,3,12,12
1001601,2,0,0,0,0,0,0
1001602,2,0,0,0,0,6,0
1001700,2,0,0,0,0,9,9
1001800,2,6,0,9,3,18,18
1001900,2,3,0,12,9,21,24
1002000,2,3,0,6,3,15,12
1002100,2,9,0,6,3,18,18
1002200,2,3,0,9,3,12,12
1002300,2,3,0,12,12,30,30
1002400,2,3,0,6,3,12,12
1002500,2,9,3,18,3,33,30
1002600,2,0,0,6,0,9,9
1002701,2,3,0,3,6,9,9
1002703,2,0,0,0,0,3,0
1002704,2,0,0,0,0,0,0
1002802,2,0,0,0,0,6,0
1002803,2,0,0,0,0,3,0
1002804,2,0,0,0,0,6,9
1002805,2,0,0,0,0,9,9
1002806,2,0,0,0,0,0,0
1002900,2,6,0,6,15,27,27
1003000,2,3,3,6,9,21,21
1003100,2,3,0,9,9,21,21
1003200,2,3,0,15,9,27,24
1003300,2,3,0,3,6,12,12
1003400,2,3,0,3,9,12,12
1003501,2,0,0,0,0,3,0
1003502,2,6,3,9,27,42,39
1003600,2,3,0,6,15,24,24
1003700,2,3,0,9,9,18,18
1003800,2,3,0,3,3,9,12
1003900,2,0,0,12,6,15,15
1004000,2,3,0,3,12,18,18
1004101,2,0,0,6,0,12,9
1004102,2,0,0,0,0,3,0
1004200,2,3,0,9,3,15,15
1004300,2,0,3,12,9,24,21
1004400,2,9,0,12,9,27,24
1004500,2,6,0,6,0,15,15
1004600,2,3,0,9,6,15,18
1004700,2,3,0,27,9,39,39
1004800,2,3,0,3,9,15,15
1004901,2,0,0,0,0,9,6
1004902,2,3,0,9,6,18,18
1005002,2,0,0,0,0,0,0
1005003,2,0,0,0,0,0,0
1005004,2,0,0,0,0,0,0
1005101,2,3,3,18,27,48,48
1005102,2,0,0,3,6,9,9
1005200,2,3,3,12,18,36,33
1005300,2,0,6,24,12,42,39
1005400,2,0,0,0,0,3,0
1005500,2,0,0,0,0,0,0
1005600,2,0,6,6,9,21,15
1005700,2,0,3,12,15,30,27
1005800,2,0,6,21,6,36,30
1005900,2,0,3,9,0,15,12
1006000,2,0,12,33,21,63,51
1006100,2,3,0,9,9,18,18
1006200,2,3,3,3,12,18,21
1006301,2,0,0,0,0,3,0
1006302,2,3,0,6,12,21,24
1006400,2,3,6,24,12,45,39
1006500,2,3,3,6,24,36,33
1006600,2,0,0,15,6,21,21
1006700,2,0,0,0,0,3,0
1006800,2,0,3,21,12,39,33
1006900,2,3,0,6,18,30,30
1007001,2,6,0,3,18,27,27
1007002,2,0,0,0,0,3,0
1007100,2,6,3,12,18,36,33
1007201,2,0,0,0,0,0,0
1007202,2,0,0,0,0,9,6
1007300,2,3,0,9,12,27,27
1007400,2,0,0,0,0,3,0
1007500,2,3,3,15,12,33,30
1007601,2,0,0,0,0,3,0
1007602,2,6,0,6,15,27,27
1007700,2,12,0,36,48,99,96
1007800,2,3,3,12,9,27,27
1007900,2,0,0,0,0,3,0
1008000,2,3,3,6,6,18,15
1008100,2,12,6,21,45,81,75
1008200,2,0,0,12,9,24,24
1008300,2,0,0,9,6,18,15
1008400,2,0,3,12,3,21,15
1008500,2,3,6,15,15,42,39
1008600,2,3,3,15,9,30,27
1008701,2,3,0,9,3,12,12
1008702,2,0,6,6,6,18,15
1008800,2,3,6,12,12,30,27
1008900,2,9,0,12,12,30,30
1009000,2,0,0,6,0,6,6
1009100,2,3,3,9,24,36,36
1009200,2,0,3,12,6,24,18
1009300,2,12,6,21,33,72,66
1009400,2,6,3,9,9,24,24
1009500,2,3,3,18,12,36,33
1009600,2,3,3,18,24,54,48
1009700,2,6,9,12,42,69,60
1009801,2,3,3,9,21,36,33
1009802,2,0,0,0,0,6,0
1009900,2,9,3,3,33,48,48
1010000,2,3,0,3,6,9,9
1010101,2,0,0,0,0,3,0
1010102,2,0,0,0,0,6,9
1010103,2,3,0,6,6,12,15
1010201,2,0,0,0,0,6,6
1010202,2,6,0,6,9,21,18
1010300,2,3,0,6,3,9,12
1010400,2,0,0,0,0,9,6
1010500,2,3,0,6,12,24,24
1010600,2,6,0,3,6,15,15
1010701,2,9,3,12,9,33,30
1010702,2,3,0,3,3,9,9
1010801,2,3,3,12,6,24,21
1010802,2,0,0,0,0,0,0
1010900,2,6,6,9,15,36,30
1011000,2,0,0,0,0,9,6
1011100,2,6,0,6,6,18,15
1011200,2,6,0,6,15,27,27
1011301,2,0,0,0,0,3,0
1011302,2,0,0,0,0,6,0
1011303,2,0,0,0,0,0,0
1011401,2,0,0,6,0,6,6
1011403,2,0,0,0,0,0,0
1011404,2,0,0,0,0,3,0
1011405,2,0,0,0,0,3,0
1011500,2,0,0,6,3,12,9
1011601,2,0,0,0,0,0,0
1011602,2,0,0,3,3,9,6
1011603,2,0,0,0,0,6,0
1011604,2,0,0,0,0,0,0
1011701,2,0,0,9,3,12,12
1011702,2,0,0,0,0,3,0
1011800,2,3,0,6,0,9,9
1011900,2,0,0,0,0,9,6
1012000,2,3,0,9,0,9,9
1012100,2,0,0,6,0,6,6
1012200,2,0,0,0,0,6,0
1012300,2,0,0,0,0,0,0
1012400,2,0,3,3,3,12,9
1012500,2,0,0,3,6,9,9
1012600,2,0,0,0,0,9,6
1012700,2,3,0,12,18,30,30
1012800,2,3,0,15,9,27,27
1012900,2,0,0,0,0,6,0
1013000,2,0,0,0,0,3,0
1013100,2,0,0,0,0,0,0
1013200,2,0,0,0,0,0,0
1013300,2,0,0,0,0,0,0
1013400,2,0,0,0,0,0,0
1013501,2,0,0,0,0,6,6
1013502,2,0,0,0,0,3,0
1013601,2,0,0,0,0,0,0
1013602,2,0,0,0,0,0,0
1013701,2,12,0,6,6,24,24
1013702,2,3,0,3,3,9,9
1013801,2,3,0,3,3,9,9
1013802,2,0,0,0,0,0,0
1013901,2,3,0,6,3,12,12
1013902,2,0,0,0,0,0,0
1014001,2,0,0,0,0,6,0
1014002,2,0,0,0,0,3,0
1014100,2,3,0,3,6,18,15
1014200,2,0,0,0,0,6,0
1014300,2,0,0,0,0,3,0
1014400,2,0,0,0,0,3,0
1014500,2,3,0,3,6,12,9
1014600,2,3,6,9,3,18,15
1014700,2,0,0,0,0,3,0
1014801,2,0,0,0,0,6,6
1014802,2,6,3,3,3,12,9
1014900,2,6,0,9,6,15,18
1015000,2,3,3,9,3,15,15
1015100,2,6,0,9,3,21,21
1015200,2,6,0,3,3,12,9
1015301,2,3,0,3,3,12,12
1015302,2,0,0,0,0,0,0
1015400,2,3,6,12,27,45,45
1015500,2,0,3,9,18,27,24
1015600,2,3,3,12,9,27,24
1015700,2,0,3,9,6,15,15
1015800,2,6,3,15,15,36,33
1015900,2,3,0,9,12,21,21
1016001,2,0,0,0,0,0,0
1016003,2,3,0,9,3,15,12
1016004,2,0,0,0,0,0,0
1016005,2,3,3,3,3,12,12
1016006,2,0,0,0,0,0,0
1016101,2,0,0,0,0,0,0
1016102,2,0,0,0,0,0,0
1016202,2,0,0,0,0,3,0
1016203,2,3,3,3,3,12,12
1016204,2,0,0,0,0,6,0
1016301,2,3,3,6,6,18,15
1016302,2,0,0,0,0,0,0
1016400,2,0,0,0,0,3,0
1016500,2,0,6,3,3,15,9
1016600,2,0,0,0,0,0,0
1016700,2,0,0,0,0,0,0
1016800,2,0,0,0,0,6,9
1016900,2,3,6,6,9,24,18
1017000,2,0,0,0,0,3,0
1017100,2,3,3,6,12,24,24
1017200,2,0,0,0,0,3,0
1017301,2,3,3,3,9,15,12
1017302,2,0,0,6,3,12,12
1017303,2,0,0,0,0,6,6
1017400,2,3,0,9,6,18,18
1017500,2,6,0,9,9,27,27
1017600,2,9,3,12,12,36,33
1017700,2,6,0,9,3,15,15
1017800,2,3,3,0,6,12,12
1017900,2,0,0,0,0,6,0
1018000,2,9,0,6,6,21,18
1018100,2,3,0,0,3,9,9
1018200,2,3,0,12,9,24,24
1018300,2,0,0,0,0,6,9
1018401,2,0,0,0,0,9,9
1018402,2,0,0,0,0,6,0
1018500,2,0,0,6,3,12,12
1018600,2,6,0,6,3,15,15
1018700,2,3,3,9,3,15,15
1018800,2,3,0,3,12,18,18
1018900,2,0,0,0,0,0,0
1019000,2,6,3,15,21,42,39
1019101,2,0,0,6,6,12,9
1019102,2,0,0,0,0,3,0
1019103,2,0,0,0,0,0,0
1019104,2,0,0,0,0,0,0
1019200,2,3,0,3,12,18,21
1019300,2,3,6,39,6,54,45
1019401,2,0,0,0,0,6,6
1019402,2,0,0,0,0,0,0
1019500,2,9,6,12,12,39,33
1019601,2,0,0,0,0,3,0
1019602,2,0,0,0,0,0,0
1019603,2,0,0,0,0,0,0
1019700,2,0,0,0,0,6,0
1019800,2,15,0,15,18,51,48
1019902,2,0,0,0,0,6,0
1019903,2,6,0,9,9,21,21
1019904,2,0,0,0,0,6,0
1020001,2,0,0,6,6,12,12
1020002,2,0,0,0,0,3,0
1020101,2,0,0,0,0,3,0
1020102,2,0,0,3,9,12,12
1020201,2,6,0,15,9,27,27
1020202,2,0,0,0,0,0,0
1020301,2,3,0,3,12,18,18
1020302,2,3,0,3,6,9,9
1020400,2,9,0,15,18,42,45
1020500,2,6,3,3,12,21,18
1020600,2,6,0,21,6,36,36
1020700,2,6,3,6,9,21,21
1020800,2,3,0,12,9,24,24
1020901,2,0,0,0,0,0,0
1020902,2,0,0,0,0,0,0
1021000,2,0,3,0,12,18,15
1021100,2,0,0,0,0,3,0
1021200,2,3,3,3,6,15,9
1021301,2,0,0,0,0,3,0
1021302,2,0,0,0,0,3,0
1021400,2,9,0,6,24,39,39
1021500,2,3,0,3,0,9,9
1021600,2,0,0,0,0,6,6
1021700,2,3,3,9,24,36,36
1021800,2,6,6,6,30,45,39
1021900,2,3,3,6,3,15,15
1022000,2,0,0,0,0,6,0
1022100,2,0,3,6,27,33,33
1022200,2,0,0,12,15,33,27
1022300,2,0,0,3,9,15,15
1022400,2,0,0,0,0,3,0
1022500,2,0,0,0,0,6,6
1022600,2,0,0,0,0,6,0
1022700,2,0,0,0,0,3,0
1022800,2,0,0,12,0,12,12
1022900,2,0,0,0,0,3,0
1023000,2,0,0,0,0,0,0
1023100,2,0,3,15,0,21,15
1023200,2,0,0,0,0,0,0
1023300,2,0,0,0,0,6,0
1023400,2,0,0,0,0,6,0
1023500,2,3,3,3,3,15,12
1023600,2,0,0,0,0,6,6
1023700,2,3,0,3,6,9,9
1023800,2,0,0,0,0,3,0
1023900,2,0,0,0,0,6,0
1024000,2,6,3,3,9,21,18
1024100,2,0,0,0,0,3,0
1024200,2,0,0,0,0,6,0
1024300,2,0,6,6,9,18,15
1024400,2,3,0,12,6,18,18
1024500,2,0,0,0,6,9,9
1024600,2,0,0,0,0,6,0
1024700,2,0,0,0,0,3,0
1024800,2,0,0,0,0,0,0
1024900,2,0,0,0,0,3,0
1025001,2,0,0,0,0,0,0
1025002,2,0,6,9,3,18,15
1025101,2,0,0,0,0,3,0
1025102,2,3,3,24,12,45,42
1025201,2,0,0,0,0,9,0
1025202,2,0,0,0,0,0,0
1025300,2,0,6,18,12,33,30
1025400,2,0,0,0,0,0,0
1025500,2,0,0,0,0,3,0
1025600,2,0,0,0,0,3,0
1025700,2,3,0,3,6,12,12
1025801,2,0,0,0,0,0,0
1025802,2,0,0,0,0,3,0
1025803,2,0,0,0,0,3,0
1025901,2,0,0,0,0,3,0
1025902,2,0,0,0,0,3,0
1025903,2,0,0,0,0,0,0
1025904,2,0,0,0,0,3,0
1026001,2,0,0,0,0,3,0
1026002,2,0,0,0,0,3,0
1026003,2,0,0,0,0,0,0
1026004,2,0,0,0,0,3,0
1026005,2,0,0,0,0,0,0
1026006,2,0,0,0,0,0,0
1026007,2,0,0,0,0,0,0
1026008,2,0,0,0,0,3,0
1026101,2,0,0,0,0,3,0
1026102,2,0,0,0,0,6,6
1026103,2,0,0,0,0,6,0
1026104,2,0,0,0,0,0,0
1026105,2,0,0,0,0,3,0
1026106,2,0,0,0,0,3,0
1026107,2,0,0,0,0,3,0
1026108,2,0,0,0,0,3,0
1026109,2,0,0,0,0,6,6
1026110,2,0,0,0,0,3,0
1026200,2,6,3,12,9,30,27
1026301,2,0,0,0,0,0,0
1026302,2,0,3,12,3,12,15
1026401,2,3,3,18,3,27,24
1026402,2,0,0,0,0,3,0
1026403,2,0,0,0,0,3,0
1026404,2,0,0,0,0,6,0
1026405,2,0,0,0,0,0,0
1026406,2,0,0,0,0,3,0
1026503,2,0,0,0,0,9,6
1026504,2,0,0,0,0,0,0
1026505,2,0,0,0,0,6,6
1026506,2,0,0,0,0,3,0
1026507,2,0,0,0,0,3,0
1026508,2,0,0,0,0,3,0
1026509,2,0,0,0,0,3,0
1026510,2,0,0,3,3,12,9
1026601,2,0,0,0,0,6,6
1026602,2,0,0,0,0,0,0
1026701,2,3,3,3,6,15,15
1026702,2,3,3,0,6,12,12
1026800,2,0,0,0,0,0,0
1026900,2,0,0,0,0,0,0
1027000,2,3,0,6,3,15,12
1027100,2,0,0,0,0,6,6
1027200,2,0,0,0,0,3,0
1027300,2,0,3,6,3,12,9
1027400,2,0,3,12,3,18,15
1027500,2,0,0,0,0,3,0
1027601,2,6,3,0,6,12,12
1027602,2,3,3,0,3,9,9
1027702,2,3,0,0,9,12,15
1027703,2,6,3,3,12,24,21
1027704,2,3,0,0,9,12,12
1027800,2,3,0,3,15,24,24
1027900,2,3,0,3,6,12,15
1028000,2,3,0,6,6,12,12
1028100,2,0,3,6,3,9,9
1028200,2,0,0,0,0,3,0
1028300,2,0,0,0,0,6,6
1028400,2,3,0,9,3,15,15
1028500,2,3,3,3,6,18,15
1028600,2,0,0,0,0,6,0
1028700,2,3,0,3,6,12,12
1028801,2,0,0,0,0,0,0
1028802,2,0,3,6,3,12,12
1028900,2,0,0,0,0,0,0
1029001,2,0,0,0,0,6,0
1029002,2,3,0,3,3,15,12
1029100,2,0,0,0,0,0,0
1029200,2,0,0,0,0,6,0
1029300,2,3,3,0,3,9,9
1029400,2,0,0,0,0,6,6
1029500,2,0,0,0,0,6,6
